word	len	pts	n	nCur	fieldRate	myRate	myRateCur	strongRate	topQRate	reachClass	share_freeCur	share_dropTerminalCur	share_cellmateCur	hookStem	cellmateOf	observedHost	family	qCur	gainPerGameCur	gainPerGameAll	dead	everAccepted
SONSE	5	800	269	99	0.01487	0	0	0	0.044118	free	0.64646	0	0.050505	SON		SON	SON	0.48039	13.28	11.515	False	True
IRONE	5	800	400	140	0.05625	0.0075	0.014286	0.17391	0.19008	free	0.47143	0	0			RONE	RONE	0.35323	13.25	11.438	False	True
PARENS	6	1400	136	47	0.080882	0.080882	0.085106	0.13793	0.12121	free	0.89362	0	0	PARE		PARE	PARE	0.66087	13.223	12.949	False	True
SLART	5	800	337	97	0.034125	0.029674	0.010309	0.047619	0.023529	free	0.6701	0	0	LAR		LAR	LAR	0.4974	13.193	13.52	False	True
LAREE	5	800	234	70	0.057692	0.0042735	0	0.21951	0.18182	free	0.91429	0	0.014286	LARE	LEARE	LARE	LARE	0.67463	13.186	13.316	False	True
DINOS	5	800	236	96	0.069915	0.059322	0.09375	0.088235	0.080645	free	0.79167	0	0	DIN		DIN	DIN	0.58561	13.185	10.495	False	True
DEAIR	5	800	321	115	0.017134	0	0	0.044444	0.045455	free	0.54783	0	0.12174	AIR		AIR	AIR	0.40901	13.134	11.697	False	True
URINES	6	1400	116	46	0.030172	0.025862	0.043478	0	0.081081	free	0.84783	0	0	RINES		RINES	RINES	0.62776	13.134	9.9143	False	True
ELANET	6	1400	157	56	0	0	0	0	0	free	0.64286	0	0			LANE	LANE	0.47955	13.123	10.891	False	False
SERER	5	800	338	101	0.025148	0.02071	0	0.044776	0.031579	free	0.62376	0	0			SERE	SERE	0.46377	13.079	11.409	False	True
SERANG	6	1400	158	47	0.0031646	0	0	0.029412	0.028571	free	0.76596	0	0.085106	RANG	RANGES	RANG	RANG	0.56829	13.052	14.365	False	True
ROTANS	6	1400	161	51	0.071429	0.099379	0.058824	0.083333	0.06383	free	0.78431	0	0.019608	ROT		ROT	ROT	0.58177	13.033	12.678	False	True
RANEE	5	800	257	75	0.0077821	0	0	0	0	free	0.84	0	0	RAN		RAN	RAN	0.62068	12.999	13.234	False	True
SENSI	5	800	424	147	0.017689	0.025943	0.040816	0.013158	0.019417	free	0.47619	0	0.2585		SINES	SEN	SEN	0.35742	12.996	13.288	False	True
SALINA	6	1400	93	38	0.016129	0.010753	0	0.14286	0.043478	free	0.94737	0	0	SAL		SAL	SAL	0.69973	12.993	9.6939	False	True
CANST	5	800	196	73	0.017857	0.015306	0	0.10345	0.019231	free	0.86301	0	0.013699	CAN	CANTS	CANS	CAN	0.63742	12.993	9.8883	False	True
SILEN	5	800	394	143	0.032995	0.017766	0.006993	0.092308	0.093458	free	0.44056	0	0.1049		LINES	SILE	SILE	0.33113	12.943	11.029	False	True
SERINES	7	1800	105	34	0.047619	0.0095238	0	0.10345	0.2069	free	0.85294	0	0	RINES		RINES	RINES	0.60468	12.917	11.537	False	True
OREAD	5	800	321	111	0.0031153	0	0	0	0.011236	free	0.55856	0	0.036036			READ	READ	0.41656	12.911	10.472	False	True
SNITS	5	800	439	146	0.074032	0.077449	0.082192	0.044444	0.051546	free	0.53425	0	0			NITS	NITS	0.39881	12.908	11.559	False	True
MEREST	6	1400	122	43	0.069672	0.016393	0.023256	0.21429	0.32143	free	0.86047	0	0	RES		MERES	RES	0.6369	12.894	11.285	False	True
AREAD	5	800	287	92	0.0087108	0	0	0.017544	0.059701	free	0.67391	0	0			READ	READ	0.50016	12.849	11.914	False	True
ARTEL	5	800	456	122	0.027412	0.004386	0	0.090909	0.084112	free	0.4918	0.02459	0.18033		LATER	ART	ART	0.37675	12.834	13.185	False	True
REDAN	5	800	370	136	0.078378	0.11351	0.15441	0.055556	0.074468	free	0.66176	0	0.022059	DAN		RED	DAN	0.49141	12.798	13.226	False	True
TANIST	6	1400	177	56	0	0	0	0	0	free	0.625	0	0	TAN		TAN	TAN	0.46663	12.769	14.073	False	False
DEAIRS	6	1400	143	55	0.024476	0	0	0.083333	0.04878	free	0.63636	0	0.14545	AIRS		AIRS	AIRS	0.47438	12.75	10.068	False	True
HAERES	6	1400	180	54	0.0027778	0	0	0.025641	0.025	free	0.64815	0	0.074074	RES		RES	RES	0.48313	12.749	11.943	False	True
SHERO	5	800	309	115	0.0032362	0.0032362	0	0	0.012658	free	0.53043	0	0.13913			SHE	SHE	0.39644	12.73	10.251	False	True
ENTAIL	6	1400	178	59	0.092697	0.08427	0.10169	0.15385	0.1875	free	0.72881	0	0	TAIL		TAIL	TAIL	0.5417	12.686	13.881	False	True
SARNIE	6	1400	200	58	0.04	0.065	0.10345	0	0	free	0.74138	0	0.017241		RAINES	SAR	SAR	0.55073	12.677	14.238	False	True
TORTEN	6	1400	142	43	0.021127	0.014085	0	0.052632	0.028571	free	0.81395	0	0	TOR		TORTE	TOR	0.60326	12.676	12.114	False	True
NITRO	5	800	411	142	0.040146	0.017032	0.049296	0.081081	0.11404	free	0.49296	0	0.014085			NIT	NIT	0.36889	12.672	10.71	False	True
RIDENT	6	1400	134	42	0.0074627	0.0074627	0	0	0	free	0.83333	0	0.02381		TINDER	RIDE	RIDE	0.6172	12.667	11.159	False	True
RESIGN	6	1400	135	42	0.088889	0.022222	0	0.29032	0.27027	free	0.83333	0	0.071429	RES	SINGER	RES	RES	0.61705	12.664	11.605	False	True
SARTOR	6	1400	113	37	0.0044248	0	0	0	0	free	0.94595	0	0	TOR		SAR	TOR	0.69871	12.633	11.239	False	True
PETAR	5	800	282	82	0.010638	0	0	0.052632	0.041096	free	0.7439	0	0.17073	TAR	TAPER,PATER	PET	TAR	0.55144	12.626	14.168	False	True
DENET	5	800	277	92	0.034296	0.021661	0.032609	0.056604	0.051282	free	0.70652	0	0			DEN	DEN	0.52382	12.619	12.337	False	True
ENATE	5	800	563	176	0.073712	0.08881	0.1875	0.072917	0.08	free	0.59091	0.011364	0.034091			NAT	NAT	0.44383	12.597	15.152	False	True
RIANT	5	800	377	121	0.0039788	0.0026525	0	0.016667	0.0097087	free	0.49587	0	0.057851			ANT	ANT	0.37113	12.539	12.564	False	True
LATRON	6	1400	112	42	0.013393	0.017857	0.02381	0	0.027778	free	0.85714	0	0	LAT		LAT	LAT	0.63449	12.533	10.255	False	True
NERITES	7	1800	157	43	0	0	0	0	0	free	0.65116	0	0.023256	RIT		RITES	RIT	0.46339	12.519	15.159	False	False
DITONES	7	1800	64	29	0.015625	0	0	0	0.05	free	0.96552	0	0	TONES		TONES	TONES	0.68341	12.452	8.3255	False	True
SEDAN	5	800	339	115	0.013274	0.014749	0.0086957	0.021277	0.013333	free	0.53043	0	0.026087	DAN		DAN	DAN	0.39612	12.441	12.106	False	True
TAROTS	6	1400	168	49	0.053571	0.053571	0.10204	0	0.076923	free	0.83673	0	0	TAR		TAR	TAR	0.61974	12.396	15.684	False	True
EALES	5	800	486	132	0.012346	0.010288	0.015152	0	0	free	0.37121	0.20455	0.075758		LEASE	ALES	ALES	0.34913	12.31	10.409	False	True
AMORET	6	1400	120	41	0.0041667	0	0	0	0.030303	free	0.82927	0	0	MORE		MORE	MORE	0.61434	12.308	11.703	False	True
RATITE	6	1400	170	40	0.020588	0.0058824	0	0.086957	0.044444	free	0.85	0	0	TITE		TITE	TITE	0.62933	12.301	17.264	False	True
SEASON	6	1400	95	35	0.0052632	0	0	0	0	free	0.97143	0	0	SEA		SEA	SEA	0.71713	12.265	10.638	False	True
ANTAE	5	800	314	95	0.0031847	0	0	0	0.011494	free	0.62105	0	0			ANT	ANT	0.4618	12.25	12.583	False	True
HANSE	5	800	254	91	0.023622	0.007874	0	0.047619	0.064935	free	0.64835	0	0.010989	HAN		HAN	HAN	0.48164	12.239	10.741	False	True
TENORS	6	1400	210	66	0.071429	0.071429	0.10606	0.12245	0.067797	free	0.65152	0	0.19697		TONERS,STONER	TEN	TEN	0.48517	12.227	12.141	False	True
STEREO	6	1400	240	76	0.00625	0	0	0.016129	0.036364	free	0.43421	0	0			STERE	STERE	0.32868	12.206	9.8477	False	True
TAIRA	5	800	302	79	0.0016556	0	0	0	0	free	0.74684	0	0.012658	TAI		TAI	TAI	0.55311	12.201	16.106	False	True
LACETS	6	1400	109	44	0.073394	0.0091743	0.022727	0.44444	0.31034	free	0.79545	0	0	LACE		LACE	LACE	0.58989	12.194	9.7303	False	True
ENSEAL	6	1400	129	41	0.011628	0.023256	0.02439	0	0	free	0.85366	0	0	SEA		SEAL	SEA	0.63197	12.173	10.587	False	True
RAIAS	5	800	192	69	0.020833	0.010417	0	0	0.040816	free	0.85507	0	0.014493	RAI		RAI	RAI	0.63166	12.17	9.5229	False	True
TEEND	5	800	183	65	0.065574	0	0	0.27273	0.26	free	0.90769	0	0	TEE		TEEN	TEE	0.6698	12.157	10.076	False	True
TEAING	6	1400	148	51	0.047297	0.081081	0.13725	0	0.027778	free	0.84314	0	0.019608	TEA		TEA	TEA	0.6243	12.138	12.595	False	True
ANESTRI	7	1800	155	44	0.0032258	0.0064516	0	0	0	free	0.61364	0	0.022727		RETAINS	NEST	NEST	0.43715	12.085	9.9327	False	True
LORAN	5	800	186	75	0.018817	0.032258	0.053333	0.026316	0	free	0.85333	0	0	LOR		LOR	LOR	0.63036	12.084	10.062	False	True
TRENISE	7	1800	126	43	0.0039683	0	0	0.032258	0	free	0.62791	0	0.023256	REN		REN	REN	0.44713	12.079	11.207	False	True
TRINAL	6	1400	135	57	0.0074074	0	0	0	0.03125	free	0.57895	0	0	RIN		TRIN	RIN	0.43333	12.07	9.9445	False	True
URENT	5	800	207	79	0	0	0	0	0	free	0.73418	0	0.012658	REN		RENT	REN	0.54393	11.999	9.9076	False	False
TRESS	5	800	314	93	0.044586	0.025478	0.064516	0.018182	0.044776	free	0.70968	0	0	RES		RES	RES	0.52611	11.987	12.325	False	True
IDENT	5	800	335	109	0.0074627	0	0	0.030303	0.032609	free	0.52294	0.0091743	0.027523			DENT	DENT	0.39375	11.984	11.448	False	True
RESTEM	6	1400	124	45	0.012097	0.016129	0	0	0.03125	free	0.73333	0	0	RES		REST	RES	0.54497	11.984	10.168	False	True
RESEDA	6	1400	136	44	0	0	0	0	0	free	0.75	0	0.068182	RES		RES	RES	0.5568	11.972	11.737	False	False
EROTIC	6	1400	109	43	0.0045872	0.0091743	0	0	0	free	0.76744	0	0	ROT		ROT	ROT	0.56963	11.969	8.6097	False	True
PETARS	6	1400	129	40	0.015504	0	0	0.066667	0.055556	free	0.825	0	0.1	TAR	PATERS,TAPERS,PASTER	TARS	TAR	0.61093	11.941	11.942	False	True
SALSE	5	800	256	82	0.029297	0.011719	0.012195	0.071429	0.090909	free	0.71951	0	0.14634	SAL	LASES	SAL	SAL	0.53367	11.94	12.139	False	True
ALIEN	5	800	383	135	0.045692	0.010444	0.0074074	0.046154	0.12903	free	0.42963	0	0.13333			LIE	LIE	0.32327	11.907	10.766	False	True
RETORE	6	1400	138	41	0.054348	0.072464	0.073171	0.037037	0.058824	free	0.90244	0	0	TORE		TORE	TORE	0.66725	11.902	12.548	False	True
TRADIE	6	1400	126	44	0.051587	0.047619	0.022727	0	0	free	0.77273	0	0.022727			RAD	RAD	0.57338	11.84	8.7681	False	True
NORITES	7	1800	110	32	0.0090909	0.018182	0.03125	0	0	free	0.875	0	0	RIT		RITES	RIT	0.62011	11.839	11.764	False	True
LOTAS	5	800	245	84	0.091837	0.097959	0.035714	0.10526	0.074627	free	0.72619	0	0.047619	LOT		LOT	LOT	0.53823	11.787	10.585	False	True
SEITEN	6	1400	240	65	0	0	0	0	0	free	0.49231	0	0			TEN	TEN	0.37069	11.774	13.994	False	False
TAMIS	5	800	211	71	0.030806	0.028436	0	0.078947	0.019608	free	0.80282	0	0			TAM	TAM	0.5937	11.77	9.6372	False	True
