word	times	strengthWeighted	inLosses	len	pts	present	playerFound	oppFound	pointsTotal	strengthWeightedPoints	playerFindRate	oppFindRate	excessPoints	anagramKey	anagramDictSize	branchStem
STEARS	47	22.4893	20	6	1400	272	178	144	65800	31485	0.654412	0.529412	-47600	AERSST	7	STEAR
STAIN	86	39.2367	48	5	800	529	300	260	68800	31389.4	0.567108	0.491493	-32000	AINST	8	TAIN
RANTS	85	39.2228	40	5	800	401	215	203	68000	31378.3	0.53616	0.506234	-9600	ANRST	4	RANT
TRONES	47	22.4104	25	6	1400	220	129	127	65800	31374.6	0.586364	0.577273	-2800	ENORST	8	TRONE
RAINE	84	39.1551	44	5	800	530	330	290	67200	31324.1	0.622642	0.54717	-32000	AEINR	1	RAIN
STALED	47	22.3525	32	6	1400	141	40	67	65800	31293.6	0.283688	0.475177	37800	ADELST	6	STALE
RAITS	93	39.1095	36	5	800	548	223	188	74400	31287.6	0.406934	0.343066	-28000	AIRST	9	RAIT
ENTERS	47	22.325	26	6	1400	221	96	99	65800	31255	0.434389	0.447964	4200	EENRST	9	ENTER
RAINS	86	39.053	44	5	800	414	249	244	68800	31242.4	0.601449	0.589372	-4000	AINRS	5	RAIN
SORED	81	38.9696	38	5	800	371	103	124	64800	31175.7	0.277628	0.334232	16800	DEORS	10	SORE
SEAN	172	77.8399	72	4	400	1179	440	382	68800	31135.9	0.373198	0.324003	-23200	AENS	6	SEA
SALES	76	38.7163	43	5	800	337	194	183	60800	30973	0.575668	0.543027	-8800	AELSS	5	SALE
START	84	38.7112	43	5	800	411	210	203	67200	30969	0.510949	0.493917	-5600	ARSTT	3	STAR
ERASE	66	38.706	45	5	800	697	308	129	52800	30964.8	0.441894	0.185079	-143200	AEERS	4	ERAS
RAISE	83	38.6628	43	5	800	578	312	245	66400	30930.2	0.539792	0.423875	-53600	AEIRS	5	RAIS
SEARER	42	22.0266	22	6	1400	128	24	52	58800	30837.2	0.1875	0.40625	39200	AEERRS	3	SEARE
SIREN	76	38.4827	41	5	800	569	86	96	60800	30786.2	0.151142	0.168717	8000	EINRS	7	SIRE
INTERS	48	21.9482	27	6	1400	311	181	136	67200	30727.5	0.581994	0.437299	-63000	EINRST	10	INTER
SEAL	171	76.7234	79	4	400	1036	532	457	68400	30689.4	0.513514	0.44112	-30000	AELS	6	SEA
STARN	81	38.1161	42	5	800	390	122	139	64800	30492.9	0.312821	0.35641	13600	ANRST	4	STAR
HASTE	86	38.0669	48	5	800	361	215	226	68800	30453.6	0.595568	0.626039	8800	AEHST	6	HAST
SEARS	87	38.0164	34	5	800	429	232	225	69600	30413.1	0.540793	0.524476	-5600	AERSS	5	SEAR
TAIN	169	76.0206	70	4	400	936	490	446	67600	30408.2	0.523504	0.476496	-17600	AINT	4	TAI
SANT	164	75.977	67	4	400	765	270	285	65600	30390.8	0.352941	0.372549	6000	ANST	4	SAN
TEERS	83	37.9707	38	5	800	374	155	149	66400	30376.5	0.414439	0.398396	-4800	EERST	9	TEER
NEATER	46	21.6306	25	6	1400	234	70	74	64400	30282.9	0.299145	0.316239	5600	AEENRT	3	EATER
RESITE	44	21.6212	22	6	1400	274	84	76	61600	30269.7	0.306569	0.277372	-11200	EEIRST	2	RESIT
NEAT	175	75.6568	74	4	400	1106	318	302	70000	30262.7	0.287523	0.273056	-6400	AENT	4	EAT
TEAL	169	75.556	80	4	400	911	412	371	67600	30222.4	0.45225	0.407245	-16400	AELT	6	TEA
RELIST	46	21.528	28	6	1400	195	36	58	64400	30139.2	0.184615	0.297436	30800	EILRST	5	LIST
OATERS	47	21.5253	32	6	1400	257	110	84	65800	30135.4	0.428016	0.326848	-36400	AEORST	4	OATER
TONER	83	37.662	43	5	800	435	297	298	66400	30129.6	0.682759	0.685057	800	ENORT	5	TONE
LITER	80	37.6051	44	5	800	431	277	267	64000	30084	0.642691	0.61949	-8000	EILRT	4	LITE
MARES	78	37.5632	39	5	800	372	231	214	62400	30050.6	0.620968	0.575269	-13600	AEMRS	5	MARE
NARE	168	75.0039	75	4	400	1243	240	235	67200	30001.6	0.193081	0.189059	-2000	AENR	4	ARE
STONER	49	21.3308	28	6	1400	221	138	142	68600	29863.2	0.624434	0.642534	5600	ENORST	8	STONE
SERA	147	74.6457	76	4	400	1986	381	208	58800	29858.3	0.191843	0.104733	-69200	AERS	7	SER
RESTED	44	21.2652	24	6	1400	205	94	85	61600	29771.3	0.458537	0.414634	-12600	DEERST	4	REST
RINE	165	74.4104	74	4	400	1044	626	500	66000	29764.1	0.599617	0.478927	-50400	EINR	2	RIN
RASTER	45	21.197	17	6	1400	299	178	160	63000	29675.8	0.595318	0.535117	-25200	AERRST	8	ASTER
ENATES	40	21.1895	22	6	1400	288	0	40	56000	29665.3	0	0.138889	56000	AEENST	5	NATES
LINER	81	37.055	40	5	800	342	207	231	64800	29644	0.605263	0.675439	19200	EILNR	1	LINE
TONIER	41	21.1703	19	6	1400	168	29	51	57400	29638.4	0.172619	0.303571	30800	EINORT	3	ONIE
ROATE	68	36.9298	38	5	800	457	226	138	54400	29543.8	0.49453	0.301969	-70400	AEORT	3	OAT
REINS	79	36.8789	37	5	800	548	216	143	63200	29503.1	0.394161	0.260949	-58400	EINRS	7	REIN
RAINED	40	20.9713	25	6	1400	166	99	115	56000	29359.8	0.596386	0.692771	22400	ADEINR	4	RAINE
NETS	157	73.2627	66	4	400	1468	420	260	62800	29305.1	0.286104	0.177112	-64000	ENST	6	NET
DEETS	75	36.6277	42	5	800	276	18	80	60000	29302.2	0.0652174	0.289855	49600	DEEST	3	DEET
ESTATE	41	20.9156	23	6	1400	191	13	45	57400	29281.9	0.0680628	0.235602	44800	AEESTT	2	STATE
LATS	154	73.1794	64	4	400	890	244	246	61600	29271.8	0.274157	0.276404	800	ALST	5	LAT
STIES	79	36.5601	44	5	800	499	114	116	63200	29248.1	0.228457	0.232465	1600	EISST	2	STIE
TATER	80	36.5429	48	5	800	430	270	248	64000	29234.3	0.627907	0.576744	-17600	AERTT	4	TATE
IRATE	72	36.5428	39	5	800	672	27	76	57600	29234.2	0.0401786	0.113095	39200	AEIRT	3	RATE
STATES	43	20.8054	18	6	1400	158	88	103	60200	29127.5	0.556962	0.651899	21000	AESSTT	3	STATE
ATES	163	72.6605	63	4	400	1907	363	222	65200	29064.2	0.190351	0.116413	-56400	AEST	10	ATE
TRONE	79	36.3249	41	5	800	377	196	194	63200	29059.9	0.519894	0.514589	-1600	ENORT	5	TRON
RAIS	164	72.4726	69	4	400	942	398	356	65600	28989	0.422505	0.377919	-16800	AIRS	6	RAI
DIRE	160	72.3521	72	4	400	654	177	243	64000	28940.8	0.270642	0.37156	26400	DEIR	3	IRE
SENTS	80	36.174	38	5	800	415	204	187	64000	28939.2	0.491566	0.450602	-13600	ENSST	3	SENT
SANED	73	36.0756	41	5	800	360	54	97	58400	28860.5	0.15	0.269444	34400	ADENS	4	SANE
TARRES	41	20.6143	20	6	1400	157	64	70	57400	28860.1	0.407643	0.44586	8400	AERRST	8	TARRE
STEER	81	36.0177	36	5	800	441	243	214	64800	28814.1	0.55102	0.485261	-23200	EERST	9	TEER
TITERS	41	20.5698	24	6	1400	183	122	113	57400	28797.7	0.666667	0.617486	-12600	EIRSTT	6	TITER
NITS	152	71.9417	75	4	400	1101	235	218	60800	28776.7	0.213442	0.198002	-6800	INST	3	NIT
TOLES	82	35.9274	33	5	800	342	196	204	65600	28741.9	0.573099	0.596491	6400	ELOST	4	TOLE
ANTE	154	71.8281	78	4	400	1051	498	312	61600	28731.2	0.473834	0.29686	-74400	AENT	4	ANT
HATER	81	35.8277	44	5	800	427	272	262	64800	28662.2	0.637002	0.613583	-8000	AEHRT	5	HATE
NATS	145	71.4912	69	4	400	1049	175	181	58000	28596.5	0.166826	0.172545	2400	ANST	4	NAT
RETINAS	29	15.8795	20	7	1800	126	22	40	52200	28583	0.174603	0.31746	32400	AEINRST	11	RETINA
HATERS	47	20.3593	26	6	1400	225	150	152	65800	28503	0.666667	0.675556	2800	AEHRST	3	HATER
STAIR	76	35.5769	29	5	800	496	202	167	60800	28461.5	0.407258	0.336694	-28000	AIRST	9	TAI
RADE	165	71.0496	68	4	400	750	229	275	66000	28419.9	0.305333	0.366667	18400	ADER	6	RAD
TRAIN	79	35.5244	42	5	800	475	270	233	63200	28419.5	0.568421	0.490526	-29600	AINRT	3	RAIN
TARTER	45	20.293	32	6	1400	149	12	49	63000	28410.2	0.0805369	0.328859	51800	AERRTT	2	TART
ALTERS	42	20.2547	22	6	1400	207	98	89	58800	28356.6	0.47343	0.429952	-12600	AELRST	12	ALTER
TRIN	159	70.7664	77	4	400	822	283	301	63600	28306.6	0.344282	0.36618	7200	INRT	1	RIN
RENTES	40	20.161	22	6	1400	237	137	120	56000	28225.4	0.578059	0.506329	-23800	EENRST	9	RENTE
STEANE	37	20.1576	23	6	1400	211	63	63	51800	28220.7	0.298578	0.298578	0	AEENST	5	STEAN
STIRES	43	20.1364	27	6	1400	274	173	144	60200	28190.9	0.631387	0.525547	-40600	EIRSST	5	STIRE
LITERS	43	20.1329	29	6	1400	210	141	139	60200	28186.1	0.671429	0.661905	-2800	EILRST	5	LITER
RAIT	165	70.4312	62	4	400	987	335	306	66000	28172.5	0.339412	0.31003	-11600	AIRT	4	RAI
DITES	73	35.0845	42	5	800	359	200	182	58400	28067.6	0.557103	0.506964	-14400	DEIST	7	DITE
RETE	155	70.0551	67	4	400	851	230	231	62000	28022	0.27027	0.271445	400	EERT	3	RET
SEALER	41	20.0106	24	6	1400	167	86	88	57400	28014.9	0.51497	0.526946	2800	AEELRS	8	SEAL
TONERS	47	19.9795	21	6	1400	221	151	157	65800	27971.4	0.683258	0.710407	8400	ENORST	8	TONER
RESITS	40	19.9795	25	6	1400	197	59	58	56000	27971.4	0.299492	0.294416	-1400	EIRSST	5	RESIT
HIRES	75	34.9545	35	5	800	330	159	157	60000	27963.6	0.481818	0.475758	-1600	EHIRS	6	HIRE
CARET	75	34.9472	33	5	800	399	194	192	60000	27957.8	0.486216	0.481203	-1600	ACERT	7	CARE
LARE	161	69.8147	64	4	400	1035	606	481	64400	27925.9	0.585507	0.464734	-50000	AELR	7	LAR
RISEN	66	34.8921	42	5	800	546	55	78	52800	27913.7	0.100733	0.142857	18400	EINRS	7	RISE
SINTER	44	19.8954	19	6	1400	311	168	117	61600	27853.5	0.540193	0.376206	-71400	EINRST	10	INTER
TRIED	77	34.8132	41	5	800	314	24	85	61600	27850.6	0.0764331	0.270701	48800	DEIRT	3	TRIE
TITRE	73	34.8106	42	5	800	254	106	129	58400	27848.5	0.417323	0.507874	18400	EIRTT	4	TIT
ELATERS	31	15.4492	23	7	1800	100	15	41	55800	27808.5	0.15	0.41	46800	AEELRST	5	ELATER
SALINE	41	19.7813	24	6	1400	143	29	50	57400	27693.8	0.202797	0.34965	29400	AEILNS	6	ALINE
NEARED	43	19.7596	21	6	1400	142	43	61	60200	27663.4	0.302817	0.429577	25200	ADEENR	4	EARED
RENT	151	69.0769	64	4	400	1131	713	558	60400	27630.8	0.630416	0.493369	-62000	ENRT	2	REN
CARES	75	34.5256	28	5	800	429	297	284	60000	27620.5	0.692308	0.662005	-10400	ACERS	9	CARE
TART	157	69.0348	71	4	400	740	314	312	62800	27613.9	0.424324	0.421622	-800	ARTT	2	TAR
LASTED	45	19.7174	33	6	1400	157	69	86	63000	27604.4	0.43949	0.547771	23800	ADELST	6	LAST
TRADES	42	19.7171	29	6	1400	179	81	82	58800	27603.9	0.452514	0.458101	1400	ADERST	6	TRADE
DERES	72	34.4655	44	5	800	403	154	133	57600	27572.4	0.382134	0.330025	-16800	DEERS	7	DERE
LEAT	160	68.9044	67	4	400	825	369	354	64000	27561.8	0.447273	0.429091	-6000	AELT	6	LEA
RETIE	74	34.4467	34	5	800	477	17	77	59200	27557.4	0.0356394	0.161426	48000	EEIRT	1	RET
PATES	72	34.4127	36	5	800	290	171	180	57600	27530.2	0.589655	0.62069	7200	AEPST	8	PATE
TALE	143	68.8193	77	4	400	903	559	448	57200	27527.7	0.619048	0.496124	-44400	AELT	6	ALE
SONE	147	68.5037	73	4	400	798	397	340	58800	27401.5	0.497494	0.426065	-22800	ENOS	5	SON
TASTE	75	34.2048	37	5	800	469	283	240	60000	27363.9	0.603412	0.511727	-34400	AESTT	6	TAS
HARTS	75	34.1324	36	5	800	296	60	106	60000	27305.9	0.202703	0.358108	36800	AHRST	5	HART
IRES	154	68.2549	71	4	400	1619	288	207	61600	27301.9	0.177888	0.127857	-32400	EIRS	5	IRE
DONERS	42	19.4736	26	6	1400	113	8	48	58800	27263.1	0.0707965	0.424779	56000	DENORS	7	DONER
REAR	156	68.0815	59	4	400	816	307	297	62400	27232.6	0.376225	0.363971	-4000	AERR	2	EAR
SAILER	39	19.4476	22	6	1400	163	84	100	54600	27226.6	0.515337	0.613497	22400	AEILRS	6	SAIL
DARE	150	67.8983	70	4	400	817	439	393	60000	27159.3	0.537332	0.481028	-18400	ADER	6	ARE
RELATES	30	15.0614	21	7	1800	110	28	46	54000	27110.6	0.254545	0.418182	32400	AEELRST	5	RELATE
STIE	154	67.7385	62	4	400	1326	265	235	61600	27095.4	0.199849	0.177225	-12000	EIST	3	TIE
SEATED	40	19.2442	17	6	1400	149	64	73	56000	26941.9	0.42953	0.489933	12600	ADEEST	5	SEAT
CITES	72	33.6741	38	5	800	320	179	191	57600	26939.3	0.559375	0.596875	9600	CEIST	4	CITE
TREES	79	33.6614	39	5	800	370	118	132	63200	26929.1	0.318919	0.356757	11200	EERST	9	TREE
STANED	39	19.2307	22	6	1400	179	45	54	54600	26923	0.251397	0.301676	12600	ADENST	1	STANE
MASER	72	33.6426	37	5	800	288	59	101	57600	26914.1	0.204861	0.350694	33600	AEMRS	5	MASE
TORTES	39	19.1258	16	6	1400	194	105	89	54600	26776.2	0.541237	0.458763	-22400	EORSTT	4	TORTE
ELATED	37	19.1095	25	6	1400	114	27	51	51800	26753.3	0.236842	0.447368	33600	ADEELT	2	ELATE
DONER	68	33.3946	39	5	800	226	36	83	54400	26715.7	0.159292	0.367257	37600	DENOR	4	DONE
LAST	141	66.6644	78	4	400	819	479	438	56400	26665.7	0.58486	0.534799	-16400	ALST	5	LAS
DIES	150	66.6617	76	4	400	771	168	207	60000	26664.7	0.217899	0.268482	15600	DEIS	4	DIE
SINED	73	33.3219	40	5	800	402	103	115	58400	26657.5	0.256219	0.28607	9600	DEINS	6	SINE
REAN	149	66.6188	64	4	400	1149	456	322	59600	26647.5	0.396867	0.280244	-53600	AENR	4	EAN
RESEAT	37	18.977	26	6	1400	242	46	46	51800	26567.8	0.190083	0.190083	0	AEERST	9	SEAT
STORES	37	18.9656	25	6	1400	250	178	151	51800	26551.8	0.712	0.604	-37800	EORSST	9	STORE
ENATE	65	33.038	37	5	800	487	0	65	52000	26430.4	0	0.13347	52000	AEENT	2	NAT
TRAITS	39	18.8034	24	6	1400	174	46	67	54600	26324.7	0.264368	0.385057	29400	AIRSTT	5	TRAIT
STATED	38	18.7652	22	6	1400	118	56	79	53200	26271.2	0.474576	0.669492	32200	ADESTT	2	STATE
TAILER	39	18.7178	24	6	1400	173	111	121	54600	26204.9	0.641618	0.699422	14000	AEILRT	3	TAIL
ROES	145	65.3013	58	4	400	977	86	157	58000	26120.5	0.0880246	0.160696	28400	EORS	6	ROE
STEND	66	32.6203	38	5	800	352	141	117	52800	26096.3	0.400568	0.332386	-19200	DENST	3	STEN
STEAL	78	32.6193	38	5	800	549	329	245	62400	26095.4	0.599271	0.446266	-67200	AELST	12	TEAL
LIST	146	65.1995	73	4	400	656	303	322	58400	26079.8	0.46189	0.490854	7600	ILST	5	LIS
CARTS	77	32.5261	32	5	800	283	145	169	61600	26020.9	0.512367	0.597173	19200	ACRST	3	CART
STAINER	29	14.4437	14	7	1800	149	80	71	52200	25998.7	0.536913	0.47651	-16200	AEINRST	11	STAIN
SALTER	39	18.5569	24	6	1400	209	126	121	54600	25979.7	0.602871	0.578947	-7000	AELRST	12	ALTER
RAREST	40	18.5264	21	6	1400	197	65	62	56000	25937	0.329949	0.314721	-4200	AERRST	8	RARES
STRAIT	35	18.5216	24	6	1400	144	5	37	49000	25930.2	0.0347222	0.256944	44800	AIRSTT	5	TRAIT
LIER	134	64.7567	69	4	400	774	238	239	53600	25902.7	0.307494	0.308786	400	EILR	5	LIE
SITED	69	32.3432	29	5	800	403	107	110	55200	25874.6	0.265509	0.272953	2400	DEIST	7	SITE
ARTS	133	64.6308	54	4	400	1289	267	193	53200	25852.3	0.207137	0.149728	-29600	ARST	6	ART
TEES	153	64.5634	63	4	400	738	178	209	61200	25825.4	0.241192	0.283198	12400	EEST	1	TEE
TANS	144	64.5445	70	4	400	919	252	221	57600	25817.8	0.274211	0.240479	-12400	ANST	4	TAN
STIR	146	64.529	65	4	400	1073	509	382	58400	25811.6	0.474371	0.356011	-50800	IRST	2	
RESINS	38	18.43	22	6	1400	155	15	43	53200	25801.9	0.0967742	0.277419	39200	EINRSS	4	RESIN
ROTAS	67	32.1919	28	5	800	408	74	86	53600	25753.5	0.181373	0.210784	9600	AORST	6	ROTA
TRAIT	64	32.1681	36	5	800	310	75	100	51200	25734.5	0.241935	0.322581	20000	AIRTT	1	RAIT
LEARES	38	18.3689	21	6	1400	201	139	115	53200	25716.5	0.691542	0.572139	-33600	AEELRS	8	LEARE
NATTER	37	18.3683	19	6	1400	139	69	80	51800	25715.7	0.496403	0.57554	15400	AENRTT	2	NAT
ENTERA	30	18.3608	23	6	1400	226	0	30	42000	25705.1	0	0.132743	42000	AEENRT	3	ENTER
RALE	142	64.2114	63	4	400	858	334	296	56800	25684.6	0.389277	0.344988	-15200	AELR	7	ALE
REIN	135	64.2027	59	4	400	1218	386	243	54000	25681.1	0.316913	0.199507	-57200	EINR	2	REI
HEATS	70	31.9492	35	5	800	362	211	194	56000	25559.3	0.582873	0.535912	-13600	AEHST	6	HEAT
HATED	69	31.9337	35	5	800	182	41	94	55200	25547	0.225275	0.516484	42400	ADEHT	2	HATE
REDATES	27	14.19	24	7	1800	90	9	32	48600	25541.9	0.1	0.355556	41400	ADEERST	8	REDATE
TRAT	145	63.8535	65	4	400	740	124	180	58000	25541.4	0.167568	0.243243	22400	ARTT	2	RAT
LANE	143	63.8177	65	4	400	725	339	319	57200	25527.1	0.467586	0.44	-8000	AELN	4	ANE
TESTER	40	18.2259	25	6	1400	201	117	107	56000	25516.2	0.58209	0.532338	-14000	EERSTT	4	TESTE
ROSED	67	31.8746	41	5	800	316	95	108	53600	25499.7	0.300633	0.341772	10400	DEORS	10	ROSE
RETINT	40	18.1972	21	6	1400	180	49	51	56000	25476	0.272222	0.283333	2800	EINRTT	2	TINT
STAINS	39	18.1859	23	6	1400	158	93	93	54600	25460.3	0.588608	0.588608	0	AINSST	3	STAIN
STANES	44	18.1841	21	6	1400	230	122	107	61600	25457.8	0.530435	0.465217	-21000	AENSST	5	STANE
LAIRED	42	18.1582	13	6	1400	127	12	45	58800	25421.5	0.0944882	0.354331	46200	ADEILR	7	AIRED
LETS	141	63.5201	57	4	400	1014	271	224	56400	25408.1	0.267258	0.220907	-18800	ELST	4	LET
STONED	40	18.1308	21	6	1400	121	49	76	56000	25383.1	0.404959	0.628099	37800	DENOST	1	STONE
LINED	70	31.6945	36	5	800	229	68	112	56000	25355.6	0.296943	0.489083	35200	DEILN	2	LINE
NITE	143	63.3511	72	4	400	1216	773	562	57200	25340.5	0.635691	0.462171	-84400	EINT	3	NIT
ERASES	29	18.0675	24	6	1400	165	76	44	40600	25294.6	0.460606	0.266667	-44800	AEERSS	3	ERASE
TRAINS	38	18.0653	22	6	1400	212	129	114	53200	25291.5	0.608491	0.537736	-21000	AINRST	4	TRAIN
STADES	39	18.0375	23	6	1400	109	20	50	54600	25252.5	0.183486	0.458716	42000	ADESST	3	STADE
TRANS	63	31.5503	35	5	800	407	40	77	50400	25240.2	0.0982801	0.189189	29600	ANRST	4	RAN
RARES	69	31.5294	35	5	800	358	167	138	55200	25223.5	0.46648	0.385475	-23200	AERRS	4	RARE
SALE	130	63.0566	56	4	400	895	523	406	52000	25222.6	0.584358	0.453631	-46800	AELS	6	SAL
LIERS	68	31.498	33	5	800	398	139	124	54400	25198.4	0.349246	0.311558	-12000	EILRS	6	LIER
TIDE	145	62.9125	66	4	400	599	244	275	58000	25165	0.407346	0.459098	12400	DEIT	5	TID
TITER	68	31.4548	40	5	800	332	219	199	54400	25163.8	0.659639	0.599398	-16000	EIRTT	4	TITE
STENS	69	31.4427	31	5	800	427	63	86	55200	25154.2	0.147541	0.201405	18400	ENSST	3	STEN
ARET	120	62.8455	77	4	400	1870	803	247	48000	25138.2	0.429412	0.132086	-222400	AERT	4	ARE
TEALS	74	31.401	39	5	800	399	236	191	59200	25120.8	0.591479	0.478697	-36000	AELST	12	TEAL
SHARED	38	17.9283	24	6	1400	121	59	76	53200	25099.6	0.487603	0.628099	23800	ADEHRS	5	SHARE
ORES	137	62.6937	60	4	400	1484	571	259	54800	25077.5	0.384771	0.174528	-124800	EORS	6	ORE
TEASER	39	17.9105	22	6	1400	279	176	150	54600	25074.7	0.630824	0.537634	-36400	AEERST	9	TEASE
LITS	133	62.6673	67	4	400	655	201	216	53200	25066.9	0.30687	0.329771	6000	ILST	5	LIT
RONE	143	62.6629	68	4	400	824	496	395	57200	25065.2	0.601942	0.479369	-40400	ENOR	3	ONE
TITRES	37	17.8622	23	6	1400	147	72	80	51800	25007.1	0.489796	0.544218	11200	EIRSTT	6	TITRE
LITRES	38	17.8571	21	6	1400	190	82	84	53200	24999.9	0.431579	0.442105	2800	EILRST	5	LITRE
STERNA	28	17.8317	26	6	1400	272	0	28	39200	24964.4	0	0.102941	39200	AENRST	4	STERN
TERNS	65	31.1894	34	5	800	489	161	118	52000	24951.6	0.329243	0.241309	-34400	ENRST	4	TERN
LEST	145	62.2614	53	4	400	1014	311	256	58000	24904.6	0.306706	0.252465	-22000	ELST	4	EST
STATER	40	17.787	23	6	1400	250	159	150	56000	24901.8	0.636	0.6	-12600	AERSTT	7	STATE
LIRE	128	62.1818	62	4	400	710	258	235	51200	24872.7	0.36338	0.330986	-9200	EILR	5	IRE
DEARE	66	31.0884	40	5	800	414	247	202	52800	24870.7	0.596618	0.487923	-36000	ADEER	3	DEAR
TEER	140	62.1093	57	4	400	707	279	266	56000	24843.7	0.394625	0.376238	-5200	EERT	3	TEE
LEAS	143	62.0745	70	4	400	851	449	380	57200	24829.8	0.527615	0.446533	-27600	AELS	6	LEA
EARING	34	17.7268	22	6	1400	138	62	65	47600	24817.5	0.449275	0.471014	4200	AEGINR	6	RING
MATERS	36	17.7091	24	6	1400	166	120	118	50400	24792.8	0.722892	0.710843	-2800	AEMRST	8	MATER
ALINE	63	30.9166	42	5	800	350	163	146	50400	24733.3	0.465714	0.417143	-13600	AEILN	5	LINE
TORIES	37	17.6519	23	6	1400	232	22	46	51800	24712.6	0.0948276	0.198276	33600	EIORST	5	TORI
TORS	136	61.7432	61	4	400	789	349	307	54400	24697.3	0.442332	0.3891	-16800	ORST	5	TOR
DEAR	136	61.615	63	4	400	919	578	453	54400	24646	0.628945	0.492927	-50000	ADER	6	EAR
STORED	36	17.6005	20	6	1400	189	93	96	50400	24640.7	0.492063	0.507937	4200	DEORST	6	STORE
SHIER	62	30.7229	33	5	800	228	8	65	49600	24578.3	0.0350877	0.285088	45600	EHIRS	6	HIE
HART	141	61.4056	54	4	400	502	122	200	56400	24562.2	0.243028	0.398406	31200	AHRT	4	ART
SAIN	137	61.4038	62	4	400	847	447	358	54800	24561.5	0.527745	0.422668	-35600	AINS	4	SAI
TAIS	133	61.3578	55	4	400	910	98	156	53200	24543.1	0.107692	0.171429	23200	AIST	4	TAI
SIDES	68	30.6632	32	5	800	225	88	112	54400	24530.6	0.391111	0.497778	19200	DEISS	2	SIDE
ROSES	67	30.6207	32	5	800	303	150	163	53600	24496.6	0.49505	0.537954	10400	EORSS	2	ROSE
TORA	134	61.222	47	4	400	851	165	184	53600	24488.8	0.19389	0.216216	7600	AORT	4	TOR
TOES	133	61.192	62	4	400	877	187	185	53200	24476.8	0.213227	0.210946	-800	EOST	2	TOE
SLATE	61	30.5905	33	5	800	452	307	252	48800	24472.4	0.679204	0.557522	-44000	AELST	12	SLAT
STEAD	62	30.5895	37	5	800	425	172	138	49600	24471.6	0.404706	0.324706	-27200	ADEST	7	TEAD
RIDES	67	30.5711	35	5	800	341	208	190	53600	24456.9	0.609971	0.557185	-14400	DEIRS	5	RIDE
TAES	134	61.1332	58	4	400	1557	138	170	53600	24453.3	0.088632	0.109184	12800	AEST	10	TAE
STRAIN	38	17.4655	23	6	1400	248	125	90	53200	24451.7	0.504032	0.362903	-49000	AINRST	4	TRAIN
TRONS	72	30.5581	37	5	800	312	32	83	57600	24446.5	0.102564	0.266026	40800	NORST	3	TRON
CATER	69	30.5479	36	5	800	356	242	236	55200	24438.3	0.679775	0.662921	-4800	ACERT	7	CATE
MATED	70	30.5355	38	5	800	173	36	98	56000	24428.4	0.208092	0.566474	49600	ADEMT	2	MATE
TILER	68	30.5135	36	5	800	356	231	222	54400	24410.8	0.648876	0.623596	-7200	EILRT	4	TILE
TEINS	63	30.4695	29	5	800	523	125	98	50400	24375.6	0.239006	0.18738	-21600	EINST	8	TEIN
LADES	63	30.4335	42	5	800	240	115	125	50400	24346.8	0.479167	0.520833	8000	ADELS	6	LADE
REDES	63	30.4313	28	5	800	284	63	93	50400	24345	0.221831	0.327465	24000	DEERS	7	REDE
GATES	69	30.4282	31	5	800	218	108	143	55200	24342.5	0.495413	0.655963	28000	AEGST	4	GATE
NOSE	131	60.7755	60	4	400	814	372	288	52400	24310.2	0.457002	0.353808	-33600	ENOS	5	NOS
TRADE	62	30.3759	40	5	800	343	178	145	49600	24300.7	0.51895	0.422741	-26400	ADERT	6	TRAD
ROTA	134	60.6824	53	4	400	832	144	175	53600	24273	0.173077	0.210337	12400	AORT	4	ROT
REES	130	60.6703	69	4	400	810	357	264	52000	24268.1	0.440741	0.325926	-37200	EERS	4	REE
DINES	63	30.3281	32	5	800	365	236	222	50400	24262.5	0.646575	0.608219	-11200	DEINS	6	DINE
CRATE	62	30.2874	38	5	800	271	154	146	49600	24229.9	0.568266	0.538745	-6400	ACERT	7	RATE
TARTS	71	30.2131	32	5	800	389	174	158	56800	24170.5	0.447301	0.40617	-12800	ARSTT	3	TART
TEASE	68	30.1759	33	5	800	531	366	277	54400	24140.7	0.689266	0.521657	-71200	AEEST	2	TEAS
RET	537	241.2	218	3	100	3260	1527	1260	53700	24120	0.468405	0.386503	-26700	ERT	1	
TILERS	39	17.2123	20	6	1400	168	107	109	54600	24097.2	0.636905	0.64881	2800	EILRST	5	TILER
STONE	67	30.116	34	5	800	447	303	274	53600	24092.8	0.677852	0.612975	-23200	ENOST	6	TONE
TONS	134	60.1328	55	4	400	674	194	223	53600	24053.1	0.287834	0.330861	11600	NOST	3	TON
REMATE	33	17.1645	23	6	1400	91	8	36	46200	24030.3	0.0879121	0.395604	39200	AEEMRT	3	MATE
DEARES	37	17.1606	22	6	1400	216	134	124	51800	24024.8	0.62037	0.574074	-14000	ADEERS	5	DEARE
REANS	73	29.9894	23	5	800	529	266	177	58400	23991.5	0.502836	0.334594	-71200	AENRS	6	REAN
RILE	133	59.8739	74	4	400	592	222	256	53200	23949.6	0.375	0.432432	13600	EILR	5	
AIRS	138	59.8282	57	4	400	758	256	242	55200	23931.3	0.337731	0.319261	-5600	AIRS	6	AIR
DENTS	63	29.855	32	5	800	371	208	179	50400	23884	0.560647	0.48248	-23200	DENST	3	DENT
LISTED	35	16.973	23	6	1400	118	48	63	49000	23762.2	0.40678	0.533898	21000	DEILST	6	LIST
