word	len	trials	finds	vowelInitial	removedByFlux	commonEnglish	comparable	compP10	compMedian	pZeroAtP10	pZeroAtMedian	compP10SameInitial	compMedianSameInitial	pZeroAtP10SameInitial	pZeroAtMedianSameInitial	qAtMedian	qAtMedianSameInitial	qAtP10SameInitial
ERINUS	6	130	0	True	False	False	1235	0.01042	0.1224	0.2563	4.221e-08	0.008475	0.03125	0.3308	0.01613	6.684e-08	0.02067	0.3971
ERLANG	6	110	0	True	False	False	1373	0.01163	0.1154	0.2762	1.39e-06	0.009434	0.03125	0.3525	0.03043	1.628e-06	0.03462	0.3971
EROTISE	7	200	0	True	False	False	125	0.011	0.1127	0.1094	4.135e-11	0.005697	0.01974	0.319	0.01856	1.16e-10	0.0228	0.3971
ESLOIN	6	156	0	True	False	False	1065	0.009415	0.1293	0.2286	4.156e-10	0.007215	0.0348	0.3231	0.003982	9.571e-10	0.005627	0.3971
ESPY	4	148	0	True	False	True	894	0.01862	0.1626	0.0619	3.907e-12	0.006667	0.03714	0.3716	0.003694	1.313e-11	0.005281	0.3971
ESTOC	5	450	0	True	False	True	763	0.01026	0.1897	0.009632	7.674e-42	0.004853	0.04378	0.112	1.783e-09	1.928e-40	4.817e-09	0.3971
ETAERIO	7	104	0	True	False	False	443	0.01562	0.114	0.1944	3.399e-06	0.01312	0.03615	0.2531	0.02173	3.611e-06	0.02605	0.3971
ETHNE	5	216	0	True	False	False	1310	0.01009	0.1459	0.1118	1.622e-15	0.005015	0.03021	0.3376	0.001325	8.297e-15	0.002042	0.3971
ETUI	4	478	0	True	False	True	794	0.01775	0.1854	0.0001913	2.649e-43	0.00437	0.02641	0.1233	2.78e-06	7.292e-42	4.811e-06	0.3971
ETUIS	5	226	0	True	False	False	1269	0.009844	0.1446	0.1069	4.707e-16	0.004926	0.03109	0.3276	0.0007946	2.675e-15	0.001269	0.3971
EUOI	4	254	0	True	False	False	945	0.02019	0.1875	0.005626	1.245e-23	0.00463	0.02758	0.3077	0.0008213	1.18e-22	0.001297	0.3971
EUSOL	5	132	0	True	False	True	1402	0.01064	0.125	0.2437	2.213e-08	0.006849	0.02459	0.4036	0.03739	3.73e-08	0.04108	0.4058
EYOTS	5	122	0	True	False	False	1460	0.01163	0.1356	0.24	1.891e-08	0.00839	0.02632	0.3578	0.03864	3.224e-08	0.04211	0.3971
EYRA	4	326	0	True	False	True	879	0.01969	0.1932	0.001528	4.063e-31	0.004512	0.02761	0.2289	0.0001087	6.022e-30	0.0001811	0.3971
EYRAS	5	174	0	True	False	False	1432	0.009524	0.1269	0.1892	5.533e-11	0.005882	0.02747	0.3582	0.007851	1.523e-10	0.0105	0.3971
FRENA	5	218	0	False	False	False	1289	0.009615	0.1456	0.1217	1.275e-15	0.01271	0.1724	0.06149	1.203e-18	6.824e-15	1.22e-17	0.3971
FREON	5	110	0	False	False	False	1455	0.0125	0.1282	0.2507	2.79e-07	0.01577	0.1512	0.174	1.481e-08	3.741e-07	3.46e-08	0.3971
GAITA	5	134	0	False	False	False	1453	0.01064	0.1282	0.2386	1.036e-08	0.01562	0.1541	0.1212	1.815e-10	1.914e-08	5.979e-10	0.3971
GALEA	5	112	0	False	False	True	1434	0.0122	0.1309	0.253	1.507e-07	0.01639	0.1548	0.157	6.632e-09	2.109e-07	1.611e-08	0.3971
GENISTA	7	106	0	False	False	True	424	0.01546	0.1098	0.1918	4.446e-06	0.01695	0.1369	0.1633	1.663e-07	4.597e-06	2.984e-07	0.3971
GENRO	5	194	0	False	False	True	1408	0.008621	0.1383	0.1864	2.888e-13	0.01208	0.1667	0.09465	4.353e-16	1.085e-12	3.495e-15	0.3971
GENU	4	206	0	False	False	True	938	0.01885	0.1744	0.01985	7.216e-18	0.025	0.1953	0.005432	3.617e-20	4.74e-17	4.646e-19	0.1427
GERAH	5	222	0	False	False	True	1310	0.00999	0.1455	0.1076	6.898e-16	0.01287	0.1728	0.05644	5.069e-19	3.797e-15	5.528e-18	0.3971
GHEST	5	142	0	False	False	False	1432	0.01	0.1278	0.24	3.677e-09	0.01441	0.1518	0.1273	7.044e-11	7.51e-09	2.751e-10	0.3971
GOIER	5	160	0	False	False	False	1461	0.009901	0.1288	0.2035	2.629e-10	0.0137	0.1518	0.11	3.6e-12	6.439e-10	1.734e-11	0.3971
GOIEST	6	104	0	False	False	False	1400	0.0119	0.1136	0.2878	3.562e-06	0.01282	0.1429	0.2613	1.09e-07	3.702e-06	2.115e-07	0.3971
GOY	3	198	0	False	True	True	131	0.03659	0.1951	0.0006238	2.161e-19	0.04923	0.2141	4.563e-05	1.908e-21	1.643e-18	2.757e-20	0.00293
HAOLE	5	180	0	False	True	True	1449	0.009328	0.1284	0.1851	1.816e-11	0.01339	0.1542	0.0883	8.085e-14	5.394e-11	5.222e-13	0.3971
HAOLES	6	102	0	False	True	False	1458	0.0125	0.1131	0.2772	4.84e-06	0.01316	0.1429	0.259	1.484e-07	4.968e-06	2.689e-07	0.3971
HERIOT	6	154	0	False	False	True	1095	0.009259	0.1269	0.2387	8.443e-10	0.01282	0.1615	0.1371	1.646e-12	1.855e-09	8.571e-12	0.3971
HIRSEL	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
HORI	4	622	0	False	True	False	708	0.01762	0.2094	1.581e-05	3.482e-64	0.03592	0.2376	1.317e-10	5.409e-74	2.516e-62	7.817e-72	2.536e-08
HORIS	5	318	0	False	True	False	1016	0.01078	0.1627	0.03183	3.037e-25	0.01553	0.2032	0.006897	4.227e-32	3.135e-24	1.286e-30	0.1661
HUIA	4	130	0	False	False	True	835	0.01887	0.1591	0.08406	1.65e-10	0.02123	0.1698	0.06143	3.112e-11	4.22e-10	1.285e-10	0.3971
IAMB	4	106	0	True	False	True	705	0.02016	0.15	0.1154	3.299e-08	0.008651	0.03409	0.3981	0.02531	5.448e-08	0.02955	0.403
ICTAL	5	150	0	True	False	False	1423	0.01099	0.1284	0.1906	1.12e-09	0.006498	0.02632	0.3761	0.01831	2.398e-09	0.02262	0.3971
IDEATA	6	114	0	True	False	False	1379	0.01136	0.1181	0.2718	6.03e-07	0.008961	0.03125	0.3584	0.0268	7.56e-07	0.03104	0.3971
IFTAR	5	104	0	True	False	False	1456	0.01316	0.1222	0.2522	1.294e-06	0.009785	0.03038	0.3596	0.0404	1.555e-06	0.04316	0.3971
IGAD	4	154	0	True	False	False	886	0.01829	0.1626	0.05824	1.347e-12	0.006703	0.03623	0.355	0.003402	4.662e-12	0.004953	0.3971
IKAT	4	142	0	True	False	True	876	0.01887	0.1642	0.06688	8.646e-12	0.006937	0.03855	0.3721	0.003762	2.746e-11	0.005342	0.3971
ILEUS	5	160	0	True	False	True	1461	0.009901	0.1288	0.2035	2.629e-10	0.005995	0.02459	0.3821	0.01862	6.439e-10	0.0228	0.3971
ILIA	4	388	0	True	False	True	870	0.01865	0.1944	0.0006727	3.774e-37	0.005043	0.02761	0.1406	1.917e-05	6.416e-36	3.268e-05	0.3971
IMARI	5	194	0	True	False	False	1408	0.008621	0.1383	0.1864	2.888e-13	0.005319	0.02632	0.3553	0.005664	1.085e-12	0.007832	0.3971
INAPT	5	122	0	True	False	True	1460	0.01163	0.1356	0.24	1.891e-08	0.00839	0.02632	0.3578	0.03864	3.224e-08	0.04211	0.3971
INARM	5	198	0	True	False	True	1366	0.00889	0.1361	0.1706	2.639e-13	0.005139	0.02689	0.3606	0.004526	1.038e-12	0.006334	0.3971
INDRI	5	116	0	True	False	True	1478	0.0119	0.131	0.2493	8.493e-08	0.008475	0.02439	0.3726	0.05701	1.243e-07	0.05771	0.3971
INEARTH	7	100	0	True	False	True	498	0.01598	0.1233	0.1998	1.926e-06	0.01316	0.03968	0.2659	0.01744	2.153e-06	0.02201	0.3971
INERM	5	326	0	True	False	True	981	0.0102	0.1656	0.03531	2.311e-26	0.004184	0.04744	0.2549	1.316e-07	2.569e-25	2.514e-07	0.3971
INGOES	6	124	0	True	False	False	1281	0.01064	0.1176	0.2655	1.818e-07	0.008744	0.03125	0.3366	0.01951	2.484e-07	0.02374	0.3971
INHERE	6	104	0	True	False	True	1400	0.0119	0.1136	0.2878	3.562e-06	0.009434	0.03125	0.3731	0.03681	3.702e-06	0.04069	0.3971
INISLE	6	104	0	True	False	False	1400	0.0119	0.1136	0.2878	3.562e-06	0.009434	0.03125	0.3731	0.03681	3.702e-06	0.04069	0.3971
INLIER	6	104	0	True	False	True	1400	0.0119	0.1136	0.2878	3.562e-06	0.009434	0.03125	0.3731	0.03681	3.702e-06	0.04069	0.3971
INLY	4	158	0	True	False	True	879	0.01829	0.1616	0.0541	8.016e-13	0.006685	0.03616	0.3465	0.002972	2.843e-12	0.004415	0.3971
INORB	5	118	0	True	False	True	1461	0.0119	0.131	0.2434	6.414e-08	0.008432	0.02459	0.3682	0.05298	9.506e-08	0.0542	0.3971
INSPO	5	112	0	True	False	False	1434	0.0122	0.1309	0.253	1.507e-07	0.009364	0.02459	0.3486	0.06151	2.109e-07	0.06162	0.3971
INSTEP	6	126	0	True	False	True	1242	0.01064	0.1181	0.2599	1.323e-07	0.008591	0.03125	0.3372	0.01831	1.875e-07	0.02262	0.3971
INSTIL	6	108	0	True	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.009434	0.03125	0.3593	0.03242	2.005e-06	0.03668	0.3971
INTOED	6	144	0	True	False	True	1150	0.009434	0.1185	0.2554	1.287e-08	0.007716	0.03086	0.3278	0.01095	2.325e-08	0.01438	0.3971
INULA	5	120	0	True	False	True	1502	0.0119	0.1309	0.2376	4.906e-08	0.008475	0.02459	0.3601	0.0504	7.562e-08	0.05212	0.3971
INUST	5	222	0	True	False	False	1310	0.00999	0.1455	0.1076	6.898e-16	0.004931	0.03093	0.3337	0.0009355	3.797e-15	0.001469	0.3971
IRENIC	6	118	0	True	False	True	1299	0.01111	0.1186	0.2675	3.372e-07	0.008836	0.03125	0.3509	0.0236	4.501e-07	0.02784	0.3971
IRREAL	6	100	0	True	False	False	1506	0.0125	0.1144	0.2843	5.273e-06	0.009543	0.03125	0.3833	0.0418	5.291e-06	0.04401	0.3971
ISATIN	6	206	0	True	False	True	783	0.01124	0.1408	0.09752	2.666e-14	0.00576	0.03488	0.3042	0.0006659	1.159e-13	0.001072	0.3971
ISATINE	7	106	0	True	False	False	424	0.01546	0.1098	0.1918	4.446e-06	0.01299	0.03348	0.2501	0.02705	4.597e-06	0.03128	0.3971
ISBA	4	212	0	True	False	True	951	0.01829	0.1716	0.01996	4.595e-18	0.005253	0.02756	0.3274	0.002673	3.088e-17	0.003982	0.3971
ISNA	4	1442	0	True	False	False	301	0.02913	0.2295	3.081e-19	5.06e-164	0.005641	0.0639	0.0002864	4.448e-42	1.462e-161	2.142e-40	0.01505
ISNAE	5	726	0	True	False	False	433	0.01182	0.2403	0.0001777	2.256e-87	0.005033	0.02954	0.02566	3.518e-10	2.608e-85	1.107e-09	0.2986
ISOMER	6	112	0	True	False	True	1341	0.01136	0.1167	0.278	9.246e-07	0.009297	0.03125	0.3513	0.02856	1.135e-06	0.03288	0.3971
ISSEI	5	204	0	True	False	True	1342	0.009259	0.1405	0.1499	3.881e-14	0.005097	0.02763	0.3526	0.003297	1.602e-13	0.004812	0.3971
ISTANA	6	144	0	True	False	False	1150	0.009434	0.1185	0.2554	1.287e-08	0.007716	0.03086	0.3278	0.01095	2.325e-08	0.01438	0.3971
ISTLE	5	540	0	True	False	True	613	0.01141	0.1993	0.002031	7.602e-53	0.00504	0.0343	0.06531	6.543e-09	3.139e-51	1.602e-08	0.3971
ISTLES	6	188	0	True	False	False	898	0.01172	0.141	0.1089	3.917e-13	0.006266	0.03556	0.3068	0.001106	1.461e-12	0.001715	0.3971
ITERANT	7	164	0	True	False	True	190	0.01538	0.1106	0.07865	4.524e-09	0.006478	0.02419	0.3445	0.01802	9.175e-09	0.02259	0.3971
ITERATES	8	102	0	True	False	False	14	0.02323	0.05903	0.09098	0.002018					0.002018	1	1
KERO	4	218	0	False	False	False	938	0.01885	0.1741	0.0158	7.812e-19	0.0259	0.2004	0.003281	6.742e-22	5.312e-18	1.025e-20	0.1026
KESAR	5	102	0	False	False	False	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
KSAR	4	194	0	False	False	False	969	0.01829	0.1685	0.02783	2.854e-16	0.02375	0.1848	0.009435	6.124e-18	1.718e-15	6.103e-17	0.199
LAARI	5	190	0	False	False	False	1395	0.008867	0.1393	0.1841	4.146e-13	0.01259	0.1644	0.09014	1.518e-15	1.517e-12	1.125e-14	0.3971
LAESIE	6	226	0	False	False	False	704	0.01087	0.1367	0.08459	3.785e-15	0.01245	0.1846	0.05888	9.306e-21	1.87e-14	1.281e-19	0.3971
LAETARE	7	100	0	False	False	False	498	0.01598	0.1233	0.1998	1.926e-06	0.01754	0.1571	0.1703	3.762e-08	2.153e-06	8.053e-08	0.3971
LAMIA	5	100	0	False	False	True	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
LANAI	5	208	0	False	False	False	1346	0.009259	0.1394	0.1444	2.72e-14	0.01271	0.1648	0.06988	5.437e-17	1.173e-13	4.622e-16	0.3971
LANAIS	6	104	0	False	False	False	1400	0.0119	0.1136	0.2878	3.562e-06	0.01282	0.1429	0.2613	1.09e-07	3.702e-06	2.115e-07	0.3971
LARIAT	6	138	0	False	False	True	1169	0.009615	0.1197	0.2636	2.279e-08	0.0129	0.1538	0.1666	9.728e-11	3.819e-08	3.604e-10	0.3971
LATAH	5	164	0	False	False	True	1418	0.009588	0.1269	0.206	2.15e-10	0.0137	0.1499	0.1041	2.731e-12	5.427e-10	1.361e-11	0.3971
LATRIA	6	146	0	False	False	True	1119	0.009434	0.1186	0.2506	9.82e-09	0.01176	0.1528	0.1777	3.073e-11	1.857e-08	1.285e-10	0.3971
LEHRS	5	160	0	False	False	False	1461	0.009901	0.1288	0.2035	2.629e-10	0.0137	0.1518	0.11	3.6e-12	6.439e-10	1.734e-11	0.3971
LES	3	3808	0	False	True	False	95	0.03887	0.2549	2.73e-66	0	0.1069	0.3715	1.307e-187	0	0	0	7.554e-185
LESES	5	292	0	False	True	False	1082	0.009753	0.154	0.05716	6.267e-22	0.01377	0.1964	0.01744	1.9e-28	5.327e-21	4.774e-27	0.2501
LIERNE	6	154	0	False	False	True	1095	0.009259	0.1269	0.2387	8.443e-10	0.01282	0.1615	0.1371	1.646e-12	1.855e-09	8.571e-12	0.3971
LITAI	5	248	0	False	False	False	1236	0.01075	0.1564	0.06849	4.765e-19	0.01388	0.1933	0.03124	7.373e-24	3.443e-18	1.253e-22	0.3283
LLANO	5	128	0	False	False	True	1451	0.01111	0.13	0.2393	1.813e-08	0.01613	0.1556	0.1248	3.991e-10	3.129e-08	1.221e-09	0.3971
LOERIE	6	116	0	False	False	False	1330	0.01111	0.1203	0.2736	3.47e-07	0.01468	0.1602	0.1798	1.604e-09	4.548e-07	4.351e-09	0.3971
LOHAN	5	100	0	False	False	True	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
LOIPE	5	104	0	False	False	False	1456	0.01316	0.1222	0.2522	1.294e-06	0.0155	0.146	0.1969	7.447e-08	1.555e-06	1.505e-07	0.3971
LOTAH	5	190	0	False	False	False	1395	0.008867	0.1393	0.1841	4.146e-13	0.01259	0.1644	0.09014	1.518e-15	1.517e-12	1.125e-14	0.3971
LOTSA	5	418	0	False	False	False	816	0.009908	0.1867	0.01558	3.056e-38	0.0134	0.2234	0.003551	1.245e-46	5.519e-37	6.542e-45	0.1026
LWEI	4	130	0	False	False	False	835	0.01887	0.1591	0.08406	1.65e-10	0.02123	0.1698	0.06143	3.112e-11	4.22e-10	1.285e-10	0.3971
LYASE	5	134	0	False	False	False	1453	0.01064	0.1282	0.2386	1.036e-08	0.01562	0.1541	0.1212	1.815e-10	1.914e-08	5.979e-10	0.3971
MAERL	5	218	0	False	False	False	1289	0.009615	0.1456	0.1217	1.275e-15	0.01271	0.1724	0.06149	1.203e-18	6.824e-15	1.22e-17	0.3971
MANRED	6	104	0	False	False	True	1400	0.0119	0.1136	0.2878	3.562e-06	0.01282	0.1429	0.2613	1.09e-07	3.702e-06	2.115e-07	0.3971
MATAI	5	152	0	False	False	True	1423	0.01057	0.129	0.1988	7.591e-10	0.0137	0.1519	0.1229	1.331e-11	1.681e-09	5.871e-11	0.3971
MATLO	5	120	0	False	False	False	1502	0.0119	0.1309	0.2376	4.906e-08	0.01562	0.1556	0.1511	1.544e-09	7.562e-08	4.289e-09	0.3971
MEITH	5	148	0	False	False	True	1451	0.01075	0.129	0.2019	1.319e-09	0.01462	0.1519	0.1131	2.572e-11	2.803e-09	1.109e-10	0.3971
MENSH	5	136	0	False	False	False	1427	0.01042	0.1288	0.2407	7.192e-09	0.0155	0.1568	0.1194	8.405e-11	1.39e-08	3.175e-10	0.3971
MEOU	4	152	0	False	False	False	861	0.01829	0.1623	0.06043	2.025e-12	0.02231	0.1724	0.03242	3.218e-13	6.968e-12	1.824e-12	0.3346
MESETA	6	174	0	False	False	False	993	0.01087	0.1351	0.1493	1.069e-11	0.01333	0.1803	0.09675	9.406e-16	3.34e-11	7.249e-15	0.3971
MESIAN	6	134	0	False	False	True	1232	0.01	0.1192	0.2601	4.119e-08	0.01282	0.1558	0.1775	1.382e-10	6.669e-08	4.787e-10	0.3971
MESIC	5	124	0	False	False	True	1421	0.01299	0.13	0.1977	3.165e-08	0.01613	0.1568	0.1331	6.51e-10	5.242e-08	1.881e-09	0.3971
MIHA	4	230	0	False	False	False	948	0.01826	0.1774	0.01443	3.088e-20	0.02582	0.2016	0.002439	3.288e-23	2.412e-19	5.43e-22	0.09399
MPRET	5	122	0	False	False	True	1460	0.01163	0.1356	0.24	1.891e-08	0.01598	0.1579	0.1402	7.847e-10	3.224e-08	2.256e-09	0.3971
MUNT	4	130	0	False	True	True	835	0.01887	0.1591	0.08406	1.65e-10	0.02123	0.1698	0.06143	3.112e-11	4.22e-10	1.285e-10	0.3971
NADIR	5	256	0	False	False	True	1205	0.01029	0.1541	0.07082	2.485e-19	0.01424	0.1925	0.02544	1.701e-24	1.865e-18	3.277e-23	0.2986
NADIRS	6	114	0	False	False	False	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
NAGOR	5	146	0	False	False	True	1403	0.01075	0.1284	0.2063	1.94e-09	0.01451	0.1512	0.1183	4.008e-11	4.078e-09	1.62e-10	0.3971
NAIAD	5	154	0	False	False	True	1470	0.01052	0.1286	0.1963	6.234e-10	0.01399	0.1523	0.1142	8.836e-12	1.402e-09	3.99e-11	0.3971
NAIRA	5	418	0	False	False	False	816	0.009908	0.1867	0.01558	3.056e-38	0.0134	0.2234	0.003551	1.245e-46	5.519e-37	6.542e-45	0.1026
NAIRAS	6	156	0	False	False	False	1065	0.009415	0.1293	0.2286	4.156e-10	0.01309	0.1667	0.128	4.444e-13	9.571e-10	2.423e-12	0.3971
NAIRU	5	182	0	False	False	False	1435	0.009524	0.129	0.1752	1.203e-11	0.01332	0.1542	0.08707	5.784e-14	3.646e-11	3.799e-13	0.3971
NALEDS	6	158	0	False	False	False	1032	0.009026	0.1293	0.2387	3.151e-10	0.0129	0.1667	0.1285	3.086e-13	7.464e-10	1.766e-12	0.3971
NANCE	5	106	0	False	True	False	1416	0.01282	0.125	0.2547	7.126e-07	0.01538	0.1477	0.1933	4.379e-08	8.839e-07	9.237e-08	0.3971
NANITES	7	142	0	False	False	False	262	0.01562	0.1185	0.1069	1.675e-08	0.01754	0.1845	0.081	2.633e-13	2.979e-08	1.569e-12	0.3971
NAOI	4	698	0	False	False	False	642	0.01644	0.2191	9.438e-06	1.086e-75	0.03727	0.2526	3.062e-12	5.443e-89	1.046e-73	1.573e-86	8.849e-10
NAOSES	6	128	0	False	False	False	1285	0.01064	0.122	0.2544	5.894e-08	0.01351	0.1624	0.1753	1.408e-10	8.918e-08	4.787e-10	0.3971
NARIAL	6	106	0	False	False	True	1367	0.01163	0.1125	0.2894	3.205e-06	0.01282	0.1429	0.2547	8.01e-08	3.424e-06	1.586e-07	0.3971
NARIC	5	254	0	False	False	True	1221	0.01053	0.1532	0.06803	4.597e-19	0.01389	0.1915	0.02865	3.566e-24	3.363e-18	6.631e-23	0.3185
NASIAL	6	106	0	False	False	True	1367	0.01163	0.1125	0.2894	3.205e-06	0.01282	0.1429	0.2547	8.01e-08	3.424e-06	1.586e-07	0.3971
NASION	6	116	0	False	False	True	1330	0.01111	0.1203	0.2736	3.47e-07	0.01468	0.1602	0.1798	1.604e-09	4.548e-07	4.351e-09	0.3971
NASTIC	6	120	0	False	False	True	1349	0.01111	0.121	0.2616	1.908e-07	0.01441	0.1591	0.1752	9.33e-10	2.583e-07	2.657e-09	0.3971
NEELD	5	132	0	False	False	True	1402	0.01064	0.125	0.2437	2.213e-08	0.01587	0.1507	0.121	4.336e-10	3.73e-08	1.319e-09	0.3971
NEGRO	5	166	0	False	True	True	1381	0.009615	0.1269	0.2011	1.658e-10	0.01359	0.149	0.1032	2.318e-12	4.22e-10	1.175e-11	0.3971
NEIFS	5	124	0	False	False	False	1421	0.01299	0.13	0.1977	3.165e-08	0.01613	0.1568	0.1331	6.51e-10	5.242e-08	1.881e-09	0.3971
NELIS	5	590	0	False	False	False	553	0.01184	0.2132	0.0008871	3.61e-62	0.01655	0.2635	5.307e-05	4.294e-79	2.087e-60	8.273e-77	0.003067
NEPIT	5	170	0	False	False	False	1401	0.009615	0.127	0.1935	9.414e-11	0.0136	0.1533	0.09751	5.215e-13	2.485e-10	2.765e-12	0.3971
NEREID	6	190	0	False	False	False	872	0.01151	0.141	0.1109	2.89e-13	0.01332	0.1867	0.07832	8.768e-18	1.085e-12	8.589e-17	0.3971
NEREIS	6	324	0	False	False	False	417	0.01235	0.1923	0.01785	8.865e-31	0.01481	0.2305	0.007939	1.343e-37	1.281e-29	5.175e-36	0.1765
NERINE	6	184	0	False	False	True	902	0.01176	0.1398	0.1133	9.189e-13	0.01369	0.1863	0.07912	3.336e-17	3.219e-12	2.878e-16	0.3971
NEROL	5	432	0	False	False	False	782	0.009914	0.1883	0.01351	7.056e-40	0.01405	0.2375	0.002217	1.312e-51	1.406e-38	9.483e-50	0.09153
NEROLI	6	164	0	False	False	False	1004	0.01071	0.1337	0.1711	5.947e-11	0.01353	0.1797	0.1071	7.836e-15	1.622e-10	5.392e-14	0.3971
NEROLS	6	184	0	False	False	False	902	0.01176	0.1398	0.1133	9.189e-13	0.01369	0.1863	0.07912	3.336e-17	3.219e-12	2.878e-16	0.3971
NETOP	5	232	0	False	False	True	1268	0.009815	0.1458	0.1014	1.322e-16	0.01298	0.177	0.0483	2.365e-20	8.229e-16	3.107e-19	0.3971
NEUM	4	192	0	False	False	False	937	0.01829	0.1685	0.02888	4.128e-16	0.02381	0.1838	0.009783	1.152e-17	2.435e-15	1.092e-16	0.199
NGAI	4	554	0	False	False	True	755	0.01759	0.2004	5.388e-05	1.531e-54	0.03302	0.2353	8.348e-09	2.857e-65	6.806e-53	3.303e-63	9.65e-07
NGAIO	5	120	0	False	False	True	1502	0.0119	0.1309	0.2376	4.906e-08	0.01562	0.1556	0.1511	1.544e-09	7.562e-08	4.289e-09	0.3971
NGATI	5	252	0	False	False	False	1204	0.01059	0.1537	0.06829	5.519e-19	0.01385	0.1927	0.02976	3.786e-24	3.843e-18	6.631e-23	0.3185
NGATIS	6	110	0	False	False	False	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
NICAD	5	128	0	False	False	False	1451	0.01111	0.13	0.2393	1.813e-08	0.01613	0.1556	0.1248	3.991e-10	3.129e-08	1.221e-09	0.3971
NICHT	5	112	0	False	False	False	1434	0.0122	0.1309	0.253	1.507e-07	0.01639	0.1548	0.157	6.632e-09	2.109e-07	1.611e-08	0.3971
NICOL	5	126	0	False	False	False	1388	0.01277	0.1361	0.198	9.896e-09	0.01613	0.1611	0.1289	2.447e-10	1.857e-08	7.947e-10	0.3971
NIDAL	5	252	0	False	False	True	1204	0.01059	0.1537	0.06829	5.519e-19	0.01385	0.1927	0.02976	3.786e-24	3.843e-18	6.631e-23	0.3185
NIDOR	5	278	0	False	False	True	1127	0.009868	0.1538	0.06348	6.775e-21	0.01415	0.1934	0.01904	1.143e-26	5.594e-20	2.446e-25	0.2501
NIDORS	6	130	0	False	False	False	1235	0.01042	0.1224	0.2563	4.221e-08	0.01355	0.1607	0.1697	1.283e-10	6.684e-08	4.607e-10	0.3971
NIGER	5	346	0	False	True	False	912	0.01024	0.1704	0.02838	8.488e-29	0.01412	0.2092	0.007286	5.337e-36	1.09e-27	1.815e-34	0.1684
NIGERS	6	166	0	False	True	False	975	0.01064	0.135	0.1694	3.505e-11	0.01344	0.1803	0.1058	4.616e-15	9.882e-11	3.254e-14	0.3971
NIRLED	6	116	0	False	False	False	1330	0.01111	0.1203	0.2736	3.47e-07	0.01468	0.1602	0.1798	1.604e-09	4.548e-07	4.351e-09	0.3971
NISEIS	6	126	0	False	False	False	1242	0.01064	0.1181	0.2599	1.323e-07	0.01337	0.1591	0.1834	3.299e-10	1.875e-07	1.059e-09	0.3971
NITERY	6	100	0	False	False	False	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
NITID	5	144	0	False	False	True	1418	0.009804	0.1283	0.242	2.591e-09	0.01399	0.1497	0.1315	7.258e-11	5.348e-09	2.816e-10	0.3971
NOAH	4	430	0	False	False	False	825	0.01844	0.1909	0.0003348	2.747e-40	0.03143	0.2276	1.085e-06	5.77e-49	5.88e-39	3.706e-47	8.96e-05
NOAHS	5	182	0	False	False	False	1435	0.009524	0.129	0.1752	1.203e-11	0.01332	0.1542	0.08707	5.784e-14	3.646e-11	3.799e-13	0.3971
NOESES	6	108	0	False	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.01282	0.1509	0.2482	2.114e-08	2.005e-06	4.7e-08	0.3971
NOOIT	5	174	0	False	False	False	1432	0.009524	0.1269	0.1892	5.533e-11	0.01292	0.1528	0.1041	2.962e-13	1.523e-10	1.747e-12	0.3971
NORTENA	7	106	0	False	False	False	424	0.01546	0.1098	0.1918	4.446e-06	0.01695	0.1369	0.1633	1.663e-07	4.597e-06	2.984e-07	0.3971
NOSEAN	6	162	0	False	False	True	1035	0.01051	0.1299	0.1807	1.632e-10	0.01319	0.1717	0.1163	5.558e-14	4.22e-10	3.78e-13	0.3971
NOSTRO	6	138	0	False	False	False	1169	0.009615	0.1197	0.2636	2.279e-08	0.0129	0.1538	0.1666	9.728e-11	3.819e-08	3.604e-10	0.3971
NOTAIRE	7	124	0	False	False	False	326	0.01538	0.1035	0.1462	1.315e-06	0.01623	0.1321	0.1314	2.354e-08	1.577e-06	5.213e-08	0.3971
NUTSO	5	182	0	False	False	False	1435	0.009524	0.129	0.1752	1.203e-11	0.01332	0.1542	0.08707	5.784e-14	3.646e-11	3.799e-13	0.3971
NYM	3	126	0	False	False	False	108	0.02762	0.1524	0.02933	8.924e-10	0.03418	0.1667	0.0125	1.055e-10	1.954e-09	3.883e-10	0.2408
OBIA	4	182	0	True	False	False	950	0.01894	0.1645	0.0308	6.215e-15	0.005663	0.03616	0.3557	0.001228	2.92e-14	0.001898	0.3971
