word	len	trials	finds	vowelInitial	removedByFlux	commonEnglish	comparable	compP10	compMedian	pZeroAtP10	pZeroAtMedian	compP10SameInitial	compMedianSameInitial	pZeroAtP10SameInitial	pZeroAtMedianSameInitial	qAtMedian	qAtMedianSameInitial	qAtP10SameInitial
OCREAS	6	162	0	True	False	False	1035	0.01051	0.1299	0.1807	1.632e-10	0.007153	0.0348	0.3126	0.003219	4.22e-10	0.004723	0.3971
ODAHS	5	130	0	True	False	False	1432	0.01097	0.1283	0.2383	1.771e-08	0.007143	0.02459	0.3938	0.03929	3.093e-08	0.04237	0.4022
ODEON	5	172	0	True	False	True	1393	0.009259	0.127	0.2019	7.175e-11	0.005882	0.02676	0.3625	0.00942	1.947e-10	0.01252	0.3971
ODIST	5	330	0	True	False	True	966	0.01039	0.168	0.03182	4.419e-27	0.004184	0.04744	0.2507	1.084e-07	5.322e-26	2.115e-07	0.3971
ODSO	4	254	0	True	False	True	945	0.02019	0.1875	0.005626	1.245e-23	0.00463	0.02758	0.3077	0.0008213	1.18e-22	0.001297	0.3971
OESTRAL	7	110	0	True	False	False	414	0.01562	0.1126	0.1769	1.967e-06	0.01209	0.03125	0.2624	0.03043	2.195e-06	0.03462	0.3971
OGAM	4	148	0	True	False	True	894	0.01862	0.1626	0.0619	3.907e-12	0.006667	0.03714	0.3716	0.003694	1.313e-11	0.005281	0.3971
OHED	4	418	0	True	False	False	848	0.0186	0.1932	0.00039	1.044e-39	0.004699	0.02782	0.1396	7.545e-06	2.011e-38	1.294e-05	0.3971
OHIAS	5	156	0	True	False	False	1448	0.00997	0.1279	0.2095	5.319e-10	0.006098	0.02604	0.3851	0.0163	1.21e-09	0.02085	0.3982
OHONE	5	120	0	True	False	False	1502	0.0119	0.1309	0.2376	4.906e-08	0.008475	0.02459	0.3601	0.0504	7.562e-08	0.05212	0.3971
OIDIA	5	100	0	True	False	False	1526	0.01351	0.125	0.2565	1.588e-06	0.01016	0.03	0.36	0.04755	1.821e-06	0.0497	0.3971
OLEIC	5	184	0	True	False	True	1424	0.009259	0.1316	0.1806	5.348e-12	0.005587	0.02604	0.3567	0.007788	1.756e-11	0.0105	0.3971
OLEINE	6	148	0	True	False	False	1149	0.009434	0.1197	0.2459	6.368e-09	0.007464	0.03125	0.3299	0.009106	1.261e-08	0.01213	0.3971
OLEO	4	438	0	True	False	True	825	0.01844	0.1897	0.0002885	9.617e-41	0.004699	0.02654	0.1271	7.658e-06	2.316e-39	1.31e-05	0.3971
OLEOS	5	202	0	True	False	False	1361	0.009259	0.1404	0.1527	5.282e-14	0.005118	0.02804	0.3547	0.003199	2.165e-13	0.004705	0.3971
OLESTRA	7	132	0	True	False	False	283	0.01543	0.114	0.1283	1.145e-07	0.01042	0.02985	0.251	0.01831	1.639e-07	0.02262	0.3971
OLPAE	5	122	0	True	False	False	1460	0.01163	0.1356	0.24	1.891e-08	0.00839	0.02632	0.3578	0.03864	3.224e-08	0.04211	0.3971
OMERTA	6	134	0	True	False	False	1232	0.01	0.1192	0.2601	4.119e-08	0.008308	0.03	0.327	0.01688	6.669e-08	0.02154	0.3971
OMRAH	5	102	0	True	False	False	1476	0.01316	0.119	0.259	2.427e-06	0.009922	0.03077	0.3617	0.04126	2.637e-06	0.04388	0.3971
ONAGER	6	124	0	True	False	True	1281	0.01064	0.1176	0.2655	1.818e-07	0.008744	0.03125	0.3366	0.01951	2.484e-07	0.02374	0.3971
OONTS	5	214	0	True	False	False	1331	0.009346	0.1421	0.1341	5.687e-15	0.00504	0.02869	0.3391	0.001971	2.694e-14	0.002983	0.3971
OOSIER	6	122	0	True	False	False	1315	0.01087	0.1197	0.2636	1.753e-07	0.008836	0.03125	0.3386	0.02079	2.43e-07	0.02503	0.3971
OOTID	5	118	0	True	False	True	1461	0.0119	0.131	0.2434	6.414e-08	0.008432	0.02459	0.3682	0.05298	9.506e-08	0.0542	0.3971
OPAH	4	242	0	True	False	True	932	0.02001	0.1829	0.007504	5.959e-22	0.004656	0.0282	0.3232	0.0009848	5.292e-21	0.001538	0.3971
OPAHS	5	106	0	True	False	False	1416	0.01282	0.125	0.2547	7.126e-07	0.009615	0.02632	0.3591	0.0592	8.839e-07	0.05982	0.3971
ORACH	5	194	0	True	False	True	1408	0.008621	0.1383	0.1864	2.888e-13	0.005319	0.02632	0.3553	0.005664	1.085e-12	0.007832	0.3971
ORACHE	6	100	0	True	False	False	1506	0.0125	0.1144	0.2843	5.273e-06	0.009543	0.03125	0.3833	0.0418	5.291e-06	0.04401	0.3971
ORCEIN	6	104	0	True	False	True	1400	0.0119	0.1136	0.2878	3.562e-06	0.009434	0.03125	0.3731	0.03681	3.702e-06	0.04069	0.3971
OREIDE	6	158	0	True	False	False	1032	0.009026	0.1293	0.2387	3.151e-10	0.007195	0.0348	0.3195	0.00371	7.464e-10	0.005281	0.3971
ORGIA	5	120	0	True	False	True	1502	0.0119	0.1309	0.2376	4.906e-08	0.008475	0.02459	0.3601	0.0504	7.562e-08	0.05212	0.3971
ORIELS	6	148	0	True	False	False	1149	0.009434	0.1197	0.2459	6.368e-09	0.007464	0.03125	0.3299	0.009106	1.261e-08	0.01213	0.3971
ORISON	6	128	0	True	False	True	1285	0.01064	0.122	0.2544	5.894e-08	0.008682	0.03125	0.3275	0.01718	8.918e-08	0.02173	0.3971
ORLON	5	118	0	True	False	False	1461	0.0119	0.131	0.2434	6.414e-08	0.008432	0.02459	0.3682	0.05298	9.506e-08	0.0542	0.3971
OSCAR	5	198	0	True	False	False	1366	0.00889	0.1361	0.1706	2.639e-13	0.005139	0.02689	0.3606	0.004526	1.038e-12	0.006334	0.3971
OSETRAS	7	166	0	True	False	False	185	0.01538	0.1127	0.07625	2.408e-09	0.006444	0.01974	0.3419	0.03655	5.043e-09	0.04069	0.3971
OSHAC	5	118	0	True	False	True	1461	0.0119	0.131	0.2434	6.414e-08	0.008432	0.02459	0.3682	0.05298	9.506e-08	0.0542	0.3971
OSMATE	6	126	0	True	False	True	1242	0.01064	0.1181	0.2599	1.323e-07	0.008591	0.03125	0.3372	0.01831	1.875e-07	0.02262	0.3971
OSSETRA	7	120	0	True	False	False	365	0.01538	0.1042	0.1556	1.85e-06	0.01097	0.03125	0.2663	0.02215	2.081e-06	0.02634	0.3971
OSSIA	5	170	0	True	False	False	1401	0.009615	0.127	0.1935	9.414e-11	0.005896	0.02604	0.3659	0.01127	2.485e-10	0.01467	0.3971
OSTIA	5	594	0	True	False	False	550	0.0119	0.2146	0.0008177	4.953e-63	0.006906	0.03751	0.0163	1.372e-10	3.181e-61	4.787e-10	0.2501
OSTIAL	6	144	0	True	False	True	1150	0.009434	0.1185	0.2554	1.287e-08	0.007716	0.03086	0.3278	0.01095	2.325e-08	0.01438	0.3971
OTARID	6	174	0	True	False	False	993	0.01087	0.1351	0.1493	1.069e-11	0.006606	0.03356	0.3156	0.002634	3.34e-11	0.003933	0.3971
OTARIES	7	190	0	True	False	False	133	0.0106	0.1084	0.132	3.382e-10	0.005722	0.01967	0.3361	0.02294	7.961e-10	0.02717	0.3971
OTARY	5	132	0	True	False	True	1402	0.01064	0.125	0.2437	2.213e-08	0.006849	0.02459	0.4036	0.03739	3.73e-08	0.04108	0.4058
OTIC	4	594	0	True	False	True	729	0.01777	0.2	2.365e-05	2.726e-58	0.004237	0.03584	0.08027	3.837e-10	1.313e-56	1.192e-09	0.3971
OTIOSE	6	122	0	True	False	True	1315	0.01087	0.1197	0.2636	1.753e-07	0.008836	0.03125	0.3386	0.02079	2.43e-07	0.02503	0.3971
OUENS	5	162	0	True	False	False	1444	0.008997	0.1269	0.2313	2.821e-10	0.00601	0.02459	0.3766	0.01771	6.822e-10	0.02226	0.3971
OWSEN	5	120	0	True	False	True	1502	0.0119	0.1309	0.2376	4.906e-08	0.008475	0.02459	0.3601	0.0504	7.562e-08	0.05212	0.3971
PAEDO	5	114	0	False	False	False	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
PEDRO	5	140	0	False	False	True	1464	0.0102	0.1278	0.2379	4.834e-09	0.01477	0.1529	0.1245	8.118e-11	9.701e-09	3.107e-10	0.3971
PESANT	6	124	0	False	False	False	1281	0.01064	0.1176	0.2655	1.818e-07	0.01351	0.1585	0.1851	5.095e-10	2.484e-07	1.524e-09	0.3971
PETSAI	6	170	0	False	False	False	972	0.01066	0.1337	0.1617	2.513e-11	0.01295	0.179	0.109	2.737e-15	7.263e-11	1.953e-14	0.3971
PHESE	5	108	0	False	False	False	1494	0.01282	0.125	0.2482	5.456e-07	0.01536	0.1475	0.1879	3.256e-08	7.023e-07	7.049e-08	0.3971
PIERTS	6	170	0	False	False	False	972	0.01066	0.1337	0.1617	2.513e-11	0.01295	0.179	0.109	2.737e-15	7.263e-11	1.953e-14	0.3971
PIRAI	5	110	0	False	False	False	1455	0.0125	0.1282	0.2507	2.79e-07	0.01577	0.1512	0.174	1.481e-08	3.741e-07	3.46e-08	0.3971
PLENA	5	136	0	False	False	False	1427	0.01042	0.1288	0.2407	7.192e-09	0.0155	0.1568	0.1194	8.405e-11	1.39e-08	3.175e-10	0.3971
PSION	5	134	0	False	False	False	1453	0.01064	0.1282	0.2386	1.036e-08	0.01562	0.1541	0.1212	1.815e-10	1.914e-08	5.979e-10	0.3971
PSOAE	5	140	0	False	False	False	1464	0.0102	0.1278	0.2379	4.834e-09	0.01477	0.1529	0.1245	8.118e-11	9.701e-09	3.107e-10	0.3971
PTERIA	6	142	0	False	False	False	1188	0.009615	0.1185	0.2536	1.657e-08	0.0122	0.1538	0.1751	4.987e-11	2.956e-08	1.974e-10	0.3971
RACINO	6	104	0	False	False	False	1400	0.0119	0.1136	0.2878	3.562e-06	0.01282	0.1429	0.2613	1.09e-07	3.702e-06	2.115e-07	0.3971
RAMOSE	6	104	0	False	False	True	1400	0.0119	0.1136	0.2878	3.562e-06	0.01282	0.1429	0.2613	1.09e-07	3.702e-06	2.115e-07	0.3971
RANSEL	6	266	0	False	False	True	569	0.01166	0.1474	0.04411	3.824e-19	0.01461	0.2074	0.01992	1.385e-27	2.834e-18	3.203e-26	0.2559
REALIA	6	208	0	False	False	False	801	0.01124	0.1389	0.09534	3.107e-14	0.01292	0.1883	0.06687	1.422e-19	1.32e-13	1.678e-18	0.3971
REIRD	5	296	0	False	False	False	1082	0.009875	0.1522	0.053	6.043e-22	0.0138	0.1934	0.01634	2.389e-28	5.292e-21	5.753e-27	0.2501
REIRDS	6	128	0	False	False	False	1285	0.01064	0.122	0.2544	5.894e-08	0.01351	0.1624	0.1753	1.408e-10	8.918e-08	4.787e-10	0.3971
REISHI	6	102	0	False	False	False	1458	0.0125	0.1131	0.2772	4.84e-06	0.01316	0.1429	0.259	1.484e-07	4.968e-06	2.689e-07	0.3971
REITERS	7	116	0	False	False	False	382	0.01562	0.1098	0.1609	1.39e-06	0.01719	0.14	0.1339	2.522e-08	1.628e-06	5.565e-08	0.3971
REORG	5	130	0	False	False	False	1432	0.01097	0.1283	0.2383	1.771e-08	0.01613	0.1541	0.1208	3.544e-10	3.093e-08	1.107e-09	0.3971
RETAMA	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
RETUSE	6	144	0	False	False	True	1150	0.009434	0.1185	0.2554	1.287e-08	0.01176	0.1528	0.1819	4.282e-11	2.325e-08	1.719e-10	0.3971
RHUS	4	160	0	False	False	False	911	0.01829	0.161	0.05213	6.317e-13	0.02259	0.1716	0.02583	8.221e-14	2.282e-12	5.222e-13	0.2986
RIALTO	6	146	0	False	False	False	1119	0.009434	0.1186	0.2506	9.82e-09	0.01176	0.1528	0.1777	3.073e-11	1.857e-08	1.285e-10	0.3971
RISTRA	6	228	0	False	False	False	714	0.01098	0.1354	0.08069	3.924e-15	0.01316	0.1838	0.04875	7.705e-21	1.922e-14	1.086e-19	0.3971
RITARD	6	100	0	False	False	False	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
ROLAG	5	102	0	False	False	False	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
RORAL	5	164	0	False	False	True	1418	0.009588	0.1269	0.206	2.15e-10	0.0137	0.1499	0.1041	2.731e-12	5.427e-10	1.361e-11	0.3971
RORIC	5	104	0	False	False	True	1456	0.01316	0.1222	0.2522	1.294e-06	0.0155	0.146	0.1969	7.447e-08	1.555e-06	1.505e-07	0.3971
RORID	5	108	0	False	False	False	1494	0.01282	0.125	0.2482	5.456e-07	0.01536	0.1475	0.1879	3.256e-08	7.023e-07	7.049e-08	0.3971
ROSTRA	6	206	0	False	False	True	783	0.01124	0.1408	0.09752	2.666e-14	0.01282	0.189	0.07008	1.801e-19	1.159e-13	2.082e-18	0.3971
RUEDA	5	148	0	False	False	False	1451	0.01075	0.129	0.2019	1.319e-09	0.01462	0.1519	0.1131	2.572e-11	2.803e-09	1.109e-10	0.3971
SACRA	5	210	0	False	False	True	1327	0.009159	0.141	0.1448	1.367e-14	0.01269	0.1686	0.06842	1.444e-17	6.174e-14	1.325e-16	0.3971
SADHE	5	162	0	False	False	True	1444	0.008997	0.1269	0.2313	2.821e-10	0.0132	0.1507	0.1162	3.23e-12	6.822e-10	1.582e-11	0.3971
SALAL	5	100	0	False	False	True	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
SALMI	5	166	0	False	False	False	1381	0.009615	0.1269	0.2011	1.658e-10	0.01359	0.149	0.1032	2.318e-12	4.22e-10	1.175e-11	0.3971
SALPA	5	102	0	False	False	True	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
SANGH	5	100	0	False	False	False	1526	0.01351	0.125	0.2565	1.588e-06	0.01429	0.1458	0.2372	1.426e-07	1.821e-06	2.609e-07	0.3971
SANSEI	6	200	0	False	False	True	835	0.01157	0.1412	0.09746	6.037e-14	0.01342	0.189	0.06701	6.33e-19	2.457e-13	6.775e-18	0.3971
SAOLA	5	166	0	False	False	False	1381	0.009615	0.1269	0.2011	1.658e-10	0.01359	0.149	0.1032	2.318e-12	4.22e-10	1.175e-11	0.3971
SARMIE	6	108	0	False	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.01282	0.1509	0.2482	2.114e-08	2.005e-06	4.7e-08	0.3971
SASTRA	6	108	0	False	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.01282	0.1509	0.2482	2.114e-08	2.005e-06	4.7e-08	0.3971
SATAIS	6	106	0	False	False	False	1367	0.01163	0.1125	0.2894	3.205e-06	0.01282	0.1429	0.2547	8.01e-08	3.424e-06	1.586e-07	0.3971
SCUTA	5	104	0	False	False	True	1456	0.01316	0.1222	0.2522	1.294e-06	0.0155	0.146	0.1969	7.447e-08	1.555e-06	1.505e-07	0.3971
SEARAT	6	406	0	False	False	False	289	0.01345	0.2203	0.004099	1.34e-44	0.01636	0.2617	0.001233	3.103e-54	3.873e-43	2.562e-52	0.05482
SEARATS	7	160	0	False	False	False	217	0.01553	0.1127	0.08175	4.933e-09	0.01754	0.1643	0.0589	3.383e-13	9.867e-09	1.88e-12	0.3971
SEGOL	5	116	0	False	False	True	1478	0.0119	0.131	0.2493	8.493e-08	0.01562	0.1568	0.1609	2.548e-09	1.243e-07	6.787e-09	0.3971
SEHRI	5	352	0	False	False	False	907	0.01089	0.1734	0.02116	7.692e-30	0.01558	0.2107	0.003981	6.665e-37	1.059e-28	2.408e-35	0.1096
SEIDEL	6	122	0	False	False	True	1315	0.01087	0.1197	0.2636	1.753e-07	0.01351	0.1607	0.1902	5.212e-10	2.43e-07	1.537e-09	0.3971
SEIFS	5	102	0	False	False	False	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
SEISIN	6	116	0	False	False	False	1330	0.01111	0.1203	0.2736	3.47e-07	0.01468	0.1602	0.1798	1.604e-09	4.548e-07	4.351e-09	0.3971
SEITENS	7	100	0	False	False	False	498	0.01598	0.1233	0.1998	1.926e-06	0.01754	0.1571	0.1703	3.762e-08	2.153e-06	8.053e-08	0.3971
SENARY	6	110	0	False	False	True	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
SENECA	6	100	0	False	False	False	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
SENGIS	6	116	0	False	False	False	1330	0.01111	0.1203	0.2736	3.47e-07	0.01468	0.1602	0.1798	1.604e-09	4.548e-07	4.351e-09	0.3971
SENITI	6	236	0	False	False	False	667	0.01087	0.1389	0.07583	4.72e-16	0.01407	0.1867	0.03529	6.505e-22	2.675e-15	1.016e-20	0.3579
SEPIA	5	234	0	False	False	True	1294	0.009868	0.1425	0.09821	2.377e-16	0.01271	0.1731	0.0501	4.862e-20	1.446e-15	6.11e-19	0.3971
SEROMA	6	176	0	False	False	False	961	0.01124	0.1351	0.1369	7.996e-12	0.01335	0.1816	0.09389	4.841e-16	2.554e-11	3.781e-15	0.3971
SESELI	6	124	0	False	False	False	1281	0.01064	0.1176	0.2655	1.818e-07	0.01351	0.1585	0.1851	5.095e-10	2.484e-07	1.524e-09	0.3971
SESTET	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
SETOSE	6	212	0	False	False	True	773	0.01124	0.1389	0.09113	1.708e-14	0.0126	0.1863	0.06806	1.037e-19	7.595e-14	1.249e-18	0.3971
SETUP	5	114	0	False	False	True	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
SHEILA	6	130	0	False	False	False	1235	0.01042	0.1224	0.2563	4.221e-08	0.01355	0.1607	0.1697	1.283e-10	6.684e-08	4.607e-10	0.3971
SHENAI	6	156	0	False	False	False	1065	0.009415	0.1293	0.2286	4.156e-10	0.01309	0.1667	0.128	4.444e-13	9.571e-10	2.423e-12	0.3971
SHERIAT	7	108	0	False	False	True	435	0.01548	0.1098	0.1854	3.523e-06	0.01695	0.1375	0.1578	1.153e-07	3.702e-06	2.23e-07	0.3971
SIALON	6	140	0	False	False	False	1205	0.009691	0.1224	0.2558	1.143e-08	0.01319	0.1579	0.1558	3.559e-11	2.104e-08	1.459e-10	0.3971
SIENNA	6	176	0	False	False	True	961	0.01124	0.1351	0.1369	7.996e-12	0.01335	0.1816	0.09389	4.841e-16	2.554e-11	3.781e-15	0.3971
SIERRA	6	212	0	False	False	True	773	0.01124	0.1389	0.09113	1.708e-14	0.0126	0.1863	0.06806	1.037e-19	7.595e-14	1.249e-18	0.3971
SIETHS	6	136	0	False	False	False	1201	0.009804	0.1184	0.2619	3.594e-08	0.01284	0.1538	0.1725	1.359e-10	5.918e-08	4.787e-10	0.3971
SIEUR	5	198	0	False	False	False	1366	0.00889	0.1361	0.1706	2.639e-13	0.01255	0.1646	0.08205	3.446e-16	1.038e-12	2.806e-15	0.3971
SIGLA	5	104	0	False	False	True	1456	0.01316	0.1222	0.2522	1.294e-06	0.0155	0.146	0.1969	7.447e-08	1.555e-06	1.505e-07	0.3971
SILENI	6	150	0	False	False	True	1106	0.009434	0.1211	0.2413	3.905e-09	0.01186	0.1569	0.167	7.66e-12	7.948e-09	3.6e-11	0.3971
SIMARS	6	120	0	False	False	False	1349	0.01111	0.121	0.2616	1.908e-07	0.01441	0.1591	0.1752	9.33e-10	2.583e-07	2.657e-09	0.3971
SIRIH	5	114	0	False	False	True	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
SIROC	5	224	0	False	False	True	1293	0.009921	0.1456	0.1072	4.961e-16	0.01284	0.1728	0.05525	3.468e-19	2.784e-15	3.855e-18	0.3971
SIROSET	7	112	0	False	False	False	393	0.01562	0.1098	0.1714	2.213e-06	0.01713	0.1385	0.1444	5.593e-08	2.446e-06	1.159e-07	0.3971
SITUS	5	154	0	False	False	True	1470	0.01052	0.1286	0.1963	6.234e-10	0.01399	0.1523	0.1142	8.836e-12	1.402e-09	3.99e-11	0.3971
SKEO	4	102	0	False	False	True	712	0.01887	0.1461	0.1433	1.01e-07	0.02198	0.1595	0.1036	2.019e-08	1.47e-07	4.595e-08	0.3971
SLAINTE	7	112	0	False	False	True	393	0.01562	0.1098	0.1714	2.213e-06	0.01713	0.1385	0.1444	5.593e-08	2.446e-06	1.159e-07	0.3971
SLOID	5	176	0	False	False	False	1416	0.00957	0.1279	0.1841	3.442e-11	0.01353	0.1538	0.09101	1.702e-13	9.801e-11	1.047e-12	0.3971
SLUIT	5	102	0	False	False	True	1476	0.01316	0.119	0.259	2.427e-06	0.01562	0.1413	0.2006	1.785e-07	2.637e-06	3.136e-07	0.3971
SLUSE	5	118	0	False	False	False	1461	0.0119	0.131	0.2434	6.414e-08	0.01567	0.1562	0.155	1.964e-09	9.506e-08	5.257e-09	0.3971
SNASTE	6	310	0	False	False	True	465	0.01227	0.1889	0.02175	6.53e-29	0.01475	0.2244	0.009985	6.111e-35	8.578e-28	1.962e-33	0.199
SNEATH	6	282	0	False	False	True	532	0.01206	0.1716	0.0327	8.866e-24	0.01466	0.2139	0.01552	3.402e-30	8.835e-23	9.831e-29	0.2501
SNEESH	6	112	0	False	False	True	1341	0.01136	0.1167	0.278	9.246e-07	0.0125	0.1529	0.2444	8.464e-09	1.135e-06	2.03e-08	0.3971
SNOEP	5	178	0	False	False	False	1409	0.009488	0.1284	0.1832	2.39e-11	0.01302	0.154	0.09711	1.174e-13	7.012e-11	7.374e-13	0.3971
SPEOS	5	130	0	False	False	True	1432	0.01097	0.1283	0.2383	1.771e-08	0.01613	0.1541	0.1208	3.544e-10	3.093e-08	1.107e-09	0.3971
SPERST	6	128	0	False	False	False	1285	0.01064	0.122	0.2544	5.894e-08	0.01351	0.1624	0.1753	1.408e-10	8.918e-08	4.787e-10	0.3971
SPIC	4	186	0	False	True	False	929	0.01829	0.1652	0.03226	2.586e-15	0.02273	0.1786	0.0139	1.288e-16	1.289e-14	1.064e-15	0.2501
STADIA	6	106	0	False	False	True	1367	0.01163	0.1125	0.2894	3.205e-06	0.01282	0.1429	0.2547	8.01e-08	3.424e-06	1.586e-07	0.3971
STANIEL	7	112	0	False	False	False	393	0.01562	0.1098	0.1714	2.213e-06	0.01713	0.1385	0.1444	5.593e-08	2.446e-06	1.159e-07	0.3971
STROAM	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
STROMA	6	114	0	False	False	True	1379	0.01136	0.1181	0.2718	6.03e-07	0.01351	0.1548	0.212	4.738e-09	7.56e-07	1.17e-08	0.3971
SUCRE	5	114	0	False	False	True	1502	0.0122	0.1309	0.2469	1.138e-07	0.01613	0.1552	0.1567	4.491e-09	1.632e-07	1.149e-08	0.3971
SURAH	5	124	0	False	False	True	1421	0.01299	0.13	0.1977	3.165e-08	0.01613	0.1568	0.1331	6.51e-10	5.242e-08	1.881e-09	0.3971
SYREN	5	118	0	False	False	False	1461	0.0119	0.131	0.2434	6.414e-08	0.01567	0.1562	0.155	1.964e-09	9.506e-08	5.257e-09	0.3971
TACAN	5	130	0	False	False	False	1432	0.01097	0.1283	0.2383	1.771e-08	0.01613	0.1541	0.1208	3.544e-10	3.093e-08	1.107e-09	0.3971
TAENIA	6	272	0	False	False	True	551	0.012	0.1667	0.03749	2.902e-22	0.01482	0.2175	0.01724	1.074e-29	2.662e-21	2.822e-28	0.2501
TAENIAS	7	102	0	False	False	False	469	0.01603	0.1182	0.1924	2.683e-06	0.01764	0.1496	0.1628	6.662e-08	2.904e-06	1.37e-07	0.3971
TAENITE	7	122	0	False	False	True	344	0.01538	0.1081	0.1508	8.695e-07	0.01618	0.1364	0.1366	1.708e-08	1.076e-06	3.917e-08	0.3971
TAHRS	5	268	0	False	False	False	1170	0.0102	0.1548	0.06413	2.651e-20	0.01548	0.1972	0.01528	2.678e-26	2.129e-19	5.529e-25	0.2501
TAHSIL	6	100	0	False	False	True	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
TAIG	4	500	0	False	True	False	786	0.01831	0.1866	9.722e-05	1.421e-45	0.03555	0.2254	1.383e-08	3.483e-56	5.135e-44	3.355e-54	1.333e-06
TAIGS	5	142	0	False	True	False	1432	0.01	0.1278	0.24	3.677e-09	0.01441	0.1518	0.1273	7.044e-11	7.51e-09	2.751e-10	0.3971
TANSIES	7	112	0	False	False	False	393	0.01562	0.1098	0.1714	2.213e-06	0.01713	0.1385	0.1444	5.593e-08	2.446e-06	1.159e-07	0.3971
TANSY	5	106	0	False	False	True	1416	0.01282	0.125	0.2547	7.126e-07	0.01538	0.1477	0.1933	4.379e-08	8.839e-07	9.237e-08	0.3971
TANTRA	6	160	0	False	False	True	1061	0.009615	0.1292	0.2131	2.431e-10	0.0129	0.1667	0.1252	2.143e-13	6.058e-10	1.29e-12	0.3971
TARNAL	6	112	0	False	False	True	1341	0.01136	0.1167	0.278	9.246e-07	0.0125	0.1529	0.2444	8.464e-09	1.135e-06	2.03e-08	0.3971
TAROCS	6	132	0	False	False	False	1196	0.01	0.1216	0.2654	3.703e-08	0.01282	0.1562	0.1821	1.821e-10	6.047e-08	5.979e-10	0.3971
TARSEAL	7	112	0	False	False	False	393	0.01562	0.1098	0.1714	2.213e-06	0.01713	0.1385	0.1444	5.593e-08	2.446e-06	1.159e-07	0.3971
TARSIA	6	224	0	False	False	True	720	0.01071	0.1367	0.0897	5.078e-15	0.01223	0.1854	0.06359	1.128e-20	2.446e-14	1.516e-19	0.3971
TATOU	5	108	0	False	False	True	1494	0.01282	0.125	0.2482	5.456e-07	0.01536	0.1475	0.1879	3.256e-08	7.023e-07	7.049e-08	0.3971
TATSOI	6	108	0	False	False	False	1418	0.01163	0.1154	0.2828	1.776e-06	0.01282	0.1509	0.2482	2.114e-08	2.005e-06	4.7e-08	0.3971
TAUON	5	108	0	False	False	False	1494	0.01282	0.125	0.2482	5.456e-07	0.01536	0.1475	0.1879	3.256e-08	7.023e-07	7.049e-08	0.3971
TEDIER	6	158	0	False	False	False	1032	0.009026	0.1293	0.2387	3.151e-10	0.0129	0.1667	0.1285	3.086e-13	7.464e-10	1.766e-12	0.3971
TEDY	4	220	0	False	False	False	965	0.01871	0.1744	0.0157	4.866e-19	0.02597	0.2008	0.003059	3.851e-22	3.472e-18	6.183e-21	0.1026
TEHSIL	6	100	0	False	False	True	1506	0.0125	0.1144	0.2843	5.273e-06	0.01351	0.1463	0.2565	1.344e-07	5.291e-06	2.514e-07	0.3971
TEIID	5	108	0	False	False	False	1494	0.01282	0.125	0.2482	5.456e-07	0.01536	0.1475	0.1879	3.256e-08	7.023e-07	7.049e-08	0.3971
TELARY	6	110	0	False	False	True	1373	0.01163	0.1154	0.2762	1.39e-06	0.01282	0.1511	0.2419	1.503e-08	1.628e-06	3.46e-08	0.3971
TELCO	5	156	0	False	False	False	1448	0.00997	0.1279	0.2095	5.319e-10	0.0137	0.1507	0.1163	8.605e-12	1.21e-09	3.979e-11	0.3971
TELIAL	6	148	0	False	False	True	1149	0.009434	0.1197	0.2459	6.368e-09	0.01176	0.1522	0.1735	2.451e-11	1.261e-08	1.073e-10	0.3971
