word	len	present	found	opp	pts	lc	beliefRaw	beliefWeighted	refN	refK	refRate	p	q	refForgone	foundStem	kind	reference
CHILE	5	13	0	10.2955	800	5	0.0406043	0.0400652	7	3	0.428571	0.000692636	0.0355911	4457.14	CHI	branch miss	topQuartile
NOSY	4	39	0	31.2412	400	4	0.0237549	0.0225039	11	3	0.272727	4.03826e-06	0.000522183	4254.55	NOS	branch miss	topQuartile
ISLE	4	155	0	116.508	400	4	0.00641396	0.00633468	44	3	0.0681818	1.76333e-05	0.00180695	4227.27		true gap	topQuartile
ORCA	4	88	0	65.2843	400	4	0.0110898	0.0111455	17	2	0.117647	1.64636e-05	0.00176542	4141.18		true gap	topQuartile
LIMO	4	36	0	28.6696	400	4	0.0255408	0.0243807	7	2	0.285714	5.4877e-06	0.000699324	4114.29		true gap	topQuartile
UNDO	4	46	0	36.2762	400	4	0.0204229	0.0195563	9	2	0.222222	9.53574e-06	0.00113308	4088.89		true gap	topQuartile
OUTA	4	67	0	49.7034	400	4	0.0143743	0.0144936	20	3	0.15	1.86667e-05	0.00186519	4020	OUT	branch miss	topQuartile
AUTO	4	55	0	42.4568	400	4	0.0173026	0.0168474	11	2	0.181818	1.60968e-05	0.0017474	4000		true gap	topQuartile
SMIR	4	70	0	51.7905	400	4	0.0137908	0.013933	14	2	0.142857	2.05932e-05	0.00201196	4000	MIR	branch miss	topQuartile
INRO	4	136	0	103.066	400	4	0.00728502	0.00714385	29	2	0.0689655	6.0165e-05	0.00483497	3751.72		true gap	topQuartile
FOES	4	37	0	28.4626	400	4	0.0249164	0.0245455	13	3	0.230769	6.08269e-05	0.00483497	3415.38	FOE	branch miss	topQuartile
DOSA	4	86	0	66.369	400	4	0.0113365	0.0109691	21	2	0.0952381	0.000182789	0.0124594	3276.19	DOS	branch miss	topQuartile
TROG	4	57	0	40.7088	400	4	0.0167344	0.0175344	14	2	0.142857	0.000152768	0.0109211	3257.14		true gap	topQuartile
AEON	4	121	0	96.2099	400	4	0.00815988	0.00764176	30	2	0.0666667	0.000236837	0.0152008	3226.67	EON	branch miss	topQuartile
HAEN	4	112	0	85.3978	400	4	0.0087935	0.00858536	15	1	0.0666667	0.000440676	0.0251614	2986.67	HAE	branch miss	topQuartile
BOIS	4	22	0	15.9818	400	4	0.0393438	0.041428	9	3	0.333333	0.000133657	0.00971279	2933.33	BOI	branch miss	topQuartile
GNAT	4	93	0	65.1952	400	4	0.0105176	0.0111603	26	2	0.0769231	0.000584957	0.031363	2861.54	NAT	branch miss	topQuartile
TREY	4	69	0	53.425	400	4	0.01398	0.0135233	20	2	0.1	0.000696199	0.0355911	2760		true gap	topQuartile
DRAD	4	41	0	29.7569	400	4	0.0226969	0.0235503	6	1	0.166667	0.000566982	0.0305857	2733.33	RAD	branch miss	topQuartile
DOUC	4	18	0	13.357	400	4	0.0465282	0.0484337	6	2	0.333333	0.000676639	0.0352053	2400		true gap	topQuartile
WUD	3	20	0	14.6962	100	3	0.0504142	0.0523953	6	2	0.333333	0.000300729	0.0184917	666.667		true gap	topQuartile
