word	len	pts	boards	subjectFound	peerFound	subjectOnly	peerOnly	rateSubjectElsewhere	ratePeerElsewhere	netPtsToPeer	netPtsPerGame
MOTILE	6	1400	3	0	0	0	0	0.053701	0.032272	0	0
MOTIER	6	1400	8	0	0	0	0	0.016193	0.023114	0	0
MOTHIER	7	1800	1	0	0	0	0	0.048637	0.088508	0	0
MOTHBALLS	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
WOP	3	100	10	2	2	0	0	0.16168	0.3412	0	0
MOTHBALL	8	2200	1	0	0	0	0	0.087546	0.083224	0	0
MOTEY	5	800	3	0	0	0	0	0.03504	0.028845	0	0
MOTETS	6	1400	4	0	0	0	0	0.025026	0.013662	0	0
MOTET	5	800	7	0	0	0	0	0.018411	0.01061	0	0
WORDISH	7	1800	1	0	0	0	0	0.054716	0.052015	0	0
WORMER	6	1400	1	0	0	0	0	0.20287	0.20849	0	0
WORMHOLE	8	2200	1	0	0	0	0	0.087546	0.083224	0	0
MOTELIER	8	2200	1	0	0	0	0	0.054716	0.034677	0	0
WORMHOLED	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
WORMHOLES	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
WORMIER	7	1800	1	0	0	0	0	0.087546	0.037829	0	0
WORMIEST	8	2200	1	0	0	0	0	0.087546	0.032009	0	0
MOTE	4	400	29	17	17	4	4	0.58133	0.59113	0	0
MOTSERS	7	1800	1	0	0	0	0	0.01412	0.01067	0	0
MOTTES	6	1400	2	2	2	0	0	0.39303	0.53289	0	0
MOTTIER	7	1800	2	0	0	0	0	0.036477	0.13423	0	0
MOULDER	7	1800	2	0	0	0	0	0.24377	0.15735	0	0
WOOLD	5	800	4	0	0	0	0	0.077589	0.054297	0	0
WOOLDER	7	1800	1	0	0	0	0	0.072955	0.046236	0	0
MOUSES	6	1400	1	0	0	0	0	0.49129	0.60526	0	0
MOUSERY	7	1800	1	0	0	0	0	0.087546	0.059446	0	0
WOOLDING	8	2200	1	0	0	0	0	0.072955	0.083224	0	0
WOOLDS	6	1400	1	0	0	0	0	0.091761	0.059201	0	0
WOOLENS	7	1800	1	0	0	0	0	0.072955	0.083224	0	0
MOUNDS	6	1400	2	1	1	1	1	0.38259	0.30502	0	0
MOUND	5	800	3	1	1	1	1	0.40431	0.34927	0	0
MOULS	5	800	4	0	0	0	0	0.28345	0.27564	0	0
WOOLFAT	7	1800	1	0	0	0	0	0.072955	0.083224	0	0
MOULIN	6	1400	1	0	0	0	0	0.18259	0.11403	0	0
MOULDERED	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
MOUES	5	800	5	0	0	0	0	0.047415	0.015645	0	0
MOTTIES	7	1800	1	1	1	0	0	0.089858	0.32244	0	0
MOUE	4	400	7	0	0	0	0	0.045627	0.031386	0	0
MOUCHER	7	1800	1	0	0	0	0	0.062533	0.069354	0	0
MOUCH	5	800	2	0	0	0	0	0.09052	0.24519	0	0
MOTZAS	6	1400	1	0	0	0	0	0.16517	0.14208	0	0
MOTZA	5	800	1	0	0	0	0	0.21725	0.13186	0	0
MOTUCA	6	1400	2	0	0	0	0	0.13764	0.059201	0	0
MOTTS	5	800	3	1	1	0	0	0.37969	0.51538	0	0
MOTTOES	7	1800	1	0	0	0	0	0.043773	0.046236	0	0
MOTTOED	7	1800	1	0	0	0	0	0.072955	0.059446	0	0
MOTTO	5	800	1	0	0	0	0	0.36756	0.24725	0	0
WOOLIE	6	1400	2	1	1	1	1	0.3478	0.31403	0	0
WOOLIER	7	1800	2	1	1	1	1	0.20539	0.34161	0	0
WOON	4	400	8	3	3	1	1	0.32466	0.35646	0	0
WORREL	6	1400	1	0	0	0	0	0.058989	0.08552	0	0
WORRELS	7	1800	1	0	0	0	0	0.054716	0.11801	0	0
WORRIES	7	1800	1	0	0	0	0	0.089858	0.35645	0	0
MORNED	6	1400	3	0	0	0	0	0.15567	0.36776	0	0
MORRO	5	800	1	0	0	0	0	0.06789	0.10439	0	0
MORRIS	6	1400	1	0	0	0	0	0.039326	0.03552	0	0
MORRAS	6	1400	1	0	0	0	0	0.043466	0.19627	0	0
MORRA	5	800	5	0	0	0	0	0.031036	0.11846	0	0
MORPH	5	800	1	0	0	0	0	0.27665	0.027971	0	0
WRAITH	6	1400	1	0	0	0	0	0.043466	0.033829	0	0
MOROSER	7	1800	1	0	0	0	0	0.062533	0.20134	0	0
MOROSE	6	1400	3	0	0	0	0	0.041293	0.06776	0	0
MORONS	6	1400	2	0	0	0	0	0.10092	0.090347	0	0
WRANGS	6	1400	1	0	0	0	0	0.11412	0.1694	0	0
MORON	5	800	4	0	0	0	0	0.090826	0.10212	0	0
WRAP	4	400	4	0	0	0	0	0.091173	0.11192	0	0
WRAPS	5	800	2	0	0	0	0	0.1098	0.081196	0	0
MORKINS	7	1800	1	0	0	0	0	0.072955	0.046236	0	0
MORSEL	6	1400	2	0	0	0	0	0.070646	0.18466	0	0
MORKIN	6	1400	2	0	0	0	0	0.091761	0.071041	0	0
MORISH	6	1400	2	0	0	0	0	0.035907	0.020894	0	0
MORION	6	1400	1	0	0	0	0	0.03441	0.022916	0	0
MORIAS	6	1400	3	0	0	0	0	0.025026	0.027149	0	0
MORIA	5	800	9	0	0	0	0	0.012931	0.016436	0	0
MORGUE	6	1400	2	0	0	0	0	0.10323	0.088801	0	0
MORGENS	7	1800	1	0	0	0	0	0.033672	0.026008	0	0
MORGEN	6	1400	1	0	0	0	0	0.055057	0.020894	0	0
WRAPT	5	800	1	0	0	0	0	0.06789	0.030768	0	0
MORENESS	8	2200	2	0	0	0	0	0.048637	0.041612	0	0
MORENDO	7	1800	1	0	0	0	0	0.054716	0.027741	0	0
WRASSE	6	1400	2	0	0	0	0	0.041293	0.022916	0	0
MOREISH	7	1800	3	0	0	0	0	0.025749	0.018092	0	0
MORSAL	6	1400	2	0	0	0	0	0.028478	0.10028	0	0
MORSES	6	1400	3	2	2	1	1	0.48178	0.52373	0	0
WORRIT	6	1400	1	0	0	0	0	0.058989	0.03552	0	0
MORTISE	7	1800	3	0	0	0	0	0.018239	0.010149	0	0
MOSSY	5	800	1	1	1	0	0	0.098749	0.32478	0	0
MOSSIER	7	1800	1	0	0	0	0	0.15236	0.21351	0	0
MOSSIE	6	1400	1	0	0	0	0	0.070225	0.23966	0	0
MOSSER	6	1400	2	0	0	0	0	0.27294	0.50638	0	0
MOSSED	6	1400	1	1	1	0	0	0.41613	0.10061	0	0
MOSK	4	400	2	0	0	0	0	0.2095	0.17233	0	0
MOSHERS	7	1800	1	0	0	0	0	0.20539	0.27601	0	0
MOSEYS	6	1400	1	0	0	0	0	0.063527	0.059201	0	0
WORRY	5	800	1	0	0	0	0	0.34292	0.2923	0	0
WORSEN	6	1400	3	1	1	1	1	0.23534	0.4088	0	0
WORTLE	6	1400	1	0	0	0	0	0.048579	0.027323	0	0
MORTS	5	800	12	3	3	1	1	0.39169	0.37456	0	0
MORTISED	8	2200	1	0	0	0	0	0.062533	0.029723	0	0
MORTARS	7	1800	2	0	0	0	0	0.089858	0.021901	0	0
WRACK	5	800	1	0	0	0	0	0.26078	0.17482	0	0
MORTARING	9	2600	1	0	0	0	0	0.072955	0.069354	0	0
MORTARED	8	2200	1	0	0	0	0	0.048637	0.034677	0	0
WOST	4	400	16	2	2	1	1	0.13408	0.25246	0	0
WOULD	5	800	1	0	0	0	0	0.15518	0.083913	0	0
WOULDS	6	1400	1	0	0	0	0	0.11798	0.078934	0	0
WOULDST	7	1800	1	0	0	0	0	0.072955	0.069354	0	0
MORTAR	6	1400	3	0	0	0	0	0.085632	0.017327	0	0
WOUNDIER	8	2200	1	0	0	0	0	0.072955	0.069354	0	0
MORTALS	7	1800	1	0	0	0	0	0.15236	0.12652	0	0
MORTALISE	9	2600	1	0	0	0	0	0.062533	0.046236	0	0
WOUNDIEST	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
WOVE	4	400	3	2	2	1	1	0.48977	0.48263	0	0
MORSURE	7	1800	1	0	0	0	0	0.048637	0.052015	0	0
WOOFTERS	8	2200	1	0	0	0	0	0.087546	0.083224	0	0
WOOFTER	7	1800	1	0	0	0	0	0.087546	0.052015	0	0
MUNIS	5	800	4	0	0	0	0	0.026494	0.15934	0	0
MOUSLES	7	1800	1	0	0	0	0	0.054716	0.034677	0	0
WOLF	4	400	5	0	0	0	0	0.095214	0.03162	0	0
WOLFER	6	1400	1	0	0	0	0	0.091761	0.054647	0	0
MULEYS	6	1400	2	0	0	0	0	0.16517	0.15549	0	0
WOLFISH	7	1800	1	0	0	0	0	0.087546	0.083224	0	0
MULEY	5	800	3	0	0	0	0	0.10862	0.11312	0	0
WOLFS	5	800	1	0	0	0	0	0.098749	0.071003	0	0
WOLLIES	7	1800	1	0	0	0	0	0.14377	0.28468	0	0
MULETA	6	1400	2	0	0	0	0	0.041293	0.020894	0	0
WOMEN	5	800	1	0	0	0	0	0.12859	0.16239	0	0
WOMERA	6	1400	1	0	0	0	0	0.039326	0.03739	0	0
MULES	5	800	6	2	2	0	0	0.3777	0.29736	0	0
MULED	5	800	2	0	0	0	0	0.18165	0.26374	0	0
MULE	4	400	8	2	2	0	0	0.34981	0.38414	0	0
MULCH	5	800	1	0	0	0	0	0.098749	0.24038	0	0
MULATTO	7	1800	2	0	0	0	0	0.048637	0.059446	0	0
MULATTAS	8	2200	1	0	0	0	0	0.087546	0.083224	0	0
MULATTA	7	1800	2	0	0	0	0	0.087546	0.083224	0	0
MUISTED	7	1800	1	0	0	0	0	0.039794	0.034677	0	0
MUIST	5	800	4	0	0	0	0	0.028585	0.016783	0	0
MUIRS	5	800	3	0	0	0	0	0.059607	0.060897	0	0
MUIR	4	400	5	0	0	0	0	0.066064	0.051188	0	0
MUILS	5	800	5	1	1	1	1	0.057171	0.10079	0	0
MUIL	4	400	7	1	1	1	1	0.026773	0.085357	0	0
MUIDS	5	800	1	0	0	0	0	0.057171	0.06868	0	0
MUID	4	400	2	0	0	0	0	0.033819	0.037413	0	0
MUGS	4	400	2	0	0	0	0	0.49066	0.339	0	0
WONGA	5	800	1	0	0	0	0	0.057171	0.096152	0	0
WONGAS	6	1400	1	0	0	0	0	0.082585	0.078934	0	0
MUG	3	100	4	1	1	0	0	0.4488	0.30339	0	0
MULL	4	400	6	3	3	1	1	0.49141	0.62127	0	0
MULLA	5	800	2	0	0	0	0	0.09052	0.11888	0	0
MULLAH	6	1400	1	0	0	0	0	0.11798	0.064583	0	0
MULTIPLE	8	2200	1	0	0	0	0	0.087546	0.059446	0	0
MUNIFY	6	1400	1	0	0	0	0	0.16517	0.14208	0	0
WOFUL	5	800	1	0	0	0	0	0.18104	0.15384	0	0
WOG	3	100	7	0	0	0	0	0.021964	0.016686	0	0
MUNI	4	400	7	0	0	0	0	0.067758	0.14184	0	0
MUNGO	5	800	1	0	0	0	0	0.10862	0.14793	0	0
MUMU	4	400	2	0	0	0	0	0.12851	0.089997	0	0
WOGS	4	400	2	0	0	0	0	0.038943	0.030788	0	0
MUMSY	5	800	1	0	0	0	0	0.15518	0.13186	0	0
MUMS	4	400	2	0	0	0	0	0.21426	0.2585	0	0
WOKE	4	400	1	0	0	0	0	0.56426	0.39869	0	0
WOKER	5	800	1	0	0	0	0	0.25719	0.30769	0	0
MUM	3	100	6	2	2	2	2	0.33039	0.31213	0	0
WOKKA	5	800	1	0	0	0	0	0.21725	0.18461	0	0
MULTIMODE	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
WOLDS	5	800	3	0	0	0	0	0.090706	0.10439	0	0
WOKS	4	400	2	0	0	0	0	0.071396	0.098634	0	0
MULSHED	7	1800	1	0	0	0	0	0.072955	0.041612	0	0
MULSES	6	1400	1	0	0	0	0	0.043466	0.064583	0	0
MULSE	5	800	4	0	0	0	0	0.031948	0.07402	0	0
MULLS	5	800	1	1	1	0	0	0.39125	0.51692	0	0
MULLEYS	7	1800	2	0	0	0	0	0.087546	0.069354	0	0
MULLEY	6	1400	2	0	0	0	0	0.11798	0.078934	0	0
MULLET	6	1400	2	1	1	0	0	0.082585	0.2796	0	0
MULLERS	7	1800	1	1	1	0	0	0.30472	0.34161	0	0
MULLER	6	1400	2	1	1	0	0	0.40215	0.3728	0	0
MULLENS	7	1800	1	0	0	0	0	0.062533	0.11801	0	0
MULLEN	6	1400	1	0	0	0	0	0.091761	0.21826	0	0
WOLD	4	400	6	0	0	0	0	0.11581	0.089137	0	0
MUESLI	6	1400	2	0	0	0	0	0.048579	0.033829	0	0
MUENSTER	8	2200	1	0	0	0	0	0.048637	0.041612	0	0
MUDRAS	6	1400	1	0	0	0	0	0.075077	0.059201	0	0
MOWED	5	800	1	1	1	0	0	0.22701	0.39011	0	0
MOYS	4	400	5	3	3	0	0	0.41557	0.25327	0	0
MOYLS	5	800	1	0	0	0	0	0.083557	0.083913	0	0
MOYLES	6	1400	2	0	0	0	0	0.082585	0.15549	0	0
MOYLE	5	800	2	0	0	0	0	0.057171	0.17194	0	0
MOYL	4	400	3	0	0	0	0	0.037798	0.09057	0	0
MOYAS	5	800	1	0	0	0	0	0.1159	0.048581	0	0
MOYA	4	400	1	0	0	0	0	0.15544	0.054249	0	0
MOWRAS	6	1400	1	0	0	0	0	0.068821	0.0444	0	0
MOWRA	5	800	2	0	0	0	0	0.047228	0.040132	0	0
WONTED	6	1400	3	0	0	0	0	0.02664	0.11784	0	0
MOWN	4	400	1	0	0	0	0	0.12603	0.23513	0	0
WOODCARVER	10	3000	1	0	0	0	0	0.087546	0.083224	0	0
WOODCARVERS	11	3400	1	0	0	0	0	0.087546	0.083224	0	0
MOWA	4	400	3	0	0	0	0	0.078217	0.067446	0	0
MOZE	4	400	1	0	0	0	0	0.22851	0.417	0	0
MOVIES	6	1400	1	0	0	0	0	0.075077	0.27708	0	0
MOVIE	5	800	1	0	0	0	0	0.14902	0.24679	0	0
WOODEN	6	1400	2	0	0	0	0	0.14045	0.33646	0	0
WOODENS	7	1800	1	0	0	0	0	0.15975	0.34161	0	0
WOODLAND	8	2200	1	0	0	0	0	0.062533	0.083224	0	0
MOVERS	6	1400	1	1	1	0	0	0.42509	0.48391	0	0
MOVER	5	800	2	2	2	0	0	0.65213	0.48252	0	0
MOUTHY	6	1400	1	0	0	0	0	0.11798	0.1184	0	0
MOUTERED	8	2200	1	0	0	0	0	0.072955	0.046236	0	0
WOOED	5	800	1	0	0	0	0	0.049375	0.029776	0	0
WOOER	5	800	6	0	0	0	0	0.041779	0.022513	0	0
MOUSSE	6	1400	1	0	0	0	0	0.12172	0.30116	0	0
WOOERS	6	1400	3	0	0	0	0	0.043466	0.032291	0	0
MOZ	3	100	4	0	0	0	0	0.25581	0.32265	0	0
MOZES	5	800	1	0	0	0	0	0.18104	0.41758	0	0
WONGI	5	800	1	0	0	0	0	0.040231	0.036922	0	0
MUCKSWEATS	10	3000	1	0	0	0	0	0.087546	0.083224	0	0
MUDRA	5	800	1	0	0	0	0	0.051726	0.05128	0	0
WONNED	6	1400	2	0	0	0	0	0.082585	0.071041	0	0
WONNER	6	1400	2	0	0	0	0	0.12172	0.14271	0	0
WONNERS	7	1800	1	0	0	0	0	0.11059	0.032009	0	0
MUDIRS	6	1400	1	0	0	0	0	0.11798	0.054647	0	0
MUDIR	5	800	2	0	0	0	0	0.072416	0.028845	0	0
MUCROS	6	1400	2	0	0	0	0	0.063527	0.064583	0	0
MUCRO	5	800	5	0	0	0	0	0.060347	0.054297	0	0
MUCOSAS	7	1800	1	0	0	0	0	0.087546	0.059446	0	0
MUCOSAE	7	1800	1	0	0	0	0	0.072955	0.069354	0	0
MUCOSA	6	1400	1	0	0	0	0	0.10323	0.088801	0	0
MUCORS	6	1400	1	0	0	0	0	0.082585	0.10149	0	0
MUCOR	5	800	6	0	0	0	0	0.060347	0.048581	0	0
MUCKSWEAT	9	2600	1	0	0	0	0	0.087546	0.083224	0	0
MOZO	4	400	1	0	0	0	0	0.21419	0.30999	0	0
MUCKS	5	800	2	1	1	1	1	0.34292	0.36538	0	0
MUCKIER	7	1800	1	0	0	0	0	0.087546	0.083224	0	0
MUCK	4	400	2	1	1	1	1	0.52376	0.46333	0	0
MUCIN	5	800	1	0	0	0	0	0.063897	0.05128	0	0
MUCID	5	800	2	0	0	0	0	0.09052	0.061536	0	0
MUCHO	5	800	2	0	0	0	0	0.072416	0.1282	0	0
MUCHNESS	8	2200	1	0	0	0	0	0.087546	0.083224	0	0
MUCHEL	6	1400	1	0	0	0	0	0.10323	0.071041	0	0
MUCH	4	400	5	0	0	0	0	0.41516	0.17827	0	0
MUCATES	7	1800	2	0	0	0	0	0.036477	0.034677	0	0
MUCATE	6	1400	3	0	0	0	0	0.048579	0.032291	0	0
MPRETS	6	1400	5	0	0	0	0	0.02429	0.018695	0	0
MPRET	5	800	13	0	0	0	0	0.020495	0.014201	0	0
MINUET	6	1400	2	0	0	0	0	0.045881	0.17446	0	0
MINTIEST	8	2200	1	0	0	0	0	0.033672	0.069354	0	0
NAMABLE	7	1800	1	0	0	0	0	0.072955	0.069354	0	0
MATY	4	400	4	0	0	0	0	0.026227	0.014999	0	0
YURTA	5	800	1	0	0	0	0	0.041779	0.031829	0	0
YURTS	5	800	2	0	0	0	0	0.047228	0.027971	0	0
YUS	3	100	12	1	1	1	1	0.049262	0.049504	0	0
MAVEN	5	800	2	0	0	0	0	0.1159	0.21405	0	0
YWIS	4	400	1	0	0	0	0	0.049428	0.040343	0	0
MAUTHER	7	1800	1	0	0	0	0	0.048637	0.032009	0	0
ZAG	3	100	2	1	1	0	0	0.25581	0.10354	0	0
MAUSIEST	8	2200	1	0	0	0	0	0.087546	0.059446	0	0
MAUSIER	7	1800	1	0	0	0	0	0.039794	0.032009	0	0
MAURIS	6	1400	2	0	0	0	0	0.041293	0.026311	0	0
ZAGS	4	400	1	1	1	0	0	0.32645	0.16714	0	0
MAURI	5	800	2	0	0	0	0	0.031036	0.020066	0	0
MAUND	5	800	1	0	0	0	0	0.094829	0.1453	0	0
MAULS	5	800	3	0	0	0	0	0.18165	0.24009	0	0
MAULINGS	8	2200	1	0	0	0	0	0.072955	0.069354	0	0
ZAIRE	5	800	1	0	0	0	0	0.077589	0.05128	0	0
MAULING	7	1800	1	0	0	0	0	0.048637	0.052015	0	0
ZANDER	6	1400	1	0	0	0	0	0.11798	0.10149	0	0
MAULER	6	1400	1	0	0	0	0	0.051616	0.1069	0	0
MAULED	6	1400	1	0	0	0	0	0.15215	0.2319	0	0
MAUL	4	400	7	0	0	0	0	0.13363	0.2626	0	0
MAUGRED	7	1800	1	0	0	0	0	0.054716	0.052015	0	0
MAUGRE	6	1400	1	0	0	0	0	0.075077	0.050743	0	0
MAUDS	5	800	2	0	0	0	0	0.14028	0.10684	0	0
MAUD	4	400	5	0	0	0	0	0.075178	0.086874	0	0
MAUBIES	7	1800	2	0	0	0	0	0.054716	0.083224	0	0
MATZAS	6	1400	1	0	0	0	0	0.16517	0.14208	0	0
MATZAHS	7	1800	1	0	0	0	0	0.087546	0.083224	0	0
MATZAH	6	1400	1	0	0	0	0	0.16517	0.1184	0	0
MAVINS	6	1400	2	0	0	0	0	0.28259	0.14253	0	0
YURT	4	400	5	0	0	0	0	0.032128	0.020892	0	0
YUM	3	100	3	0	0	0	0	0.13431	0.088468	0	0
YUGA	4	400	2	0	0	0	0	0.10709	0.061577	0	0
MEALIEST	8	2200	4	1	1	1	1	0.029182	0.026008	0	0
YUCA	4	400	3	0	0	0	0	0.08032	0.043332	0	0
MEALIER	7	1800	2	0	0	0	0	0.11981	0.052449	0	0
YUCCA	5	800	1	0	0	0	0	0.15518	0.13186	0	0
MEAGRE	6	1400	1	0	0	0	0	0.055057	0.0296	0	0
MEAGER	6	1400	1	0	0	0	0	0.075077	0.090347	0	0
YUCH	4	400	1	0	0	0	0	0.10709	0.14466	0	0
MEADOWS	7	1800	1	0	0	0	0	0.072955	0.059446	0	0
MEADOW	6	1400	2	0	0	0	0	0.091761	0.050743	0	0
YUG	3	100	5	0	0	0	0	0.095607	0.11213	0	0
MBIRAS	6	1400	2	0	0	0	0	0.091761	0.03739	0	0
MBIRA	5	800	5	0	0	0	0	0.054312	0.030768	0	0
MAZUTS	6	1400	1	0	0	0	0	0.16517	0.14208	0	0
YUGS	4	400	1	0	0	0	0	0.085675	0.19812	0	0
YULES	5	800	3	0	0	0	0	0.051726	0.060095	0	0
MAZUT	5	800	2	0	0	0	0	0.21725	0.15384	0	0
YULE	4	400	5	0	0	0	0	0.065289	0.064693	0	0
MAYING	6	1400	1	0	0	0	0	0.30431	0.2138	0	0
MAYED	5	800	1	0	0	0	0	0.38039	0.31468	0	0
MAYAN	5	800	1	0	0	0	0	0.09052	0.10256	0	0
MAYA	4	400	1	0	0	0	0	0.10882	0.08346	0	0
MAX	3	100	1	0	0	0	0	0.38714	0.44173	0	0
MAWSEED	7	1800	1	0	0	0	0	0.087546	0.052015	0	0
MAWRS	5	800	4	0	0	0	0	0.077589	0.091573	0	0
MAWR	4	400	5	0	0	0	0	0.044315	0.064693	0	0
MAWING	6	1400	1	0	0	0	0	0.40369	0.2464	0	0
MAVISES	7	1800	1	0	0	0	0	0.072955	0.083224	0	0
MAVIS	5	800	4	0	0	0	0	0.09052	0.10684	0	0
MATZA	5	800	1	0	0	0	0	0.21725	0.13186	0	0
MATURES	7	1800	1	0	0	0	0	0.079874	0.016005	0	0
MELLITE	7	1800	3	0	0	0	0	0.054716	0.088508	0	0
MATURED	7	1800	1	0	0	0	0	0.14377	0.037829	0	0
MATEY	5	800	3	0	0	0	0	0.029358	0.017093	0	0
ZAZEN	5	800	1	0	0	0	0	0.21725	0.18461	0	0
ZAZENS	6	1400	1	0	0	0	0	0.16517	0.14208	0	0
MATERNALISMS	12	3800	1	0	0	0	0	0.087546	0.083224	0	0
MATERNALISM	11	3400	1	0	0	0	0	0.087546	0.083224	0	0
MATERNAL	8	2200	2	0	0	0	0	0.054716	0.041612	0	0
MATERIAL	8	2200	1	0	0	0	0	0.031266	0.041612	0	0
MATELOT	7	1800	1	0	0	0	0	0.023038	0.024478	0	0
MATELLASSE	10	3000	1	0	0	0	0	0.087546	0.083224	0	0
MATELASSE	9	2600	1	0	0	0	0	0.072955	0.083224	0	0
ZEAS	4	400	3	0	0	0	0	0.16426	0.12265	0	0
ZEATIN	6	1400	1	0	0	0	0	0.075077	0.071041	0	0
MATCHET	7	1800	1	0	0	0	0	0.17972	0.037829	0	0
MATCHES	7	1800	1	1	1	0	0	0.38841	0.14161	0	0
MATCHERS	8	2200	1	1	1	0	0	0.42972	0.052015	0	0
MATCHER	7	1800	1	1	1	0	0	0.45314	0.24401	0	0
MATCHA	6	1400	1	0	0	0	0	0.063527	0.03552	0	0
MATCH	5	800	3	1	1	0	0	0.5027	0.33205	0	0
MATATUS	7	1800	1	0	0	0	0	0.054716	0.037829	0	0
MATATU	6	1400	1	0	0	0	0	0.075077	0.050743	0	0
MATAIS	6	1400	1	0	0	0	0	0.025026	0.016521	0	0
ZEBRA	5	800	1	0	0	0	0	0.18104	0.10256	0	0
MATAI	5	800	6	0	0	0	0	0.014483	0.011684	0	0
MATADOR	7	1800	1	0	0	0	0	0.048637	0.052015	0	0
MASUS	5	800	2	0	0	0	0	0.047228	0.035502	0	0
MASULA	6	1400	2	0	0	0	0	0.068821	0.064583	0	0
MASU	4	400	16	0	0	0	0	0.027606	0.016194	0	0
MASTY	5	800	3	0	0	0	0	0.10642	0.095684	0	0
ZEBU	4	400	1	0	0	0	0	0.18359	0.19499	0	0
MATEYS	6	1400	1	0	0	0	0	0.039326	0.028416	0	0
MATHESES	8	2200	3	0	0	0	0	0.054716	0.059446	0	0
ZATIS	5	800	3	0	0	0	0	0.10862	0.083913	0	0
MATSAH	6	1400	4	0	0	0	0	0.033034	0.0192	0	0
MATURE	6	1400	2	0	0	0	0	0.030587	0.018216	0	0
MATTS	5	800	16	4	4	2	2	0.27898	0.41407	0	0
MATTRESS	8	2200	1	0	0	0	0	0.054716	0.046236	0	0
MATTOID	7	1800	1	0	0	0	0	0.043773	0.041612	0	0
MATTINS	7	1800	2	0	0	0	0	0.11059	0.096645	0	0
MATTING	7	1800	1	1	1	0	0	0.40236	0.43624	0	0
ZANIER	6	1400	1	0	0	0	0	0.11798	0.071041	0	0
ZANIES	6	1400	1	0	0	0	0	0.11798	0.10061	0	0
MATTERY	7	1800	1	0	0	0	0	0.062533	0.046236	0	0
ZANTE	5	800	1	0	0	0	0	0.13578	0.065931	0	0
MATTED	6	1400	4	3	3	1	1	0.40096	0.66768	0	0
MATSURI	7	1800	1	0	0	0	0	0.036477	0.034677	0	0
MATSAHS	7	1800	2	0	0	0	0	0.054716	0.037829	0	0
ZARI	4	400	3	0	0	0	0	0.075596	0.086798	0	0
MATIES	6	1400	11	1	1	1	1	0.044814	0.16046	0	0
MATROSS	7	1800	1	0	0	0	0	0.048637	0.032009	0	0
MATRONS	7	1800	2	0	0	0	0	0.017509	0.048832	0	0
MATRONAL	8	2200	1	0	0	0	0	0.072955	0.041612	0	0
MATRON	6	1400	10	0	0	0	0	0.016193	0.02899	0	0
MATRIC	6	1400	1	0	0	0	0	0.02664	0.016914	0	0
MATLO	5	800	2	0	0	0	0	0.017242	0.012307	0	0
MATLESS	7	1800	1	0	0	0	0	0.043773	0.11801	0	0
ZARIS	5	800	1	0	0	0	0	0.13578	0.083913	0	0
ZAS	3	100	8	2	2	2	2	0.15798	0.18283	0	0
ZATI	4	400	4	0	0	0	0	0.085675	0.058498	0	0
MATINESS	8	2200	3	0	0	0	0	0.036477	0.034677	0	0
MATINAL	7	1800	2	0	0	0	0	0.029182	0.018915	0	0
MATIEST	7	1800	5	0	0	0	0	0.0089333	0.078859	0	0
MEALLESS	8	2200	1	0	0	0	0	0.072955	0.069354	0	0
YUANS	5	800	3	0	0	0	0	0.057171	0.048581	0	0
MEALY	5	800	1	0	0	0	0	0.16407	0.10702	0	0
MEAN	4	400	35	15	15	9	9	0.53243	0.37087	0	0
MEIKLE	6	1400	1	0	0	0	0	0.16517	0.1184	0	0
YORLING	7	1800	1	0	0	0	0	0.072955	0.046236	0	0
MEHNDIS	7	1800	1	0	0	0	0	0.048637	0.059446	0	0
YORP	4	400	8	0	0	0	0	0.060135	0.016956	0	0
MEHNDI	6	1400	1	0	0	0	0	0.055057	0.059201	0	0
MEGS	4	400	12	1	1	1	1	0.22856	0.17045	0	0
MEGARA	6	1400	1	0	0	0	0	0.075077	0.054647	0	0
MEGADEALS	9	2600	1	0	0	0	0	0.087546	0.069354	0	0
MEGADEAL	8	2200	1	0	0	0	0	0.072955	0.069354	0	0
MEGABIT	7	1800	1	0	0	0	0	0.087546	0.069354	0	0
MEFF	4	400	2	1	1	0	0	0.32963	0.12764	0	0
MEETLY	6	1400	1	0	0	0	0	0.082585	0.050743	0	0
YORPED	6	1400	2	0	0	0	0	0.10323	0.041789	0	0
YORPING	7	1800	1	0	0	0	0	0.087546	0.069354	0	0
YORPS	5	800	3	0	0	0	0	0.063897	0.036922	0	0
YOURT	5	800	1	0	0	0	0	0.06789	0.041956	0	0
MEERS	5	800	11	4	4	3	3	0.23291	0.36861	0	0
MEERING	7	1800	1	0	0	0	0	0.039794	0.3397	0	0
YOURTS	6	1400	1	0	0	0	0	0.11798	0.047361	0	0
YOUS	4	400	4	0	0	0	0	0.091254	0.085101	0	0
MEED	4	400	18	6	6	3	3	0.23323	0.29924	0	0
MEDUSAN	7	1800	1	0	0	0	0	0.043773	0.041612	0	0
MEDUSA	6	1400	1	0	0	0	0	0.051616	0.041789	0	0
MEDRESA	7	1800	1	0	0	0	0	0.015094	0.016005	0	0
MEDLING	7	1800	1	0	0	0	0	0.054716	0.032009	0	0
MEDLE	5	800	1	0	0	0	0	0.030173	0.018461	0	0
