word	k	n	len	missesAfterLastFind	pts	forgone
GALLY	2.0	8	5	5	800	4000
SKELL	2.0	9	5	5	800	4000
RIFTY	1.0	6	5	5	800	4000
TEXTS	1.0	7	5	5	800	4000
FREAK	1.0	12	5	5	800	4000
FOVEA	1.0	7	5	5	800	4000
TEXT	2.0	14	4	10	400	4000
CREWE	2.0	12	5	5	800	4000
FOGLE	1.0	11	5	5	800	4000
NAVAL	1.0	9	5	5	800	4000
FLARY	1.0	15	5	5	800	4000
KERB	1.0	31	4	9	400	3600
AKIN	2.0	72	4	9	400	3600
MUON	2.0	64	4	9	400	3600
JETE	1.0	10	4	9	400	3600
MAYA	1.0	17	4	9	400	3600
OIKS	1.0	34	4	9	400	3600
BULB	1.0	10	4	9	400	3600
BUDI	2.0	26	4	9	400	3600
BUDA	1.0	28	4	9	400	3600
FEUD	2.0	28	4	9	400	3600
FIEF	1.0	27	4	9	400	3600
FIFE	1.0	23	4	9	400	3600
FISK	1.0	11	4	9	400	3600
UGLY	1.0	18	4	9	400	3600
WHIM	1.0	15	4	9	400	3600
DIVI	1.0	19	4	9	400	3600
BEAU	2.0	65	4	9	400	3600
WRY	2.0	44	3	36	100	3600
HOLK	2.0	17	4	9	400	3600
UPS	2.0	203	3	34	100	3400
WEKA	1.0	11	4	8	400	3200
ABBE	2.0	18	4	8	400	3200
BONY	2.0	13	4	8	400	3200
BUSY	1.0	9	4	8	400	3200
PERK	2.0	31	4	8	400	3200
BAUR	2.0	46	4	8	400	3200
POGO	1.0	17	4	8	400	3200
EBBS	1.0	10	4	8	400	3200
MIRK	1.0	21	4	8	400	3200
BAWN	1.0	10	4	8	400	3200
SMOG	2.0	46	4	8	400	3200
FUME	1.0	16	4	8	400	3200
SUKS	1.0	10	4	8	400	3200
SULU	1.0	40	4	8	400	3200
TODY	1.0	48	4	8	400	3200
OPUS	2.0	77	4	8	400	3200
COLY	2.0	40	4	8	400	3200
ULUS	1.0	40	4	8	400	3200
UNDY	1.0	18	4	8	400	3200
URDY	1.0	21	4	8	400	3200
GIMP	2.0	20	4	8	400	3200
JUTE	2.0	11	4	8	400	3200
VIEW	2.0	19	4	8	400	3200
GOOG	1.0	10	4	8	400	3200
BERK	1.0	22	4	8	400	3200
KOW	1.0	35	3	30	100	3000
MILK	1.0	11	4	7	400	2800
HOBO	1.0	22	4	7	400	2800
IRID	1.0	167	4	7	400	2800
DEVA	2.0	75	4	7	400	2800
JOUR	2.0	10	4	7	400	2800
BISK	2.0	13	4	7	400	2800
JUST	1.0	10	4	7	400	2800
LUMA	2.0	69	4	7	400	2800
KIFS	1.0	9	4	7	400	2800
LAZO	1.0	8	4	7	400	2800
YARK	2.0	15	4	7	400	2800
GIFS	2.0	29	4	7	400	2800
GAPO	1.0	52	4	7	400	2800
OBOE	1.0	45	4	7	400	2800
VOMS	1.0	20	4	7	400	2800
VIVE	1.0	9	4	7	400	2800
TWAY	2.0	18	4	7	400	2800
CALF	1.0	65	4	7	400	2800
SOVS	1.0	21	4	7	400	2800
YOGA	1.0	28	4	7	400	2800
CAUK	1.0	12	4	7	400	2800
ZOLS	1.0	8	4	7	400	2800
WHY	1.0	35	3	26	100	2600
OIK	1.0	89	3	25	100	2500
KEG	2.0	50	3	25	100	2500
APPS	1.0	31	4	6	400	2400
KEGS	1.0	17	4	6	400	2400
GLUG	2.0	12	4	6	400	2400
GNAR	2.0	361	4	6	400	2400
JAIL	2.0	9	4	6	400	2400
BORM	2.0	39	4	6	400	2400
VIBS	1.0	8	4	6	400	2400
VARA	2.0	59	4	6	400	2400
WYLE	1.0	16	4	6	400	2400
VAGS	2.0	27	4	6	400	2400
WULL	1.0	8	4	6	400	2400
WAWS	2.0	11	4	6	400	2400
GYP	1.0	28	3	24	100	2400
DAAL	2.0	85	4	6	400	2400
GEEK	2.0	8	4	6	400	2400
YOLD	1.0	36	4	6	400	2400
BAYT	1.0	28	4	6	400	2400
WUD	2.0	40	3	24	100	2400
PLUG	2.0	14	4	6	400	2400
COBB	1.0	8	4	6	400	2400
DUDS	2.0	16	4	6	400	2400
PREX	1.0	12	4	6	400	2400
ZELS	1.0	14	4	6	400	2400
MOPY	1.0	14	4	6	400	2400
CEDI	1.0	210	4	6	400	2400
CAVA	2.0	19	4	6	400	2400
MEOW	1.0	45	4	6	400	2400
BOAK	1.0	11	4	6	400	2400
ZILA	2.0	32	4	6	400	2400
RUBY	1.0	13	4	6	400	2400
SOMY	1.0	41	4	6	400	2400
GUYS	2.0	9	4	6	400	2400
WYN	1.0	37	3	22	100	2200
KOA	2.0	81	3	22	100	2200
PWN	1.0	47	3	22	100	2200
HYP	2.0	76	3	21	100	2100
YUG	1.0	27	3	21	100	2100
GUGA	1.0	15	4	5	400	2000
AWKS	1.0	7	4	5	400	2000
DIRK	2.0	33	4	5	400	2000
NIFE	2.0	151	4	5	400	2000
ORGY	1.0	37	4	5	400	2000
COWY	1.0	6	4	5	400	2000
AXIS	1.0	10	4	5	400	2000
PUBE	2.0	10	4	5	400	2000
CHIZ	1.0	8	4	5	400	2000
NAZE	1.0	10	4	5	400	2000
ROKY	1.0	12	4	5	400	2000
RORY	1.0	57	4	5	400	2000
TOKO	1.0	11	4	5	400	2000
ADDS	1.0	72	4	5	400	2000
WIMP	1.0	10	4	5	400	2000
EXPO	1.0	7	4	5	400	2000
KILP	1.0	19	4	5	400	2000
BOBS	1.0	9	4	5	400	2000
ZEAS	2.0	18	4	5	400	2000
JILT	1.0	7	4	5	400	2000
WAWE	1.0	10	4	5	400	2000
GLEG	1.0	25	4	5	400	2000
KEEF	1.0	8	4	5	400	2000
FAAN	2.0	40	4	5	400	2000
WOWS	2.0	10	4	5	400	2000
YAWP	1.0	6	4	5	400	2000
WONK	2.0	13	4	5	400	2000
LAKY	1.0	10	4	5	400	2000
LIPO	2.0	125	4	5	400	2000
FILK	2.0	14	4	5	400	2000
MAKO	1.0	9	4	5	400	2000
KAF	1.0	35	3	17	100	1700
HUH	2.0	30	3	17	100	1700
UGS	2.0	154	3	16	100	1600
ULU	1.0	55	3	14	100	1400
ZOS	1.0	23	3	13	100	1300
NIX	1.0	36	3	12	100	1200
QIS	1.0	20	3	12	100	1200
VUG	1.0	17	3	11	100	1100
IRK	2.0	159	3	10	100	1000
BEZ	1.0	13	3	10	100	1000
MOZ	2.0	13	3	9	100	900
WAW	2.0	16	3	9	100	900
KOB	2.0	29	3	8	100	800
OUK	2.0	42	3	8	100	800
VUM	2.0	23	3	8	100	800
FIZ	2.0	12	3	7	100	700
FEZ	1.0	12	3	7	100	700
WIZ	2.0	9	3	6	100	600
POZ	1.0	9	3	5	100	500
WOX	1.0	6	3	5	100	500
JIB	1.0	6	3	5	100	500
WAX	2.0	7	3	5	100	500
