word	k	n	len	missesAfterLastFind	pts	forgone
SERFS	1.0	59	5	41	800	32800
HARIM	1.0	57	5	41	800	32800
LERP	2.0	224	4	82	400	32800
PAREU	1.0	55	5	41	800	32800
STEALTH	1.0	21	7	18	1800	32400
TARRIED	1.0	24	7	18	1800	32400
CREATIN	2.0	48	7	18	1800	32400
RESTAGE	2.0	24	7	18	1800	32400
AIRLESS	1.0	22	7	18	1800	32400
REALIGN	1.0	29	7	18	1800	32400
GAEN	2.0	318	4	81	400	32400
TENNIES	1.0	26	7	18	1800	32400
RESOLD	1.0	66	6	23	1400	32200
LINIER	2.0	57	6	23	1400	32200
MEINED	1.0	46	6	23	1400	32200
MEATHS	1.0	43	6	23	1400	32200
DIRECT	1.0	42	6	23	1400	32200
BISTRO	2.0	29	6	23	1400	32200
BESTIS	1.0	34	6	23	1400	32200
ALLOTS	1.0	46	6	23	1400	32200
GRATIS	1.0	71	6	23	1400	32200
CLASTS	1.0	27	6	23	1400	32200
HILTED	1.0	37	6	23	1400	32200
TACHOS	1.0	30	6	23	1400	32200
RENIGS	1.0	85	6	23	1400	32200
CINEMA	1.0	29	6	23	1400	32200
ENARMS	1.0	55	6	23	1400	32200
THOUS	2.0	52	5	40	800	32000
ABELE	1.0	42	5	40	800	32000
NIDI	2.0	170	4	80	400	32000
DROSS	1.0	64	5	40	800	32000
AGILE	2.0	82	5	40	800	32000
RIMUS	1.0	41	5	40	800	32000
ISOS	1.0	197	4	80	400	32000
PIETA	2.0	125	5	40	800	32000
OUTRO	2.0	47	5	40	800	32000
LARGO	1.0	58	5	40	800	32000
ADIT	1.0	383	4	79	400	31600
INTO	2.0	613	4	78	400	31200
AFROS	1.0	40	5	39	800	31200
STOPT	1.0	57	5	39	800	31200
LEMON	1.0	43	5	39	800	31200
REGAR	1.0	113	5	39	800	31200
KNIT	1.0	87	4	78	400	31200
CASTERED	1.0	16	7	14	2200	30800
PITIER	1.0	25	6	22	1400	30800
SPAITS	1.0	32	6	22	1400	30800
RECOIN	2.0	39	6	22	1400	30800
LIANGS	2.0	50	6	22	1400	30800
STOUNS	1.0	23	6	22	1400	30800
TAWERS	1.0	43	6	22	1400	30800
DREARE	1.0	76	6	22	1400	30800
LEIRED	1.0	76	6	22	1400	30800
PINENE	1.0	23	6	22	1400	30800
MERLIN	1.0	31	6	22	1400	30800
STRUTS	2.0	29	6	22	1400	30800
ASTONIES	1.0	27	7	14	2200	30800
CHARAS	1.0	23	6	22	1400	30800
REFITS	1.0	36	6	22	1400	30800
BEANIE	1.0	28	6	22	1400	30800
SNORTY	1.0	36	6	22	1400	30800
HALIDS	1.0	24	6	22	1400	30800
TOINGS	1.0	41	6	22	1400	30800
STYRED	1.0	26	6	22	1400	30800
ALDRIN	1.0	31	6	22	1400	30800
RADIOS	1.0	47	6	22	1400	30800
PASTERN	2.0	34	7	17	1800	30600
DESALTS	1.0	31	7	17	1800	30600
TENSORS	1.0	46	7	17	1800	30600
SALLIED	2.0	25	7	17	1800	30600
BLISTER	2.0	24	7	17	1800	30600
MANTIES	1.0	36	7	17	1800	30600
WALIS	1.0	47	5	38	800	30400
MIROS	2.0	93	5	38	800	30400
GILTS	2.0	54	5	38	800	30400
TIPIS	1.0	45	5	38	800	30400
PAEAN	1.0	59	5	38	800	30400
ALUS	2.0	188	4	76	400	30400
HIPT	1.0	78	4	75	400	30000
SPOD	1.0	96	4	75	400	30000
FOLIE	1.0	42	5	37	800	29600
GRANA	1.0	66	5	37	800	29600
PACO	1.0	96	4	74	400	29600
DEGAS	1.0	103	5	37	800	29600
PHONS	1.0	38	5	37	800	29600
APART	2.0	69	5	37	800	29600
PENNI	2.0	49	5	37	800	29600
URPS	1.0	86	4	74	400	29600
VIERS	2.0	79	5	37	800	29600
PECAN	1.0	41	5	37	800	29600
PERUSE	1.0	35	6	21	1400	29400
RANDED	2.0	31	6	21	1400	29400
ADMIRE	1.0	22	6	21	1400	29400
REPONE	1.0	31	6	21	1400	29400
SPINET	1.0	55	6	21	1400	29400
TASSIE	1.0	67	6	21	1400	29400
PHEERS	1.0	23	6	21	1400	29400
LISLES	1.0	36	6	21	1400	29400
ANTARS	1.0	102	6	21	1400	29400
CEREAL	2.0	45	6	21	1400	29400
FIESTA	1.0	49	6	21	1400	29400
SIRRAS	1.0	42	6	21	1400	29400
FRACTS	1.0	23	6	21	1400	29400
PAREOS	1.0	66	6	21	1400	29400
SIEGED	2.0	25	6	21	1400	29400
PERNED	1.0	24	6	21	1400	29400
EARDED	1.0	27	6	21	1400	29400
ALBERT	1.0	24	6	21	1400	29400
PALATE	1.0	36	6	21	1400	29400
HOSTAS	1.0	51	6	21	1400	29400
YEAH	1.0	83	4	73	400	29200
TAHA	1.0	130	4	72	400	28800
ETICS	1.0	180	5	36	800	28800
TENTIER	1.0	38	7	16	1800	28800
PYRES	1.0	37	5	36	800	28800
BRIO	2.0	90	4	72	400	28800
IODINES	2.0	26	7	16	1800	28800
OYER	2.0	124	4	72	400	28800
DORSERS	1.0	17	7	16	1800	28800
EROSION	1.0	28	7	16	1800	28800
SINNETS	1.0	23	7	16	1800	28800
SHINIES	1.0	18	7	16	1800	28800
ESES	2.0	517	4	72	400	28800
RETABLE	1.0	19	7	16	1800	28800
EGRET	2.0	114	5	36	800	28800
STAIDER	1.0	83	7	16	1800	28800
BALTI	1.0	39	5	36	800	28800
REDACTS	1.0	18	7	16	1800	28800
TOCOS	1.0	43	5	36	800	28800
PRESENT	1.0	23	7	16	1800	28800
IRONY	2.0	49	5	36	800	28800
READD	2.0	60	5	36	800	28800
PIMA	1.0	77	4	72	400	28800
CAIRD	1.0	96	5	36	800	28800
NIGHS	2.0	57	5	36	800	28800
HOLLA	1.0	37	5	36	800	28800
HAEMS	1.0	78	5	36	800	28800
SILENTS	1.0	39	7	16	1800	28800
PANTIES	2.0	23	7	16	1800	28800
REPONES	1.0	22	7	16	1800	28800
ENTREATS	1.0	28	7	13	2200	28600
LATRINES	1.0	38	7	13	2200	28600
REINTERS	1.0	20	7	13	2200	28600
RASTERED	2.0	29	7	13	2200	28600
RESTRAIN	2.0	34	7	13	2200	28600
HOLP	1.0	72	4	71	400	28400
PERC	1.0	158	4	71	400	28400
EERY	1.0	108	4	71	400	28400
REEARN	1.0	65	6	20	1400	28000
HEIDS	2.0	96	5	35	800	28000
PANTOS	1.0	31	6	20	1400	28000
IODINS	1.0	29	6	20	1400	28000
MANTOS	2.0	39	6	20	1400	28000
UNRID	1.0	48	5	35	800	28000
CRUSET	1.0	34	6	20	1400	28000
FASTIE	2.0	44	6	20	1400	28000
RESIDS	1.0	68	6	20	1400	28000
AREPAS	1.0	69	6	20	1400	28000
SEWIN	1.0	71	5	35	800	28000
FELINE	1.0	25	6	20	1400	28000
BARON	2.0	66	5	35	800	28000
MARRIS	2.0	34	6	20	1400	28000
MENIAL	2.0	51	6	20	1400	28000
PELON	1.0	63	5	35	800	28000
TACHO	2.0	72	5	35	800	28000
SCEND	2.0	64	5	35	800	28000
EATERY	2.0	51	6	20	1400	28000
TEMED	1.0	81	5	35	800	28000
OYERS	2.0	63	5	35	800	28000
UNITED	1.0	54	6	20	1400	28000
DORSEL	2.0	78	6	20	1400	28000
UNITS	1.0	140	5	35	800	28000
ESNE	2.0	813	4	69	400	27600
OWLER	2.0	42	5	34	800	27200
LORIS	1.0	179	5	34	800	27200
AHING	1.0	89	5	34	800	27200
IDEES	1.0	177	5	34	800	27200
ACAI	2.0	129	4	68	400	27200
FENIS	2.0	96	5	34	800	27200
BREDE	1.0	51	5	34	800	27200
SALAT	1.0	167	5	34	800	27200
REEARNS	1.0	31	7	15	1800	27000
RONNIES	2.0	27	7	15	1800	27000
LINEATE	1.0	40	7	15	1800	27000
REMISED	1.0	21	7	15	1800	27000
HANDIER	1.0	16	7	15	1800	27000
NATCHES	2.0	20	7	15	1800	27000
REDEALS	2.0	31	7	15	1800	27000
RUNTIER	1.0	16	7	15	1800	27000
NESTLED	1.0	28	7	15	1800	27000
URINATE	1.0	28	7	15	1800	27000
POISERS	1.0	18	7	15	1800	27000
ARTISTS	1.0	29	7	15	1800	27000
MITERED	1.0	23	7	15	1800	27000
MAINEST	1.0	46	7	15	1800	27000
RECANES	1.0	37	7	15	1800	27000
TREEING	2.0	22	7	15	1800	27000
CRUISE	1.0	20	6	19	1400	26600
SILENT	2.0	108	6	19	1400	26600
LITHOS	1.0	26	6	19	1400	26600
CHINED	2.0	32	6	19	1400	26600
TONICS	1.0	31	6	19	1400	26600
SCEATT	1.0	24	6	19	1400	26600
CHILES	1.0	29	6	19	1400	26600
LEMONS	1.0	21	6	19	1400	26600
STARCH	2.0	45	6	19	1400	26600
TESTIS	2.0	112	6	19	1400	26600
STIPED	2.0	26	6	19	1400	26600
SHIEST	1.0	66	6	19	1400	26600
SLIPED	2.0	22	6	19	1400	26600
COOERS	2.0	26	6	19	1400	26600
SCRAES	2.0	67	6	19	1400	26600
REVET	1.0	44	5	33	800	26400
GUAN	1.0	75	4	66	400	26400
GLENS	2.0	76	5	33	800	26400
HONOR	2.0	58	5	33	800	26400
GRESE	1.0	116	5	33	800	26400
PIRLS	1.0	38	5	33	800	26400
SALLIERS	1.0	16	7	12	2200	26400
GRIOT	1.0	57	5	33	800	26400
LASERING	1.0	18	7	12	2200	26400
TUNIC	1.0	44	5	33	800	26400
TALLIERS	1.0	17	7	12	2200	26400
RATIONED	1.0	16	7	12	2200	26400
RAYNE	1.0	55	5	33	800	26400
CLAES	1.0	141	5	33	800	26400
DIDO	1.0	76	4	66	400	26400
LEVO	1.0	71	4	66	400	26400
NOEL	1.0	366	4	66	400	26400
RAMUS	1.0	52	5	32	800	25600
MULIE	1.0	35	5	32	800	25600
TRUG	2.0	75	4	64	400	25600
DHALS	1.0	37	5	32	800	25600
MARID	1.0	90	5	32	800	25600
LINGA	1.0	130	5	32	800	25600
GLOAT	1.0	37	5	32	800	25600
COREY	1.0	40	5	32	800	25600
GLED	2.0	129	4	64	400	25600
KNITS	1.0	37	5	32	800	25600
SLIPT	1.0	44	5	32	800	25600
PHEER	1.0	35	5	32	800	25600
GILAS	1.0	91	5	32	800	25600
INCEL	1.0	65	5	32	800	25600
SPAHI	1.0	55	5	32	800	25600
CHILE	2.0	52	5	32	800	25600
MUTIS	2.0	44	5	32	800	25600
APNEA	1.0	61	5	32	800	25600
YITE	2.0	160	4	64	400	25600
CANEH	1.0	98	5	32	800	25600
YONT	1.0	114	4	64	400	25600
ROSINED	1.0	44	7	14	1800	25200
THOLES	2.0	54	6	18	1400	25200
HEADIER	1.0	17	7	14	1800	25200
HOUTED	1.0	19	6	18	1400	25200
HOURIS	2.0	22	6	18	1400	25200
ADMIRES	1.0	15	7	14	1800	25200
DISTAIN	1.0	19	7	14	1800	25200
VOLTES	2.0	23	6	18	1400	25200
PATENTS	2.0	21	7	14	1800	25200
SPERRE	1.0	27	6	18	1400	25200
RATTANS	1.0	21	7	14	1800	25200
LIMNERS	1.0	15	7	14	1800	25200
CANTON	2.0	22	6	18	1400	25200
COPIER	1.0	20	6	18	1400	25200
ROTATES	1.0	73	7	14	1800	25200
SOLOED	1.0	23	6	18	1400	25200
SMORED	1.0	32	6	18	1400	25200
LAIRDS	1.0	41	6	18	1400	25200
SOMANS	1.0	25	6	18	1400	25200
GOALIE	1.0	21	6	18	1400	25200
DEMIES	1.0	34	6	18	1400	25200
PELONS	1.0	28	6	18	1400	25200
INGATE	2.0	101	6	18	1400	25200
TOTALED	1.0	19	7	14	1800	25200
RETRACE	2.0	27	7	14	1800	25200
TENSING	1.0	19	7	14	1800	25200
CHALOT	1.0	19	6	18	1400	25200
SPIRTED	1.0	16	7	14	1800	25200
BERRET	1.0	24	6	18	1400	25200
SHALOTS	1.0	18	7	14	1800	25200
TOLANS	1.0	82	6	18	1400	25200
SANNIES	1.0	25	7	14	1800	25200
RECANED	1.0	23	7	14	1800	25200
SHANTIS	1.0	20	7	14	1800	25200
SPIERED	1.0	17	7	14	1800	25200
MOSSIE	1.0	22	6	18	1400	25200
LEESING	1.0	17	7	14	1800	25200
ACTION	2.0	46	6	18	1400	25200
RINDED	1.0	22	6	18	1400	25200
CHINAS	2.0	24	6	18	1400	25200
OUMA	1.0	77	4	62	400	24800
DREYS	1.0	46	5	31	800	24800
SHARN	2.0	120	5	31	800	24800
EMAIL	2.0	107	5	31	800	24800
TUTOR	1.0	39	5	31	800	24800
TORCS	2.0	92	5	31	800	24800
WALIE	2.0	57	5	31	800	24800
BASEN	2.0	100	5	31	800	24800
FERAL	1.0	70	5	31	800	24800
YEED	1.0	64	4	62	400	24800
CREEL	1.0	69	5	31	800	24800
SNEB	2.0	171	4	62	400	24800
DIDOS	1.0	36	5	31	800	24800
VISNE	1.0	58	5	31	800	24800
DOSAS	1.0	45	5	31	800	24800
LAUDS	2.0	35	5	31	800	24800
NAKER	1.0	44	5	31	800	24800
SHALM	1.0	34	5	31	800	24800
CABRE	1.0	46	5	31	800	24800
AMOLE	1.0	61	5	31	800	24800
TONEY	1.0	66	5	31	800	24800
GORM	1.0	64	4	61	400	24400
ALEW	1.0	117	4	61	400	24400
MANEB	1.0	32	5	30	800	24000
AHOY	1.0	61	4	60	400	24000
TABUS	1.0	36	5	30	800	24000
LOUIS	1.0	39	5	30	800	24000
STIRK	1.0	43	5	30	800	24000
TURM	1.0	65	4	60	400	24000
WHEAR	2.0	42	5	30	800	24000
SILTY	1.0	38	5	30	800	24000
HERBS	1.0	34	5	30	800	24000
POORT	1.0	59	5	30	800	24000
NITTY	1.0	36	5	30	800	24000
SEEDY	1.0	31	5	30	800	24000
SPODE	1.0	44	5	30	800	24000
RADAR	1.0	34	5	30	800	24000
EYAS	2.0	146	4	60	400	24000
FELON	1.0	37	5	30	800	24000
RESOW	2.0	97	5	30	800	24000
SANGAS	1.0	20	6	17	1400	23800
WANIER	1.0	41	6	17	1400	23800
MORONS	2.0	25	6	17	1400	23800
ROINED	2.0	95	6	17	1400	23800
REGARS	1.0	53	6	17	1400	23800
SAVINE	1.0	20	6	17	1400	23800
LETTRE	1.0	42	6	17	1400	23800
PROLED	1.0	20	6	17	1400	23800
COSSET	1.0	32	6	17	1400	23800
SLANTY	1.0	19	6	17	1400	23800
STROVE	1.0	20	6	17	1400	23800
WESTIE	1.0	34	6	17	1400	23800
NARDED	1.0	29	6	17	1400	23800
ENLACE	1.0	26	6	17	1400	23800
ENTIRE	1.0	205	6	17	1400	23800
MODELS	1.0	21	6	17	1400	23800
SEPALS	2.0	34	6	17	1400	23800
GOATSE	1.0	52	6	17	1400	23800
LUMINE	1.0	19	6	17	1400	23800
SEINES	1.0	148	6	17	1400	23800
POTINS	2.0	42	6	17	1400	23800
SIVERS	1.0	18	6	17	1400	23800
FALSED	1.0	21	6	17	1400	23800
SERGER	2.0	42	6	17	1400	23800
REALMS	1.0	35	6	17	1400	23800
OUTROS	1.0	19	6	17	1400	23800
PIONER	2.0	49	6	17	1400	23800
FIERES	1.0	47	6	17	1400	23800
FIENDS	1.0	18	6	17	1400	23800
ECOD	2.0	140	4	59	400	23600
SLEY	2.0	145	4	59	400	23600
BATLERS	1.0	20	7	13	1800	23400
PEARLER	1.0	14	7	13	1800	23400
CARNIES	2.0	35	7	13	1800	23400
RECLOSE	1.0	14	7	13	1800	23400
SCARIER	1.0	22	7	13	1800	23400
DERRIES	1.0	21	7	13	1800	23400
TERNING	1.0	22	7	13	1800	23400
MAIDENS	1.0	17	7	13	1800	23400
REPLATE	1.0	16	7	13	1800	23400
DESIRES	2.0	41	7	13	1800	23400
ENTOILS	1.0	22	7	13	1800	23400
OUMAS	1.0	36	5	29	800	23200
LYTED	1.0	30	5	29	800	23200
CONEY	1.0	36	5	29	800	23200
LADLE	2.0	58	5	29	800	23200
PENIE	1.0	78	5	29	800	23200
ROMAL	1.0	72	5	29	800	23200
TEMPI	1.0	32	5	29	800	23200
INTRA	1.0	373	5	29	800	23200
MARRA	1.0	30	5	29	800	23200
TABU	2.0	79	4	58	400	23200
NAIK	1.0	71	4	58	400	23200
GLINT	2.0	70	5	29	800	23200
LIPAS	1.0	67	5	29	800	23200
DILDO	1.0	31	5	29	800	23200
REDED	1.0	65	5	29	800	23200
KNEES	1.0	30	5	29	800	23200
YELD	1.0	72	4	57	400	22800
TOOMER	2.0	22	6	16	1400	22400
LORDED	1.0	18	6	16	1400	22400
MALATE	1.0	27	6	16	1400	22400
SPREED	2.0	28	6	16	1400	22400
FUSTED	1.0	18	6	16	1400	22400
PAREO	2.0	173	5	28	800	22400
TOMANS	2.0	40	6	16	1400	22400
MUSETS	2.0	25	6	16	1400	22400
CHIRL	1.0	33	5	28	800	22400
CANTAR	1.0	47	6	16	1400	22400
CAIRNS	1.0	51	6	16	1400	22400
GENTIL	1.0	39	6	16	1400	22400
REALLY	1.0	22	6	16	1400	22400
CARGO	1.0	38	5	28	800	22400
COREYS	1.0	21	6	16	1400	22400
CREELS	1.0	26	6	16	1400	22400
BALTIS	1.0	17	6	16	1400	22400
APERY	1.0	38	5	28	800	22400
MOOI	2.0	75	4	56	400	22400
POTAES	1.0	71	6	16	1400	22400
HOSELS	1.0	38	6	16	1400	22400
RITUAL	1.0	25	6	16	1400	22400
BERTH	1.0	45	5	28	800	22400
MANUS	1.0	36	5	28	800	22400
TELOS	1.0	284	5	28	800	22400
SIDLED	1.0	18	6	16	1400	22400
SORDED	2.0	23	6	16	1400	22400
SHAH	2.0	81	4	56	400	22400
TUTORS	1.0	20	6	16	1400	22400
MEDAL	2.0	77	5	28	800	22400
DIEBS	1.0	30	5	28	800	22400
POORI	2.0	43	5	28	800	22400
FIATS	2.0	82	5	28	800	22400
URIALS	1.0	25	6	16	1400	22400
DORIC	1.0	58	5	28	800	22400
SHMO	1.0	69	4	56	400	22400
REGIE	1.0	84	5	28	800	22400
SABLED	2.0	22	6	16	1400	22400
SALUTE	1.0	48	6	16	1400	22400
MINIER	1.0	39	6	16	1400	22400
KADES	1.0	31	5	28	800	22400
RELOANED	1.0	12	7	10	2200	22000
HONESTER	1.0	21	7	10	2200	22000
FOID	1.0	62	4	55	400	22000
SANTERAS	2.0	25	7	10	2200	22000
DRAINERS	1.0	12	7	10	2200	22000
BIRL	2.0	59	4	55	400	22000
LITU	2.0	170	4	55	400	22000
CREATINS	2.0	19	7	10	2200	22000
CHOIL	1.0	33	5	27	800	21600
STENDED	1.0	14	7	12	1800	21600
SPIAL	2.0	77	5	27	800	21600
OCAS	1.0	253	4	54	400	21600
LINGIER	1.0	18	7	12	1800	21600
DORAD	1.0	70	5	27	800	21600
SILTIER	1.0	29	7	12	1800	21600
PAROLED	1.0	13	7	12	1800	21600
RELLIES	1.0	28	7	12	1800	21600
PRESALE	1.0	29	7	12	1800	21600
GILDS	2.0	29	5	27	800	21600
OWIES	1.0	53	5	27	800	21600
ACTIONS	1.0	29	7	12	1800	21600
SORDING	2.0	17	7	12	1800	21600
CALLA	1.0	32	5	27	800	21600
ACAIS	1.0	60	5	27	800	21600
GRENADE	1.0	16	7	12	1800	21600
TONSILS	1.0	15	7	12	1800	21600
PERPS	1.0	32	5	27	800	21600
ENOWS	1.0	38	5	27	800	21600
DREARES	1.0	43	7	12	1800	21600
HILLO	1.0	37	5	27	800	21600
REOILED	1.0	13	7	12	1800	21600
HIPSTER	1.0	13	7	12	1800	21600
SERVE	2.0	71	5	27	800	21600
NOSY	2.0	103	4	54	400	21600
OUTINGS	1.0	14	7	12	1800	21600
MOHR	2.0	91	4	54	400	21600
STAYRES	1.0	22	7	12	1800	21600
PROSERS	1.0	15	7	12	1800	21600
PIANS	1.0	82	5	27	800	21600
UNTO	2.0	185	4	53	400	21200
MOTU	1.0	73	4	53	400	21200
RACA	1.0	187	4	53	400	21200
DEIF	2.0	145	4	53	400	21200
SYLI	1.0	79	4	53	400	21200
GILA	2.0	209	4	53	400	21200
OCHRES	2.0	50	6	15	1400	21000
METING	1.0	48	6	15	1400	21000
CERING	2.0	44	6	15	1400	21000
EVILER	1.0	19	6	15	1400	21000
LOGINS	1.0	23	6	15	1400	21000
SPREDS	1.0	33	6	15	1400	21000
LOOSIE	2.0	37	6	15	1400	21000
PARDIE	1.0	29	6	15	1400	21000
MENING	1.0	17	6	15	1400	21000
RESORB	1.0	30	6	15	1400	21000
CHIRTS	2.0	46	6	15	1400	21000
OMENED	1.0	24	6	15	1400	21000
REDACT	2.0	37	6	15	1400	21000
DORMER	1.0	17	6	15	1400	21000
RECTAL	1.0	54	6	15	1400	21000
SPRENT	1.0	56	6	15	1400	21000
NONETS	1.0	76	6	15	1400	21000
HALLOT	1.0	18	6	15	1400	21000
LUNARS	1.0	29	6	15	1400	21000
PENIES	1.0	47	6	15	1400	21000
FINITE	1.0	20	6	15	1400	21000
FLANED	1.0	17	6	15	1400	21000
LASSIE	2.0	44	6	15	1400	21000
STIMED	2.0	61	6	15	1400	21000
ROOMIE	2.0	18	6	15	1400	21000
GAMIER	2.0	19	6	15	1400	21000
CURTER	1.0	20	6	15	1400	21000
VOIDER	1.0	18	6	15	1400	21000
TWIERS	2.0	39	6	15	1400	21000
PROINE	2.0	39	6	15	1400	21000
ALPINE	1.0	33	6	15	1400	21000
AMATED	1.0	25	6	15	1400	21000
REFIND	1.0	20	6	15	1400	21000
TRIFLE	1.0	16	6	15	1400	21000
CARDIA	1.0	19	6	15	1400	21000
SUTTLE	1.0	16	6	15	1400	21000
CEDAR	1.0	115	5	26	800	20800
ROTAN	1.0	339	5	26	800	20800
RABIS	2.0	65	5	26	800	20800
VIRAL	2.0	42	5	26	800	20800
LEPRA	1.0	82	5	26	800	20800
IDEE	1.0	260	4	52	400	20800
BAITH	1.0	37	5	26	800	20800
RADON	1.0	119	5	26	800	20800
TROAK	1.0	32	5	26	800	20800
LUNAR	1.0	67	5	26	800	20800
PERST	2.0	238	5	26	800	20800
URDE	2.0	205	4	52	400	20800
OVINE	2.0	38	5	26	800	20800
ATOMS	1.0	100	5	26	800	20800
POTAE	1.0	118	5	26	800	20800
RICHT	1.0	49	5	26	800	20800
PLIED	2.0	46	5	26	800	20800
FIERE	1.0	72	5	26	800	20800
LIMIT	1.0	38	5	26	800	20800
STYLI	1.0	32	5	26	800	20800
UNDEE	1.0	42	5	26	800	20800
COALA	1.0	27	5	26	800	20800
WRENS	2.0	69	5	26	800	20800
NITRY	1.0	68	5	26	800	20800
LOGAN	1.0	60	5	26	800	20800
SANTO	2.0	258	5	26	800	20800
PATU	2.0	104	4	52	400	20800
PHT	1.0	228	3	207	100	20700
BUNA	1.0	62	4	51	400	20400
KESH	2.0	66	4	51	400	20400
RUGA	1.0	64	4	51	400	20400
NONET	1.0	151	5	25	800	20000
SIGMA	1.0	32	5	25	800	20000
KNAR	1.0	80	4	50	400	20000
HYLES	1.0	33	5	25	800	20000
MOUES	1.0	44	5	25	800	20000
OLEA	2.0	501	4	50	400	20000
LEGIT	2.0	67	5	25	800	20000
HOOSH	1.0	31	5	25	800	20000
NAPAS	1.0	36	5	25	800	20000
MACHI	1.0	31	5	25	800	20000
HOIED	1.0	72	5	25	800	20000
MASU	2.0	130	4	50	400	20000
SPICA	1.0	34	5	25	800	20000
SEPTS	1.0	104	5	25	800	20000
DONOR	2.0	55	5	25	800	20000
DEAVE	1.0	27	5	25	800	20000
SALUE	1.0	91	5	25	800	20000
FAUTS	1.0	29	5	25	800	20000
CULET	1.0	45	5	25	800	20000
BASSI	1.0	26	5	25	800	20000
DUARS	1.0	59	5	25	800	20000
FRANC	1.0	29	5	25	800	20000
FOIDS	1.0	27	5	25	800	20000
TOCO	2.0	116	4	50	400	20000
ALCO	1.0	162	4	50	400	20000
ENDINGS	1.0	13	7	11	1800	19800
RESISTED	1.0	14	7	9	2200	19800
ELASTIC	1.0	26	7	11	1800	19800
SALIENTS	2.0	15	7	9	2200	19800
SOLIDER	1.0	29	7	11	1800	19800
TITLERS	2.0	26	7	11	1800	19800
ROOTIES	1.0	33	7	11	1800	19800
SHORTIES	1.0	12	7	9	2200	19800
DAINTIES	1.0	10	7	9	2200	19800
GLOATER	1.0	13	7	11	1800	19800
SOLACES	1.0	13	7	11	1800	19800
VASTIER	1.0	15	7	11	1800	19800
NESTLES	2.0	20	7	11	1800	19800
CLARTED	2.0	18	7	11	1800	19800
MATINEE	1.0	16	7	11	1800	19800
HEASTES	2.0	41	7	11	1800	19800
FAINEST	1.0	21	7	11	1800	19800
GOOLIES	1.0	12	7	11	1800	19800
RECHATE	2.0	19	7	11	1800	19800
CARLINES	1.0	10	7	9	2200	19800
STRANGLE	1.0	12	7	9	2200	19800
SEDATER	1.0	71	7	11	1800	19800
REMANDS	1.0	20	7	11	1800	19800
RECHEAT	1.0	13	7	11	1800	19800
COLLIES	2.0	14	7	11	1800	19800
HONORED	1.0	19	7	11	1800	19800
MESHING	2.0	15	7	11	1800	19800
TOWSERS	1.0	14	7	11	1800	19800
CANINES	1.0	15	7	11	1800	19800
DINGIER	1.0	13	7	11	1800	19800
SNOOLED	1.0	16	7	11	1800	19800
MORTARS	1.0	13	7	11	1800	19800
TRESSING	2.0	13	7	9	2200	19800
REMOTER	1.0	14	7	11	1800	19800
OTTERING	1.0	11	7	9	2200	19800
BLASTIE	1.0	17	7	11	1800	19800
HYLE	1.0	66	4	49	400	19600
BREERS	1.0	15	6	14	1400	19600
FIRIES	2.0	23	6	14	1400	19600
CANEHS	1.0	43	6	14	1400	19600
COURIE	1.0	21	6	14	1400	19600
ASCEND	1.0	30	6	14	1400	19600
MOBLES	1.0	15	6	14	1400	19600
LININS	1.0	21	6	14	1400	19600
REMOLD	1.0	15	6	14	1400	19600
HARMIN	1.0	20	6	14	1400	19600
AIRIER	1.0	46	6	14	1400	19600
GRISTS	1.0	19	6	14	1400	19600
SEAMEN	1.0	50	6	14	1400	19600
MERING	2.0	49	6	14	1400	19600
CENSES	1.0	25	6	14	1400	19600
SPOUSE	1.0	16	6	14	1400	19600
GOOLIE	1.0	15	6	14	1400	19600
BETTAS	2.0	17	6	14	1400	19600
EMENDS	2.0	21	6	14	1400	19600
OILERY	1.0	17	6	14	1400	19600
CEDARS	1.0	59	6	14	1400	19600
GLOATS	1.0	18	6	14	1400	19600
STRAGS	1.0	33	6	14	1400	19600
BIASES	1.0	17	6	14	1400	19600
RYOT	1.0	101	4	49	400	19600
SADDIE	2.0	19	6	14	1400	19600
PATINA	1.0	37	6	14	1400	19600
BAHTS	1.0	40	5	24	800	19200
VITAL	2.0	40	5	24	800	19200
ROILY	2.0	33	5	24	800	19200
BURET	2.0	52	5	24	800	19200
FIRIE	2.0	35	5	24	800	19200
MOTUS	1.0	36	5	24	800	19200
TWIER	2.0	66	5	24	800	19200
REIFS	2.0	80	5	24	800	19200
ORFES	2.0	71	5	24	800	19200
NARY	1.0	156	4	48	400	19200
ANIMA	1.0	108	5	24	800	19200
VOILE	1.0	25	5	24	800	19200
OLPE	1.0	140	4	48	400	19200
RYOTS	1.0	48	5	24	800	19200
SPECS	1.0	31	5	24	800	19200
KADE	1.0	52	4	48	400	19200
PENED	1.0	59	5	24	800	19200
GENAL	1.0	109	5	24	800	19200
GLENT	2.0	62	5	24	800	19200
FROND	1.0	34	5	24	800	19200
WEID	2.0	92	4	48	400	19200
MISOS	2.0	29	5	24	800	19200
SHMOE	1.0	32	5	24	800	19200
MUIRS	1.0	33	5	24	800	19200
MABES	1.0	44	5	24	800	19200
EVILS	2.0	40	5	24	800	19200
LASSO	2.0	79	5	24	800	19200
BAHT	2.0	69	4	47	400	18800
SHIMS	2.0	26	5	23	800	18400
LATHY	1.0	32	5	23	800	18400
DRICE	1.0	75	5	23	800	18400
OAKER	1.0	37	5	23	800	18400
TALCS	1.0	84	5	23	800	18400
ODAL	2.0	236	4	46	400	18400
LABOR	1.0	46	5	23	800	18400
