affix	opps	taken	forgone	rate	oppOpps	oppTaken	oppRate	p	q	excessForgone
LOU-	35	8	42600	0.228571	30	13	0.433333	0.0392205	0.167921	11180
HY-	38	0	42400	0	34	0	0		1	0
-IGN	38	10	42400	0.263158	38	5	0.131579	0.925209	1	-7421.05
TOU-	33	7	42400	0.212121	35	7	0.2	0.549163	0.827929	-647.273
-TRE	30	0	42000	0	34	5	0.147059	0.014349	0.0779297	6176.47
-OO	52	3	41600	0.0576923	44	5	0.113636	0.161535	0.391412	2461.54
HAL-	36	9	41400	0.25	30	1	0.0333333	0.992746	1	-11873.3
MEN-	30	4	40400	0.133333	31	4	0.129032	0.51984	0.802197	-199.57
-NDS	50	23	39400	0.46	50	16	0.32	0.924379	1	-10024
-OI	49	0	39200	0	38	0	0		1	0
LAS-	37	13	38000	0.351351	33	15	0.454545	0.189498	0.438645	5964.62
-VER	36	10	37600	0.277778	35	11	0.314286	0.368065	0.653186	1883.81
-RNS	34	11	37400	0.323529	30	13	0.433333	0.182609	0.426088	5841.57
-VES	37	11	37200	0.297297	32	15	0.46875	0.0713748	0.237916	9018.41
-IF	40	0	36000	0	37	1	0.027027	0.147649	0.378608	972.973
-OM	39	1	33200	0.025641	43	1	0.0232558	0.527874	0.805363	-81.0972
KE-	36	1	33000	0.0277778	38	2	0.0526316	0.293968	0.562918	840.058
-PA	39	0	33000	0	30	0	0		1	0
RH-	47	8	32400	0.170213	34	2	0.0588235	0.933708	1	-4388.74
-PY	40	4	32400	0.1	34	7	0.205882	0.100982	0.301511	3832.94
-OW	36	1	32200	0.0277778	32	1	0.03125	0.466295	0.761809	114.583
-AM	30	0	30600	0	31	2	0.0645161	0.0785929	0.253915	1974.19
-DA	43	5	30400	0.116279	46	6	0.130435	0.419659	0.726332	486.957
-OC	36	1	30400	0.0277778	30	0	0	0.821179	1	-866.667
-EW	41	5	28800	0.121951	40	4	0.1	0.623351	0.884485	-720
-PE	65	37	28800	0.569231	50	25	0.5	0.769846	0.996245	-4250.77
-AP	38	4	28800	0.105263	41	3	0.0731707	0.691996	0.940416	-1026.96
-CER	40	21	28200	0.525	41	15	0.365854	0.925226	1	-9166.83
-LL	42	18	25000	0.428571	33	13	0.393939	0.6188	0.880009	-1489.18
-WS	44	18	24400	0.409091	35	11	0.314286	0.807414	1	-3678.44
-NGS	35	22	22600	0.628571	32	15	0.46875	0.905589	1	-9940.89
-HT	35	12	19600	0.342857	35	12	0.342857	0.5	0.785536	0
-V	35	4	15600	0.114286	33	9	0.272727	0.0483982	0.188215	2725.19
