word	len	present	found	opp	beliefRaw	beliefWeighted
AAH	3	65	0	49.9242	0.0174255	0.0169412
AAHS	4	23	0	17.7718	0.0378815	0.0377082
AAL	3	90	1	70.3026	0.0234441	0.02598
AALS	4	46	0	35.0873	0.0204229	0.0201804
AAS	3	114	3	87.7673	0.0356487	0.043179
ABA	3	34	2	27.0984	0.0846793	0.0985784
ABAS	4	20	2	16.0392	0.126299	0.151166
ABASE	5	15	0	12.0742	0.0360337	0.0348114
ABASER	6	10	0	7.38493	0.0360236	0.0399157
ABATE	5	16	0	11.8458	0.0341137	0.0354075
ABATER	6	10	0	7.88605	0.0360236	0.0376887
ABB	3	10	2	8.27415	0.232266	0.276818
ABED	4	42	1	31.6442	0.0439865	0.0518141
ABELE	5	14	0	9.96807	0.0381827	0.0412101
ABELES	6	10	0	4.94747	0.0360236	0.0560153
ABER	4	66	6	48.1599	0.10041	0.134165
ABERS	5	27	0	19.9036	0.0215077	0.0220714
ABET	4	59	0	44.4212	0.0162023	0.016137
ABETS	5	38	0	30.0451	0.0157045	0.0149733
ABHOR	5	10	0	7.45458	0.050145	0.0527905
ABID	4	27	12	20.1635	0.421262	0.571118
ABIDE	5	18	11	13.1296	0.560498	0.78472
ABIES	5	21	0	15.6493	0.0269372	0.02755
ABLE	4	50	19	38.6894	0.371378	0.483476
ABLED	5	13	1	9.73233	0.104025	0.131184
ABLER	5	26	6	19.0537	0.230823	0.315045
ABLES	5	26	8	19.6463	0.300345	0.400837
ABLET	5	24	4	18.2277	0.173352	0.226812
ABLETS	6	17	3	10.1915	0.17904	0.295778
ABODE	5	12	2	7.76703	0.178785	0.267063
ABORD	5	16	5	11.1757	0.300529	0.432051
ABORE	5	26	3	17.1966	0.126539	0.185812
ABORT	5	21	7	15.1415	0.321455	0.449282
ABORTS	6	13	4	9.38378	0.291845	0.414
ABRI	4	40	0	30.2661	0.0232139	0.0231805
ABRIN	5	11	0	7.16004	0.0465028	0.054588
ABRIS	5	17	0	11.6244	0.032388	0.0360054
ABS	3	92	4	70.858	0.0542795	0.066881
ABUSE	5	21	4	14.058	0.195233	0.287638
ABUSER	6	14	3	10.5109	0.212168	0.287637
ABUT	4	21	1	14.7113	0.0810757	0.103804
ABUTS	5	11	0	7.52072	0.0465028	0.052403
ABY	3	25	0	19.3104	0.0416527	0.0411228
ACAI	4	28	0	20.0803	0.0319449	0.0337949
ACAIS	5	13	0	10.1486	0.0406043	0.0405709
ACATER	6	11	0	8.50544	0.0332973	0.0352573
ACATES	6	18	0	13.1583	0.0217663	0.0237484
ACCA	4	10	0	7.97025	0.0732968	0.0741776
ACE	3	232	116	180.378	0.497087	0.640396
ACED	4	72	16	55.3232	0.224216	0.291399
ACER	4	134	65	98.1254	0.478729	0.655619
ACERS	5	66	31	48.8243	0.460103	0.625513
ACES	4	125	56	95.1385	0.442334	0.583249
ACETA	5	29	0	21.3948	0.0201537	0.0206332
ACETIN	6	20	0	12.4051	0.0198066	0.0250734
ACH	3	143	45	108.795	0.314767	0.413605
ACHE	4	65	30	49.6918	0.450172	0.593021
ACHED	5	17	4	13.3571	0.234738	0.301217
ACHES	5	41	26	32.4424	0.608674	0.780146
ACHIER	6	14	0	9.25681	0.0271362	0.0326984
ACHY	4	14	0	10.6249	0.0569224	0.0587803
ACID	4	49	1	36.9822	0.0381666	0.0447487
ACIDER	6	13	0	7.77008	0.0289199	0.0381817
ACIDS	5	15	1	10.5428	0.0923156	0.122349
ACING	5	18	2	11.3271	0.127132	0.192882
ACME	4	39	0	30.5691	0.0237549	0.0229659
ACMES	5	17	0	13.1866	0.032388	0.0321727
ACNE	4	94	16	72.9008	0.173833	0.223163
ACNED	5	33	0	23.5773	0.0178998	0.0188368
ACNES	5	51	12	38.4288	0.23509	0.312439
ACORN	5	27	0	19.7297	0.0215077	0.0222523
ACORNS	6	12	0	6.87334	0.0309546	0.0424781
ACRE	4	118	31	87.2298	0.262656	0.355189
ACRED	5	34	4	24.9572	0.126204	0.169099
ACRES	5	73	18	56.3582	0.246018	0.319322
ACRID	5	19	0	13.3221	0.0294122	0.0318784
ACRO	4	88	0	65.2843	0.0110898	0.0111455
ACROS	5	36	0	26.2689	0.0165147	0.0170102
ACT	3	184	45	143.805	0.246037	0.314385
ACTA	4	33	0	23.8808	0.027617	0.0288635
ACTED	5	24	4	18.9685	0.173352	0.218598
ACTIN	5	39	3	26.5989	0.0871543	0.123615
ACTING	6	10	3	4.94215	0.281654	0.552928
ACTINS	6	15	0	8.48327	0.0255598	0.0353389
ACTION	6	11	0	6.81096	0.0332973	0.0428133
ACTON	5	27	1	19.2366	0.0551012	0.0710291
ACTOR	5	39	7	27.8511	0.182922	0.254667
ACTORS	6	15	2	9.72719	0.141748	0.21607
ACTS	4	82	27	63.6342	0.326164	0.421769
ACUTE	5	20	0	15.9252	0.0281204	0.0271135
ACUTER	6	13	0	9.35719	0.0289199	0.0323844
ACUTES	6	13	0	9.06067	0.0289199	0.0333298
ADAW	4	10	0	7.36664	0.0732968	0.0788754
ADD	3	57	6	44.3177	0.118452	0.148144
ADDER	5	26	2	17.7577	0.0917778	0.128441
ADDERS	6	12	1	8.55657	0.101311	0.138673
ADDLE	5	13	0	9.19926	0.0406043	0.0441741
ADDLES	6	10	0	5.7273	0.0360236	0.049613
ADDS	4	21	1	16.8598	0.0810757	0.0920811
ADEPT	5	16	0	12.0313	0.0341137	0.0349218
ADHERE	6	12	0	8.27368	0.0309546	0.0361294
ADIOS	5	32	0	22.031	0.0184147	0.0200751
ADIT	4	100	1	71.9823	0.0194332	0.0236255
ADITS	5	44	0	29.7011	0.0136897	0.0151385
ADMIN	5	15	0	9.76755	0.0360337	0.0419441
ADO	3	200	2	150.303	0.0156959	0.0189057
ADONIS	6	17	0	9.27372	0.0228992	0.032645
ADONISE	7	11	0	2.62494	0.024286	0.094623
ADOPT	5	11	0	8.68451	0.0465028	0.0464089
ADORE	5	54	0	39.9778	0.0112782	0.0113868
ADORER	6	10	0	6.76499	0.0360236	0.0430636
ADORES	6	38	0	24.7588	0.0109409	0.0130929
ADORN	5	30	0	22.2454	0.0195386	0.0198937
ADOS	4	77	1	58.0779	0.0249577	0.0290785
ADRATE	6	19	0	13.8463	0.0207402	0.0226549
ADRED	5	31	0	20.8884	0.01896	0.0211001
ADROIT	6	12	0	8.18817	0.0309546	0.0364622
ADRY	4	16	0	13.1897	0.0512031	0.0489615
ADS	3	208	6	156.35	0.0339914	0.0434229
ADULT	5	11	0	8.66987	0.0465028	0.0464758
ADUST	5	11	0	7.68254	0.0465028	0.0514785
AEDES	5	51	0	36.4056	0.0119074	0.0124602
AEDILE	6	14	0	7.95563	0.0271362	0.0373989
AEON	4	121	0	96.2099	0.00815988	0.00764176
AEONS	5	53	0	40.6522	0.0114804	0.0112046
AERATE	6	35	0	25.1342	0.0118229	0.0129055
AERATES	7	19	0	7.31075	0.0149163	0.0406372
AERIAL	6	23	0	12.4848	0.0174499	0.0249261
AERIE	5	67	0	49.73	0.00917667	0.00921877
AERIED	6	16	0	10.2682	0.0241564	0.0297881
AERIER	6	15	0	8.56338	0.0255598	0.0350458
AERIES	6	30	0	17.2851	0.013658	0.0184165
AERIEST	7	14	0	3.47912	0.0196559	0.0761755
AERO	4	269	0	196.374	0.00373468	0.00378643
AEROS	5	123	0	89.0013	0.00509062	0.00521801
AEROSAT	7	13	0	5.39197	0.0209898	0.0530254
AESC	4	88	0	64.6978	0.0110898	0.0112433
AETATIS	7	12	0	4.64524	0.0225179	0.060163
AETHER	6	23	0	15.1726	0.0174499	0.020808
AETHERS	7	12	0	5.04723	0.0225179	0.0560979
AFAR	4	15	0	11.8331	0.0539115	0.0537069
AFF	3	16	4	12.4089	0.262939	0.335628
AFORE	5	21	0	16.2291	0.0269372	0.0266484
AFREET	6	11	0	6.70386	0.0332973	0.0434011
AFRESH	6	10	0	7.43729	0.0360236	0.0396707
AFRITS	6	15	0	7.88108	0.0255598	0.0377095
AFRO	4	38	0	28.0449	0.0243218	0.0248849
AFROS	5	14	0	9.81944	0.0381827	0.0417516
AFT	3	86	31	69.0576	0.358675	0.447815
AFTER	5	33	18	24.3824	0.521147	0.713974
AFTERS	6	21	11	16.1138	0.492817	0.658849
AGA	3	52	2	44.0313	0.0573488	0.0624233
AGAIN	5	16	0	10.2444	0.0341137	0.0402395
AGAR	4	33	1	25.475	0.0547134	0.0633792
AGARS	5	13	0	9.40391	0.0406043	0.0433442
AGAS	4	33	1	26.3563	0.0547134	0.0614208
AGAST	5	13	0	10.0905	0.0406043	0.0407745
AGATE	5	19	0	13.6671	0.0294122	0.0311528
AGATES	6	11	0	7.49553	0.0332973	0.0394018
AGE	3	182	107	136.744	0.582431	0.776793
AGED	4	62	16	44.9902	0.258237	0.355253
AGEE	4	33	3	24.8152	0.108906	0.13906
AGEIST	6	12	0	7.76815	0.0309546	0.03819
AGEN	4	72	14	53.0416	0.197868	0.267214
AGENE	5	21	0	14.0483	0.0269372	0.0303886
AGENES	6	12	0	6.33806	0.0309546	0.0455368
AGENT	5	28	10	19.1642	0.345825	0.507027
AGENTS	6	17	7	10.2496	0.387227	0.646832
AGER	4	109	47	75.9262	0.425305	0.611493
AGERS	5	64	27	43.4757	0.413976	0.61096
AGES	4	95	44	68.3376	0.455175	0.63476
AGHA	4	14	0	11.7508	0.0569224	0.0540244
AGILA	5	15	0	10.5619	0.0360337	0.0391796
AGILE	5	22	0	14.7538	0.0258496	0.0290687
AGILER	6	13	0	7.62702	0.0289199	0.0388079
AGIN	4	75	2	53.2816	0.0382638	0.0496295
AGING	5	12	1	6.70822	0.111069	0.179576
AGIO	4	48	0	36.5209	0.019636	0.0194325
AGISM	5	13	0	9.01397	0.0406043	0.0449533
AGIST	5	30	0	21.7733	0.0195386	0.0202975
AGISTER	7	10	0	6.21161	0.0263554	0.046916
AGITA	5	21	0	14.683	0.0269372	0.0291961
AGLEE	5	11	0	8.07646	0.0465028	0.0493587
AGLET	5	28	0	20.6259	0.0208087	0.0213505
AGLETS	6	17	0	9.19249	0.0228992	0.0329028
AGLEY	5	10	0	7.20848	0.050145	0.0542841
AGLY	4	15	0	12.087	0.0539115	0.0527498
AGMA	4	12	0	9.29326	0.0640801	0.0656122
AGNAIL	6	10	0	6.31524	0.0360236	0.0456771
AGNATE	6	12	0	7.52011	0.0309546	0.0392894
AGNISE	6	29	0	16.7651	0.0140956	0.0189527
AGO	3	129	4	98.6457	0.039153	0.0484406
AGOG	4	10	0	7.28933	0.0732968	0.0795205
AGON	4	61	0	43.9335	0.0157031	0.0163078
AGONE	5	32	0	20.584	0.0184147	0.0213911
AGONES	6	14	0	8.12721	0.0271362	0.0367032
AGONIES	7	12	0	5.58543	0.0225179	0.0514442
AGONS	5	22	0	14.6022	0.0258496	0.0293426
AGORA	5	20	0	13.0174	0.0281204	0.032548
AGREE	5	15	0	9.67837	0.0360337	0.042279
AGRIAS	6	14	0	7.75164	0.0271362	0.0382612
AGRIN	5	30	0	17.9513	0.0195386	0.0242878
AGRISE	6	15	0	9.23676	0.0255598	0.0327618
AGRO	4	53	0	39.8016	0.0179107	0.0179134
AGROS	5	20	0	13.4402	0.0281204	0.0316263
AGS	3	140	9	108.43	0.0709351	0.0893757
AGUE	4	22	0	15.6946	0.0393438	0.0420941
AGUED	5	13	0	8.18883	0.0406043	0.0487857
AGUTI	5	12	0	7.4327	0.0433538	0.0529199
AHA	3	50	1	39.6035	0.0408843	0.0450876
AHEAD	5	17	0	13.0145	0.032388	0.0325546
AHED	4	68	0	51.3904	0.0141744	0.0140371
AHEM	4	39	0	31.5483	0.0237549	0.0222989
AHI	3	180	1	140.028	0.0119625	0.013238
AHING	5	29	0	19.147	0.0201537	0.0228805
AHIS	4	78	0	60.4488	0.0124438	0.0120063
AHOLD	5	13	0	8.96111	0.0406043	0.0451807
AHORSE	6	29	0	18.1526	0.0140956	0.0175865
AHOY	4	21	0	16.9386	0.0409235	0.0393528
AHS	3	212	3	162.565	0.0194575	0.0235697
AIA	3	101	12	80.0312	0.125974	0.156776
AIAS	4	59	8	43.0544	0.143378	0.193543
AID	3	262	135	202.728	0.512467	0.663277
AIDA	4	52	1	39.7664	0.0361185	0.0417774
AIDAS	5	18	1	13.3717	0.0789802	0.0990594
AIDE	4	165	90	124.158	0.538877	0.718412
AIDED	5	20	4	13.301	0.203808	0.30236
AIDER	5	81	42	54.9158	0.50903	0.752977
AIDERS	6	43	22	29.1574	0.496312	0.738386
AIDES	5	82	40	59.6984	0.479431	0.661436
AIDOI	5	15	0	10.9203	0.0360337	0.0380481
AIDOS	5	31	0	21.0646	0.01896	0.0209353
AIDS	4	92	48	68.829	0.511121	0.68671
AIGAS	5	13	0	8.93881	0.0406043	0.0452773
AIGHT	5	13	0	9.71875	0.0406043	0.0421267
AIGRET	6	14	0	9.54196	0.0271362	0.0318218
AIGRETS	7	11	0	5.52148	0.024286	0.0519563
AIL	3	313	97	238.154	0.309999	0.407347
AILED	5	57	8	38.8383	0.144564	0.210081
AILERON	7	10	0	4.39067	0.0263554	0.0630566
AILING	6	12	0	7.44542	0.0309546	0.0396329
AILS	4	112	39	79.1952	0.345275	0.488595
AIM	3	181	71	139.847	0.390747	0.50627
AIMED	5	33	13	23.4605	0.381356	0.539959
AIMER	5	50	24	34.3923	0.466957	0.682014
AIMERS	6	21	8	13.145	0.363581	0.585539
AIMS	4	80	29	58.8927	0.357775	0.487279
AIN	3	449	173	341.647	0.384739	0.505788
AINE	4	258	53	192.758	0.206255	0.27576
AINEE	5	60	0	43.0115	0.0102001	0.0106105
AINGAS	6	11	0	4.17114	0.0332973	0.0642718
AINS	4	198	84	150.479	0.421085	0.555228
AIR	3	434	205	333.785	0.47102	0.612886
AIRED	5	98	34	67.6529	0.343763	0.498565
AIRER	5	62	16	42.4421	0.256922	0.374947
AIRERS	6	28	9	18.3646	0.312443	0.479874
AIREST	6	89	1	53.5784	0.0157868	0.0244816
AIRIER	6	19	1	11.1873	0.0678801	0.108972
AIRMEN	6	17	0	10.5902	0.0228992	0.0289675
AIRN	4	143	31	108.944	0.217958	0.285773
AIRNED	6	27	2	16.5534	0.0835222	0.1325
AIRNS	5	52	15	39.5698	0.285574	0.376821
AIRS	4	198	82	144.609	0.411179	0.563805
AIRT	4	224	43	163.636	0.193147	0.263882
AIRTED	6	52	1	34.7997	0.0265612	0.0372892
AIRTH	5	68	0	46.6557	0.009047	0.00980741
AIRTHS	6	29	0	15.8332	0.0140956	0.019996
AIRTS	5	126	30	86.6028	0.23795	0.34591
AIRY	4	38	0	30.1861	0.0243218	0.0232378
AIS	3	425	36	323.802	0.0867559	0.113156
AISLE	5	65	0	47.0617	0.0094475	0.00972541
AISLED	6	21	0	11.9744	0.0189533	0.0258996
AISLES	6	20	0	11.4711	0.0198066	0.0269368
AIT	3	464	98	357.32	0.212066	0.275087
AITCH	5	27	0	18.5306	0.0215077	0.023585
AITS	4	237	59	177.258	0.24914	0.333023
AIVER	5	19	0	14.1384	0.0294122	0.0302133
AKA	3	14	0	9.63508	0.0674363	0.0749215
AKE	3	58	24	42.1836	0.407937	0.56141
AKED	4	17	2	11.8017	0.144423	0.197033
AKEE	4	14	0	9.73457	0.0569224	0.0631787
AKEES	5	10	0	8.3067	0.050145	0.0481987
AKES	4	37	15	25.3822	0.391617	0.571826
AKIN	4	26	2	17.5151	0.100959	0.139829
ALA	3	119	13	92.5165	0.11565	0.146661
ALAE	4	87	0	63.5679	0.0112118	0.0114366
ALAN	4	58	0	42.3884	0.0164641	0.0168733
ALAND	5	14	0	9.45223	0.0381827	0.0431528
ALANE	5	35	0	22.8458	0.0169519	0.0194029
ALANG	5	11	0	6.94048	0.0465028	0.0560097
ALANS	5	23	0	16.3882	0.0248464	0.0264113
ALANT	5	24	0	16.9077	0.0239182	0.0256654
ALANTS	6	13	0	7.06177	0.0289199	0.0414969
ALAP	4	35	0	26.4599	0.0261973	0.0262628
ALAR	4	69	1	50.4528	0.0276964	0.0332925
ALARM	5	15	0	9.51351	0.0360337	0.0429125
ALAS	4	80	9	60.0459	0.119411	0.156755
ALATE	5	52	0	36.226	0.01169	0.0125195
ALATED	6	18	0	12.9651	0.0217663	0.0240748
ALATES	6	30	0	18.89	0.013658	0.0169377
ALAY	4	21	0	15.9705	0.0409235	0.0414537
ALAYS	5	11	0	7.37699	0.0465028	0.0532524
ALB	3	86	3	65.1828	0.0467678	0.0576648
ALBA	4	23	0	17.6125	0.0378815	0.0380119
ALBAS	5	12	0	9.58221	0.0433538	0.0426462
ALBE	4	36	0	25.8825	0.0255408	0.0268035
ALBS	4	31	2	22.1912	0.0864973	0.112983
ALCID	5	15	0	10.096	0.0360337	0.040755
ALCO	4	42	0	33.1204	0.0222025	0.0213054
ALCOS	5	10	0	7.12591	0.050145	0.0548043
ALDER	5	57	2	38.2484	0.044175	0.0622116
ALDERN	6	17	0	11.2639	0.0228992	0.0273884
ALDERS	6	24	0	17.1949	0.0167842	0.0185073
ALDRIN	6	13	0	6.2908	0.0289199	0.0458282
ALE	3	399	130	295.411	0.32574	0.439869
ALEC	4	54	0	41.0614	0.0176014	0.0173913
ALECS	5	24	0	19.44	0.0239182	0.0225602
ALEE	4	83	11	59.5896	0.138302	0.1903
ALEF	4	40	0	30.6733	0.0232139	0.0228931
ALEFS	5	14	0	11.8672	0.0381827	0.0353508
ALEFT	5	11	0	8.83932	0.0465028	0.0457134
ALERION	7	12	0	3.84028	0.0225179	0.0703746
ALERT	5	92	0	64.3341	0.00675584	0.00717343
ALERTS	6	59	0	41.1124	0.0071875	0.00802003
ALES	4	229	80	166.565	0.347863	0.478587
ALEW	4	31	0	23.527	0.0291994	0.029261
ALEYE	5	10	0	7.11572	0.050145	0.0548692
ALF	3	67	1	50.7778	0.0310633	0.0355662
ALFS	4	23	0	18.1855	0.0378815	0.0369415
ALGA	4	23	0	19.3358	0.0378815	0.0349651
ALGAE	5	11	0	7.47624	0.0465028	0.052663
ALGAS	5	13	0	9.87937	0.0406043	0.0415316
ALGID	5	10	0	6.32946	0.050145	0.0603865
ALGIN	5	21	0	14.5791	0.0269372	0.0293848
ALGOR	5	15	0	9.80291	0.0360337	0.0418128
ALIAS	5	31	0	22.2016	0.01896	0.0199305
ALIEN	5	55	2	38.946	0.0457044	0.0611383
ALIENS	6	22	1	10.9781	0.0594699	0.11086
ALIF	4	32	0	24.575	0.0283861	0.0281142
ALIFS	5	14	0	10.0061	0.0381827	0.0410737
ALIGN	5	28	4	17.7074	0.150815	0.232958
ALIGNS	6	14	1	7.15758	0.0888134	0.162179
ALINE	5	79	36	54.6998	0.448102	0.64909
ALINED	6	30	11	18.8212	0.35513	0.569289
ALINER	6	34	11	20.1742	0.315904	0.533078
ALINERS	7	20	4	10.7725	0.198259	0.371206
ALINES	6	48	19	25.5025	0.387147	0.727061
ALIST	5	72	0	49.3834	0.00856299	0.00928157
ALIT	4	143	0	102.828	0.00693789	0.00716006
ALIVE	5	13	2	9.1156	0.167446	0.233104
ALKO	4	10	0	7.86181	0.0732968	0.0749799
ALL	3	107	19	78.9819	0.182345	0.245097
ALLEE	5	14	0	9.50569	0.0381827	0.042943
ALLEES	6	10	0	5.51891	0.0360236	0.051176
ALLEY	5	10	0	5.91465	0.050145	0.0637693
ALLIES	6	21	0	10.7849	0.0189533	0.0284928
ALLIS	5	27	0	18.6369	0.0215077	0.0234604
ALLOD	5	13	0	8.36222	0.0406043	0.0479271
ALLONS	6	12	0	6.34555	0.0309546	0.045491
ALLOT	5	24	0	15.3223	0.0239182	0.0280859
ALLOTS	6	12	0	6.92046	0.0309546	0.0422284
ALLS	4	54	8	39.9844	0.155758	0.20764
ALLY	4	15	1	11.2991	0.106807	0.130113
ALMA	4	25	0	18.4291	0.0352604	0.0365046
ALMAS	5	13	0	9.69514	0.0406043	0.0422157
ALME	4	46	2	35.5344	0.0604989	0.0729933
ALMES	5	30	1	22.5243	0.0500565	0.0613046
ALMS	4	43	3	31.6254	0.0856878	0.111032
ALOD	4	74	0	53.5261	0.0130827	0.0134988
ALODS	5	26	0	16.8387	0.0222554	0.0257621
ALOE	4	128	0	98.266	0.00772685	0.00748531
ALOED	5	42	0	28.3519	0.0143013	0.0158229
ALOES	5	61	0	47.9885	0.0100401	0.00954323
ALOHA	5	14	0	9.98613	0.0381827	0.0411452
ALOIN	5	51	0	32.5375	0.0119074	0.0138766
ALOINS	6	27	0	13.5871	0.0150606	0.0230548
ALONE	5	57	10	40.4845	0.178027	0.24949
ALONG	5	16	0	10.2789	0.0341137	0.0401218
ALOO	4	57	1	41.167	0.0331533	0.040427
ALOOS	5	22	0	15.9993	0.0258496	0.0269986
ALOUD	5	17	0	11.5293	0.032388	0.0362682
ALOW	4	22	1	16.628	0.077946	0.0932167
ALP	3	107	7	81.424	0.0740123	0.0943261
ALPS	4	41	4	29.2535	0.111773	0.151244
ALS	3	338	13	254.492	0.0415436	0.0540935
ALSO	4	113	1	85.3264	0.0172722	0.0200222
ALT	3	305	96	231.443	0.314792	0.41477
ALTAR	5	29	0	20.5356	0.0201537	0.021438
ALTARS	6	11	0	6.40711	0.0332973	0.0451177
ALTER	5	98	55	69.7473	0.552163	0.778697
ALTERN	6	28	1	19.178	0.04766	0.066022
ALTERS	6	52	28	40.1729	0.524593	0.686683
ALTHEA	6	15	0	10.3698	0.0255598	0.0295243
ALTHO	5	20	0	14.3408	0.0281204	0.0298272
ALTO	4	111	1	83.0958	0.0175728	0.020546
ALTOS	5	50	0	37.8397	0.0121331	0.0120058
ALTS	4	152	29	113.005	0.192548	0.258332
ALU	3	141	0	108.449	0.00827764	0.00797544
ALUM	4	32	0	23.6734	0.0283861	0.0290952
ALUMS	5	12	0	8.1028	0.0433538	0.0492232
ALURE	5	26	0	16.4691	0.0222554	0.0262923
ALURES	6	13	0	7.88666	0.0289199	0.0376861
ALUS	4	53	0	39.6789	0.0179107	0.017966
AMA	3	67	11	53.4154	0.172366	0.213888
AMAH	4	30	0	24.3884	0.0300606	0.0283118
AMAIN	5	22	0	15.3042	0.0258496	0.028116
AMAS	4	48	7	37.7336	0.154497	0.19429
AMASS	5	10	0	7.84269	0.050145	0.0505951
AMATE	5	28	0	20.7853	0.0208087	0.0211977
AMATED	6	10	0	7.21037	0.0360236	0.0407545
AMATES	6	19	0	11.6197	0.0207402	0.0266221
AMBIT	5	11	0	7.59804	0.0465028	0.0519572
AMBO	4	15	0	10.3808	0.0539115	0.0599244
AME	3	233	69	179.732	0.296483	0.384244
AMEER	5	29	0	18.8554	0.0201537	0.0232085
AMEERS	6	16	0	10.1098	0.0241564	0.0302092
AMEN	4	110	37	85.2089	0.333779	0.432075
AMEND	5	33	14	22.9651	0.409315	0.591788
AMENDE	6	14	5	9.44369	0.335522	0.506529
AMENE	5	22	4	15.0397	0.18735	0.270556
AMENED	6	11	4	7.59062	0.336019	0.499463
AMENS	5	47	11	34.2336	0.233891	0.321138
AMENT	5	43	6	30.2202	0.145086	0.204105
AMENTA	6	11	0	6.66832	0.0332973	0.0435998
AMENTS	6	20	4	10.7324	0.199878	0.366798
AMES	4	130	21	97.001	0.164439	0.219349
AMI	3	190	45	150.379	0.238418	0.300833
AMIA	4	52	3	40.277	0.0718933	0.0883988
AMIAS	5	15	1	10.4733	0.0923156	0.123059
AMICE	5	21	1	14.8495	0.0690112	0.0901001
AMICES	6	11	1	4.92221	0.108978	0.222421
AMID	4	46	0	37.085	0.0204229	0.0191533
AMIDE	5	27	0	18.7415	0.0215077	0.0233392
AMIDES	6	16	0	8.07147	0.0241564	0.0369263
AMIDO	5	17	0	12.5941	0.032388	0.0335261
AMIDS	5	21	0	15.5019	0.0269372	0.0277889
AMIE	4	97	5	74.8523	0.0596521	0.074682
AMIES	5	62	4	43.7714	0.0716443	0.098808
AMIGA	5	12	0	7.7289	0.0433538	0.0512196
AMIN	4	96	30	72.389	0.310486	0.41248
AMINE	5	59	18	39.7362	0.30178	0.44807
AMINES	6	31	7	16.0144	0.224005	0.428898
AMINO	5	38	0	24.794	0.0157045	0.0179648
AMINOS	6	13	0	4.41263	0.0289199	0.0614541
AMINS	5	36	11	25.8777	0.300256	0.419188
AMIR	4	78	1	57.4803	0.024653	0.0293698
AMIRS	5	35	0	24.6076	0.0169519	0.0180931
AMIS	4	103	8	78.8561	0.0843664	0.108019
AMISES	6	17	3	9.01661	0.17904	0.330143
AMISS	5	21	1	14.7089	0.0690112	0.0908823
AMLA	4	25	0	18.4291	0.0352604	0.0365046
AMLAS	5	15	0	10.493	0.0360337	0.0394048
AMMO	4	15	0	11.6025	0.0539115	0.0546065
AMNIA	5	18	0	10.01	0.0308284	0.0410597
AMNIC	5	16	0	11.2729	0.0341137	0.0369968
AMNIO	5	28	0	18.6677	0.0208087	0.0234246
AMNION	6	10	0	4.91556	0.0360236	0.0563126
AMNIOS	6	12	0	5.53926	0.0309546	0.0510191
AMOLE	5	16	0	11.1724	0.0341137	0.0372905
AMOLES	6	10	0	4.4457	0.0360236	0.0610874
AMORET	6	30	0	17.4911	0.013658	0.0182124
AMORETS	7	15	0	4.18267	0.0184814	0.0656359
AMORIST	7	10	0	1.45831	0.0263554	0.141387
AMORT	5	34	0	24.0848	0.017413	0.0184629
AMP	3	71	28	54.7281	0.390508	0.507904
AMPED	5	15	1	11.6536	0.0923156	0.112008
AMPLE	5	10	5	6.79165	0.441759	0.660767
AMPS	4	33	8	24.7723	0.244388	0.324903
AMU	3	89	5	68.98	0.0668141	0.0827085
AMUS	4	36	5	28.6192	0.150837	0.186846
AMUSE	5	16	4	11.7446	0.247246	0.337918
AMYL	4	11	0	8.80785	0.0683793	0.0685149
ANA	3	140	25	109.218	0.182224	0.232428
ANAL	4	72	9	52.9798	0.131996	0.176841
ANAN	4	36	0	26.7389	0.0255408	0.0260093
ANAS	4	88	18	66.218	0.206944	0.27422
ANCE	4	80	16	63.6956	0.202838	0.254355
ANCHO	5	14	0	9.62474	0.0381827	0.042483
ANCON	5	14	0	10.8369	0.0381827	0.0383054
AND	3	224	44	171.775	0.198438	0.258073
ANDRO	5	38	0	25.5389	0.0157045	0.0174697
ANDROS	6	14	0	6.5691	0.0271362	0.0441642
ANDS	4	85	17	63.3927	0.202679	0.270784
ANE	3	504	127	390.402	0.252473	0.325781
ANEAR	5	61	0	43.211	0.0100401	0.0105632
ANEARS	6	35	0	21.0857	0.0118229	0.015261
ANEATH	6	18	0	7.65206	0.0217663	0.0386967
ANELE	5	28	0	19.5288	0.0208087	0.0224649
ANELES	6	19	0	9.99132	0.0207402	0.0305321
ANELLI	6	18	0	11.0027	0.0217663	0.0279797
ANEMIA	6	10	0	5.56847	0.0360236	0.0507955
ANENT	5	40	0	28.4469	0.0149701	0.0157727
ANES	4	300	76	225.355	0.253432	0.337342
ANESTRI	7	14	0	4.39998	0.0196559	0.0629459
ANEW	4	46	0	35.2099	0.0204229	0.0201142
ANGA	4	47	2	36.0966	0.0593104	0.0719208
ANGAS	5	20	0	12.9911	0.0281204	0.0326072
ANGEL	5	22	4	15.6784	0.18735	0.26049
ANGER	5	48	26	30.5809	0.524748	0.82543
ANGERS	6	25	15	17.9265	0.567366	0.806348
ANGLE	5	25	13	16.1646	0.491227	0.763102
ANGLER	6	13	8	7.71839	0.554771	0.946041
ANGLO	5	17	0	11.2113	0.032388	0.0371762
ANGST	5	28	0	20.1688	0.0208087	0.0218012
ANI	3	432	38	331.12	0.0899519	0.116673
ANIGH	5	11	0	5.95703	0.0465028	0.0634065
ANIL	4	154	1	114.772	0.0127875	0.0149804
ANILE	5	80	0	52.8216	0.00773533	0.008694
ANILS	5	55	0	35.7064	0.0110829	0.0126944
ANIMA	5	29	1	18.4988	0.0516322	0.0736506
ANIMAS	6	13	0	5.11634	0.0289199	0.0544925
