word	len	present	found	opp	beliefRaw	beliefWeighted
FORK	4	11	3	8.99332	0.26965	0.336252
FORM	4	21	6	18.0319	0.281836	0.334309
FORT	4	39	21	30.1957	0.513205	0.672183
FORTE	5	26	15	20.3557	0.543674	0.708251
FORTED	6	12	4	10.3759	0.312378	0.378196
FORTES	6	15	10	11.2329	0.606501	0.83858
FORTS	5	24	8	17.8082	0.322786	0.439017
FOSS	4	13	0	10.0673	0.0602896	0.06146
FOSTER	6	22	5	16.9982	0.224667	0.295044
FOU	3	32	14	23.8902	0.424889	0.571788
FOUL	4	11	1	8.24883	0.13547	0.168226
FOUR	4	12	4	9.01559	0.315569	0.42503
FOUS	4	10	0	7.70023	0.0732968	0.0762081
FOY	3	21	5	16.652	0.250234	0.313056
FRA	3	129	41	101.699	0.31783	0.403347
FRAB	4	15	0	11.2746	0.0539115	0.0559386
FRACT	5	12	0	8.8582	0.0433538	0.04563
FRAE	4	69	7	54.5752	0.109995	0.13662
FRAG	4	25	2	20.0818	0.104452	0.123696
FRAIL	5	11	6	7.43815	0.482306	0.724926
FRAIM	5	11	0	6.68919	0.0465028	0.0577306
FRAISE	6	13	2	7.55362	0.160383	0.270369
FRANC	5	12	0	9.53932	0.0433538	0.0428121
FRAP	4	27	5	21.3752	0.194763	0.244345
FRAPE	5	17	2	12.8847	0.133563	0.171983
FRAPES	6	13	1	8.6412	0.0946513	0.137468
FRAPS	5	12	5	10.3603	0.381931	0.461781
FRAS	4	58	5	45.8518	0.0972326	0.119788
FRAT	4	66	18	50.7158	0.272071	0.354609
FRATE	5	48	5	34.6012	0.111099	0.151622
FRATER	6	18	0	14.1073	0.0217663	0.022266
FRATI	5	27	0	18.8653	0.0215077	0.0231972
FRATS	5	39	13	28.556	0.326574	0.448386
FRAU	4	23	0	18.5608	0.0378815	0.0362726
FREE	4	44	24	33.3764	0.522264	0.696436
FREED	5	17	6	12.2758	0.335914	0.470166
FREER	5	15	6	11.0638	0.373725	0.515558
FREES	5	33	16	26.0416	0.465231	0.598302
FREEST	6	16	3	9.70547	0.18887	0.309087
FREET	5	26	8	20.238	0.300345	0.389922
FREETS	6	19	6	11.9836	0.30358	0.48462
FREIT	5	34	0	24.5478	0.017413	0.0181346
FREITS	6	19	0	12.2974	0.0207402	0.025275
FRERE	5	15	0	11.5687	0.0360337	0.0361589
FRERES	6	11	0	8.04761	0.0332973	0.0370227
FRESH	5	20	0	16.0181	0.0281204	0.0269696
FRET	4	90	11	68.0853	0.127993	0.167286
FRETS	5	58	8	45.403	0.142185	0.180671
FRIAR	5	14	2	9.83362	0.15746	0.218323
FRIB	4	11	1	8.48245	0.13547	0.164535
FRIED	5	25	7	17.8745	0.275148	0.385872
FRIER	5	23	4	16.6774	0.18008	0.246166
FRIERS	6	14	4	10.5457	0.273845	0.372678
FRIES	5	38	9	28.9649	0.236468	0.311024
FRIG	4	10	1	7.28559	0.145212	0.185374
FRINGE	6	10	3	6.371	0.281654	0.447119
FRIS	4	54	7	41.9226	0.138488	0.175829
FRISE	5	34	1	25.732	0.0446108	0.0540808
FRIST	5	29	5	21.3077	0.177546	0.240033
FRIT	4	49	13	37.5811	0.264987	0.345997
FRITES	6	23	1	14.3288	0.0571113	0.0867781
FRITH	5	11	0	7.23871	0.0465028	0.054096
FRITS	5	36	10	25.9713	0.274461	0.381344
FRO	3	103	23	80.4036	0.22664	0.289336
FROE	4	50	2	38.5648	0.0560096	0.0675623
FROES	5	26	1	19.9908	0.0570166	0.0685353
FROG	4	18	2	12.9881	0.13783	0.181606
FROM	4	17	3	13.864	0.192258	0.234072
FROND	5	15	0	12.2178	0.0360337	0.0344467
FRONS	5	21	2	15.3638	0.111085	0.146685
FRONT	5	16	1	12.5329	0.0873968	0.104985
FROS	4	39	7	30.5732	0.186905	0.236786
FROST	5	20	5	14.8535	0.24773	0.334826
FROW	4	13	4	10.3202	0.296902	0.380613
FRY	3	20	0	15.4403	0.0504142	0.0501771
FUB	3	12	4	9.80196	0.329632	0.408914
FUD	3	24	6	19.1941	0.259212	0.322628
FUG	3	15	4	11.1325	0.276947	0.367912
FUM	3	18	3	13.4803	0.192849	0.24857
FUN	3	28	14	23.2141	0.478384	0.587036
FUND	4	12	5	9.87841	0.378441	0.477616
FUNS	4	10	0	8.01755	0.0732968	0.073833
FUR	3	45	16	34.7135	0.352641	0.458122
FURS	4	19	2	14.614	0.131813	0.164008
FUSE	4	24	5	18.451	0.215702	0.279005
FUST	4	24	3	19.1262	0.144031	0.176218
GAB	3	35	6	26.0442	0.185667	0.244205
GACH	4	26	10	19.9027	0.36847	0.487234
GAD	3	89	32	65.9943	0.357856	0.482627
GADE	4	50	13	35.4442	0.260071	0.365656
GADES	5	21	8	14.9577	0.363529	0.515101
GADI	4	35	1	25.1341	0.0519007	0.0641706
GADIS	5	11	0	6.60472	0.0465028	0.058333
GADS	4	24	7	18.0117	0.287373	0.384207
GAE	3	185	16	138.814	0.0911074	0.119772
GAED	4	56	1	41.3658	0.0337068	0.0402424
GAEN	4	77	0	57.7651	0.0125976	0.012544
GAES	4	107	2	78.7675	0.0272233	0.0340009
GAG	3	18	14	14.8651	0.698127	0.875308
GAGE	4	11	10	8.5412	0.739282	1
GAID	4	49	3	36.8747	0.07597	0.0961029
GAIDS	5	15	1	10.7391	0.0923156	0.120385
GAIN	4	85	36	61.8561	0.416389	0.574063
GAINED	6	13	4	8.29152	0.291845	0.462171
GAINER	6	23	12	13.1291	0.493386	0.867396
GAINERS	7	13	6	8.64296	0.428165	0.663553
GAINEST	7	11	0	4.84134	0.024286	0.0581089
GAINS	5	28	8	18.9622	0.280822	0.414244
GAINST	6	12	0	6.84965	0.0309546	0.0426048
GAIR	4	77	10	56.4025	0.136199	0.183581
GAIRS	5	39	4	25.8345	0.111096	0.16367
GAIT	4	80	18	60.0323	0.226675	0.301492
GAITAS	6	10	0	4.05035	0.0360236	0.0657804
GAITED	6	13	1	8.78304	0.0946513	0.135494
GAITER	6	23	5	15.0084	0.215757	0.3315
GAITERS	7	16	3	10.2675	0.18659	0.298463
GAITS	5	39	7	27.5327	0.182922	0.25746
GAITT	5	15	0	9.86332	0.0360337	0.0415903
GAK	3	19	6	14.2266	0.316131	0.420567
GAKS	4	11	3	7.84042	0.26965	0.375001
GAL	3	129	54	99.8058	0.415744	0.538361
GALA	4	27	3	21.1995	0.130049	0.16058
GALAS	5	16	2	11.554	0.14068	0.189528
GALE	4	66	32	48.5687	0.472342	0.645572
GALED	5	25	2	17.773	0.095083	0.128339
GALES	5	38	20	29.717	0.506289	0.656014
GALIOT	6	11	0	5.30891	0.0332973	0.0528541
GALL	4	16	10	13.1919	0.553582	0.700162
GALS	4	55	13	41.5729	0.237996	0.314418
GALUT	5	15	0	11.2592	0.0360337	0.0370366
GAM	3	68	34	52.321	0.490431	0.640531
GAMA	4	17	3	13.0853	0.192258	0.246024
GAMAS	5	10	2	7.74442	0.20679	0.267717
GAME	4	34	24	25.4708	0.660046	0.895666
GAMED	5	16	0	10.5222	0.0341137	0.039309
GAMER	5	24	16	16.8528	0.621654	0.898024
GAMERS	6	12	9	8.12567	0.664158	1
GAMES	5	21	12	15.8434	0.531824	0.719549
GAMEST	6	10	0	5.4584	0.0360236	0.0516486
GAMIN	5	16	2	10.3213	0.14068	0.209309
GAMINE	6	10	1	5.39227	0.117901	0.206306
GAMS	4	33	7	24.2271	0.217292	0.293724
GAN	3	186	111	142.925	0.591233	0.771272
GANDER	6	13	7	8.90893	0.489039	0.73351
GANE	4	95	22	69.361	0.23274	0.318094
GANG	4	19	12	14.3093	0.568393	0.774075
GANNET	6	14	0	7.50585	0.0271362	0.0393545
GANS	4	66	25	50.6873	0.372207	0.487247
GANT	4	73	42	53.9279	0.559379	0.762171
GANTS	5	43	20	31.7614	0.450978	0.61568
GAOL	4	28	0	19.888	0.0319449	0.0340895
GAOLS	5	12	0	8.40635	0.0433538	0.0477134
GAP	3	56	30	43.5551	0.521972	0.675872
GAPE	4	23	19	17.9477	0.744062	0.982092
GAPER	5	16	12	13.012	0.673511	0.860038
GAPES	5	14	8	11.5792	0.515291	0.648262
GAPO	4	20	1	15.3329	0.0844672	0.100116
GAPS	4	24	10	17.7172	0.394879	0.540793
GAR	3	198	110	151.399	0.551114	0.722189
GARB	4	15	3	11.2709	0.212597	0.27925
GARDA	5	16	0	11.4096	0.0341137	0.0366049
GARDEN	6	14	0	8.52496	0.0271362	0.0351857
GARE	4	132	65	94.2919	0.485774	0.681675
GARES	5	81	41	59.6874	0.497092	0.677902
GARI	4	84	1	61.8782	0.0229703	0.027353
GARIS	5	41	1	26.0983	0.0374759	0.0533627
GARMS	5	11	0	7.96009	0.0465028	0.0499666
GARNET	6	16	0	9.5625	0.0241564	0.0317605
GARNETS	7	12	0	5.20493	0.0225179	0.0546493
GARNI	5	32	0	22.1508	0.0184147	0.0199733
GAROTE	6	16	0	9.80543	0.0241564	0.0310528
GARRE	5	24	6	16.2635	0.248069	0.36456
GARRES	6	16	4	9.78924	0.243774	0.398578
GARRET	6	15	3	8.47768	0.199842	0.348728
GARS	4	96	14	68.9892	0.150335	0.207323
GART	4	89	16	64.3907	0.183189	0.251698
GARTER	6	15	2	9.66986	0.141748	0.217221
GARTH	5	22	1	16.1708	0.0662248	0.0833594
GAS	3	179	69	138.372	0.38408	0.497351
GASES	5	18	0	14.9085	0.0308284	0.0287944
GASH	4	39	13	29.1998	0.326748	0.438456
GASHER	6	11	1	6.52834	0.108978	0.175564
GASP	4	22	5	15.4293	0.232355	0.326924
GASSER	6	11	4	7.2674	0.336019	0.518767
GAST	4	88	44	65.3297	0.489844	0.663049
GASTED	6	18	7	13.7637	0.36807	0.493863
GASTER	6	26	13	18.1152	0.476368	0.694319
GASTS	5	16	6	12.1406	0.353812	0.47483
GAT	3	177	116	134.814	0.648328	0.853462
GATE	4	107	79	77.8497	0.721509	0.996724
GATED	5	30	9	21.7596	0.294199	0.407414
GATER	5	62	47	44.2652	0.735556	1
GATERS	6	37	28	27.1126	0.725261	1
GATES	5	63	32	45.689	0.496296	0.688277
GATH	4	39	11	28.1742	0.280134	0.387356
GATHER	6	16	4	10.1036	0.243774	0.387389
GATHS	5	12	2	8.81741	0.178785	0.239847
GATOR	5	27	2	19.5825	0.0886947	0.117319
GATORS	6	10	0	7.2843	0.0360236	0.040395
GATS	4	95	33	70.8177	0.343957	0.462467
GAU	3	64	7	49.6058	0.120973	0.15233
GAUD	4	15	1	10.807	0.106807	0.135049
GAUM	4	13	0	9.36916	0.0602896	0.0651804
GAUN	4	21	5	15.5829	0.241684	0.324095
GAUR	4	29	0	21.1434	0.0309741	0.0322534
GAURS	5	19	0	12.6067	0.0294122	0.0334962
GAUS	4	27	0	22.1043	0.0329786	0.0309764
GAW	3	40	11	31.8127	0.278691	0.349988
GAWS	4	17	3	11.349	0.192258	0.277636
GAY	3	36	16	28.874	0.432443	0.544388
GAYER	5	10	1	6.1911	0.128468	0.191665
GAYS	4	20	12	16.2169	0.544617	0.693743
GEAL	4	65	23	47.4546	0.348583	0.478684
GEALS	5	25	12	19.7565	0.455214	0.587026
GEAN	4	69	16	50.8589	0.233443	0.315933
GEANS	5	32	11	23.4493	0.3348	0.460005
GEAR	4	106	44	76.471	0.409618	0.569105
GEARE	5	49	24	36.2133	0.475977	0.649073
GEARED	6	12	5	8.07794	0.382734	0.581939
GEARES	6	33	17	22.6685	0.495265	0.729606
GEARS	5	55	22	40.2711	0.391919	0.538115
GEASON	6	11	0	6.03901	0.0332973	0.0474455
GEAT	4	87	20	62.1826	0.231221	0.322498
GEATS	5	42	13	30.414	0.304689	0.422274
GED	3	117	12	89.6274	0.109285	0.140381
GEDS	4	43	6	32.086	0.149647	0.19713
GEE	3	72	27	57.8362	0.372156	0.464908
GEED	4	24	6	18.7859	0.251537	0.322278
GEEP	4	11	0	7.75556	0.0683793	0.075783
GEES	4	44	4	33.2974	0.104774	0.133997
GEEST	5	21	0	16.604	0.0269372	0.0260963
GEIST	5	34	1	25.2452	0.0446108	0.0550655
GEIT	4	76	1	53.4216	0.0252701	0.0315144
GEITS	5	42	1	30.2465	0.0366388	0.0463878
GEL	3	103	20	76.6247	0.198542	0.265129
GELD	4	21	0	14.9161	0.0409235	0.0440127
GELID	5	13	0	8.82295	0.0406043	0.0457859
GELS	4	47	7	34.892	0.157532	0.209189
GELT	4	44	5	33.8776	0.125648	0.159585
GELTS	5	24	5	18.4183	0.210711	0.27487
GEM	3	73	14	54.8329	0.197972	0.261226
GEMS	4	30	7	21.5864	0.236518	0.326381
GEN	3	172	83	133.947	0.479025	0.616399
GENA	4	79	1	59.2449	0.0243557	0.0285259
GENAL	5	24	0	16.0796	0.0239182	0.0268753
GENAS	5	36	1	25.2438	0.0423093	0.0550684
GENE	4	45	12	34.7989	0.266213	0.344985
GENES	5	23	7	16.5741	0.296505	0.41365
GENET	5	19	0	14.9648	0.0294122	0.028696
GENETS	6	15	0	8.64776	0.0255598	0.0347423
GENIAL	6	18	0	9.46821	0.0217663	0.032044
GENIC	5	16	0	11.1211	0.0341137	0.0374422
GENIE	5	35	1	24.1309	0.0434296	0.0574606
GENIES	6	17	1	8.75423	0.074946	0.13589
GENII	5	15	0	10.1266	0.0360337	0.0406478
GENIP	5	15	0	10.9161	0.0360337	0.0380608
GENITAL	7	10	0	4.68041	0.0263554	0.059784
GENOA	5	25	1	18.2144	0.0590699	0.0747138
GENOM	5	10	0	7.67406	0.050145	0.0515262
GENRE	5	22	0	16.4946	0.0258496	0.026255
GENRES	6	12	0	8.25745	0.0309546	0.0361921
GENS	4	79	25	58.8611	0.313843	0.421985
GENT	4	69	34	51.9791	0.480338	0.641847
GENTES	6	11	4	7.43958	0.336019	0.508302
GENTIL	6	10	0	5.63734	0.0360236	0.0502759
GENTS	5	40	25	29.4928	0.599524	0.822142
GEO	3	116	2	91.2756	0.0267041	0.0308521
GEOS	4	38	0	29.6532	0.0243218	0.023627
GER	3	224	51	166.837	0.229171	0.307041
GERE	4	77	22	55.5029	0.284521	0.394536
GERENT	6	15	0	10.9834	0.0255598	0.0280244
GERES	5	53	14	39.3483	0.262522	0.354378
GERLE	5	19	0	13.9021	0.0294122	0.0306771
GERLES	6	13	0	9.0334	0.0289199	0.0334196
GERM	4	38	6	27.942	0.167502	0.224264
GERMS	5	20	2	13.4493	0.115964	0.165483
GERNE	5	31	0	23.0255	0.01896	0.0192607
GERNES	6	16	0	9.59983	0.0241564	0.0316497
GERS	4	119	10	81.9425	0.0896561	0.127835
GERT	4	104	5	73.7591	0.0557824	0.0757574
GESSO	5	11	0	8.29311	0.0465028	0.0482657
GEST	4	100	36	74.4738	0.356278	0.47955
GESTE	5	33	11	26.4396	0.32544	0.410755
GESTS	5	26	15	20.8619	0.543674	0.692212
GET	3	186	65	141.269	0.348834	0.45941
GETA	4	88	2	62.2047	0.0328513	0.0427497
GETAS	5	44	0	30.784	0.0136897	0.0146305
GETS	4	107	35	80.5028	0.324775	0.432479
GEUM	4	11	0	7.81075	0.0683793	0.0753637
GEY	3	41	2	32.0994	0.0714394	0.0841789
GHAST	5	15	0	11.6053	0.0360337	0.0360577
GHAT	4	30	1	23.2025	0.0595545	0.069057
GHATS	5	17	0	12.6404	0.032388	0.0334165
GHEE	4	13	0	9.4385	0.0602896	0.0647909
GHI	3	58	0	45.3797	0.0194002	0.0185614
GHIS	4	18	0	13.2614	0.0465282	0.0487339
GHOST	5	11	0	8.52006	0.0465028	0.0471714
GIANT	5	24	5	15.8289	0.210711	0.315967
GIANTS	6	11	1	6.86422	0.108978	0.168156
GIB	3	27	4	20.1987	0.168941	0.218573
GIBE	4	12	2	9.36075	0.189825	0.238764
GIBS	4	11	3	7.77497	0.26965	0.37747
GID	3	86	24	67.7571	0.280698	0.355996
GIDS	4	29	10	22.797	0.334877	0.430738
GIE	3	152	14	118.748	0.0975691	0.123109
GIED	4	50	2	37.7007	0.0560096	0.0690269
GIEN	4	63	0	46.8843	0.0152337	0.0153267
GIES	4	80	8	59.4659	0.107493	0.142004
GIF	3	25	1	20.8926	0.0764109	0.0817202
GIG	3	13	3	10.3528	0.250346	0.310815
GILA	4	56	1	42.9638	0.0337068	0.0388173
GILAS	5	24	0	16.3573	0.0239182	0.026457
GILD	4	20	2	15.2864	0.126299	0.157688
GILET	5	22	0	14.6894	0.0258496	0.0291845
GILETS	6	15	0	7.87536	0.0255598	0.0377336
GILL	4	18	9	13.8651	0.457388	0.60837
GILLS	5	10	6	6.2206	0.520081	0.839397
GILT	4	37	3	29.9735	0.0982566	0.11674
GILTS	5	14	0	9.5148	0.0381827	0.0429074
GIN	3	189	73	142.314	0.384906	0.511467
GING	4	20	10	14.6933	0.460953	0.6378
GINN	4	41	5	30.3206	0.134042	0.17706
GINNER	6	16	1	9.4565	0.0790609	0.126846
GINS	4	86	23	63.3747	0.267161	0.362407
GIO	3	112	2	87.9851	0.0276268	0.0319786
GIOS	4	48	0	35.918	0.019636	0.0197402
GIP	3	36	1	27.5871	0.0552765	0.063315
GIPS	4	17	1	13.044	0.0965886	0.115184
GIRD	4	40	1	29.6505	0.0459902	0.055061
GIRDS	5	12	0	7.50106	0.0433538	0.0525176
GIRL	4	34	1	25.5335	0.05327	0.0632453
GIRLS	5	13	1	8.32201	0.104025	0.15004
GIRN	4	53	5	39.123	0.105776	0.139311
GIRNED	6	10	0	4.55802	0.0360236	0.0598737
GIRNIE	6	10	0	5.39872	0.0360236	0.0521232
GIRNS	5	18	2	13.1398	0.127132	0.168983
GIRO	4	56	0	40.0992	0.0170137	0.0177873
GIRON	5	24	0	14.9557	0.0239182	0.0287118
GIROS	5	20	0	12.1915	0.0281204	0.0345128
GIRR	4	23	0	16.4384	0.0378815	0.0404111
GIRRS	5	11	0	6.93577	0.0465028	0.056041
GIRSH	5	10	0	6.62653	0.050145	0.0581762
GIRT	4	58	4	43.2472	0.0810789	0.104638
GIRTH	5	19	1	11.7083	0.0753519	0.111544
GIRTS	5	33	1	21.6378	0.045858	0.0636546
GIS	3	152	29	115.862	0.193865	0.253238
GISM	4	27	0	20.7664	0.0329786	0.0327838
GIST	4	76	17	57.9217	0.225507	0.29544
GISTS	5	14	4	9.92218	0.276737	0.391881
GIT	3	151	57	116.317	0.376031	0.488645
GITANA	6	11	0	5.7562	0.0332973	0.0494037
GITANO	6	12	0	6.69618	0.0309546	0.0434439
GITE	4	91	34	68.2091	0.368991	0.49382
GITES	5	56	19	41.4841	0.334201	0.453116
GITS	4	82	23	63.1357	0.279601	0.363733
GIVE	4	12	5	9.80691	0.378441	0.480468
GLAD	4	33	10	24.7709	0.298581	0.399172
GLADE	5	26	9	16.5693	0.335106	0.524506
GLADS	5	13	4	8.05396	0.294288	0.468592
GLAIR	5	32	0	19.7357	0.0184147	0.0222459
GLAIRE	6	22	0	9.66058	0.0181706	0.0314709
GLAIRES	7	13	0	4.79771	0.0209898	0.0585536
GLAIRS	6	16	0	7.19732	0.0241564	0.0408187
GLAM	4	17	3	12.5228	0.192258	0.255446
GLAND	5	12	1	7.74165	0.111069	0.159473
GLANS	5	23	0	14.9212	0.0248464	0.0287723
GLARE	5	46	8	29.1558	0.177171	0.276456
GLARED	6	15	2	8.18784	0.141748	0.251898
GLARES	6	26	4	15.0653	0.157371	0.268456
GLASS	5	12	3	9.48468	0.2465	0.316384
GLAUR	5	10	0	6.23751	0.050145	0.061105
GLEAN	5	21	4	14.3728	0.195233	0.281931
GLED	4	33	0	24.9779	0.027617	0.0276968
GLEDE	5	11	0	7.80832	0.0465028	0.0507821
GLEDS	5	15	0	9.77737	0.0360337	0.0419075
GLEE	4	23	4	17.4213	0.186551	0.242616
GLEES	5	15	3	12.3927	0.20488	0.250111
GLEET	5	12	0	9.81432	0.0433538	0.0417706
GLEI	4	38	0	28.5048	0.0243218	0.0245117
GLEIS	5	14	0	9.29843	0.0381827	0.043768
GLEN	4	39	0	29.6798	0.0237549	0.0236073
GLENS	5	14	0	10.1737	0.0381827	0.0404834
GLENT	5	13	0	10.2551	0.0406043	0.0402028
GLEY	4	15	0	11.6575	0.0539115	0.0543892
GLIA	4	50	0	38.5624	0.0189075	0.0184584
GLIAL	5	14	0	9.40153	0.0381827	0.0433537
GLIAS	5	23	0	16.4178	0.0248464	0.0263677
GLID	4	26	3	18.2625	0.134398	0.183668
GLIDE	5	18	2	11.3452	0.127132	0.192612
GLIM	4	14	0	10.4112	0.0569224	0.0597792
GLINT	5	18	0	12.2272	0.0308284	0.034423
GLIT	4	35	2	26.0565	0.0776042	0.0975083
GLITS	5	18	1	13.3341	0.0789802	0.0993107
GLOAT	5	12	0	7.98848	0.0433538	0.0498169
GLOM	4	12	0	9.05362	0.0640801	0.0670138
GLOP	4	11	0	7.97721	0.0683793	0.0741267
GLOST	5	12	0	8.7467	0.0433538	0.046127
GLUE	4	17	2	12.5479	0.144423	0.18704
GLUER	5	11	1	6.76097	0.119137	0.178428
GLUES	5	10	1	7.13576	0.128468	0.170675
GLUT	4	19	1	15.5395	0.0881549	0.0989482
GLUTE	5	13	1	8.94231	0.104025	0.141119
GNAR	4	99	2	69.7217	0.0293397	0.0382794
GNARL	5	24	2	15.0967	0.0986352	0.149047
GNARLS	6	10	0	7.02739	0.0360236	0.0416726
GNARR	5	18	0	10.8839	0.0308284	0.03816
GNARS	5	47	0	30.185	0.0128645	0.0149072
GNASH	5	15	0	10.1817	0.0360337	0.0404559
GNAT	4	93	0	65.1952	0.0105176	0.0111603
GNATS	5	46	0	30.6886	0.0131283	0.0146739
GNAW	4	21	1	15.6389	0.0810757	0.0983955
GNOW	4	12	0	9.84036	0.0640801	0.062622
GNU	3	63	2	49.9226	0.047901	0.0553592
GNUS	4	25	0	18.4344	0.0352604	0.0364952
GOA	3	108	36	80.7361	0.332811	0.445042
GOAD	4	26	2	19.6525	0.100959	0.12613
GOAF	4	15	0	11.1054	0.0539115	0.0566522
GOAL	4	37	9	27.8834	0.244937	0.324543
GOALS	5	18	6	13.3018	0.319739	0.437554
GOAS	4	43	3	31.7734	0.0856878	0.110548
GOAT	4	54	12	37.1396	0.224836	0.32444
GOATIER	7	10	0	6.07786	0.0263554	0.0478149
GOATS	5	28	8	20.0613	0.280822	0.393119
GOATSE	6	22	1	13.8313	0.0594699	0.0896702
GOB	3	23	5	18.3368	0.231539	0.287293
GOBS	4	10	2	7.2885	0.217127	0.291107
GOD	3	72	17	57.8766	0.240178	0.297966
GODET	5	17	0	11.7606	0.032388	0.0356353
GODS	4	19	5	14.9501	0.262787	0.336079
GOE	3	114	33	90.254	0.290382	0.366724
GOEL	4	27	4	21.0073	0.162406	0.205069
GOELS	5	15	0	12.1449	0.0360337	0.0346307
GOER	4	66	21	49.4272	0.314986	0.421616
GOERS	5	28	10	20.3443	0.345825	0.479622
GOES	4	71	15	56.2719	0.21386	0.269555
GOEST	5	37	0	28.3611	0.0160994	0.015818
GOETH	5	11	0	7.78271	0.0465028	0.0509224
GOEY	4	14	1	10.9032	0.112772	0.134055
GOITER	6	17	0	9.54173	0.0228992	0.0318225
GOLD	4	17	5	12.4171	0.287928	0.39446
GOLE	4	41	18	31.2558	0.423541	0.561093
GOLES	5	29	13	21.8366	0.429375	0.577547
GOLF	4	15	0	10.1582	0.0539115	0.0610069
GON	3	142	72	108.415	0.502149	0.659254
GONAD	5	14	0	8.94255	0.0381827	0.045261
GONE	4	77	43	57.6185	0.544083	0.731846
GONEF	5	11	0	7.49767	0.0465028	0.0525374
GONER	5	41	19	29.533	0.448738	0.627671
GONERS	6	21	8	15.8342	0.363581	0.492531
GONG	4	17	5	12.811	0.287928	0.384085
GONGS	5	10	1	7.7002	0.128468	0.160192
GONIA	5	37	0	23.1997	0.0160994	0.0191249
GONNA	5	11	0	7.87997	0.0465028	0.0503938
GONS	4	59	16	43.9501	0.270553	0.363266
GOO	3	43	22	33.0224	0.496007	0.650809
GOOD	4	12	7	9.27161	0.504185	0.677848
GOOL	4	17	6	12.3298	0.335763	0.465831
GOON	4	22	9	17.2746	0.386763	0.501664
GOONS	5	10	5	7.59126	0.441759	0.602585
GOOR	4	27	2	19.9203	0.0976924	0.124601
GOORS	5	10	1	6.71999	0.128468	0.179318
GOOS	4	22	4	16.4165	0.193752	0.255735
GOOSE	5	12	3	8.3131	0.2465	0.354196
GOR	3	139	59	105.329	0.421645	0.557216
GORA	4	73	1	52.3214	0.0262558	0.0321507
GORAL	5	20	0	12.2973	0.0281204	0.0342479
GORALS	6	10	0	4.88214	0.0360236	0.0566274
GORAS	5	27	0	18.298	0.0215077	0.0238623
GORE	4	83	43	58.265	0.506519	0.724016
GORED	5	27	4	17.5844	0.155882	0.234461
GORES	5	53	32	37.9269	0.585289	0.823816
GORI	4	53	2	37.6386	0.0530568	0.0691345
GORIER	6	12	0	6.3404	0.0309546	0.0455225
GORIEST	7	11	0	3.89993	0.024286	0.0695004
GORIS	5	27	0	17.1799	0.0215077	0.0252913
GORM	4	20	0	15.0238	0.0426355	0.0437368
GORP	4	19	0	13.6571	0.0444968	0.047515
GORS	4	54	4	37.8445	0.0866797	0.118768
GORSE	5	40	2	27.3423	0.0617344	0.0857439
GORY	4	19	0	14.0111	0.0444968	0.046475
GOS	3	114	31	88.6436	0.2734	0.351198
GOSH	4	25	2	20.2184	0.104452	0.122941
GOSLET	6	10	0	4.79912	0.0360236	0.0574249
GOSS	4	20	3	14.7174	0.168131	0.222239
GOSSE	5	14	1	9.8592	0.0978212	0.129718
GOSTER	6	16	0	10.3086	0.0241564	0.0296828
GOT	3	114	43	84.9949	0.375293	0.503628
GOTH	4	30	2	20.9989	0.0890484	0.118799
GOTTA	5	11	1	6.60324	0.119137	0.181905
GOUT	4	20	4	15.2752	0.209962	0.272472
GOUTS	5	13	3	9.74961	0.230867	0.308926
GOYS	4	13	0	10.0491	0.0602896	0.0615515
GRAB	4	23	0	16.6933	0.0378815	0.0398647
GRACE	5	18	7	13.9565	0.367891	0.483749
GRAD	4	45	17	32.457	0.368451	0.512742
GRADE	5	28	14	18.09	0.475832	0.739134
GRADER	6	10	5	5.8899	0.445408	0.764214
GRADES	6	12	7	7.07204	0.523446	0.898473
GRADS	5	17	3	11.1071	0.184151	0.275636
GRAIL	5	26	14	17.2394	0.508913	0.772702
GRAILE	6	14	6	9.13853	0.397199	0.619343
GRAILS	6	12	7	7.33261	0.523446	0.870696
GRAIN	5	47	30	29.7052	0.615665	0.976825
GRAINE	6	19	11	10.8946	0.539279	0.945636
GRAINES	7	11	7	5.15801	0.573924	1
GRAINS	6	16	13	9.21267	0.737915	1
GRAIP	5	13	0	8.84517	0.0406043	0.0456875
GRAITH	6	15	0	7.55165	0.0255598	0.0391461
GRAM	4	38	18	26.7457	0.453862	0.648627
GRAME	5	26	8	18.3635	0.300345	0.426737
GRAMES	6	14	6	7.46848	0.397199	0.740117
GRAMS	5	17	6	11.7457	0.335914	0.488996
GRAN	4	81	32	57.5944	0.388895	0.548068
GRANA	5	12	0	8.49829	0.0433538	0.0472742
GRAND	5	23	11	15.3015	0.451738	0.683216
GRANDE	6	13	6	7.87096	0.423308	0.706896
GRANITE	7	14	0	6.73525	0.0196559	0.0436993
GRANS	5	33	8	23.5497	0.241565	0.338351
GRANT	5	31	16	21.2638	0.492786	0.723935
GRANTS	6	21	10	11.8868	0.449738	0.796344
GRAPE	5	11	7	7.97865	0.55494	0.789157
GRAPH	5	10	0	7.40842	0.050145	0.0530643
GRASP	5	14	5	9.10711	0.336375	0.516389
GRASS	5	12	4	9.45784	0.314216	0.408503
GRASTE	6	26	6	17.0216	0.228259	0.34986
GRAT	4	87	41	61.2959	0.462231	0.657921
GRATE	5	52	34	36.1451	0.632494	0.91596
GRATED	6	15	7	10.5422	0.432219	0.630567
GRATER	6	15	12	10.0477	0.722689	1
