word	rank	track	len	pts	hook	hookClass	hookRank	hookOwned	myRate	fieldRate	topQRate	nTopQ	achievable	rateGap	presPerGame	nCur	expectedGain	expectedGainShrunk	belief	status	findability	findabilityScore	freeShare	pathCount	vowelInitial	pAppear_4x4_casual	pAppear_4x4_goodCasual	pAppear_4x4_spam	pAppear_5x5_casual	pAppear_5x5_goodCasual	pAppear_5x5_spam
DATO	2666	alpha	4	400	DAT	additive	415	16	0.01875	0.022472	0.031008	129	0.031008	0.012258	0.055846	160	0.27382	0.37611	0.032522	unknown	hard to see	0.31076	0	1.275	False	0.038918	0.041692	0.046635	0.072541	0.084189	0.094741
TABI	2667	alpha	4	400	AIT	cellmate	403	5	0.032258	0.046961	0.06383	47	0.06383	0.031572	0.02164	62	0.27329	0.35504	0.059743	unknown	findable	0.64417	0.43548	1.4677	False	0.015595	0.015955	0.01823	0.030559	0.032813	0.03429
CERTS	2668	alpha	5	800	RTS	additive	206	38	0.089109	0.092814	0.098765	81	0.098765	0.0096565	0.035253	101	0.27234	0.34448	0.12562	unknown	findable	0.48645	0.09901	1.396	False	0.019266	0.028456	0.058595	0.028979	0.047344	0.06905
MAUT	2669	par	4	400	AUT	additive	609	1	0.17391	0.17982	0.21622	37	0.21622	0.042303	0.016056	46	0.27169	0.25392	0.23531	unknown	hard to see	0.31023	0	1.4348	False	0.01032	0.009499	0.007605	0.025406	0.025651	0.02486
TOOT	2670	par	4	400	TOO	additive	2496	23	0.65854	0.68966	0.70588	34	0.70588	0.047346	0.014311	41	0.27102	0	0.78974	known	findable	0.99964	1	2.1951	False	0.014684	0.014478	0.01119	0.01648	0.017834	0.0177
AMNIO	2671	alpha	5	800	NIO	additive	652	0	0	0.0048544	0.030303	33	0.030303	0.030303	0.011169	32	0.27077	0.37077	0.024772	unknown	hard to see	0.16654	0	1.2812	True	0.007618	0.007878	0.00798	0.018473	0.021675	0.025032
BAHT	2672	alpha	4	400	BAH	additive	758	0	0	0.048077	0.0625	32	0.0625	0.0625	0.01082	31	0.27051	0.32909	0.032925	unknown	hard to see	0.25643	0.064516	1.3226	False	0.008694	0.008001	0.005535	0.022121	0.020315	0.01841
CONN	2673	par	4	400	ONN	additive	1141	19	0.39024	0.3835	0.4375	32	0.4375	0.047256	0.014311	41	0.27051	0.11497	0.50044	learning	findable	0.95416	0.82927	1.7805	False	0.010333	0.009439	0.00764	0.020851	0.021851	0.022345
MENU	2674	alpha	4	400	ENU	additive	625	0	0.032258	0.040936	0.063492	63	0.063492	0.031234	0.02164	62	0.27037	0.33273	0.058253	unknown	hard to see	0.22747	0.5	1.0806	False	0.012691	0.012557	0.01091	0.02829	0.030143	0.031561
MOTS	2675	par	4	400	OMS	cellmate	413	7	0.40602	0.36438	0.42056	107	0.42056	0.014546	0.046422	133	0.2701	0.11783	0.53084	learning	findable	0.58619	0.72932	1.1955	False	0.030463	0.034626	0.03983	0.053604	0.065709	0.075933
TRIAC	2676	alpha	5	800	TRIA	additive	968	4	0	0.0052083	0.016393	61	0.016393	0.016393	0.020593	59	0.27008	0.38316	0.013966	unknown	findable	0.44303	0.016949	1.3729	False	0.013251	0.01664	0.030265	0.025526	0.036221	0.050652
TASAR	2677	alpha	5	800	SAR	additive	820	20	0	0.0018382	0.012048	83	0.012048	0.012048	0.027923	80	0.26914	0.38619	0.0098114	unknown	findable	0.91792	0.8375	1.475	False	0.018791	0.025299	0.039735	0.022101	0.031286	0.038934
HIDE	2678	par	4	400	EID	cellmate	470	5	0.44697	0.44444	0.46154	104	0.46154	0.014569	0.046073	132	0.26849	0.085894	0.58367	learning	findable	0.61788	0.50758	1.3712	False	0.030168	0.029364	0.025035	0.061198	0.068452	0.072396
OWTS	2679	alpha	4	400	SWO	cellmate	680	5	0.018519	0.042857	0.054054	37	0.054054	0.035536	0.018848	54	0.26791	0.36355	0.043813	unknown	hard to see	0.29803	0.018519	1.2407	True	0.013711	0.013178	0.0097	0.02881	0.028052	0.025391
BEIN	2680	par	4	400	IEN	cellmate	424	22	0.10294	0.11806	0.13115	61	0.13115	0.028206	0.023735	68	0.26779	0.29973	0.14755	unknown	hard to see	0.28013	0	1.25	False	0.018044	0.018475	0.01833	0.030942	0.03422	0.035536
ANNA	2681	alpha	4	400	NNA	additive	838	2	0.069767	0.091304	0.11429	35	0.11429	0.044518	0.015009	43	0.26727	0.31111	0.11388	unknown	findable	0.57894	0.11628	2.1395	True	0.012466	0.012665	0.01136	0.014982	0.016508	0.017328
PEARE	2682	par	5	800	PEAR	additive	501	20	0.5082	0.48675	0.52381	42	0.52381	0.015613	0.021291	61	0.26594	0	0.67237	known	findable	0.67971	0.95082	1.1639	False	0.013777	0.019642	0.041195	0.015178	0.024367	0.036111
CORY	2683	par	4	400	COR	additive	327	26	0.033333	0.10119	0.096774	31	0.096774	0.063441	0.010471	30	0.26572	0.30801	0.076369	unknown	findable	0.70017	0.6	1.4	False	0.00614	0.0057	0.00455	0.018361	0.018202	0.017768
GOAT	2684	par	4	400	TOG	cellmate	574	2	0.29577	0.33491	0.32258	62	0.32258	0.026806	0.024782	71	0.26572	0.18636	0.41455	learning	findable	0.62856	0.69014	1.2676	False	0.018627	0.018048	0.01649	0.038751	0.040845	0.042086
TREM	2685	alpha	4	400	REM	additive	394	40	0.022599	0.055856	0.033333	150	0.033333	0.010734	0.06178	177	0.26527	0.36154	0.037551	unknown	findable	0.55186	0.41808	1.3503	False	0.042074	0.052554	0.080555	0.065634	0.087848	0.11068
ROHE	2686	alpha	4	400	HOR	cellmate	232	7	0.0064516	0.01432	0.018692	107	0.018692	0.01224	0.054101	155	0.26488	0.393	0.015256	unknown	findable	0.37107	0	1.329	False	0.042863	0.043011	0.036065	0.076457	0.080214	0.078714
DEMO	2687	par	4	400	OME	cellmate	196	19	0.125	0.12453	0.14474	76	0.14474	0.019737	0.033508	96	0.26454	0.29228	0.17651	unknown	findable	0.32359	0.072917	1.25	False	0.021941	0.023	0.023065	0.042276	0.049714	0.055088
BIERS	2688	alpha	5	800	IERS	additive	611	14	0.06	0.09854	0.078947	38	0.078947	0.018947	0.017452	50	0.26454	0.35639	0.092391	unknown	findable	0.40771	0.08	1.32	False	0.008842	0.011508	0.016285	0.013837	0.019825	0.023956
GILAS	2689	alpha	5	800	LAS	additive	271	54	0	0.017699	0.026316	38	0.026316	0.026316	0.012565	36	0.26454	0.36588	0.023773	unknown	findable	0.68381	0.66667	1.3333	False	0.007475	0.009276	0.01368	0.013945	0.019552	0.025589
ODOR	2690	alpha	4	400	ROO	cellmate	365	24	0.019231	0.028369	0.055556	36	0.055556	0.036325	0.01815	52	0.26372	0.35705	0.043055	unknown	findable	0.76623	0.65385	1.4423	True	0.016916	0.016609	0.013215	0.028926	0.031821	0.032171
TOMO	2691	alpha	4	400	TOM	additive	584	6	0	0.061947	0.055556	36	0.055556	0.055556	0.011867	34	0.26372	0.32475	0.0302	unknown	findable	0.66437	0.5	1.4412	False	0.012262	0.011833	0.00956	0.023381	0.024204	0.024421
GENIC	2692	alpha	5	800	NIC	additive	373	8	0	0.0091743	0.028571	35	0.028571	0.028571	0.011518	33	0.26328	0.36207	0.026917	unknown	findable	0.56523	0.48485	1.3333	False	0.006608	0.00749	0.009445	0.013036	0.017306	0.022588
DEMAN	2693	par	5	800	DEM	additive	549	10	0.15517	0.13793	0.17143	35	0.17143	0.016256	0.020244	58	0.26328	0.27067	0.21857	unknown	findable	0.6708	0.65517	1.3276	False	0.01014	0.012249	0.01772	0.018117	0.02589	0.033041
SIGH	2694	par	4	400	IGH	additive	957	9	0.16667	0.15248	0.19512	41	0.19512	0.028455	0.023037	66	0.26221	0.25586	0.22679	unknown	findable	0.59144	0.31818	1.4545	False	0.011455	0.010488	0.008365	0.028758	0.029336	0.030066
SHAD	2695	par	4	400	SHA	additive	357	28	0.35294	0.38178	0.375	88	0.375	0.022059	0.029668	85	0.26178	0.16727	0.46246	learning	findable	0.54126	0.70588	1.1529	False	0.023482	0.023615	0.01945	0.050136	0.05189	0.049352
LEGIT	2696	alpha	5	800	EGI	additive	660	4	0	0.011765	0.032258	31	0.032258	0.032258	0.010122	29	0.26122	0.35594	0.030958	unknown	findable	0.47826	0.34483	1.3103	False	0.006572	0.007075	0.00856	0.012927	0.015445	0.017917
DOLE	2697	par	4	400	OLD	cellmate	295	4	0.42963	0.46322	0.44348	115	0.44348	0.013849	0.04712	135	0.26102	0.10271	0.58937	learning	findable	0.65062	0.62963	1.3259	False	0.033088	0.034804	0.03161	0.05692	0.066701	0.072262
RAMP	2698	par	4	400	PRA	cellmate	434	26	0.3125	0.29961	0.35135	37	0.35135	0.038851	0.016754	48	0.26037	0.15554	0.4264	learning	findable	0.46003	0.5625	1.1875	False	0.008746	0.010151	0.0137	0.020045	0.024964	0.029835
MOLS	2699	par	4	400	OLS	additive	738	13	0.19672	0.27297	0.22727	44	0.22727	0.030551	0.021291	61	0.26019	0.23242	0.27065	unknown	findable	0.46907	0.62295	1.1311	False	0.014905	0.015545	0.013775	0.03178	0.035956	0.037151
HULE	2700	par	4	400	ULE	additive	178	8	0.17949	0.18807	0.22727	44	0.22727	0.047786	0.013613	39	0.26019	0.24244	0.23305	unknown	findable	0.36173	0.076923	1.2821	False	0.009851	0.008234	0.004405	0.027909	0.026431	0.023583
AGEE	2701	alpha	4	400	GEE	additive	1242	1	0.031746	0.033537	0.061224	49	0.061224	0.029478	0.02199	63	0.25929	0.3409	0.056771	unknown	findable	0.71476	0.74603	1.5079	True	0.016305	0.016801	0.016245	0.019071	0.018871	0.018399
STEP	2702	alpha	4	400	ETS	cellmate	782	108	0.066667	0.094255	0.077922	154	0.077922	0.011255	0.057592	165	0.25929	0.3214	0.096143	unknown	findable	0.33314	0	1.297	False	0.03977	0.051857	0.08508	0.053286	0.074223	0.097485
NIDI	2703	alpha	4	400	IDI	additive	1022	1	0.025974	0.038288	0.05	60	0.05	0.024026	0.026876	77	0.25829	0.34823	0.049887	unknown	findable	0.44986	0.27273	1.5195	False	0.018796	0.018807	0.01772	0.031986	0.036548	0.04042
CALM	2704	alpha	4	400	CLA	cellmate	535	9	0.021277	0.088235	0.060606	33	0.060606	0.039329	0.016405	47	0.25808	0.3458	0.049919	unknown	findable	0.56074	0.61702	1.2553	False	0.007607	0.007687	0.00795	0.020472	0.023103	0.025845
DOTES	2705	par	5	800	OTES	additive	108	21	0.61053	0.55442	0.62025	79	0.62025	0.0097268	0.033159	95	0.25802	0	0.74067	known	findable	0.90141	0.82105	1.4632	False	0.023759	0.030426	0.039835	0.035234	0.051507	0.066341
TICH	2706	par	4	400	HIT	cellmate	85	5	0.3	0.26407	0.32308	65	0.32308	0.023077	0.027923	80	0.25775	0.17191	0.39371	learning	findable	0.54649	0.5375	1.2875	False	0.021167	0.021123	0.020975	0.049468	0.055917	0.063384
PORED	2707	par	5	800	POR	additive	361	21	0.32609	0.33882	0.34615	52	0.34615	0.020067	0.016056	46	0.25775	0.15064	0.41592	learning	findable	0.71636	0.78261	1.2826	False	0.009103	0.011832	0.019755	0.016799	0.026748	0.037848
CEES	2708	par	4	400	EES	additive	244	14	0.10714	0.14134	0.12903	62	0.12903	0.021889	0.029319	84	0.25671	0.29704	0.14681	unknown	findable	0.53985	0.21429	1.4286	False	0.028723	0.032593	0.036675	0.03138	0.035955	0.037064
DISS	2709	par	4	400	DIS	additive	909	8	0.18182	0.22959	0.20968	62	0.20968	0.027859	0.023037	66	0.25671	0.24446	0.24655	unknown	findable	0.5977	0.28788	1.5	False	0.018355	0.019304	0.019845	0.029319	0.031057	0.031913
SWARE	2710	par	5	800	WAR	additive	288	12	0.33333	0.32867	0.35135	37	0.35135	0.018018	0.017801	51	0.25659	0.08793	0.45247	learning	findable	0.92632	0.88235	1.451	False	0.009669	0.012176	0.014795	0.015345	0.019989	0.021716
SALIC	2711	alpha	5	800	LIC	additive	640	8	0	0.017094	0.027027	37	0.027027	0.027027	0.011867	34	0.25659	0.35426	0.024996	unknown	findable	0.76391	0.67647	1.4118	False	0.009395	0.011774	0.01787	0.018887	0.026812	0.035371
WAIT	2712	par	4	400	AIT	additive	403	5	0.37975	0.35323	0.40299	67	0.40299	0.023238	0.027574	79	0.25631	0.12549	0.49395	learning	findable	0.52385	0.70886	1.1013	False	0.015413	0.015735	0.015695	0.03352	0.034872	0.035678
SKIT	2713	par	4	400	KIT	additive	336	2	0.31429	0.3253	0.36667	30	0.36667	0.052381	0.012216	35	0.25596	0.15514	0.41965	learning	findable	0.48382	0.54286	1.2286	False	0.007863	0.008165	0.007285	0.012707	0.01301	0.012193
AGONE	2714	alpha	5	800	GON	additive	700	1	0.058824	0.04386	0.085714	35	0.085714	0.026891	0.011867	34	0.2553	0.31811	0.11183	unknown	findable	0.55892	0.52941	1.5	True	0.009278	0.009634	0.01011	0.017383	0.020583	0.023724
DEILS	2715	alpha	5	800	EILS	additive	670	5	0.10256	0.063707	0.11429	70	0.11429	0.011722	0.027225	78	0.2553	0.30684	0.15188	unknown	findable	0.37168	0.15385	1.2692	False	0.016264	0.021539	0.03448	0.025047	0.038077	0.05055
GOTH	2716	par	4	400	OTH	additive	686	13	0.15	0.13115	0.19565	46	0.19565	0.045652	0.013962	40	0.25495	0.25126	0.21323	unknown	findable	0.36612	0.475	1.1	False	0.010164	0.008648	0.005295	0.029077	0.027633	0.026035
SONIC	2717	alpha	5	800	NIC	additive	373	8	0.029851	0.04491	0.043478	46	0.043478	0.013628	0.023386	67	0.25495	0.39473	0.053297	unknown	findable	0.49723	0.52239	1.2537	False	0.011709	0.013527	0.016935	0.02371	0.032353	0.041489
TAILED	2718	par	6	1400	ILED	additive	702	11	0.55556	0.5411	0.56522	46	0.56522	0.0096618	0.018848	54	0.25495	0	0.7724	known	findable	0.74858	0.77778	1.3148	False	0.007319	0.009986	0.022015	0.012633	0.022139	0.034301
AREG	2719	alpha	4	400	GER	cellmate	319	67	0.005102	0.0097865	0.014388	139	0.014388	0.0092864	0.068412	196	0.25412	0.38306	0.013012	unknown	findable	0.65278	0.55102	1.3776	True	0.040046	0.050505	0.07466	0.057353	0.080116	0.10074
HOLT	2720	par	4	400	OLT	additive	338	5	0.19048	0.22897	0.21212	66	0.21212	0.021645	0.029319	84	0.25385	0.23754	0.25629	unknown	hard to see	0.25628	0	1.2262	False	0.019983	0.018223	0.01256	0.0502	0.050966	0.049587
MERL	2721	alpha	4	400	MER	additive	623	60	0.022472	0.033074	0.042857	70	0.042857	0.020385	0.031065	89	0.2533	0.34787	0.04331	unknown	findable	0.36771	0	1.3258	False	0.019407	0.021876	0.02443	0.038549	0.047955	0.053988
RIAD	2722	alpha	4	400	IAD	additive	418	2	0.015789	0.030512	0.025316	158	0.025316	0.009527	0.066318	190	0.25272	0.35607	0.027241	unknown	findable	0.33939	0.073684	1.2632	False	0.039875	0.0472	0.06535	0.068819	0.087224	0.10348
CUED	2723	par	4	400	UCE	cellmate	808	2	0.21053	0.23333	0.25806	31	0.25806	0.047538	0.013264	38	0.25221	0.21022	0.28219	unknown	findable	0.37399	0.28947	1.2368	False	0.008783	0.008113	0.006055	0.020594	0.020685	0.019969
RATU	2724	alpha	4	400	ATU	additive	805	1	0.012422	0.020879	0.023622	127	0.023622	0.0112	0.056195	161	0.25175	0.3612	0.023941	unknown	findable	0.56139	0.71429	1.323	False	0.03387	0.039256	0.0528	0.062766	0.080136	0.095711
RATIONS	2725	par	7	1800	ATIO	additive	276	2	0.3871	0.26733	0.4	30	0.4	0.012903	0.01082	31	0.25131	0	0.80311	known	findable	0.72618	0.83871	1.2581	False	0.003908	0.005933	0.0156	0.011372	0.018496	0.031677
RECAP	2726	par	5	800	ECA	additive	313	29	0.068966	0.12727	0.1	30	0.1	0.031034	0.010122	29	0.25131	0.30349	0.11247	unknown	findable	0.60077	0.7931	1.1379	False	0.006187	0.007647	0.01236	0.011543	0.016167	0.02131
LIPA	2727	alpha	4	400	ILA	cellmate	497	6	0	0.017073	0.029412	68	0.029412	0.029412	0.021291	61	0.25049	0.32331	0.018721	unknown	findable	0.35839	0.2623	1.2295	False	0.015062	0.016362	0.020345	0.029182	0.035749	0.041936
HAWS	2728	par	4	400	SHA	cellmate	357	28	0.35	0.34862	0.39474	38	0.39474	0.044737	0.013962	40	0.24984	0.14204	0.4352	learning	findable	0.32948	0.375	1.125	False	0.008968	0.008014	0.005015	0.021873	0.019362	0.015823
MARL	2729	par	4	400	MAR	additive	359	22	0.24051	0.17248	0.26316	57	0.26316	0.022652	0.027574	79	0.24984	0.19622	0.34559	unknown	findable	0.48326	0.60759	1.1772	False	0.015875	0.018502	0.023465	0.034952	0.043813	0.050917
WERT	2730	alpha	4	400	WER	additive	409	19	0.076923	0.081356	0.094118	85	0.094118	0.017195	0.0363	104	0.24967	0.3089	0.10937	unknown	hard to see	0.27062	0	1.2404	False	0.023987	0.026965	0.028805	0.040259	0.046212	0.048476
CALS	2731	par	4	400	ACS	cellmate	515	3	0.15079	0.21429	0.16495	97	0.16495	0.014155	0.043979	126	0.24901	0.26411	0.21275	unknown	findable	0.55781	0.60317	1.2619	False	0.024704	0.028888	0.037225	0.044625	0.05765	0.06948
DILL	2732	par	4	400	DIL	additive	1483	6	0.52941	0.52857	0.5641	39	0.5641	0.034691	0.017801	51	0.24701	0.0032244	0.72014	known	findable	0.53958	0.15686	1.451	False	0.010206	0.01066	0.01141	0.020282	0.024523	0.028367
GARIS	2733	alpha	5	800	ARIS	additive	41	11	0.040816	0.065789	0.058824	34	0.058824	0.018007	0.017103	49	0.24638	0.36653	0.075446	unknown	findable	0.46227	0.57143	1.1837	False	0.010569	0.014232	0.02559	0.018473	0.027873	0.038637
DARG	2734	par	4	400	DRA	cellmate	491	11	0.080645	0.11364	0.10909	55	0.10909	0.028446	0.02164	62	0.24623	0.29096	0.11912	unknown	hard to see	0.28975	0	1.2581	False	0.013885	0.015672	0.019095	0.029132	0.035491	0.040351
NORIS	2735	alpha	5	800	NOR	additive	50	11	0.016529	0.035494	0.02381	84	0.02381	0.0072806	0.042234	121	0.24599	0.40856	0.031785	unknown	findable	0.47634	0.30579	1.3223	False	0.022898	0.031017	0.0509	0.039655	0.05944	0.080261
NALED	2736	alpha	5	800	NAL	additive	419	9	0.028302	0.024038	0.036585	82	0.036585	0.0082835	0.036998	106	0.24518	0.37887	0.049309	unknown	findable	0.48371	0.40566	1.2925	False	0.017556	0.022782	0.03576	0.02925	0.045372	0.062893
MOAS	2737	par	4	400	OAS	additive	467	10	0.14444	0.19818	0.16393	61	0.16393	0.01949	0.031414	90	0.2449	0.26244	0.20111	unknown	findable	0.41262	0.42222	1.2222	False	0.025403	0.026655	0.025045	0.045077	0.049978	0.051275
VORS	2738	par	4	400	ORS	additive	822	65	0.078947	0.15104	0.125	32	0.125	0.046053	0.013264	38	0.24433	0.28014	0.12681	unknown	findable	0.40506	0.36842	1.2368	False	0.008934	0.009359	0.008685	0.017908	0.018703	0.018891
SIMS	2739	par	4	400	MIS	cellmate	586	20	0.16176	0.19286	0.1875	64	0.1875	0.025735	0.023735	68	0.24433	0.24416	0.22239	unknown	findable	0.39403	0.41176	1.2059	False	0.017881	0.01945	0.020485	0.027589	0.030673	0.032361
SHOE	2740	par	4	400	SHO	additive	411	22	0.31061	0.25591	0.32381	105	0.32381	0.013203	0.046073	132	0.24333	0.15323	0.39737	learning	findable	0.77934	0.68182	1.4318	False	0.04452	0.042809	0.029985	0.070341	0.070081	0.063868
LETHE	2741	alpha	5	800	THE	additive	318	36	0.034483	0.068627	0.064516	31	0.064516	0.030033	0.010122	29	0.2432	0.31693	0.069594	unknown	findable	0.38705	0.51724	1.069	False	0.011245	0.012024	0.012665	0.016159	0.019839	0.021656
NIGH	2742	alpha	4	400	NIG	additive	221	5	0.060606	0.087879	0.086957	46	0.086957	0.02635	0.023037	66	0.24281	0.31494	0.098698	unknown	findable	0.47279	0	1.4545	False	0.013872	0.012382	0.00984	0.03527	0.03715	0.039705
TIRRS	2743	alpha	5	800	IRR	additive	410	3	0.046512	0.092	0.066667	30	0.066667	0.020155	0.015009	43	0.242	0.35253	0.078233	unknown	findable	0.47035	0.11628	1.3721	False	0.010276	0.012677	0.019265	0.014756	0.018424	0.022346
SMILE	2744	par	5	800	MIL	additive	375	22	0.33333	0.26573	0.35135	37	0.35135	0.018018	0.016754	48	0.2415	0.082758	0.46781	learning	findable	0.68748	0.54167	1.4375	False	0.008901	0.01075	0.013745	0.01544	0.02059	0.024349
GLIAS	2745	alpha	5	800	IAS	additive	536	3	0	0.022989	0.027027	37	0.027027	0.027027	0.011169	32	0.2415	0.33342	0.025265	unknown	findable	0.46322	0	1.4375	False	0.006041	0.007249	0.00997	0.011591	0.015716	0.019549
PARSE	2746	par	5	800	RSE	additive	26	75	0.53012	0.5202	0.54054	74	0.54054	0.01042	0.02897	83	0.2415	0	0.71514	known	findable	0.90594	0.83133	1.4578	False	0.016445	0.024676	0.0515	0.022446	0.037214	0.053824
BERE	2747	par	4	400	BRE	cellmate	604	16	0.28866	0.29775	0.30645	62	0.30645	0.017792	0.033857	97	0.24095	0.14544	0.38416	learning	findable	0.31764	0.2268	1.1959	False	0.019249	0.022697	0.030755	0.021873	0.028802	0.033598
SONE	2748	par	4	400	NOS	cellmate	300	6	0.34808	0.37537	0.35316	269	0.35316	0.0050773	0.11832	339	0.24031	0.12814	0.46222	learning	findable	0.73293	0.63717	1.41	False	0.088523	0.10563	0.12841	0.10994	0.14041	0.16468
SAWN	2749	par	4	400	SNA	cellmate	463	14	0.13333	0.20472	0.17143	35	0.17143	0.038095	0.015707	45	0.23934	0.24926	0.18316	unknown	findable	0.54379	0.48889	1.3111	False	0.012441	0.011988	0.0087	0.026539	0.025686	0.022671
SILOS	2750	alpha	5	800	SILO	additive	1455	1	0.05	0.047445	0.071429	42	0.071429	0.021429	0.013962	40	0.23934	0.31134	0.084828	unknown	hard to see	0.20479	0.45	1.1	False	0.011331	0.013688	0.01672	0.017695	0.023482	0.028145
AGAS	2751	alpha	4	400	GAS	additive	626	15	0.02381	0.07	0.064516	31	0.064516	0.040707	0.01466	42	0.2387	0.31902	0.054426	unknown	findable	0.75862	0.59524	1.5238	True	0.011763	0.012259	0.01194	0.01735	0.018294	0.018562
TURR	2752	par	4	400	TUR	additive	666	8	0.09375	0.17	0.14706	34	0.14706	0.053309	0.011169	32	0.23817	0.2566	0.1408	unknown	findable	0.41846	0	1.375	False	0.00932	0.009194	0.007645	0.018193	0.017622	0.016409
KETE	2753	alpha	4	400	EET	cellmate	170	6	0.043478	0.076087	0.11765	34	0.11765	0.074169	0.0080279	23	0.23817	0.26113	0.097955	unknown	findable	0.61834	0.47826	1.3913	False	0.007716	0.008371	0.009435	0.008999	0.009756	0.010549
CANS	2754	par	4	400	SCA	cellmate	1564	42	0.34524	0.38778	0.35537	121	0.35537	0.010134	0.058639	168	0.23769	0.11462	0.44571	learning	findable	0.61106	0.77381	1.1845	False	0.032655	0.038677	0.052465	0.056173	0.071161	0.085898
PELAS	2755	alpha	5	800	LAS	additive	271	54	0.090909	0.090323	0.10638	47	0.10638	0.015474	0.019197	55	0.23764	0.29742	0.13402	unknown	findable	0.72954	0.70909	1.3455	False	0.010203	0.013786	0.02343	0.015307	0.022809	0.030301
SEDATE	2756	alpha	6	1400	DAT	additive	415	16	0.020408	0.034375	0.030303	33	0.030303	0.0098949	0.017103	49	0.23692	0.45616	0.04542	unknown	findable	0.50475	0.63265	1.1837	False	0.009852	0.014911	0.03429	0.010678	0.018861	0.028921
STEARE	2757	par	6	1400	TEA	additive	396	93	0.53509	0.43913	0.53933	89	0.53933	0.0042381	0.039791	114	0.23609	0	0.72924	known	findable	0.81777	0.95614	1.307	False	0.019867	0.036726	0.12291	0.016914	0.036062	0.065565
ABID	2758	alpha	4	400	BID	additive	813	3	0.033898	0.07377	0.0625	32	0.0625	0.028602	0.020593	59	0.2356	0.34709	0.062115	unknown	findable	0.48535	0.55932	1.2203	True	0.007955	0.007645	0.007115	0.018542	0.018946	0.018477
SOWN	2759	par	4	400	SOW	additive	577	8	0.12821	0.20968	0.17143	35	0.17143	0.043223	0.013613	39	0.23535	0.24395	0.18397	unknown	findable	0.42688	0.4359	1.2308	False	0.011245	0.010206	0.006105	0.025763	0.023748	0.020336
LOTI	2760	alpha	4	400	TOI	cellmate	152	6	0.09396	0.090129	0.10526	133	0.10526	0.011303	0.052007	149	0.23514	0.28365	0.13272	unknown	findable	0.53892	0.61745	1.2349	False	0.04038	0.042281	0.043775	0.075695	0.09151	0.10522
LENOS	2761	alpha	5	800	NOS	additive	300	6	0.022727	0.031496	0.032258	62	0.032258	0.0095308	0.030716	88	0.23419	0.38393	0.042613	unknown	findable	0.4123	0.35227	1.25	False	0.020242	0.025185	0.03171	0.03157	0.044167	0.055191
MOCH	2762	par	4	400	MOC	additive	1156	2	0.17647	0.22632	0.22581	31	0.22581	0.049336	0.011867	34	0.23419	0.21372	0.24313	unknown	findable	0.31964	0.32353	1.1471	False	0.006364	0.005552	0.00456	0.021535	0.021871	0.022829
WEAL	2763	par	4	400	WAL	cellmate	269	9	0.40278	0.40476	0.42593	54	0.42593	0.023148	0.025131	72	0.23269	0.071174	0.52015	learning	hard to see	0.20154	0	1.1528	False	0.014821	0.01566	0.01439	0.027611	0.029107	0.028141
DARED	2764	par	5	800	DARE	additive	1039	3	0.40299	0.34419	0.41538	65	0.41538	0.0124	0.023386	67	0.23198	0.054089	0.56039	learning	findable	0.7273	0.77612	1.2985	False	0.014786	0.020261	0.033235	0.020948	0.034788	0.04922
MALS	2765	par	4	400	MAL	additive	645	13	0.2234	0.24618	0.24096	83	0.24096	0.01756	0.03281	94	0.23045	0.1988	0.3104	unknown	findable	0.62386	0.67021	1.2766	False	0.021712	0.025777	0.03337	0.039101	0.050136	0.059221
PRESA	2766	alpha	5	800	RESA	additive	364	24	0.013699	0.027076	0.025	80	0.025	0.011301	0.02548	73	0.23037	0.3324	0.027809	unknown	findable	0.61023	0.58904	1.3151	False	0.016002	0.023535	0.04461	0.023165	0.038551	0.054901
COLES	2767	par	5	800	COLE	additive	162	2	0.60656	0.59697	0.62	50	0.62	0.013443	0.021291	61	0.22897	0	0.76696	known	findable	0.60556	0.77049	1.1803	False	0.01206	0.014784	0.0187	0.020058	0.029226	0.036352
HEAT	2768	par	4	400	AET	cellmate	191	13	0.4556	0.46025	0.46193	197	0.46193	0.0063305	0.090401	259	0.22891	0.036217	0.60899	learning	findable	0.61276	0.59073	1.3166	False	0.072196	0.081357	0.10032	0.097345	0.11523	0.13104
MUTE	2769	par	4	400	UTE	additive	231	37	0.45	0.51307	0.47727	44	0.47727	0.027273	0.020942	60	0.22846	0.030768	0.56883	learning	findable	0.56776	0.55	1.3	False	0.013796	0.013542	0.012705	0.028366	0.030477	0.032096
OWRES	2770	alpha	5	800	OWRE	additive	955	3	0.025641	0.041284	0.046512	43	0.046512	0.020871	0.013613	39	0.22728	0.31203	0.048212	unknown	findable	0.73551	0.5641	1.5128	True	0.009028	0.010867	0.011105	0.015716	0.020049	0.021492
NEWTS	2771	alpha	5	800	NEW	additive	495	2	0.066667	0.054945	0.09375	32	0.09375	0.027083	0.010471	30	0.22688	0.28183	0.10249	unknown	hard to see	0.27023	0.13333	1.1667	False	0.006645	0.007048	0.00651	0.012175	0.013038	0.012443
TAISH	2772	alpha	5	800	AIS	additive	987	10	0	0.0061728	0.013514	74	0.013514	0.013514	0.020942	60	0.2264	0.32362	0.014418	unknown	findable	0.75518	0.63333	1.45	False	0.019028	0.022264	0.02778	0.034779	0.045182	0.054868
