word	rank	track	len	pts	hook	hookClass	hookRank	hookOwned	myRate	fieldRate	topQRate	nTopQ	achievable	rateGap	presPerGame	nCur	expectedGain	expectedGainShrunk	belief	status	findability	findabilityScore	freeShare	pathCount	vowelInitial	pAppear_4x4_casual	pAppear_4x4_goodCasual	pAppear_4x4_spam	pAppear_5x5_casual	pAppear_5x5_goodCasual	pAppear_5x5_spam
ERASE	1	alpha	5	800	ERAS	additive	1	15	0.0082305	0.077765	0.27805	205	0.27805	0.26982	0.084817	243	18.308	18.219	0.014343	unknown	findable	0.47309	0.60082	1.1687	True	0.050305	0.080054	0.18282	0.042248	0.077407	0.11897
STORE	2	par	5	800	TORE	additive	2	8	0.42324	0.46676	0.58192	177	0.58192	0.15868	0.084119	241	10.679	10.269	0.57649	learning	findable	0.81666	0.6639	1.5768	False	0.047671	0.071142	0.1329	0.055568	0.091662	0.12902
HATERS	3	par	6	1400	ATER	additive	43	98	0.55056	0.59551	0.77778	54	0.77778	0.22722	0.031065	89	9.8817	8.8555	0.68734	known	findable	0.66229	0.73034	1.2697	False	0.013028	0.021102	0.048635	0.019995	0.037782	0.060882
ERAS	4	alpha	4	400	RSE	cellmate	26	75	0.06891	0.099736	0.182	500	0.182	0.11309	0.2178	624	9.8524	9.8559	0.095573	unknown	findable	0.71776	0.53365	1.5144	True	0.13198	0.19194	0.36131	0.13921	0.21898	0.29644
STEAD	5	par	5	800	TEAD	additive	17	4	0.19286	0.2935	0.4434	106	0.4434	0.25054	0.048866	140	9.7942	9.5354	0.26672	unknown	findable	0.7781	0.69286	1.4143	False	0.030619	0.044679	0.09003	0.038601	0.061953	0.087459
ASTER	6	par	5	800	ASTE	additive	12	119	0.28267	0.22846	0.38628	277	0.38628	0.10361	0.11483	329	9.5181	9.3325	0.39025	learning	findable	0.48287	0	1.4772	True	0.061077	0.10119	0.25259	0.066154	0.12609	0.20343
STERE	7	par	5	800	TERE	additive	13	20	0.19737	0.22089	0.34615	182	0.34615	0.14879	0.079581	228	9.4724	9.3152	0.26491	unknown	findable	0.60417	0.22368	1.6228	False	0.04447	0.071957	0.18169	0.038322	0.071524	0.11635
RETINA	8	par	6	1400	RETIN	additive	10	6	0.15833	0.20729	0.31858	113	0.31858	0.16025	0.041885	120	9.3969	9.2373	0.24474	unknown	findable	0.93669	0.86667	1.4917	False	0.019065	0.030158	0.08384	0.027789	0.053973	0.096604
STARE	9	par	5	800	TARE	additive	391	24	0.57955	0.56709	0.67509	277	0.67509	0.095545	0.12286	352	9.3911	8.9176	0.79996	known	findable	0.91969	0.82386	1.5028	False	0.061312	0.1027	0.27419	0.066159	0.12344	0.19969
STANES	10	par	6	1400	TANE	additive	3	3	0.37838	0.38621	0.63514	74	0.63514	0.25676	0.025829	74	9.2845	8.8044	0.56755	learning	findable	0.71542	0.7973	1.2703	False	0.014209	0.023356	0.06425	0.015223	0.029276	0.049671
ERASED	11	alpha	6	1400	ERAS	additive	1	15	0.013889	0.080972	0.27692	65	0.27692	0.26303	0.025131	72	9.2544	9.1384	0.030564	unknown	findable	0.64877	0.72222	1.2639	True	0.011114	0.01908	0.055255	0.012043	0.025108	0.043742
STARED	12	par	6	1400	TARE	additive	391	24	0.52941	0.53163	0.71277	94	0.71277	0.18335	0.035602	102	9.1389	8.5261	0.77325	known	findable	0.85021	0.91176	1.3431	False	0.013953	0.026126	0.093875	0.019857	0.044231	0.083212
ERASES	13	par	6	1400	ERAS	additive	1	15	0	0.1	0.35556	45	0.35556	0.35556	0.01815	52	9.0347	8.8221	0.014715	unknown	findable	0.6548	0.69231	1.2885	True	0.010406	0.017515	0.044735	0.008532	0.016627	0.026807
STANE	14	par	5	800	TANE	additive	3	3	0.34389	0.37185	0.48913	184	0.48913	0.14524	0.077138	221	8.9627	8.6839	0.47573	learning	findable	0.73491	0.60181	1.4525	False	0.048977	0.071942	0.14899	0.055485	0.09005	0.132
HALERS	15	par	6	1400	HALE	additive	14	5	0.2381	0.3255	0.67442	43	0.67442	0.43632	0.01466	42	8.9549	8.4563	0.34208	unknown	findable	0.60411	0.54762	1.3333	False	0.006311	0.009769	0.01966	0.012064	0.021899	0.032959
REIST	16	alpha	5	800	EIST	additive	20	8	0.046693	0.088511	0.17051	217	0.17051	0.12381	0.089703	257	8.8852	8.8917	0.069193	unknown	findable	0.52285	0.15175	1.428	False	0.052568	0.079795	0.16915	0.060109	0.10444	0.15853
STORES	17	par	6	1400	TORE	additive	2	8	0.43182	0.46364	0.63793	58	0.63793	0.20611	0.030716	88	8.8632	8.1362	0.61526	learning	findable	0.76058	0.875	1.2727	False	0.014267	0.024355	0.063525	0.015451	0.031027	0.051073
RENTE	18	par	5	800	ENTE	additive	5	15	0.41844	0.40881	0.64341	129	0.64341	0.22497	0.049215	141	8.8575	8.4804	0.59393	learning	findable	0.68305	0.69504	1.3121	False	0.035311	0.049713	0.09953	0.035378	0.056538	0.084803
SIREN	19	alpha	5	800	SIRE	additive	11	5	0.046296	0.095092	0.19048	168	0.19048	0.14418	0.075393	216	8.6961	8.6839	0.070722	unknown	findable	0.84409	0.81019	1.3843	False	0.040187	0.059953	0.1246	0.052366	0.088603	0.13151
SNORE	20	par	5	800	NOR	additive	50	11	0.19412	0.23745	0.375	144	0.375	0.18088	0.059337	170	8.5864	8.4135	0.27051	unknown	findable	0.70438	0.51765	1.5059	False	0.034728	0.048569	0.081695	0.046931	0.07291	0.097805
REATES	21	par	6	1400	ATES	additive	19	82	0.24771	0.2092	0.40816	98	0.40816	0.16046	0.038045	109	8.5465	8.2748	0.33623	unknown	findable	0.68763	0.82569	1.2294	False	0.01945	0.035043	0.11477	0.017446	0.03601	0.065741
TINTER	22	par	6	1400	INTER	additive	7	24	0.34921	0.49756	0.62264	53	0.62264	0.27344	0.02199	63	8.4178	7.869	0.48619	learning	findable	0.72036	0.87302	1.2381	False	0.011864	0.017551	0.04121	0.015075	0.026738	0.045158
STORED	23	par	6	1400	TORE	additive	2	8	0.34568	0.43562	0.55769	52	0.55769	0.21201	0.028272	81	8.3917	7.7777	0.48082	learning	findable	0.90086	0.85185	1.4321	False	0.010509	0.017728	0.042465	0.016479	0.032062	0.051772
ERASER	24	alpha	6	1400	ERAS	additive	1	15	0.017544	0.079167	0.30909	55	0.30909	0.29155	0.019895	57	8.1206	7.9781	0.036146	unknown	findable	0.55089	0.73684	1.1228	True	0.011193	0.018951	0.05205	0.00968	0.020569	0.036937
RINSE	25	par	5	800	NSE	additive	59	21	0.3125	0.31436	0.47742	155	0.47742	0.16492	0.061431	176	8.1049	7.8519	0.4265	learning	findable	0.83594	0.75	1.4375	False	0.038104	0.055052	0.10808	0.049848	0.081566	0.11753
RENTES	26	par	6	1400	ENTE	additive	5	15	0.43243	0.41699	0.65517	58	0.65517	0.22274	0.025829	74	8.0544	7.4202	0.58058	learning	findable	0.86897	0.83784	1.3919	False	0.014369	0.024124	0.064845	0.014748	0.028692	0.049642
HALER	27	par	5	800	HALE	additive	14	5	0.22353	0.30329	0.55814	86	0.55814	0.33461	0.029668	85	7.9419	7.6661	0.30125	unknown	findable	0.70017	0.6	1.4	False	0.016476	0.021849	0.033265	0.030772	0.046903	0.063381
TREAD	28	par	5	800	TREA	additive	49	19	0.10484	0.19674	0.33333	87	0.33333	0.22849	0.043281	124	7.9116	7.7489	0.15007	unknown	findable	0.55627	0.37903	1.371	False	0.028764	0.040964	0.0812	0.039151	0.06174	0.086692
TRACES	29	par	6	1400	RACE	additive	9	20	0.12821	0.28105	0.54286	35	0.54286	0.41465	0.013613	39	7.9023	7.4883	0.2201	unknown	findable	0.71118	0.66667	1.359	False	0.007976	0.012665	0.029445	0.012246	0.021181	0.031585
SNARED	30	par	6	1400	SNAR	additive	24	7	0.1875	0.23333	0.43478	46	0.43478	0.24728	0.022339	64	7.7335	7.3639	0.28553	unknown	findable	0.54875	0.6875	1.1875	False	0.009743	0.016598	0.044205	0.015612	0.031358	0.053
LOSERS	31	par	6	1400	LOSE	additive	16	9	0.37838	0.51415	0.8	30	0.8	0.42162	0.012914	37	7.623	6.8509	0.53057	learning	findable	0.58485	0.75676	1.1622	False	0.005799	0.008938	0.01634	0.008471	0.015445	0.02319
IRONES	32	alpha	6	1400	ONES	additive	4	13	0.025641	0.070175	0.22388	67	0.22388	0.19824	0.027225	78	7.5559	7.4983	0.052649	unknown	findable	0.74309	0.57692	1.5128	True	0.013196	0.021076	0.044615	0.019669	0.035736	0.054904
REEST	33	alpha	5	800	EEST	additive	36	2	0.035714	0.068182	0.19672	122	0.19672	0.16101	0.058639	168	7.553	7.5337	0.051235	unknown	findable	0.86049	0.70238	1.744	False	0.038727	0.058752	0.11375	0.032486	0.054722	0.075021
REENS	34	par	5	800	EENS	additive	23	3	0.14414	0.25641	0.38636	88	0.38636	0.24222	0.038743	111	7.5075	7.3144	0.201	unknown	findable	0.76148	0.57658	1.6126	False	0.027004	0.038487	0.06485	0.02571	0.038867	0.049616
SERA	35	alpha	4	400	RSE	cellmate	26	75	0.038356	0.065323	0.11168	582	0.11168	0.073328	0.2548	730	7.4735	7.5247	0.053887	unknown	findable	0.58556	0.25068	1.4986	False	0.15271	0.23073	0.46645	0.15804	0.26825	0.38543
DERAT	36	par	5	800	DERA	additive	6	13	0.19159	0.16556	0.31638	177	0.31638	0.1248	0.074695	214	7.4572	7.3324	0.26328	unknown	findable	0.68272	0.64019	1.3505	False	0.038079	0.058391	0.14461	0.050465	0.093218	0.14969
RESTS	37	par	5	800	ESTS	additive	28	7	0.37226	0.40466	0.56667	120	0.56667	0.1944	0.047818	137	7.4369	7.1084	0.48638	learning	findable	0.8982	0.75912	1.6423	False	0.029548	0.045172	0.096505	0.030483	0.052746	0.0786
TRACE	38	par	5	800	RACE	additive	9	20	0.11842	0.26207	0.46753	77	0.46753	0.34911	0.026527	76	7.4087	7.1997	0.16193	unknown	findable	0.60575	0.60526	1.3026	False	0.019363	0.026046	0.046875	0.029443	0.042588	0.057402
HEARTS	39	par	6	1400	HEAR	additive	8	15	0.31034	0.43084	0.57143	56	0.57143	0.26108	0.020244	58	7.3997	6.9754	0.45771	learning	findable	0.87599	0.81034	1.431	False	0.011614	0.018029	0.04029	0.016712	0.028652	0.042996
CARTES	40	par	6	1400	ARTE	additive	70	38	0.5873	0.63853	0.82692	52	0.82692	0.23962	0.02199	63	7.3768	6.562	0.85399	known	findable	0.8916	0.85714	1.4127	False	0.009962	0.017117	0.05154	0.014951	0.030054	0.053398
LURES	41	par	5	800	URES	additive	66	11	0.32812	0.46584	0.7381	42	0.7381	0.40997	0.022339	64	7.3265	6.7197	0.44786	learning	findable	0.84858	0.70312	1.5781	False	0.011036	0.014582	0.018765	0.019875	0.029986	0.03834
TRAILS	42	par	6	1400	TRAI	additive	21	11	0.27907	0.356	0.62222	45	0.62222	0.34315	0.015009	43	7.2104	6.7727	0.45219	learning	findable	0.65794	0.83721	1.186	False	0.006618	0.010142	0.023915	0.012329	0.021638	0.033161
SHERE	43	par	5	800	HERE	additive	34	3	0.10112	0.18919	0.38776	49	0.38776	0.28663	0.031065	89	7.1233	6.8498	0.14104	unknown	findable	0.78801	0.69663	1.427	False	0.020496	0.027483	0.04404	0.023406	0.035272	0.04619
ASTERS	44	par	6	1400	ASTE	additive	12	119	0.31183	0.25068	0.46575	73	0.46575	0.15393	0.032461	93	6.9951	6.6096	0.41194	learning	findable	0.44865	0.35484	1.2796	True	0.015462	0.027519	0.092755	0.016345	0.035037	0.064238
RETINE	45	par	6	1400	RETIN	additive	10	6	0.26087	0.32301	0.41573	89	0.41573	0.15486	0.032112	92	6.962	6.7018	0.40069	learning	findable	0.77778	0.94565	1.2717	False	0.016784	0.026718	0.074515	0.018219	0.036325	0.066032
SHINER	46	par	6	1400	SHIN	additive	18	6	0.22222	0.4187	0.61765	34	0.61765	0.39542	0.012565	36	6.9562	6.4833	0.32809	unknown	findable	0.53734	0.66667	1.1944	False	0.007711	0.010656	0.017	0.014843	0.023775	0.032908
REINS	47	par	5	800	REI	additive	86	17	0.14847	0.19293	0.25654	191	0.25654	0.10807	0.07993	229	6.9106	6.8402	0.2135	unknown	findable	0.56073	0.23581	1.4498	False	0.04249	0.062314	0.12827	0.053205	0.090251	0.13451
SHINE	48	par	5	800	SHIN	additive	18	6	0.30952	0.43388	0.60317	63	0.60317	0.29365	0.029319	84	6.8877	6.4763	0.41943	learning	findable	0.64979	0.65476	1.3095	False	0.020673	0.023395	0.02634	0.034885	0.044757	0.052354
TENSE	49	par	5	800	NSE	additive	59	21	0.31788	0.32044	0.4812	133	0.4812	0.16332	0.052705	151	6.8863	6.6309	0.41821	learning	findable	0.56446	0.62914	1.2517	False	0.039273	0.054295	0.099175	0.035292	0.055175	0.077924
IRONE	50	alpha	5	800	RONE	additive	58	8	0.014286	0.05625	0.19008	121	0.19008	0.1758	0.048866	140	6.8723	6.8618	0.025987	unknown	findable	0.62687	0.47143	1.4071	True	0.029428	0.038155	0.05938	0.044488	0.065225	0.086494
SNARE	51	par	5	800	SNAR	additive	24	7	0.21429	0.22787	0.33766	154	0.33766	0.12338	0.068412	196	6.7523	6.601	0.29864	unknown	findable	0.66878	0.54592	1.4031	False	0.04116	0.062285	0.13201	0.051564	0.086491	0.12546
DERATS	52	par	6	1400	DERA	additive	6	13	0.19608	0.15937	0.32979	94	0.32979	0.13371	0.035602	102	6.6644	6.4892	0.29107	unknown	findable	0.77598	0.77451	1.3431	False	0.013953	0.026126	0.093875	0.019857	0.044231	0.083212
LOSER	53	par	5	800	LOSE	additive	16	9	0.42188	0.47081	0.60748	107	0.60748	0.1856	0.044677	128	6.6337	6.2544	0.54989	learning	findable	0.68933	0.625	1.3672	False	0.025706	0.035802	0.05346	0.03792	0.06228	0.085068
REIN	54	par	4	400	REI	additive	86	17	0.12353	0.17014	0.21655	411	0.21655	0.093016	0.17801	510	6.6231	6.6035	0.17447	unknown	findable	0.52083	0.17059	1.4157	False	0.10816	0.14185	0.24	0.13608	0.20297	0.27686
SLATER	55	par	6	1400	ATER	additive	43	98	0.49451	0.51488	0.6413	92	0.6413	0.1468	0.031763	91	6.5278	6.0438	0.71918	known	findable	0.93485	0.89011	1.4615	False	0.012731	0.022364	0.068565	0.018575	0.038294	0.067766
RONES	56	par	5	800	ONES	additive	4	13	0.43077	0.44928	0.54945	182	0.54945	0.11868	0.068063	195	6.4622	6.1654	0.57187	learning	findable	0.71665	0.5641	1.4667	False	0.039429	0.057193	0.10229	0.050648	0.083545	0.11752
INTERS	57	par	6	1400	INTER	additive	7	24	0.45918	0.35333	0.59375	96	0.59375	0.13457	0.034206	98	6.4442	5.9953	0.62765	learning	findable	0.72763	0.5102	1.7245	True	0.017225	0.029307	0.082505	0.024864	0.049611	0.086283
SAINTS	58	par	6	1400	AINT	additive	15	7	0.13333	0.25625	0.41935	31	0.41935	0.28602	0.015707	45	6.2895	5.9347	0.25592	unknown	findable	0.52957	0.68889	1.1556	False	0.008172	0.012461	0.028705	0.011293	0.019207	0.029695
HEART	59	par	5	800	HEAR	additive	8	15	0.25455	0.35936	0.45872	109	0.45872	0.20417	0.038394	110	6.2712	6.0619	0.34024	unknown	findable	0.77689	0.74545	1.3636	False	0.028907	0.037391	0.061015	0.041208	0.057924	0.074965
HALSE	60	alpha	5	800	HALS	additive	33	2	0.025641	0.097458	0.31343	67	0.31343	0.28779	0.027225	78	6.2681	6.1533	0.040661	unknown	findable	0.43221	0.025641	1.359	False	0.016897	0.020884	0.02484	0.028454	0.039007	0.04651
TRAIL	61	par	5	800	TRAI	additive	21	11	0.25893	0.2937	0.45918	98	0.45918	0.20026	0.039092	112	6.2628	6.026	0.37928	learning	findable	0.70954	0.79464	1.2679	False	0.020338	0.027501	0.05651	0.035454	0.055731	0.080832
ELATER	62	par	6	1400	ATER	additive	43	98	0.31579	0.28975	0.48438	64	0.48438	0.16859	0.026527	76	6.2609	5.8799	0.45331	learning	findable	0.70564	0.84211	1.2368	True	0.012486	0.020486	0.06209	0.013555	0.02851	0.052101
TERNES	63	par	6	1400	TERN	additive	22	14	0.17105	0.15289	0.33929	56	0.33929	0.16823	0.026527	76	6.2478	6.0187	0.26055	unknown	findable	0.4573	0.31579	1.3026	False	0.013777	0.022586	0.057685	0.014098	0.026184	0.043056
DEENS	64	par	5	800	EENS	additive	23	3	0.20513	0.32127	0.49091	55	0.49091	0.28578	0.027225	78	6.2243	5.9041	0.27772	unknown	findable	0.74313	0.62821	1.4359	False	0.016882	0.022385	0.03409	0.018183	0.02565	0.031627
TASTER	65	par	6	1400	ASTE	additive	12	119	0.53165	0.53846	0.69231	78	0.69231	0.16066	0.027574	79	6.2022	5.6545	0.65978	known	findable	0.76025	0.77215	1.3291	False	0.015814	0.027375	0.076445	0.016353	0.032775	0.056876
HONES	66	par	5	800	ONES	additive	4	13	0.42	0.56554	0.64198	81	0.64198	0.22198	0.034904	100	6.1983	5.7787	0.55049	learning	findable	0.63849	0.62	1.32	False	0.022638	0.026946	0.02824	0.038083	0.052898	0.065265
REIS	67	par	4	400	REI	additive	86	17	0.053407	0.10012	0.13514	444	0.13514	0.081728	0.18953	543	6.1959	6.2303	0.075846	unknown	findable	0.50507	0.14365	1.4033	False	0.12089	0.16576	0.28269	0.13492	0.20436	0.27396
DRONES	68	par	6	1400	ONES	additive	4	13	0.08	0.22727	0.33333	42	0.33333	0.25333	0.017452	50	6.1896	5.9984	0.14675	unknown	findable	0.64207	0.6	1.34	False	0.007091	0.010859	0.0193	0.012763	0.02217	0.031459
SLATE	69	par	5	800	SLAT	additive	742	32	0.52353	0.51993	0.65359	153	0.65359	0.13007	0.059337	170	6.1741	5.7811	0.71413	known	findable	0.94425	0.90588	1.4706	False	0.033755	0.049661	0.09952	0.042589	0.069482	0.10137
STEIL	70	alpha	5	800	STEI	additive	30	4	0.047904	0.080426	0.17886	123	0.17886	0.13096	0.05829	167	6.1068	6.1057	0.071805	unknown	findable	0.49313	0.13772	1.3892	False	0.033787	0.048321	0.09237	0.042401	0.070401	0.10415
NIDES	71	par	5	800	NIDE	additive	31	2	0.15232	0.19687	0.29661	118	0.29661	0.14429	0.052705	151	6.0839	5.9715	0.2096	unknown	findable	0.58397	0.43046	1.3775	False	0.027815	0.038331	0.06726	0.040603	0.066296	0.094538
RETINAS	72	par	7	1800	RETIN	additive	10	6	0.19608	0.22093	0.38462	39	0.38462	0.18854	0.017801	51	6.0411	5.6881	0.37559	learning	findable	0.96363	0.92157	1.5098	False	0.006195	0.011469	0.041185	0.009806	0.021599	0.042532
MASTER	73	par	6	1400	ASTE	additive	12	119	0.52941	0.62069	0.77143	35	0.77143	0.24202	0.017801	51	6.0314	5.1524	0.68185	known	findable	0.82685	0.7451	1.4314	False	0.008518	0.014279	0.038415	0.013017	0.025948	0.044119
RATEL	74	alpha	5	800	ATEL	additive	32	9	0.00625	0.042609	0.14074	135	0.14074	0.13449	0.055846	160	6.0087	6.0412	0.014283	unknown	findable	0.81114	0.8	1.3562	False	0.032088	0.046474	0.10644	0.044438	0.075815	0.11652
SETA	75	alpha	4	400	SEA	cellmate	107	48	0.030657	0.055265	0.093407	546	0.093407	0.06275	0.23909	685	6.0012	6.0647	0.043448	unknown	findable	0.62622	0.34599	1.5124	False	0.15981	0.22572	0.42677	0.16143	0.25192	0.35455
TREED	76	par	5	800	TREE	additive	76	3	0.20561	0.26148	0.40625	64	0.40625	0.20064	0.037347	107	5.9948	5.7175	0.28249	unknown	findable	0.82449	0.70093	1.4953	False	0.019937	0.027177	0.048735	0.021492	0.032344	0.043359
INNER	77	par	5	800	NNER	additive	27	22	0.048193	0.14669	0.30645	62	0.30645	0.25826	0.02897	83	5.9855	5.8606	0.081807	unknown	findable	0.4808	0.048193	1.4096	True	0.017964	0.022392	0.032025	0.023285	0.033923	0.044408
SAINT	78	par	5	800	AINT	additive	15	7	0.19872	0.23476	0.336	125	0.336	0.13728	0.05445	156	5.98	5.8338	0.29218	unknown	findable	0.74289	0.69872	1.3654	False	0.031439	0.042913	0.075675	0.044999	0.066372	0.090374
ROTAS	79	par	5	800	OTAS	additive	97	2	0.14815	0.16633	0.28	125	0.28	0.13185	0.056545	162	5.9644	5.8663	0.2093	unknown	findable	0.81005	0.75926	1.3889	False	0.031985	0.045413	0.08066	0.04578	0.070156	0.094603
URATES	80	alpha	6	1400	ATES	additive	19	82	0.030769	0.063187	0.21739	46	0.21739	0.18662	0.022688	65	5.9276	5.8681	0.059752	unknown	findable	0.8848	0.86154	1.4	True	0.009127	0.014557	0.0355	0.014229	0.026913	0.04389
SERIN	81	alpha	5	800	ERIN	additive	39	19	0.10189	0.089699	0.18182	231	0.18182	0.079931	0.092496	265	5.9146	5.9112	0.14207	unknown	findable	0.81797	0.68679	1.5019	False	0.04854	0.074377	0.16785	0.060642	0.11066	0.17436
REATE	82	par	5	800	EATE	additive	175	25	0.24762	0.21292	0.34831	178	0.34831	0.1007	0.073298	210	5.9047	5.7547	0.34587	unknown	findable	0.61861	0.75714	1.2095	False	0.04708	0.070949	0.16873	0.041179	0.069528	0.10912
LINERS	83	par	6	1400	INER	additive	73	37	0.62687	0.64414	0.80702	57	0.80702	0.18015	0.023386	67	5.8982	5.1291	0.90249	known	findable	0.89328	0.83582	1.4328	False	0.009381	0.015039	0.039705	0.016147	0.031941	0.055636
STONES	84	par	6	1400	ONES	additive	4	13	0.50769	0.5307	0.69231	52	0.69231	0.18462	0.022688	65	5.8639	5.1972	0.80067	known	findable	0.69824	0.81538	1.2462	False	0.012361	0.018645	0.040055	0.014198	0.025007	0.038056
ARISE	85	par	5	800	ARIS	additive	41	11	0.16379	0.12437	0.25424	177	0.25424	0.090444	0.080977	232	5.8591	5.7845	0.23471	unknown	findable	0.6024	0.34483	1.4569	True	0.048664	0.07234	0.15063	0.057926	0.097698	0.14398
TERNE	86	par	5	800	TERN	additive	22	14	0.13725	0.13664	0.27344	128	0.27344	0.13618	0.053403	153	5.8181	5.7333	0.19652	unknown	findable	0.35056	0.31373	1.2026	False	0.034287	0.047735	0.09345	0.034281	0.05394	0.077263
HONE	87	par	4	400	HON	additive	93	2	0.37363	0.561	0.6014	143	0.6014	0.22777	0.063525	182	5.7877	5.5085	0.48769	learning	findable	0.50582	0.55495	1.2418	False	0.045353	0.044288	0.03592	0.082585	0.092153	0.098797
CANER	88	par	5	800	CANE	additive	52	4	0.26	0.38411	0.46667	90	0.46667	0.20667	0.034904	100	5.7708	5.535	0.3793	learning	findable	0.8496	0.84	1.37	False	0.018239	0.024631	0.04523	0.029576	0.047109	0.069348
RIAL	89	par	4	400	IRA	cellmate	91	7	0.071713	0.11773	0.2356	191	0.2356	0.16389	0.087609	251	5.7433	5.7093	0.10385	unknown	findable	0.41372	0.095618	1.3227	False	0.049494	0.060728	0.09704	0.082597	0.11427	0.14917
STEERS	90	par	6	1400	STEE	additive	78	4	0.42373	0.49052	0.62264	53	0.62264	0.19891	0.020593	59	5.7348	5.2208	0.55424	learning	findable	0.68849	0.81356	1.2373	False	0.010477	0.017696	0.046725	0.008365	0.016525	0.026415
SALET	91	par	5	800	SALE	additive	37	20	0.15341	0.15726	0.27007	137	0.27007	0.11666	0.061431	176	5.7334	5.6455	0.22114	unknown	findable	0.91719	0.82955	1.4886	False	0.034885	0.051211	0.10256	0.041038	0.067523	0.095466
SENTS	92	par	5	800	ENTS	additive	29	11	0.29167	0.35471	0.43243	111	0.43243	0.14077	0.050262	144	5.6601	5.4161	0.38434	learning	findable	0.51657	0.61111	1.2153	False	0.03215	0.046554	0.096815	0.03413	0.055595	0.082437
TENDS	93	par	5	800	ENDS	additive	44	4	0.42056	0.4625	0.60811	74	0.60811	0.18755	0.037347	107	5.6035	5.1494	0.5301	learning	findable	0.69107	0.71028	1.3084	False	0.019653	0.025357	0.038625	0.030731	0.042779	0.055069
REEN	94	par	4	400	RNE	cellmate	121	44	0.14719	0.24145	0.32065	184	0.32065	0.17347	0.080628	231	5.5945	5.5052	0.20208	unknown	findable	0.73349	0.54545	1.5541	False	0.065132	0.08146	0.11371	0.062107	0.082001	0.095327
URATE	95	alpha	5	800	URAT	additive	252	1	0.070796	0.08	0.24675	77	0.24675	0.17596	0.039442	113	5.552	5.478	0.10613	unknown	findable	0.69643	0.80531	1.3894	True	0.01991	0.02652	0.04692	0.031689	0.048178	0.067115
RESIGN	96	alpha	6	1400	RESI	additive	35	21	0	0.088889	0.27027	37	0.27027	0.27027	0.01466	42	5.5469	5.4386	0.018184	unknown	findable	0.93752	0.83333	1.5476	False	0.007012	0.010061	0.021405	0.011112	0.019813	0.031124
TATERS	97	par	6	1400	ATER	additive	43	98	0.62667	0.59138	0.77778	54	0.77778	0.15111	0.026178	75	5.5381	4.6733	0.77974	known	findable	0.89601	0.78667	1.5067	False	0.013379	0.022244	0.06146	0.014168	0.027883	0.047427
SCORE	98	par	5	800	CORE	additive	53	7	0.3125	0.37556	0.56	50	0.56	0.2475	0.027923	80	5.5288	5.0899	0.4324	learning	findable	0.83823	0.8125	1.375	False	0.015818	0.020166	0.029005	0.025591	0.035794	0.044268
NITRES	99	par	6	1400	NITR	additive	38	8	0.42336	0.35012	0.50538	93	0.50538	0.082019	0.047818	137	5.4908	4.9807	0.60308	learning	findable	0.88651	0.78102	1.4964	False	0.018309	0.030556	0.089645	0.025713	0.050743	0.090839
STILE	100	par	5	800	STIL	additive	25	13	0.43396	0.45131	0.55725	131	0.55725	0.12329	0.055497	159	5.4738	5.1324	0.63298	learning	findable	0.74517	0.67296	1.3899	False	0.031644	0.044047	0.08083	0.040993	0.065412	0.092863
TINTERS	101	par	7	1800	INTER	additive	7	24	0.35714	0.53398	0.66667	30	0.66667	0.30952	0.0097731	28	5.445	4.8745	0.5201	learning	findable	0.86014	0.89286	1.3571	False	0.004036	0.007272	0.0226	0.005814	0.012064	0.02296
HEIST	102	alpha	5	800	EIST	additive	20	8	0.025	0.095679	0.18605	86	0.18605	0.16105	0.041885	120	5.3963	5.3879	0.04184	unknown	findable	0.43869	0	1.4	False	0.027092	0.032507	0.040555	0.039938	0.053386	0.066481
DATERS	103	par	6	1400	ATER	additive	43	98	0.60526	0.6092	0.75	52	0.75	0.14474	0.026527	76	5.3752	4.5085	0.81293	known	findable	0.75176	0.72368	1.3553	False	0.011202	0.018867	0.05303	0.017112	0.033758	0.055939
STORER	104	par	6	1400	TORE	additive	2	8	0.35556	0.43197	0.6	30	0.6	0.24444	0.015707	45	5.3752	4.7374	0.49265	learning	findable	0.82808	0.73333	1.4444	False	0.008812	0.013971	0.030085	0.010858	0.019417	0.029963
RANTS	105	par	5	800	ANTS	additive	87	20	0.55488	0.52904	0.67213	122	0.67213	0.11725	0.057243	164	5.3695	4.8776	0.75692	known	findable	0.83756	0.83537	1.3598	False	0.031257	0.04678	0.10443	0.04519	0.073563	0.10898
RAILE	106	par	5	800	AILE	additive	1031	25	0.50413	0.49595	0.66304	92	0.66304	0.15891	0.042234	121	5.3691	4.9001	0.73635	known	findable	0.87618	0.82645	1.4132	False	0.025514	0.034536	0.065265	0.036908	0.058248	0.08218
SIREES	107	alpha	6	1400	SIRE	additive	11	5	0	0.078947	0.26667	30	0.26667	0.26667	0.014311	41	5.3426	5.2189	0.019244	unknown	findable	0.6991	0.78049	1.2683	False	0.008717	0.013478	0.02871	0.007576	0.013504	0.019834
HEARSE	108	par	6	1400	HEAR	additive	8	15	0.31111	0.36391	0.55263	38	0.55263	0.24152	0.015707	45	5.3109	4.8571	0.43234	learning	findable	0.64101	0.86667	1.1333	False	0.009913	0.015199	0.030765	0.011139	0.019702	0.0286
NETTS	109	par	5	800	NET	additive	40	23	0.14583	0.175	0.34328	67	0.34328	0.19745	0.033508	96	5.2929	5.1205	0.20336	unknown	findable	0.60314	0.40625	1.4167	False	0.022896	0.02986	0.048275	0.024132	0.034734	0.047277
