word	len	present	found	opportunity	pts	lc	beliefRaw	beliefWeighted	present_s7to10	found_s7to10	beliefWeighted_s7to10	present_train	found_train	beliefWeighted_train	present_test	found_test	beliefWeighted_test	present_q1	found_q1	beliefWeighted_q1	present_q4	found_q4	beliefWeighted_q4
DOGDOM	6	1	0	0.61738	1400	6	0.12341	0.17935															
DOGE	4	91	32	64.602	400	4	0.34793	0.49192	33	13	0.50736	22	8	0.46175	11	5	0.56124	16	6	0.56596	34	13	0.49667
DOGEAR	6	19	0	11.338	1400	6	0.018741	0.024186	7	0	0.089139	5	0	0.11275	2	0	0.27008	1	0	0.2116	8	0	0.072775
DOGEARS	7	6	0	3.2192	1800	7	0.029615	0.064279	1	0	0.17463				1	0	0.30819				2	0	0.12418
DOGEATE	7	2	0	0.5699	1800	7	0.059418	0.17359															
DOGEATES	8	1	0	0	2200	7	0.079392	0.27371															
DOGEDOM	7	1	0	0.5539	1800	7	0.079392	0.17539															
DOGES	5	55	21	40.703	800	5	0.3742	0.50961	18	7	0.51271	15	7	0.56924	3	0	0.18734	8	4	0.62838	19	7	0.49196
DOGEY	5	8	0	5.3781	800	5	0.059095	0.065575	3	0	0.13476	3	0	0.13914							4	0	0.11478
DOGEYS	6	1	0	0.71038	1400	6	0.12341	0.1699															
DOGFACE	7	1	0	0	1800	7	0.079392	0.27371															
DOGFACES	8	1	0	0	2200	7	0.079392	0.27371															
DOGFISH	7	1	0	0.45741	1800	7	0.079392	0.1871	1	0	0.24369				1	0	0.41442				1	0	0.23989
DOGFOUGHT	9	1	0	0	2600	7	0.079392	0.27371															
DOGGED	6	3	2	2.7238	1400	6	0.45909	0.60882										2	2	0.86639			
DOGGEDER	8	1	0	1	2200	7	0.079392	0.13603										1	0	0.15067			
DOGGER	6	3	2	2.5712	1400	6	0.45909	0.63443	1	1	0.78389	1	1	0.77361				1	1	0.6817	1	1	0.78418
DOGGEREL	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
DOGGERELS	9	1	0	0	2600	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
DOGGERS	7	2	1	2	1800	7	0.31101	0.42518										1	1	0.69212			
DOGGIE	6	1	0	0.47619	1400	6	0.12341	0.19591															
DOGGIES	7	1	0	0.73273	1800	7	0.079392	0.15716															
DOGGINESS	9	1	0	0.39943	2600	7	0.079392	0.19492	1	0	0.25444				1	0	0.43027				1	0	0.25046
DOGGO	5	4	0	3.2568	800	5	0.0937	0.095614	1	0	0.21061				1	0	0.24292	1	0	0.20049	1	0	0.20999
DOGGONE	7	2	0	0.70473	1800	7	0.059418	0.15976	1	0	0.25444				1	0	0.43027				1	0	0.25046
DOGGONER	8	1	0	0.39943	2200	7	0.079392	0.19492	1	0	0.25444				1	0	0.43027				1	0	0.25046
DOGGONES	8	2	0	0.70473	2200	7	0.059418	0.15976	1	0	0.25444				1	0	0.43027				1	0	0.25046
DOGGONEST	9	1	0	0.3053	2600	7	0.079392	0.2091															
DOGGREL	7	1	0	0	1800	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
DOGGRELS	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
DOGIE	5	44	2	28.77	800	5	0.056374	0.081035	14	1	0.14624	9	1	0.21485	5	0	0.11821	9	0	0.066745	14	1	0.14611
DOGIES	6	24	1	13.109	1400	6	0.053302	0.091772	7	0	0.083225	5	0	0.106	2	0	0.26098	6	0	0.072014	7	0	0.082606
DOGLEG	6	3	0	2.358	1400	6	0.076154	0.087845										3	0	0.097724			
DOGLEGS	7	1	0	0.61061	1800	7	0.079392	0.16917										1	0	0.19092			
DOGMA	5	10	0	6.345	800	5	0.049884	0.05736	5	0	0.097219	2	0	0.17177	3	0	0.15463				5	0	0.096972
DOGMAN	6	3	0	1.2754	1400	6	0.076154	0.12868	1	0	0.20329	1	0	0.21892							1	0	0.20209
DOGMAS	6	3	0	1.6088	1400	6	0.076154	0.11257	2	0	0.13484	1	0	0.20384	1	0	0.23589				2	0	0.13392
DOGMEN	6	7	0	3.1647	1400	6	0.043126	0.071046	6	0	0.083849	2	0	0.18703	4	0	0.13385				6	0	0.083226
DOGNAP	6	5	0	3.3868	1400	6	0.055067	0.067493															
DOGNAPED	8	1	0	0.42328	2200	7	0.079392	0.19162															
DOGNAPER	8	3	0	1.0319	2200	7	0.047474	0.13388															
DOGNAPERS	9	3	0	1.0319	2600	7	0.047474	0.13388															
DOGNAPS	7	2	0	0.70214	1800	7	0.059418	0.16001															
DOGREL	6	12	0	7.6656	1400	6	0.027965	0.034372	3	0	0.11483	1	0	0.22232	2	0	0.177	2	0	0.13572	3	0	0.11403
DOGRELS	7	6	0	3.061	1800	7	0.029615	0.06679	2	0	0.13197	1	0	0.2192	1	0	0.31828	1	0	0.32857	2	0	0.13003
DOGROBBER	9	1	0	0.68612	2600	7	0.079392	0.16154	1	0	0.20887	1	0	0.2192							1	0	0.20568
DOGROBBERS	10	1	0	0.68612	3000	7	0.079392	0.16154	1	0	0.20887	1	0	0.2192							1	0	0.20568
DOGS	4	67	20	47.511	400	4	0.29643	0.41912	23	11	0.61814	20	9	0.58639	3	2	0.61198	13	2	0.27899	24	11	0.59589
DOGSHIP	7	1	0	0.73853	1800	7	0.079392	0.15663	1	0	0.20225	1	0	0.21265							1	0	0.19917
DOGSLED	7	3	0	0.60777	1800	7	0.047474	0.16947										1	0	0.32857			
DOGTAIL	7	1	0	0	1800	7	0.079392	0.27371															
DOGTAILS	8	1	0	0	2200	7	0.079392	0.27371															
DOGTOWN	7	1	0	0.49464	1800	7	0.079392	0.1824	1	0	0.23725	1	0	0.24701							1	0	0.23357
DOGTROT	7	2	0	0.47266	1800	7	0.059418	0.18514	1	0	0.29602	1	0	0.30322							1	0	0.29129
DOGY	4	16	1	11.309	400	4	0.10109	0.12804	8	1	0.2259	8	1	0.22683				1	0	0.27199	8	1	0.22593
DOH	3	414	41	304.05	100	3	0.10088	0.13658	134	10	0.10416	99	7	0.098972	35	3	0.14586	65	2	0.062592	136	10	0.10253
DOHS	4	179	18	128.38	400	4	0.10395	0.14347	69	6	0.12472	50	4	0.11784	19	2	0.17687	25	0	0.038	69	6	0.12474
DOHYO	5	5	0	3.46	800	5	0.081735	0.091596	1	0	0.19043	1	0	0.19618							1	0	0.18988
DOHYOS	6	3	0	1.7141	1400	6	0.076154	0.10828	1	0	0.19471	1	0	0.21008							1	0	0.19354
DOILED	6	18	2	10.891	1400	6	0.11857	0.19252	7	1	0.22393	5	0	0.077164	2	1	0.67028	1	1	0.95239	7	1	0.22361
DOILIED	7	4	0	1.2623	1800	7	0.039528	0.12018										1	0	0.17616			
DOILIES	7	8	0	2.3584	1800	7	0.023677	0.080815										2	0	0.15197			
DOILT	5	70	0	46.264	800	5	0.0087883	0.0092944	19	0	0.032395	15	0	0.03997	4	0	0.14212	11	0	0.05481	20	0	0.031097
DOILTER	7	22	0	7.9554	1800	7	0.0098508	0.030239	4	0	0.12169	3	0	0.14656	1	0	0.45922	3	0	0.10599	5	0	0.087939
DOILTEST	8	3	0	0.74576	2200	7	0.047474	0.15598	1	0	0.22613	1	0	0.23616							1	0	0.22264
DOILY	5	20	1	13.668	800	5	0.071835	0.095913	5	0	0.089551	4	0	0.11355	1	0	0.22008	2	1	0.57599	5	0	0.089326
DOING	5	74	14	44.593	800	5	0.19055	0.3142	25	5	0.32126	17	3	0.28049	8	2	0.41667	16	1	0.15116	26	5	0.31227
DOINGS	6	25	5	14.481	1400	6	0.19828	0.34115	7	3	0.73102	4	2	0.62791	3	1	0.73753	4	0	0.096245	8	3	0.66556
DOIT	4	292	19	206.39	400	4	0.067627	0.094529	76	8	0.15103	51	8	0.22151	25	0	0.039291	55	1	0.047022	78	8	0.1473
DOITED	6	31	0	17.875	1400	6	0.011972	0.015832	10	0	0.045615	5	0	0.083396	5	0	0.10539	5	0	0.091584	10	0	0.045254
DOITIT	6	8	0	5.1928	1400	6	0.038907	0.047979	3	0	0.10906	2	0	0.17341	1	0	0.20537				3	0	0.10829
DOITKIN	7	1	0	0	1800	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
DOITS	5	165	10	115.09	800	5	0.063397	0.089668	40	4	0.14774	25	4	0.23548	15	0	0.043482	35	0	0.019124	42	4	0.14137
DOJO	4	2	0	1.9985	400	4	0.17178	0.17813										1	0	0.24905			
DOJOS	5	1	0	0.73047	800	5	0.16708	0.2104										1	0	0.22844			
DOL	3	552	290	410	100	3	0.52406	0.70615	161	86	0.69346	118	59	0.63506	43	27	0.84104	103	57	0.78665	167	88	0.68588
DOLABRATE	9	1	0	0.13634	2600	7	0.079392	0.24052	1	0	0.31813				1	0	0.52061				1	0	0.31299
DOLCE	5	37	0	26.869	800	5	0.016069	0.015677	12	0	0.045519	9	0	0.062046	3	0	0.1364	7	0	0.078599	12	0	0.045412
DOLCES	6	20	0	13.954	1400	6	0.017898	0.019969	6	0	0.062988	4	0	0.10386	2	0	0.14783	4	0	0.090951	6	0	0.062503
DOLCI	5	36	0	26.071	800	5	0.016483	0.016133	7	0	0.071668	7	0	0.07418				8	0	0.06451	8	0	0.064529
DOLE	4	309	187	216.47	400	4	0.60091	0.85972	91	57	0.84556	60	36	0.80305	31	21	0.88107	63	45	1	92	58	0.85214
DOLED	5	57	7	38.17	800	5	0.12769	0.18822	16	3	0.27821	10	2	0.29236	6	1	0.28221	8	2	0.43672	17	3	0.26514
DOLENT	6	48	0	28.375	1400	6	0.0079195	0.010184	15	0	0.035928	10	0	0.053415	5	0	0.12288	12	0	0.039118	15	0	0.03564
DOLENTE	7	16	0	5.8287	1800	7	0.013139	0.039673	6	0	0.10224	3	0	0.11738	3	0	0.4976	3	0	0.14593	6	0	0.10076
DOLERITE	8	7	0	1.5082	2200	7	0.026315	0.10834	3	0	0.179	1	0	0.32533	2	0	0.3365	2	0	0.20622	3	0	0.17631
DOLERITES	9	6	0	0.92706	2600	7	0.029615	0.14121	2	0	0.25984	1	0	0.32533	1	0	0.48055	2	0	0.20622	2	0	0.25577
DOLERITIC	9	2	0	0.63365	2600	7	0.059418	0.16676	1	0	0.22353				1	0	0.38422				1	0	0.22009
DOLES	5	182	120	129.18	800	5	0.65271	0.92256	50	33	0.92022	33	23	0.90446	17	10	0.88329	47	34	1	51	34	0.93198
DOLESOME	8	5	0	3.3568	2200	7	0.033861	0.062243	1	0	0.21921				1	0	0.37767	1	0	0.17379	1	0	0.21584
DOLESOMELY	10	1	0	0.94983	3000	7	0.079392	0.13955															
DOLINA	6	42	0	20.793	1400	6	0.008994	0.013718	19	0	0.031231	11	0	0.053333	8	0	0.087082	7	0	0.091503	19	0	0.030978
DOLINAS	7	20	0	5.7677	1800	7	0.010747	0.040031	10	0	0.087571	7	0	0.10274	3	0	0.46395	3	0	0.15027	10	0	0.086315
DOLINE	6	45	0	24.98	1400	6	0.0084226	0.011512	16	0	0.036652	10	0	0.056683	6	0	0.11527	4	0	0.12359	16	0	0.036358
DOLINES	7	25	0	8.096	1800	7	0.0087552	0.029771	9	0	0.12077	8	0	0.12996	1	0	0.58418	2	0	0.16988	9	0	0.119
DOLING	6	18	8	9.2816	1400	6	0.41526	0.80305	5	4	1	3	2	0.84922	2	2	1	4	2	0.67151	5	4	1
DOLIUM	6	3	0	1.4605	1400	6	0.076154	0.11921	1	0	0.23616	1	0	0.25249				1	0	0.21553	1	0	0.23486
DOLL	4	80	52	59.013	400	4	0.63201	0.86576	26	17	0.81553	20	13	0.78141	6	4	0.75309	9	7	1	28	18	0.80172
DOLLAR	6	15	0	8.3414	1400	6	0.023094	0.031899	6	0	0.078578	4	0	0.1087	2	0	0.21659	1	0	0.19667	7	0	0.070583
DOLLARED	8	2	0	0.69425	2200	7	0.059418	0.16076													1	0	0.28007
DOLLARISE	9	2	0	0.63999	2600	7	0.059418	0.16611													1	0	0.28007
DOLLARISED	10	1	0	0.26018	3000	7	0.079392	0.21666													1	0	0.28007
DOLLARS	7	5	0	2.3578	1800	7	0.033861	0.080829	2	0	0.14642	1	0	0.20684	1	0	0.38422				2	0	0.14425
DOLLED	6	10	5	5.8572	1400	6	0.44161	0.76688	3	2	0.77804	3	2	0.77222				2	1	0.55573	4	3	0.96318
DOLLHOUSE	9	1	0	0.22496	2600	7	0.079392	0.22295										1	0	0.25961			
DOLLHOUSES	10	1	0	0.22496	3000	7	0.079392	0.22295										1	0	0.25961			
DOLLIED	7	7	2	3.764	1800	7	0.24916	0.47778	2	0	0.16514	2	0	0.17547				2	2	0.88318	3	0	0.14417
DOLLIER	7	10	6	6.4344	1800	7	0.52078	0.8448	3	1	0.4395	3	1	0.43775				2	2	0.91294	4	2	0.70622
DOLLIERS	8	5	0	3.2909	2200	7	0.033861	0.063202	3	0	0.11013	3	0	0.11888							3	0	0.10853
DOLLIES	7	14	7	7.4315	1800	7	0.45298	0.86352	4	1	0.42859	3	1	0.51296	1	0	0.39445	3	3	0.93784	5	1	0.39387
DOLLINESS	9	1	0	0.16113	2600	7	0.079392	0.23533															
DOLLING	7	5	4	3.3113	1800	7	0.60736	0.99329	2	2	0.80089	1	1	0.6814	1	1	0.78063	1	1	0.84964	2	2	0.7986
DOLLISH	7	3	0	2.0777	1800	7	0.047474	0.088212	1	0	0.22982	1	0	0.23978				1	0	0.18496	1	0	0.22627
DOLLOP	6	5	0	2.2994	1400	6	0.055067	0.089382	2	0	0.16341	2	0	0.17753				1	0	0.2394	2	0	0.16236
DOLLOPS	7	3	0	0.99273	1800	7	0.047474	0.13653	2	0	0.1753	2	0	0.18572							2	0	0.17266
DOLLS	5	34	18	26.794	800	5	0.5061	0.65475	12	8	0.79175	10	6	0.67564	2	2	0.96794	4	2	0.61532	12	8	0.79153
DOLLY	5	13	4	9.2293	800	5	0.2931	0.419	3	0	0.15457	1	0	0.24697	2	0	0.2104	1	1	0.72271	3	0	0.15415
DOLMA	5	26	0	17.165	800	5	0.0222	0.023883	9	0	0.072354	7	0	0.092879	2	0	0.1968	3	0	0.15177	9	0	0.072176
DOLMADES	8	2	0	0.68414	2200	7	0.059418	0.16173										1	0	0.22017			
DOLMAN	6	11	0	4.2579	1400	6	0.03008	0.056424	6	0	0.10898	5	0	0.14992	1	0	0.24665	1	0	0.23658	6	0	0.1082
DOLMANS	7	6	0	0.81314	1800	7	0.029615	0.15015	3	0	0.22083	3	0	0.23098							3	0	0.21743
DOLMAS	6	13	0	6.7381	1400	6	0.026128	0.038463	4	0	0.12615	2	0	0.21585	2	0	0.20415	2	0	0.15778	4	0	0.12528
DOLMEN	6	5	0	2.4328	1400	6	0.055067	0.08596	1	0	0.17594	1	0	0.19062				1	0	0.23658	1	0	0.17484
DOLMENIC	8	1	0	0.51877	2200	7	0.079392	0.17948															
DOLMENS	7	1	0	0.51877	1800	7	0.079392	0.17948															
DOLOMITE	8	1	0	0.93499	2200	7	0.079392	0.14063										1	0	0.15616			
DOLOR	5	43	0	31.434	800	5	0.013966	0.013495	16	0	0.036276	11	0	0.049642	5	0	0.11681	8	0	0.071472	16	0	0.036192
DOLORS	6	16	0	10.652	1400	6	0.021826	0.025603	8	0	0.064308	7	0	0.077324	1	0	0.28557	3	0	0.098585	8	0	0.063815
DOLOS	5	56	6	43.552	800	5	0.11287	0.14341	17	1	0.10375	12	1	0.13992	5	0	0.1087	10	2	0.29223	17	1	0.10366
DOLOSSE	7	7	0	2.6766	1800	7	0.026315	0.073797	2	0	0.13969	1	0	0.18831	1	0	0.4001	2	0	0.25961	2	0	0.13763
DOLOUR	6	7	0	4.4532	1400	6	0.043126	0.054423										2	0	0.13933			
DOLOURS	7	1	0	0.71237	1800	7	0.079392	0.15904															
DOLPHIN	7	2	0	0.5938	1800	7	0.059418	0.17097															
DOLPHINET	9	1	0	0.15525	2600	7	0.079392	0.23655															
DOLPHINS	8	2	0	0.5938	2200	7	0.059418	0.17097															
DOLS	4	230	52	165.02	400	4	0.22666	0.31574	63	16	0.3423	45	11	0.32524	18	5	0.38758	45	5	0.18741	66	17	0.34634
DOLT	4	176	36	126.66	400	4	0.20575	0.28548	52	12	0.30939	39	9	0.30736	13	3	0.32654	28	6	0.33435	55	12	0.29374
DOLTISH	7	8	0	2.6701	1800	7	0.023677	0.073928	2	0	0.16063	2	0	0.17089							2	0	0.15823
DOLTS	5	91	20	65.377	800	5	0.21997	0.30626	28	6	0.29632	22	5	0.31282	6	1	0.26635	16	2	0.20516	29	6	0.2882
DOM	3	277	113	206.52	100	3	0.40683	0.54622	87	40	0.5797	62	27	0.55693	25	13	0.61445	48	17	0.52282	95	43	0.57098
DOMAIN	6	31	0	17.525	1400	6	0.011972	0.016131	13	0	0.041716	10	0	0.054692	3	0	0.18433	4	0	0.11637	14	0	0.038177
DOMAINAL	8	1	0	0.89461	2200	7	0.079392	0.14365															
DOMAINE	7	19	0	6.8033	1800	7	0.01126	0.03471	6	0	0.13258	5	0	0.14219	1	0	0.58418	3	0	0.20622	7	0	0.10519
DOMAINES	8	12	0	3.7042	2200	7	0.0169	0.057636	2	0	0.23759	2	0	0.24734				2	0	0.26945	3	0	0.16322
DOMAINS	7	17	0	7.0424	1800	7	0.012447	0.033677	6	0	0.11089	5	0	0.12727	1	0	0.50083	2	0	0.26945	6	0	0.10928
DOMAL	5	36	0	22.158	800	5	0.016483	0.018815	14	0	0.047621	9	0	0.072406	5	0	0.11674	5	0	0.099991	14	0	0.047509
DOMANIAL	8	2	0	0.786	2200	7	0.059418	0.15244	1	0	0.29305	1	0	0.30043							1	0	0.28838
DOMATIA	7	4	0	0.15668	1800	7	0.039528	0.23625	2	0	0.36554	1	0	0.36742	1	0	0.58418	1	0	0.32857	2	0	0.35951
DOME	4	132	80	98.888	400	4	0.59621	0.80101	46	32	0.84296	34	22	0.8013	12	10	0.85261	22	11	0.71383	50	34	0.82564
DOMED	5	29	6	20.644	800	5	0.2086	0.29262	9	3	0.42772	8	3	0.48119	1	0	0.23003	3	0	0.14824	9	3	0.42749
DOMES	5	69	51	52.336	800	5	0.71891	0.95779	22	17	0.93789	17	12	0.84324	5	5	1	13	9	0.88727	24	18	0.9222
DOMESTIC	8	1	0	0.80047	2200	7	0.079392	0.15121															
DOMESTICAL	10	1	0	0.80047	3000	7	0.079392	0.15121															
DOMETT	6	6	0	4.4183	1400	6	0.04837	0.054769	3	0	0.10236	2	0	0.129	1	0	0.2817	2	0	0.15236	3	0	0.10163
DOMETTS	7	3	0	2.1254	1800	7	0.047474	0.086863	1	0	0.17728	1	0	0.18772				1	0	0.22017	1	0	0.17461
DOMIC	5	19	0	13.66	800	5	0.029319	0.02945	7	0	0.083764	5	0	0.10256	2	0	0.22919	4	0	0.099827	7	0	0.083555
DOMICAL	7	4	0	1.0635	1800	7	0.039528	0.13182	3	0	0.26345	3	0	0.2723							3	0	0.25931
DOMIER	6	17	0	9.4521	1400	6	0.020691	0.028526	5	0	0.089066	4	0	0.1166	1	0	0.25152	3	0	0.12729	5	0	0.08841
DOMIEST	7	12	0	1.0445	1800	7	0.0169	0.13306	5	0	0.25735	3	0	0.26645	2	0	0.58418	1	0	0.24264	5	0	0.25332
DOMINANCE	9	1	0	0.18584	2600	7	0.079392	0.23038										1	0	0.26945			
DOMINANCES	10	1	0	0.18584	3000	7	0.079392	0.23038										1	0	0.26945			
DOMINATE	8	4	0	0.97931	2200	7	0.039528	0.13746										1	0	0.28299			
DOMINATED	9	2	0	0.69031	2600	7	0.059418	0.16113										1	0	0.28299			
DOMINATES	9	2	0	0.289	2600	7	0.059418	0.21177															
DOMINE	6	32	0	16.179	1400	6	0.011622	0.017391	11	0	0.05391	7	0	0.075405	4	0	0.17799	4	0	0.11946	13	0	0.04825
DOMINEE	7	6	0	1.7054	1800	7	0.029615	0.1004	2	0	0.36554	1	0	0.36742	1	0	0.58418	1	0	0.25815	2	0	0.35951
DOMINEER	8	2	0	0.23104	2200	7	0.059418	0.22184	1	0	0.36554	1	0	0.36742				1	0	0.25815	1	0	0.35951
DOMINEES	8	6	0	1.7054	2200	7	0.029615	0.1004	2	0	0.36554	1	0	0.36742	1	0	0.58418	1	0	0.25815	2	0	0.35951
DOMINES	7	19	0	5.618	1800	7	0.01126	0.040938	5	0	0.18441	4	0	0.19487	1	0	0.58418	3	0	0.19874	6	0	0.13592
DOMING	6	11	1	6.1497	1400	6	0.10571	0.18043	1	0	0.24622	1	0	0.26266				1	0	0.23493	2	0	0.15331
DOMINIE	7	4	0	0.53801	1800	7	0.039528	0.17722	3	0	0.23017	3	0	0.24011				1	0	0.32857	3	0	0.22661
DOMINIES	8	3	0	0.36508	2200	7	0.047474	0.19986	2	0	0.26127	2	0	0.27021				1	0	0.32857	2	0	0.25716
DOMINION	8	1	0	0.27576	2200	7	0.079392	0.21399															
DOMINO	6	9	0	4.3385	1400	6	0.03544	0.055579	3	0	0.14088	3	0	0.15383				1	0	0.22761	4	0	0.13994
DOMINOES	8	3	0	0.91028	2200	7	0.047474	0.14246										1	0	0.26945	1	0	0.35951
DOMINOS	7	3	0	1.1731	1800	7	0.047474	0.12514	1	0	0.30743	1	0	0.31393							1	0	0.30249
DOMOIC	6	5	0	2.6114	1400	6	0.055067	0.081771	3	0	0.14466	3	0	0.15782							4	0	0.12085
DOMS	4	102	22	76.674	400	4	0.21732	0.28892	36	6	0.22035	23	4	0.23861	13	2	0.21804	18	5	0.40659	39	7	0.23506
DOMY	4	20	1	16.017	400	4	0.084149	0.094282	7	0	0.09007	5	0	0.12021	2	0	0.1946	5	0	0.12919	7	0	0.090256
DON	3	727	445	538.26	100	3	0.6107	0.82546	226	133	0.75276	167	101	0.76545	59	32	0.70105	147	95	0.95649	233	137	0.75145
DONA	4	304	8	215.36	400	4	0.029262	0.039979	86	2	0.041609	66	1	0.034241	20	1	0.10875	58	1	0.042686	88	2	0.040592
DONAHS	6	22	0	10.921	1400	6	0.01642	0.025027	4	0	0.12041	4	0	0.13208				3	0	0.12479	4	0	0.11957
DONAIR	6	49	0	26.335	1400	6	0.0077649	0.010942	17	0	0.032465	13	0	0.045811	4	0	0.12974	6	0	0.083992	18	0	0.030373
DONAIRS	7	16	0	4.4183	1800	7	0.013139	0.050022	6	0	0.10686	4	0	0.12764	2	0	0.4578	3	0	0.20622	6	0	0.10531
DONARIES	8	11	0	3.6333	2200	7	0.018202	0.05852	4	0	0.12798	4	0	0.13744				1	0	0.23916	4	0	0.1261
DONARY	6	12	0	5.9101	1400	6	0.027965	0.043036	3	0	0.15803	3	0	0.1719				2	0	0.16413	3	0	0.15701
DONAS	5	135	4	94.509	800	5	0.033665	0.046335	31	0	0.020699	22	0	0.029751	9	0	0.069306	25	0	0.025501	32	0	0.019955
DONATARIES	10	1	0	0.44312	3000	7	0.079392	0.18897	1	0	0.24625	1	0	0.25574							1	0	0.24241
DONATE	6	75	0	45.597	1400	6	0.0051506	0.0064241	22	0	0.020965	18	0	0.027782	4	0	0.11829	14	0	0.037106	22	0	0.020793
DONATED	7	12	0	4.8338	1800	7	0.0169	0.046452	2	0	0.23763	1	0	0.24739	1	0	0.58418	1	0	0.28299	2	0	0.23395
DONATES	7	46	0	13.845	1800	7	0.0049228	0.018232	14	0	0.044122	11	0	0.052751	3	0	0.37767	8	0	0.10199	14	0	0.043504
DONATING	8	1	0	0.84403	2200	7	0.079392	0.14761	1	0	0.19012				1	0	0.33271				1	0	0.18724
DONATION	8	2	0	0.93499	2200	7	0.059418	0.14063										1	0	0.32857			
DONATIONS	9	1	0	0	2600	7	0.079392	0.27371										1	0	0.32857			
DONATISM	8	4	0	1.0274	2200	7	0.039528	0.13418	2	0	0.22139	2	0	0.23153				1	0	0.28299	2	0	0.21798
DONATIVE	8	1	0	0	2200	7	0.079392	0.27371										1	0	0.32857			
DONATOR	7	7	0	1.7142	1800	7	0.026315	0.10008	3	0	0.2055	2	0	0.21587	1	0	0.58418	2	0	0.20028	3	0	0.20236
DONATORIES	10	1	0	0.097142	3000	7	0.079392	0.24921															
DONATORS	8	1	0	0.35619	2200	7	0.079392	0.20119	1	0	0.2631	1	0	0.27196							1	0	0.25896
DONDER	6	28	3	19.012	1400	6	0.11242	0.16445	10	0	0.039567	10	0	0.044205				7	1	0.23729	10	0	0.039252
DONDERING	9	2	0	0.68189	2600	7	0.059418	0.16195															
DONDERS	7	13	2	9.575	1800	7	0.14933	0.21494	5	0	0.070936	5	0	0.077452				3	1	0.4379	5	0	0.069928
DONE	4	432	296	306.35	400	4	0.68141	0.96267	123	75	0.7852	94	55	0.74334	29	20	0.87844	98	68	1	127	77	0.77965
DONEE	5	87	49	61.116	800	5	0.55259	0.79122	21	7	0.49629	16	5	0.45875	5	2	0.55143	25	17	0.96078	22	7	0.47176
DONEES	6	59	29	36.105	1400	6	0.48018	0.78851	14	5	0.65117	10	3	0.53297	4	2	0.80537	21	14	0.92433	15	5	0.61834
DONEGAL	7	7	0	1.7976	1800	7	0.026315	0.097084	1	0	0.31472				1	0	0.51593	1	0	0.32857	1	0	0.30965
DONEGALS	8	3	0	0.22648	2200	7	0.047474	0.22267	1	0	0.31472				1	0	0.51593				1	0	0.30965
DONENESS	8	5	0	0.73153	2200	7	0.033861	0.15727										3	0	0.22268			
DONER	5	226	36	159.46	800	5	0.16012	0.22659	64	4	0.093078	49	2	0.066449	15	2	0.21163	52	7	0.2066	67	5	0.10839
DONERS	6	113	8	76.131	1400	6	0.072883	0.10753	33	1	0.053422	24	0	0.021075	9	1	0.18112	28	1	0.070296	34	1	0.051487
DONG	4	111	52	80.708	400	4	0.46146	0.63823	44	21	0.62439	30	16	0.68146	14	5	0.46594	21	11	0.7642	45	22	0.64006
DONGA	5	43	1	24.157	800	5	0.035785	0.05651	22	1	0.10395	18	0	0.041217	4	1	0.42384	5	0	0.12758	22	1	0.10386
DONGAS	6	10	1	4.4265	1400	6	0.11435	0.23717	4	1	0.53555	2	0	0.2068	2	1	0.79528	1	0	0.21384	4	1	0.53532
DONGED	6	9	2	5.6185	1400	6	0.21365	0.34468	3	0	0.13466	2	0	0.16564	1	0	0.31056	4	2	0.56973	3	0	0.13374
DONGING	7	2	1	1.0407	1800	7	0.31101	0.62621	1	1	0.88631	1	1	0.85506				1	0	0.21458	1	1	0.88172
DONGLE	6	15	6	7.7447	1400	6	0.37147	0.71602	4	2	0.79874	3	1	0.52337	1	1	0.98676	3	2	1	4	2	0.79893
DONGLES	7	6	3	2.5044	1800	7	0.4058	0.93644	2	2	1	1	1	0.89818	1	1	0.99415	1	0	0.20419	2	2	1
DONGOLA	7	2	0	0.46038	1800	7	0.059418	0.18671															
DONGOLAS	8	1	0	0.46038	2200	7	0.079392	0.18671															
DONGS	5	37	22	27.548	800	5	0.5684	0.77599	11	7	0.75317	9	6	0.76356	2	1	0.52391	8	4	0.62342	12	8	0.789
DONING	6	21	3	11.651	1400	6	0.14631	0.25973	9	1	0.28365	6	0	0.11392	3	1	0.57297	3	1	0.42771	9	1	0.28329
DONINGS	7	7	0	3.3261	1800	7	0.026315	0.062687	1	0	0.28292				1	0	0.4714	2	0	0.14418	1	0	0.27843
DONKEY	6	1	0	0.46512	1400	6	0.12341	0.19734															
DONKO	5	6	0	4.2873	800	5	0.072479	0.07821	3	0	0.14293	3	0	0.14752							3	0	0.14254
DONKOS	6	3	0	1.4759	1400	6	0.076154	0.11848	1	0	0.19019	1	0	0.20541							1	0	0.18903
DONNA	5	53	0	36.943	800	5	0.011464	0.011555	19	0	0.031516	16	0	0.037225	3	0	0.16332	7	0	0.07588	19	0	0.031443
DONNARD	7	3	0	0.44216	1800	7	0.047474	0.18909	3	0	0.24642	2	0	0.25591	1	0	0.58418				3	0	0.24258
