word	len	present	found	opportunity	pts	lc	beliefRaw	beliefWeighted	present_s7to10	found_s7to10	beliefWeighted_s7to10	present_train	found_train	beliefWeighted_train	present_test	found_test	beliefWeighted_test	present_q1	found_q1	beliefWeighted_q1	present_q4	found_q4	beliefWeighted_q4
AAH	3	257	0	190.66	100	3	0.0042843	0.0039902	65	0	0.017153	49	0	0.022939	16	0	0.063601	55	0	0.018066	69	0	0.016092
AAHED	5	28	0	19.375	800	5	0.02076	0.021339	4	0	0.1195	4	0	0.12346				8	0	0.069626	4	0	0.11919
AAHING	6	11	0	6.9533	1400	6	0.03008	0.037429	6	0	0.087307	5	0	0.096487	1	0	0.39449	1	0	0.17206	6	0	0.086663
AAHS	4	116	0	84.096	400	4	0.0084165	0.007954	23	0	0.038383	18	0	0.051519	5	0	0.11864	31	0	0.030202	24	0	0.037036
AAL	3	372	5	271.1	100	3	0.016288	0.021138	90	1	0.026056	60	1	0.039259	30	0	0.035493	92	1	0.027256	97	1	0.024152
AALII	5	16	0	10.862	800	5	0.03399	0.036187	5	0	0.095403	5	0	0.098655				2	0	0.18742	7	0	0.079584
AALIIS	6	9	0	6.2253	1400	6	0.03544	0.041173	2	0	0.12885	2	0	0.14108				1	0	0.23952	4	0	0.080769
AALS	4	178	3	125.75	400	4	0.022042	0.02887	46	0	0.02029	30	0	0.032008	16	0	0.05353	39	1	0.063895	50	0	0.018795
AARGH	5	12	0	8.4249	800	5	0.043157	0.045185	4	0	0.11018	4	0	0.11387				3	0	0.14042	4	0	0.10989
AAS	3	531	5	392.53	100	3	0.011443	0.014628	114	3	0.042966	76	3	0.064805	38	0	0.028606	134	0	0.0075727	127	4	0.048474
ABA	3	117	7	88.626	100	3	0.067352	0.085939	34	2	0.10008	24	2	0.13776	10	0	0.092777	28	3	0.16656	38	2	0.090913
ABAC	4	29	0	21.901	400	4	0.030691	0.028793	9	0	0.084352	7	0	0.10485	2	0	0.21385	3	0	0.16364	9	0	0.084532
ABACI	5	12	0	7.4757	800	5	0.043157	0.050032	3	0	0.12634	3	0	0.13048				3	0	0.15673	3	0	0.126
ABACK	5	7	0	4.8203	800	5	0.065107	0.07148	3	0	0.12136	2	0	0.16045	1	0	0.23133	1	0	0.29782	3	0	0.12104
ABACS	5	8	0	5.4009	800	5	0.059095	0.065354	2	0	0.16464	1	0	0.24121	1	0	0.23133	1	0	0.24379	2	0	0.16418
ABACTOR	7	3	0	0.3978	1800	7	0.047474	0.19514	2	0	0.2816	2	0	0.2896							2	0	0.27713
ABACTORS	8	1	0	0.12512	2200	7	0.079392	0.24295															
ABACUS	6	2	0	0.5625	1400	6	0.094188	0.18544	1	0	0.20414				1	0	0.25988	1	0	0.34296	1	0	0.20293
ABAFT	5	5	0	3.7803	800	5	0.081735	0.085904	2	0	0.15048	1	0	0.22519	1	0	0.21963	2	0	0.17039	2	0	0.15007
ABALONE	7	1	0	0.15755	1800	7	0.079392	0.23607	1	0	0.31183	1	0	0.31804							1	0	0.30681
ABALONES	8	1	0	0.15755	2200	7	0.079392	0.23607	1	0	0.31183	1	0	0.31804							1	0	0.30681
ABAMP	5	5	0	4.1932	800	5	0.081735	0.079532	3	0	0.12027	2	0	0.16432	1	0	0.22126	1	0	0.22999	3	0	0.11996
ABAMPS	6	2	0	1.2381	1400	6	0.094188	0.13077	1	0	0.16216				1	0	0.20537				1	0	0.16112
ABAND	5	10	0	6.5095	800	5	0.049884	0.056164	2	0	0.16797	2	0	0.1732				3	0	0.13683	2	0	0.1675
ABANDED	7	2	0	1.2026	1800	7	0.059418	0.12345															
ABANDON	7	2	0	1	1800	7	0.059418	0.13603															
ABANDONED	9	1	0	1	2600	7	0.079392	0.13603															
ABANDONEDLY	11	1	0	1	3400	7	0.079392	0.13603															
ABANDS	6	4	0	2.9187	1400	6	0.063916	0.075446	1	0	0.20625	1	0	0.22196				1	0	0.16615	1	0	0.20504
ABAS	4	74	6	55.993	400	4	0.090004	0.11557	20	2	0.15416	13	2	0.21709	7	0	0.11052	19	2	0.17557	23	2	0.13465
ABASE	5	42	0	31.552	800	5	0.014277	0.013447	15	0	0.035337	9	0	0.058512	6	0	0.083714	9	0	0.057628	17	0	0.032023
ABASED	6	13	0	8.9845	1400	6	0.026128	0.029855	5	0	0.066444	4	0	0.082128	1	0	0.26412	4	0	0.095549	5	0	0.065936
ABASEDLY	8	1	0	1	2200	7	0.079392	0.13603	1	0	0.17463	1	0	0.18505							1	0	0.17201
ABASEMENT	9	1	0	0.11254	2600	7	0.079392	0.24573	1	0	0.3255	1	0	0.33074							1	0	0.32022
ABASER	6	28	0	19.841	1400	6	0.01316	0.014343	10	0	0.040222	6	0	0.070256	4	0	0.10183	8	0	0.052177	10	0	0.039901
ABASERS	7	7	0	2.2396	1800	7	0.026315	0.083789	2	0	0.29021				2	0	0.48174	4	0	0.11262	2	0	0.28558
ABASES	6	7	0	3.8426	1400	6	0.043126	0.061209	2	0	0.15052				2	0	0.19036	3	0	0.11928	3	0	0.14953
ABASH	5	9	0	6.147	800	5	0.0541	0.05887	2	0	0.17955	1	0	0.25051	1	0	0.24852	3	0	0.13515	2	0	0.17904
ABASHED	7	1	0	0	1800	7	0.079392	0.27371										1	0	0.32857			
ABASING	7	2	0	0.46129	1800	7	0.059418	0.1866										1	0	0.25961			
ABASK	5	4	0	3.1822	800	5	0.0937	0.097179	2	0	0.15668	1	0	0.20942	1	0	0.24852	1	0	0.22725	2	0	0.15625
ABATE	5	49	0	35.098	800	5	0.012349	0.01214	16	0	0.035427	12	0	0.047311	4	0	0.12135	16	0	0.038365	17	0	0.032928
ABATED	6	11	0	9.0817	1400	6	0.03008	0.029569	6	0	0.058573	5	0	0.070047	1	0	0.28505	2	0	0.12181	7	0	0.049679
ABATEMENT	9	1	0	0.11254	2600	7	0.079392	0.24573	1	0	0.3255	1	0	0.33074							1	0	0.32022
ABATEMENTS	10	1	0	0.11254	3000	7	0.079392	0.24573	1	0	0.3255	1	0	0.33074							1	0	0.32022
ABATER	6	34	0	26.409	1400	6	0.01098	0.010913	10	0	0.03794	7	0	0.057572	3	0	0.1223	8	0	0.045979	11	0	0.033906
ABATERS	7	20	0	14.639	1800	7	0.010747	0.017306	8	0	0.047855	6	0	0.07329	2	0	0.20931	2	0	0.10724	9	0	0.041279
ABATES	6	24	0	19.01	1400	6	0.015168	0.014937	9	0	0.041608	7	0	0.061047	2	0	0.13882	8	0	0.049463	9	0	0.041276
ABATING	7	5	0	3.1857	1800	7	0.033861	0.064795	2	0	0.16248	2	0	0.17278							2	0	0.16006
ABATIS	6	14	0	9.8807	1400	6	0.024517	0.027408	6	0	0.069894	6	0	0.077549				3	0	0.097809	6	0	0.069362
ABATOR	6	9	0	5.8522	1400	6	0.03544	0.043397	4	0	0.079005	3	0	0.11286	1	0	0.20537	1	0	0.21772	4	0	0.078414
ABATORS	7	5	0	1.747	1800	7	0.033861	0.098879	2	0	0.16032	1	0	0.31444	1	0	0.30819	1	0	0.24851	2	0	0.15792
ABATTIS	7	5	0	2.9873	1800	7	0.033861	0.06803	1	0	0.20798	1	0	0.21832				3	0	0.10853	1	0	0.2048
ABATTOIR	8	1	0	0	2200	7	0.079392	0.27371										1	0	0.32857			
ABATTU	6	3	0	1.5196	1400	6	0.076154	0.11647	1	0	0.21456	1	0	0.23049				2	0	0.16285	1	0	0.21332
ABB	3	37	10	28.228	100	3	0.27445	0.35906	10	2	0.27834	8	2	0.33202	2	0	0.24017	3	1	0.40889	11	2	0.25409
ABBA	4	4	0	2.7454	400	4	0.12814	0.14911	1	0	0.28311	1	0	0.28455							1	0	0.28303
ABBACY	6	1	0	0.27121	1400	6	0.12341	0.22622															
ABBAS	5	2	0	1.2073	800	5	0.13249	0.17153															
ABBE	4	18	2	12.827	400	4	0.13756	0.18298	4	0	0.15056	3	0	0.17659	1	0	0.28282	2	0	0.19699	4	0	0.15075
ABBED	5	4	2	2.9211	800	5	0.38649	0.56874															
ABBES	5	11	0	8.2903	800	5	0.046277	0.045815	1	0	0.19995	1	0	0.20592				1	0	0.23096	1	0	0.19937
ABBESS	6	1	0	0.97222	1400	6	0.12341	0.14794															
ABBEY	5	4	0	2.997	800	5	0.0937	0.1013										1	0	0.23096			
ABBEYS	6	3	0	2.2807	1400	6	0.076154	0.089882										1	0	0.20062			
ABBOT	5	6	0	4.9755	800	5	0.072479	0.069733	1	0	0.19093	1	0	0.1967				2	0	0.14416	1	0	0.19038
ABBOTS	6	3	0	2.7175	1400	6	0.076154	0.079472										2	0	0.11669			
ABBS	4	12	0	9.3934	400	4	0.06356	0.060854	3	0	0.17214	2	0	0.20609	1	0	0.28282	1	0	0.25595	4	0	0.14339
ABCEE	5	6	0	5.5052	800	5	0.072479	0.064364	3	0	0.10878	3	0	0.11242							3	0	0.10849
ABCEES	6	5	0	3.5505	1400	6	0.055067	0.065093	3	0	0.10072	3	0	0.11098							3	0	0.099995
ABCOULOMB	9	1	0	0	2600	7	0.079392	0.27371										1	0	0.32857			
ABCOULOMBS	10	1	0	0	3000	7	0.079392	0.27371										1	0	0.32857			
ABDUCE	6	3	0	1.7174	1400	6	0.076154	0.10815	1	0	0.1983	1	0	0.21378							1	0	0.19711
ABDUCED	7	1	0	0.13902	1800	7	0.079392	0.23995															
ABDUCENT	8	1	0	0.17809	2200	7	0.079392	0.23191	1	0	0.30597	1	0	0.31256							1	0	0.30106
ABDUCES	7	2	0	0.55607	1800	7	0.059418	0.17514															
ABDUCT	6	3	0	0.77657	1400	6	0.076154	0.16375	1	0	0.25826	1	0	0.27478				1	0	0.34296	1	0	0.25691
ABDUCTED	8	1	0	0.13902	2200	7	0.079392	0.23995															
ABDUCTEE	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABDUCTEES	9	1	0	0	2600	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABDUCTION	9	1	0	0	2600	7	0.079392	0.27371										1	0	0.32857			
ABDUCTIONS	10	1	0	0	3000	7	0.079392	0.27371										1	0	0.32857			
ABDUCTOR	8	1	0	0.13902	2200	7	0.079392	0.23995															
ABDUCTS	7	2	0	0	1800	7	0.059418	0.27371	1	0	0.36554	1	0	0.36742				1	0	0.32857	1	0	0.35951
ABEAM	5	20	0	15.497	800	5	0.028035	0.026244	3	0	0.1149	1	0	0.20175	2	0	0.17027	8	0	0.064763	3	0	0.11461
ABEARING	8	2	0	1.0719	2200	7	0.059418	0.13129	2	0	0.16831	1	0	0.24638	1	0	0.38599				2	0	0.16579
ABEARS	6	25	0	17.076	1400	6	0.014611	0.01653	7	0	0.067732	3	0	0.1552	4	0	0.11414	4	0	0.10306	9	0	0.050915
ABED	4	137	3	98.636	400	4	0.028458	0.036661	42	1	0.052165	32	1	0.066408	10	0	0.088646	22	0	0.041734	46	1	0.04802
ABEIGH	6	3	0	0.66834	1400	6	0.076154	0.17405	1	0	0.30597	1	0	0.3222				1	0	0.24971	1	0	0.30456
ABELE	5	42	1	28.456	800	5	0.036583	0.048366	14	0	0.041596	12	0	0.048431	2	0	0.19804	9	1	0.19653	14	0	0.041498
ABELES	6	30	1	15.741	1400	6	0.043377	0.077388	10	0	0.055665	8	0	0.073774	2	0	0.20487	7	1	0.34477	10	0	0.055232
ABELIA	6	15	0	9.3748	1400	6	0.023094	0.028738	6	0	0.070149	3	0	0.11968	3	0	0.15118	1	0	0.21553	6	0	0.069616
ABELIAN	7	6	0	1.4471	1800	7	0.029615	0.11106	4	0	0.15174	2	0	0.23006	2	0	0.36248	1	0	0.27683	4	0	0.14949
ABELIAS	7	4	0	1.4557	1800	7	0.039528	0.11067	1	0	0.2247				1	0	0.38599				1	0	0.22123
ABER	4	242	20	168.67	400	4	0.085446	0.1213	66	6	0.13663	47	3	0.10616	19	3	0.2361	45	2	0.083523	71	7	0.14515
ABERRATE	8	3	0	1.3734	2200	7	0.047474	0.11452										2	0	0.18715			
ABERRATED	9	1	0	0.38857	2600	7	0.079392	0.19645										1	0	0.22523			
ABERS	5	105	4	78.222	800	5	0.043031	0.055816	27	0	0.022124	21	0	0.029962	6	0	0.083734	23	0	0.024829	30	0	0.01979
ABESSIVE	8	1	0	0.68388	2200	7	0.079392	0.16175										1	0	0.18178			
ABET	4	194	2	135.61	400	4	0.015206	0.019524	59	0	0.016256	48	0	0.020471	11	0	0.075447	43	2	0.086511	60	0	0.016097
ABETMENT	8	1	0	0.077713	2200	7	0.079392	0.25376															
ABETMENTS	9	1	0	0.077713	2600	7	0.079392	0.25376															
ABETS	5	115	1	84.75	800	5	0.013919	0.016752	38	0	0.015153	31	0	0.019088	7	0	0.077764	29	1	0.069359	39	0	0.014796
ABETTAL	7	2	0	1.0893	1800	7	0.059418	0.13018	2	0	0.16685	2	0	0.1772							2	0	0.16435
ABETTED	7	5	0	2.2375	1800	7	0.033861	0.083843	1	0	0.20593	1	0	0.2163							1	0	0.20278
ABETTER	7	11	0	6.5313	1800	7	0.018202	0.035966	2	0	0.12123	2	0	0.13045				3	0	0.082179	2	0	0.11946
ABETTERS	8	8	0	6.1542	2200	7	0.023677	0.037864	2	0	0.12123	2	0	0.13045				3	0	0.082179	2	0	0.11946
ABETTING	8	3	0	2.4742	2200	7	0.047474	0.078111	1	0	0.2366	1	0	0.24638							1	0	0.23293
ABETTOR	7	7	0	3.1932	1800	7	0.026315	0.064679	1	0	0.22209	1	0	0.23221				3	0	0.10573	1	0	0.21867
ABETTORS	8	4	0	1.663	2200	7	0.039528	0.10201										2	0	0.12082			
ABEYANT	7	1	0	0.22496	1800	7	0.079392	0.22295										1	0	0.25961			
ABHENRIES	9	1	0	0.40071	2600	7	0.079392	0.19474										1	0	0.22304			
ABHENRY	7	1	0	0.52909	1800	7	0.079392	0.17826	1	0	0.23159	1	0	0.2415							1	0	0.228
ABHENRYS	8	1	0	0.52909	2200	7	0.079392	0.17826	1	0	0.23159	1	0	0.2415							1	0	0.228
ABHOR	5	22	0	15.732	800	5	0.025777	0.025883	10	0	0.05389	7	0	0.06736	3	0	0.18128	3	0	0.12825	10	0	0.053761
ABHORRED	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABHORRENT	9	1	0	0	2600	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABHORS	6	12	0	7.2919	1400	6	0.027965	0.035911	5	0	0.080764	2	0	0.129	3	0	0.17687	2	0	0.10963	5	0	0.080161
ABID	4	76	28	56.297	400	4	0.36319	0.49339	27	12	0.5775	17	8	0.60068	10	4	0.49475	8	4	0.63813	29	13	0.58706
ABIDDEN	7	3	0	0.98686	1800	7	0.047474	0.13694	1	0	0.25692	1	0	0.26603							1	0	0.2529
ABIDE	5	47	27	31.496	800	5	0.55468	0.83488	18	11	0.78243	13	7	0.67372	5	4	0.89494	5	4	1	20	12	0.78869
ABIDED	6	4	2	2.4016	1400	6	0.38531	0.66558	3	2	0.92719	2	2	0.99015	1	0	0.33415				3	2	0.92763
ABIDER	6	22	12	14.383	1400	6	0.51182	0.79679	8	6	1	6	4	0.89917	2	2	0.9407	3	2	0.92788	9	7	1
ABIDERS	7	5	3	3.5144	1800	7	0.46399	0.72636	3	3	1	1	1	0.70412	2	2	1	1	0	0.24241	3	3	1
ABIDES	6	17	9	9.739	1400	6	0.48888	0.86168	5	2	0.60716	3	0	0.159	2	2	0.9407	2	1	0.66716	5	2	0.60708
ABIDING	7	1	0	0.89984	1800	7	0.079392	0.14325															
ABIES	5	79	0	55.892	800	5	0.0078217	0.0077317	21	0	0.028181	14	0	0.042306	7	0	0.081407	13	0	0.045396	21	0	0.028117
ABIETES	7	12	0	3.1597	1800	7	0.0169	0.065202	3	0	0.14406	2	0	0.21267	1	0	0.36555	3	0	0.23669	3	0	0.14193
ABIETIC	7	1	0	0.17292	1800	7	0.079392	0.23294															
ABILITY	7	3	0	0.3053	1800	7	0.047474	0.2091										2	0	0.24151			
ABIOSES	7	1	0	0.26714	1800	7	0.079392	0.21546										1	0	0.24978			
ABIOSIS	7	1	0	0.32879	1800	7	0.079392	0.20537										1	0	0.23669			
ABIOTIC	7	2	0	0.74282	1800	7	0.059418	0.15625	1	0	0.22522				1	0	0.38678				1	0	0.22175
ABITUR	6	8	0	3.4962	1400	6	0.038907	0.065869	2	0	0.19366	1	0	0.28816	1	0	0.2682	2	0	0.17663	3	0	0.13879
ABITURS	7	2	0	1.2701	1800	7	0.059418	0.11976	1	0	0.28221				1	0	0.4704				2	0	0.15077
ABJECT	6	1	0	1	1400	6	0.12341	0.14594															
ABJOINT	7	1	0	0	1800	7	0.079392	0.27371															
ABJOINTS	8	1	0	0	2200	7	0.079392	0.27371															
ABLATE	6	30	0	19.23	1400	6	0.012343	0.014775	7	0	0.078949	4	0	0.12095	3	0	0.18468	10	0	0.03976	7	0	0.078358
ABLATED	7	5	0	2.3272	1800	7	0.033861	0.081575										2	0	0.18247			
ABLATES	7	14	0	7.7289	1800	7	0.014784	0.031024	1	0	0.28673	1	0	0.29446				6	0	0.079122	1	0	0.28217
ABLATING	8	4	0	2.1799	2200	7	0.039528	0.085367	2	0	0.17335	2	0	0.18376							2	0	0.17075
ABLATION	8	3	0	1.9576	2200	7	0.047474	0.091811															
ABLATIONS	9	1	0	0.67523	2600	7	0.079392	0.1626															
ABLATIVE	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABLATIVES	9	1	0	0	2600	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABLATOR	7	5	0	1.5117	1800	7	0.033861	0.10819	1	0	0.32814	1	0	0.33319				1	0	0.32857	1	0	0.32282
ABLATORS	8	2	0	0.70625	2200	7	0.059418	0.15962															
ABLAUT	6	3	0	1.8155	1400	6	0.076154	0.10445	1	0	0.1711	1	0	0.18557							1	0	0.17001
ABLAUTS	7	3	0	1.1428	1800	7	0.047474	0.12692	1	0	0.20296	1	0	0.21336							1	0	0.19987
ABLAZE	6	1	0	0	1400	6	0.12341	0.28445															
ABLE	4	183	60	129.22	400	4	0.32647	0.46301	50	19	0.48659	36	15	0.52649	14	4	0.37343	38	13	0.48886	51	19	0.47679
ABLED	5	52	5	34.582	800	5	0.10286	0.15137	13	1	0.12998	10	1	0.16043	3	0	0.15437	11	3	0.40011	13	1	0.12986
ABLEGATE	8	1	0	0.46459	2200	7	0.079392	0.18617															
ABLEISM	7	2	0	0.80633	1800	7	0.059418	0.15072										1	0	0.2327			
ABLEIST	7	11	2	5.6043	1800	7	0.17235	0.3444	1	0	0.36554	1	0	0.36742				2	1	0.87376	1	0	0.35951
ABLEISTS	8	2	1	0.34892	2200	7	0.31101	0.95025	1	0	0.36554	1	0	0.36742				1	1	1	1	0	0.35951
ABLER	5	93	27	62.434	800	5	0.28843	0.43008	26	6	0.31191	18	6	0.44473	8	0	0.072011	13	5	0.5581	26	6	0.31183
ABLES	5	107	28	77.697	800	5	0.26077	0.35971	26	8	0.39567	19	6	0.40768	7	2	0.36297	25	8	0.43624	27	8	0.38085
ABLEST	6	58	3	36.301	1400	6	0.056419	0.088334	9	0	0.05326	8	0	0.065124	1	0	0.25641	12	2	0.31016	9	0	0.052844
ABLET	5	94	12	65.135	800	5	0.13054	0.18708	24	4	0.22332	18	4	0.28993	6	0	0.091118	20	3	0.22523	24	4	0.22325
ABLETS	6	61	8	38.818	1400	6	0.13283	0.20816	17	3	0.28741	13	3	0.36713	4	0	0.11989	11	1	0.18647	17	3	0.28726
ABLING	6	9	0	4.7923	1400	6	0.03544	0.051265	1	0	0.2142				1	0	0.27303	1	0	0.22852	1	0	0.21296
ABLINGS	7	4	0	2.9417	1800	7	0.039528	0.068819	1	0	0.2247				1	0	0.38599				1	0	0.22123
ABLINS	6	12	0	6.9601	1400	6	0.027965	0.037398	3	0	0.13836	1	0	0.20703	2	0	0.24061				3	0	0.13742
ABLOOM	6	1	0	1	1400	6	0.12341	0.14594	1	0	0.16216				1	0	0.20537				1	0	0.16112
ABLOW	5	7	0	4.2458	800	5	0.065107	0.078788	2	0	0.22117	2	0	0.22758				1	0	0.27214	2	0	0.22051
ABLUENT	7	2	0	0	1800	7	0.059418	0.27371										1	0	0.32857			
ABLUENTS	8	2	0	0	2200	7	0.059418	0.27371										1	0	0.32857			
ABLUSH	6	1	0	1	1400	6	0.12341	0.14594															
ABLUTED	7	3	0	1.8104	1800	7	0.047474	0.09664	2	0	0.19382	2	0	0.20428							2	0	0.19088
ABLY	4	33	0	24.959	400	4	0.027362	0.025507	8	0	0.086163	7	0	0.09438	1	0	0.29076	6	0	0.10316	8	0	0.086345
ABMHO	5	3	0	2.4704	800	5	0.10977	0.11517	1	0	0.20686	1	0	0.21297							1	0	0.20625
ABMHOS	6	1	0	0.92045	1400	6	0.12341	0.15182	1	0	0.16846	1	0	0.18282							1	0	0.16739
ABNEGATE	8	1	0	0	2200	7	0.079392	0.27371															
ABNEGATES	9	1	0	0	2600	7	0.079392	0.27371															
ABNEGATOR	9	1	0	0	2600	7	0.079392	0.27371															
ABNEGATORS	10	1	0	0	3000	7	0.079392	0.27371															
ABNORMAL	8	1	0	0.37712	2200	7	0.079392	0.1981	1	0	0.25883	1	0	0.26787							1	0	0.25477
ABNORMALISM	11	1	0	0.37712	3400	7	0.079392	0.1981	1	0	0.25883	1	0	0.26787							1	0	0.25477
ABNORMALISMS	12	1	0	0.37712	3800	7	0.079392	0.1981	1	0	0.25883	1	0	0.26787							1	0	0.25477
ABNORMALS	9	1	0	0.37712	2600	7	0.079392	0.1981	1	0	0.25883	1	0	0.26787							1	0	0.25477
ABOARD	6	7	0	3.3314	1400	6	0.043126	0.068345										1	0	0.20296			
ABODE	5	30	4	21.995	800	5	0.14133	0.19011	12	2	0.26476	7	0	0.085957	5	2	0.50066	3	1	0.40079	14	2	0.23015
ABODED	6	3	0	1.9826	1400	6	0.076154	0.098707	3	0	0.11093	1	0	0.1951	2	0	0.18773				3	0	0.11014
ABODEMENT	9	1	0	0.45015	2600	7	0.079392	0.18804	1	0	0.24498	1	0	0.25451							1	0	0.24117
ABODES	6	14	3	10.399	1400	6	0.20944	0.28813	6	2	0.42357	4	0	0.097833	2	2	0.89081	1	1	0.6817	6	2	0.42337
ABODING	7	2	1	1.1649	1800	7	0.31101	0.5901	2	1	0.64165	1	0	0.31607	1	1	0.78063				2	1	0.63864
ABOHM	5	10	0	7.1692	800	5	0.049884	0.051827	4	0	0.11391	3	0	0.13515	1	0	0.26736	1	0	0.24804	4	0	0.11361
ABOHMS	6	3	0	1.4118	1400	6	0.076154	0.12156	3	0	0.13586	2	0	0.20577	1	0	0.23608				3	0	0.13494
ABOIL	5	20	0	12.888	800	5	0.028035	0.031045	7	0	0.075417	4	0	0.116	3	0	0.15322	3	0	0.15968	8	0	0.068919
ABOITEAU	8	1	0	0.55246	2200	7	0.079392	0.17555															
ABOLISH	7	4	0	1.4234	1800	7	0.039528	0.11215	2	0	0.20567	2	0	0.21604							2	0	0.20253
ABOLLA	6	2	0	1.0089	1400	6	0.094188	0.14531	1	0	0.21823	1	0	0.23424							1	0	0.21698
ABOLLAE	7	2	0	1.4075	1800	7	0.059418	0.11289	1	0	0.20771	1	0	0.21805							1	0	0.20453
ABOLLAS	7	1	0	0.71237	1800	7	0.079392	0.15904															
ABOMA	5	10	0	6.3167	800	5	0.049884	0.057572	4	0	0.11854	4	0	0.12247				1	0	0.26204	4	0	0.11823
ABOMAS	6	4	0	1.1332	1400	6	0.063916	0.13704	2	0	0.17738	2	0	0.19211							2	0	0.17627
ABOMASI	7	3	0	0.16488	1800	7	0.047474	0.23457	1	0	0.30972	1	0	0.31607							1	0	0.30474
ABOON	5	23	0	17.369	800	5	0.024779	0.023623	9	0	0.057171	4	0	0.11342	5	0	0.099794	4	0	0.12996	10	0	0.051989
ABORAL	6	15	0	7.1251	1400	6	0.023094	0.036643	3	0	0.15237	2	0	0.20185	1	0	0.28505	3	0	0.13769	3	0	0.15137
ABORD	5	45	13	31.887	800	5	0.28517	0.40416	16	5	0.43453	12	4	0.4651	4	1	0.34657	6	1	0.27597	18	6	0.45553
ABORDED	7	3	1	1.0686	1800	7	0.24849	0.61774	2	1	0.67281	1	1	0.88628	1	0	0.39513				2	1	0.66961
ABORDING	8	3	0	1.6911	2200	7	0.047474	0.10094	1	0	0.28673				1	0	0.47682				2	0	0.17291
ABORDS	6	17	6	11.962	1400	6	0.33282	0.48401	5	3	0.79657	5	3	0.79202				2	0	0.12453	7	4	0.72016
ABORE	5	86	19	59.212	800	5	0.22109	0.32091	26	3	0.18873	18	2	0.18381	8	1	0.24323	21	2	0.15408	29	6	0.31224
ABORIGEN	8	1	0	0.27282	2200	7	0.079392	0.21449															
ABORNE	6	27	0	15.616	1400	6	0.013611	0.017978	8	0	0.046812	7	0	0.057331	1	0	0.24464	5	0	0.10621	8	0	0.046443
ABORT	5	71	34	48.505	800	5	0.46918	0.69053	21	7	0.45133	15	5	0.42695	6	2	0.48739	14	7	0.70995	21	7	0.45122
ABORTED	7	13	6	6.1929	1800	7	0.41645	0.87321	6	1	0.36817	4	1	0.44369	2	0	0.37343	3	1	0.46267	6	1	0.36664
ABORTEE	7	7	0	3.0136	1800	7	0.026315	0.067582	4	0	0.11904	4	0	0.12817				2	0	0.16753	4	0	0.1173
ABORTEES	8	6	0	2.1994	2200	7	0.029615	0.084844	4	0	0.11904	4	0	0.12817				1	0	0.32857	4	0	0.1173
ABORTER	7	16	5	6.5932	1800	7	0.29131	0.69519	8	2	0.61651	6	2	0.7287	2	0	0.37343	3	1	0.62033	8	2	0.61487
ABORTERS	8	5	2	2.9364	2200	7	0.32061	0.57853	2	0	0.25849	1	0	0.26754	1	0	0.58418	1	0	0.15067	2	0	0.25443
ABORTICIDE	10	1	0	0	3000	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABORTING	8	5	2	3.4287	2200	7	0.32061	0.51406	1	0	0.17463	1	0	0.18505				1	1	0.92549	1	0	0.17201
ABORTION	8	2	0	0.53428	2200	7	0.059418	0.17765										2	0	0.20147			
ABORTIONS	9	2	0	0.53428	2600	7	0.059418	0.17765										2	0	0.20147			
ABORTIVE	8	1	0	0	2200	7	0.079392	0.27371	1	0	0.36554	1	0	0.36742							1	0	0.35951
ABORTS	6	39	19	24.755	1400	6	0.47056	0.74782	13	4	0.41379	11	3	0.37524	2	1	0.54216	6	3	0.71552	13	4	0.41368
ABORTUS	7	5	0	2.1049	1800	7	0.033861	0.087437	1	0	0.28673				1	0	0.47682	1	0	0.16753	1	0	0.28217
ABORTUSES	9	1	0	0.31661	2600	7	0.079392	0.20729															
ABOULIC	7	1	0	0.25143	1800	7	0.079392	0.21819										1	0	0.25336			
ABOUND	6	4	0	2.3382	1400	6	0.063916	0.088358	1	0	0.21032	1	0	0.22614				2	0	0.12365	1	0	0.20909
ABOUNDS	7	1	0	0.16439	1800	7	0.079392	0.23467	1	0	0.30986	1	0	0.3162							1	0	0.30487
ABOUT	5	18	4	13.445	800	5	0.22275	0.2998	6	0	0.083657	3	0	0.13976	3	0	0.14896	1	0	0.20049	6	0	0.083448
ABOUTS	6	9	3	6.602	1400	6	0.30275	0.43102	3	0	0.099379	2	0	0.15246	1	0	0.20537				3	0	0.098661
ABOVE	5	7	0	5.938	800	5	0.065107	0.060554										3	0	0.12556			
ABOVES	6	3	0	1.5975	1400	6	0.076154	0.11305															
ABRADE	6	17	0	10.768	1400	6	0.020691	0.025351	5	0	0.092334	4	0	0.11443	1	0	0.28505	2	0	0.17756	7	0	0.060809
ABRADED	7	1	0	0.51291	1800	7	0.079392	0.18018															
ABRADER	7	2	0	1.4502	1800	7	0.059418	0.11092	1	0	0.24498	1	0	0.25451							1	0	0.24117
