word	len	present	found	opp	beliefRaw	beliefWeighted
GAID	4	57	7	41.9912	0.131612	0.175934
GAIDS	5	20	3	13.8631	0.158758	0.226134
GAIN	4	125	53	90.7232	0.41709	0.57602
GAINED	6	27	12	17.9994	0.414917	0.633927
GAINER	6	30	14	19.3419	0.437542	0.688481
GAINERS	7	16	11	11.1618	0.59226	0.902776
GAINEST	7	20	0	10.2837	0.0223509	0.044573
GAINS	5	47	17	29.6799	0.350556	0.555582
GAINST	6	17	0	7.87456	0.029693	0.05212
GAIR	4	109	17	82.4245	0.15935	0.209793
GAIRS	5	49	12	32.6354	0.242262	0.363584
GAIT	4	112	27	85.5183	0.240885	0.315644
GAITED	6	18	4	12.7377	0.215395	0.311276
GAITER	6	34	5	19.942	0.149951	0.253913
GAITERS	7	17	2	8.55171	0.123389	0.248986
GAITS	5	50	12	32.5584	0.237746	0.364395
GAK	3	14	3	11.4124	0.232518	0.283485
GAL	3	187	92	144.683	0.487782	0.63161
GALA	4	36	3	26.9852	0.101301	0.130311
GALAH	5	12	0	7.5978	0.0481822	0.0604644
GALAS	5	16	0	10.8572	0.0383715	0.0450866
GALE	4	116	56	85.5555	0.473007	0.643646
GALEAS	6	18	0	7.94216	0.0283042	0.0517553
GALED	5	31	9	19.2179	0.281538	0.452285
GALENA	6	19	0	9.87489	0.0270395	0.0431276
GALERE	6	20	0	11.9449	0.0258829	0.0365938
GALERES	7	12	0	4.2257	0.0339181	0.0908431
GALES	5	54	35	38.6886	0.620244	0.875283
GALIOT	6	11	0	5.66332	0.0420824	0.0677316
GALL	4	30	19	22.3277	0.578764	0.790613
GALLS	5	12	5	8.19018	0.367778	0.549604
GALORE	6	10	0	5.25339	0.0452275	0.0717138
GALS	4	70	18	53.1983	0.255824	0.337093
GALUT	5	18	0	13.183	0.0348259	0.0381611
GAM	3	116	57	92.6667	0.484722	0.609051
GAMA	4	25	4	19.3655	0.172291	0.22013
GAMAS	5	11	3	8.55612	0.256324	0.340267
GAMB	4	10	1	8.04207	0.144176	0.173433
GAME	4	70	43	52.7294	0.590123	0.789966
GAMED	5	24	15	17.7738	0.569866	0.789451
GAMER	5	43	22	30.9411	0.487811	0.686261
GAMERS	6	18	12	12.8736	0.589578	0.856597
GAMES	5	34	21	25.29	0.577871	0.791887
GAMEST	6	15	1	9.73115	0.0873312	0.131004
GAMETE	6	10	7	5.68019	0.568399	1
GAMIC	5	14	0	9.24273	0.0427208	0.0515851
GAMIER	6	20	3	10.7724	0.154198	0.280193
GAMIEST	7	11	2	4.45912	0.174594	0.416884
GAMIN	5	28	6	17.8015	0.213426	0.332884
GAMINE	6	16	4	9.29367	0.237624	0.408622
GAMINES	7	11	3	5.43723	0.243759	0.500922
GAMONE	6	11	0	5.13436	0.0420824	0.0729593
GAMP	4	12	1	9.461	0.126995	0.153399
GAMS	4	41	9	31.1212	0.22129	0.291195
GAMUT	5	15	2	10.5235	0.147698	0.206522
GAN	3	248	138	195.699	0.552229	0.701145
GANCH	5	12	2	7.2295	0.176021	0.28056
GANDER	6	14	6	9.29451	0.380044	0.590185
GANDERS	7	10	5	6.57334	0.410479	0.675776
GANE	4	132	38	98.8977	0.286083	0.382266
GANG	4	21	11	15.4386	0.470511	0.650788
GANGS	5	10	5	5.72615	0.421686	0.725828
GANS	4	92	31	69.9599	0.331993	0.438076
GANT	4	99	44	73.2335	0.434861	0.590146
GANTED	6	15	6	9.91177	0.359367	0.558864
GANTS	5	47	25	31.5866	0.508519	0.762487
GAOL	4	48	0	37.1424	0.0214351	0.0221273
GAOLER	6	12	0	6.77061	0.0393462	0.0588974
GAOLS	5	20	0	13.5779	0.0318801	0.0371914
GAP	3	62	22	49.0667	0.35116	0.445104
GAPE	4	24	12	17.8671	0.456214	0.622736
GAPER	5	14	7	10.1714	0.43944	0.624716
GAPES	5	13	10	9.40728	0.646078	0.930663
GAPO	4	25	0	19.0777	0.0379882	0.0403791
GAPOS	5	13	0	8.91202	0.0452874	0.0531545
GAPS	4	23	6	17.2828	0.256678	0.342409
GAR	3	273	161	211.64	0.585412	0.756371
GARB	4	29	6	22.1952	0.211092	0.275175
GARBE	5	12	2	8.38685	0.176021	0.249174
GARBO	5	10	0	6.54807	0.0552445	0.0679257
GARDA	5	16	0	11.0069	0.0383715	0.0445661
GARDEN	6	17	3	11.9596	0.176897	0.255876
GARE	4	178	84	131.863	0.46575	0.630238
GARES	5	97	48	70.4984	0.484415	0.670437
GARI	4	122	12	91.9875	0.103574	0.135896
GARIS	5	49	2	31.437	0.0523091	0.0771904
GARISH	6	11	0	5.74098	0.0420824	0.0670265
GARMS	5	14	0	9.74749	0.0427208	0.0493608
GARNER	6	13	5	8.13975	0.342196	0.557882
GARNET	6	20	5	12.5128	0.239742	0.386459
GARNETS	7	13	3	4.73419	0.214137	0.556432
GARNI	5	43	2	26.9463	0.0590377	0.0891829
GAROTE	6	24	0	13.4718	0.0221016	0.0329156
GAROTES	7	11	0	5.27627	0.036264	0.0769843
GARRE	5	24	12	16.5361	0.461346	0.680077
GARRED	6	10	6	6.65019	0.49366	0.77666
GARRES	6	10	4	6.78544	0.344183	0.529137
GARRET	6	12	4	7.78308	0.299425	0.473582
GARROT	6	10	1	5.42008	0.119966	0.210113
GARS	4	119	31	88.5922	0.259578	0.348786
GART	4	123	41	92.3112	0.329709	0.440266
GARTER	6	25	11	18.1887	0.408921	0.577667
GARTH	5	26	1	16.1357	0.0591605	0.0871999
GARTHS	6	10	0	6.00288	0.0452275	0.0647532
GAS	3	245	131	194.451	0.530776	0.670037
GASES	5	40	24	30.5683	0.567166	0.755615
GASH	4	61	15	49.1552	0.24522	0.305597
GASHED	6	11	3	8.46253	0.250706	0.343761
GASHER	6	14	5	9.07725	0.322506	0.509438
GASLIT	6	10	0	5.48282	0.0452275	0.0694291
GASMEN	6	10	0	6.10285	0.0452275	0.0639256
GASP	4	27	5	21.0082	0.192912	0.246918
GASSER	6	10	4	6.41845	0.344183	0.553001
GAST	4	127	61	97.131	0.471466	0.619129
GASTED	6	22	10	17.0715	0.417855	0.558794
GASTER	6	40	18	29.185	0.428888	0.598629
GASTREA	7	12	0	6.36185	0.0339181	0.0665008
GASTS	5	26	8	19.2755	0.29529	0.403965
GAT	3	254	164	199.902	0.640136	0.815074
GATE	4	164	110	123.125	0.658426	0.880402
GATED	5	44	22	30.6081	0.477572	0.693278
GATER	5	93	58	66.7408	0.607936	0.852668
GATERS	6	42	27	31.0372	0.608312	0.839536
GATES	5	92	61	70.0533	0.645658	0.855106
GATH	4	73	19	55.7136	0.258814	0.339691
GATHER	6	23	7	13.1927	0.288293	0.502963
GATHERS	7	11	5	8.05963	0.382089	0.571905
GATHS	5	31	7	21.3863	0.223809	0.324603
GATING	6	12	5	6.72812	0.364445	0.651111
GATOR	5	43	3	29.2086	0.0804763	0.114794
GATORS	6	16	2	8.17382	0.134425	0.25271
GATS	4	121	38	92.5329	0.311101	0.407782
GAU	3	92	13	73.1887	0.147829	0.184158
GAUD	4	22	1	16.7449	0.0795796	0.0962974
GAULT	5	12	0	9.26218	0.0481822	0.0514957
GAUM	4	19	1	15.4644	0.0896176	0.10304
GAUN	4	39	4	30.262	0.1172	0.14763
GAUNT	5	16	3	12.0617	0.191084	0.255188
GAUP	4	10	2	7.90914	0.211819	0.268761
GAUR	4	31	1	23.7148	0.0595644	0.0710058
GAURS	5	10	1	6.3088	0.128533	0.190848
GAUS	4	32	4	25.5078	0.139503	0.172404
GAVE	4	10	4	7.52742	0.347105	0.471905
GAW	3	45	10	36.6532	0.228278	0.279511
GAWS	4	15	2	11.4026	0.158285	0.202758
GAY	3	48	13	37.1901	0.272738	0.351413
GAYER	5	12	3	8.28373	0.23994	0.349316
GAYS	4	13	6	9.77627	0.401014	0.546415
GEAL	4	92	23	67.4321	0.249334	0.339967
GEALS	5	37	12	26.2974	0.313787	0.445138
GEAN	4	118	27	88.1652	0.229114	0.306461
GEANS	5	47	12	32.2534	0.251829	0.367643
GEAR	4	146	71	106.769	0.478377	0.655926
GEARE	5	60	28	41.4477	0.451786	0.65838
GEARED	6	16	8	10.9592	0.444023	0.670441
GEARES	6	29	18	18.952	0.574589	0.894976
GEARS	5	66	41	46.2647	0.599526	0.862193
GEASON	6	19	0	10.5165	0.0270395	0.0408659
GEAT	4	126	31	91.6588	0.245684	0.337466
GEATS	5	60	14	41.7231	0.231815	0.333728
GED	3	178	34	137.297	0.193342	0.249949
GEDS	4	60	12	44.0874	0.202697	0.274659
GEE	3	128	58	103.651	0.448253	0.555423
GEED	4	57	14	42.5684	0.24491	0.327912
GEEP	4	16	0	11.5972	0.0544384	0.061326
GEES	4	80	19	59.8919	0.237445	0.31706
GEEST	5	35	0	23.8521	0.0195058	0.022387
GEIST	5	76	1	47.7657	0.0220203	0.0317314
GEIT	4	131	1	94.3531	0.0156972	0.0193908
GEITS	5	74	0	44.0781	0.00970828	0.0125513
GEL	3	182	37	138.926	0.205308	0.268289
GELANT	6	18	0	8.97599	0.0283042	0.0467524
GELATE	6	15	3	8.55433	0.196145	0.340689
GELATES	7	11	3	3.64451	0.243759	0.671824
GELATI	6	19	2	12.3934	0.116405	0.17715
GELATO	6	12	1	6.7419	0.104366	0.177288
GELD	4	35	1	26.1215	0.0535755	0.0651016
GELID	5	22	0	13.2104	0.0293938	0.0380923
GELS	4	58	7	42.5438	0.129515	0.173791
GELT	4	71	8	50.9874	0.120494	0.165105
GELTS	5	33	6	21.2171	0.184305	0.283824
GEM	3	122	28	97.689	0.23163	0.288896
GEMINI	6	10	0	5.42633	0.0452275	0.0699781
GEMOT	5	13	0	8.40442	0.0452874	0.0557581
GEMS	4	51	9	39.3517	0.18162	0.234367
GEN	3	307	123	235.069	0.39927	0.521772
GENA	4	143	5	107.255	0.0414892	0.0534562
GENAL	5	48	1	30.3966	0.0339589	0.0487657
GENAS	5	67	1	43.9508	0.0248256	0.0343682
GENE	4	67	18	48.9356	0.266516	0.364855
GENERA	6	20	0	12.7835	0.0258829	0.034478
GENES	5	39	11	26.0437	0.275621	0.41346
GENET	5	27	0	16.3905	0.0245979	0.0314905
GENETS	6	13	0	7.58544	0.0369441	0.0537395
GENIAL	6	27	1	13.6279	0.0528356	0.097741
GENIC	5	33	0	20.0111	0.0205704	0.0263009
GENIE	5	50	3	31.0068	0.0699751	0.108533
GENIES	6	27	3	15.3991	0.118668	0.204463
GENII	5	19	0	11.4154	0.033288	0.043205
GENIPS	6	12	0	7.0201	0.0393462	0.057216
GENISTA	7	19	0	9.62302	0.0233462	0.0471944
GENITAL	7	13	0	5.53738	0.0318572	0.0741719
GENITOR	7	13	0	5.61104	0.0318572	0.0734153
GENIUS	6	10	0	5.29106	0.0452275	0.0713284
GENNET	6	10	1	7.68643	0.119966	0.159484
GENNIES	7	10	2	6.25368	0.187567	0.321748
GENOA	5	34	0	21.2953	0.020024	0.0248484
GENRE	5	38	0	24.297	0.0181007	0.0220076
GENRES	6	17	0	10.0277	0.029693	0.0425665
GENROS	6	18	0	10.3327	0.0283042	0.0414894
GENS	4	145	48	109.895	0.328016	0.433688
GENT	4	131	42	97.1489	0.317648	0.428965
GENTES	6	16	0	10.4583	0.0312252	0.0410615
GENTIL	6	19	0	10.4646	0.0270395	0.04104
GENTS	5	54	17	36.3506	0.307986	0.45884
GENTY	5	14	0	9.87832	0.0427208	0.0488153
GENUA	5	24	0	16.4829	0.0272673	0.0313328
GEO	3	175	3	136.432	0.0234682	0.0282893
GEODE	5	10	0	8.411	0.0552445	0.0557227
GEOID	5	14	0	10.0071	0.0427208	0.0482899
GEOS	4	91	1	71.3564	0.0222525	0.0254023
GER	3	325	72	249.697	0.22245	0.289235
GERAHS	6	16	0	11.4962	0.0312252	0.0378365
GERE	4	107	23	79.516	0.215876	0.290074
GERES	5	60	18	43.0325	0.294664	0.412922
GERLE	5	24	1	16.2109	0.0634405	0.0868389
GERLES	6	14	1	7.35062	0.092356	0.165389
GERM	4	55	4	42.2982	0.0858334	0.10825
GERMIN	6	11	2	7.59218	0.181165	0.268496
GERMS	5	18	1	13.9039	0.0810265	0.0994686
GERNE	5	40	2	26.7641	0.0630957	0.0897487
GERNES	6	17	1	10.3486	0.0787609	0.124301
GERS	4	164	17	120.481	0.107424	0.145043
GERT	4	144	4	106.171	0.0344892	0.0448129
GESSE	5	15	0	9.96984	0.0404295	0.0484407
GEST	4	159	50	118.583	0.312189	0.419125
GESTE	5	53	9	35.6164	0.172192	0.254899
GESTIC	6	14	0	7.68403	0.0348184	0.0531761
GESTS	5	30	8	21.6266	0.260183	0.363695
GET	3	276	91	214.982	0.329208	0.422799
GETA	4	145	0	108.389	0.00755371	0.00795172
GETAS	5	64	0	43.8124	0.0111435	0.0126242
GETS	4	155	44	116.746	0.282454	0.375384
GEUM	4	12	0	9.39762	0.0674127	0.0723643
GEY	3	57	2	43.4683	0.052437	0.0637876
GHAST	5	26	0	20.1274	0.0254277	0.0261624
GHAT	4	55	1	44.8229	0.0356523	0.0395486
GHATS	5	27	0	22.4077	0.0245979	0.023714
GHEE	4	19	0	14.5792	0.0475717	0.0508172
GHEES	5	12	0	7.9954	0.0481822	0.0580492
GHERAO	6	10	0	6.00327	0.0452275	0.06475
GHI	3	117	3	94.3474	0.0347105	0.0405893
GHIS	4	54	2	41.0528	0.0532704	0.0657386
GHOST	5	20	2	14.5464	0.116466	0.156184
GIANT	5	44	0	26.9642	0.0158212	0.0199781
GIANTS	6	15	0	9.37525	0.032924	0.0450699
GIB	3	43	3	34.072	0.0892751	0.107584
GIBE	4	16	2	11.7846	0.150669	0.197457
GIBER	5	10	0	6.95403	0.0552445	0.0648318
GIBES	5	11	1	7.77752	0.119756	0.162058
GIBS	4	11	0	8.28958	0.0716838	0.07958
GID	3	127	34	97.2549	0.26857	0.350334
GIDS	4	52	15	38.3755	0.284086	0.385558
GIE	3	275	61	215.198	0.222889	0.284541
GIED	4	84	6	62.3654	0.0803237	0.105607
GIEN	4	130	0	94.1559	0.00839435	0.00911873
GIES	4	156	37	114.452	0.23716	0.323039
GIF	3	53	6	41.3512	0.126196	0.1582
GIFS	4	15	0	11.1698	0.0571901	0.0631991
GIFT	4	20	6	14.8445	0.287749	0.389664
GIFTS	5	10	3	6.53752	0.27511	0.421111
GIG	3	31	7	25.1431	0.233864	0.287383
GIGA	4	15	1	11.7354	0.107737	0.129434
GIGAS	5	10	1	6.81036	0.128533	0.179932
GIGS	4	15	3	11.6454	0.208832	0.268473
GILA	4	85	3	62.9073	0.0460154	0.0590951
GILAS	5	36	0	22.5214	0.0190138	0.0236039
GILD	4	35	2	25.3087	0.0787116	0.10253
GILDER	6	10	0	5.57972	0.0452275	0.0685074
GILDS	5	12	0	8.05121	0.0481822	0.0577256
GILET	5	44	0	26.411	0.0158212	0.0203677
GILETS	6	22	0	12.581	0.0238433	0.0349661
GILL	4	33	18	24.2518	0.506343	0.697493
GILLET	6	10	5	6.95124	0.418921	0.634356
GILLS	5	14	6	9.96093	0.382766	0.551852
GILT	4	51	3	37.9894	0.0740617	0.0951754
GILTS	5	24	2	15.1044	0.0996138	0.151077
GIMEL	5	15	0	8.69929	0.0404295	0.0542154
GIN	3	333	165	257.042	0.493074	0.639447
GINCH	5	13	0	8.65507	0.0452874	0.0544413
GING	4	49	30	36.9866	0.578829	0.775805
GINGE	5	25	16	17.0178	0.584882	0.873599
GINGES	6	17	13	12.5727	0.667575	0.944607
GINGS	5	20	12	13.8057	0.539393	0.797864
GINK	4	15	5	11.085	0.309926	0.423095
GINN	4	61	11	42.6507	0.184414	0.261346
GINNED	6	10	1	4.99188	0.119966	0.22352
GINNER	6	23	6	14.0498	0.250385	0.412208
GINS	4	150	42	109.031	0.278656	0.383397
GIO	3	174	6	136.102	0.0404469	0.0500098
GIOS	4	84	0	61.9585	0.0127436	0.0136509
GIP	3	77	15	61.2987	0.199849	0.249882
GIPON	5	12	0	6.80597	0.0481822	0.065927
GIPS	4	32	7	24.5703	0.221062	0.287822
GIRD	4	60	5	44.1675	0.0946448	0.125224
GIRDS	5	31	2	21.1464	0.0794867	0.11157
GIRL	4	49	0	36.3315	0.0210366	0.0225856
GIRLS	5	12	0	8.36701	0.0481822	0.0559601
GIRN	4	91	1	64.1927	0.0222525	0.0281177
GIRNED	6	16	0	9.82691	0.0312252	0.0433068
GIRNER	6	14	0	7.38869	0.0348184	0.0549005
GIRNIE	6	14	0	7.97887	0.0348184	0.0515594
GIRNS	5	29	0	18.4524	0.0230909	0.0283093
GIRO	4	96	0	68.8923	0.0112262	0.0123311
GIRON	5	36	0	22.162	0.0190138	0.0239556
GIRONS	6	16	0	8.33659	0.0312252	0.0497252
GIROS	5	47	0	29.6431	0.014884	0.0182845
GIRR	4	24	2	16.9726	0.108792	0.145707
GIRT	4	99	6	71.6222	0.0687144	0.0924753
GIRTED	6	12	1	8.48904	0.104366	0.146945
GIRTH	5	21	2	12.2956	0.11174	0.180846
GIRTS	5	52	3	32.2798	0.0674601	0.104497
GIS	3	273	78	215.552	0.285853	0.362061
GISM	4	43	3	34.0134	0.0864613	0.105448
GISMO	5	15	0	9.55023	0.0404295	0.0502068
GIST	4	136	36	102.02	0.263748	0.351808
GISTS	5	27	1	18.3627	0.05723	0.0776438
GIT	3	245	81	193.378	0.330033	0.418378
GITANA	6	13	0	5.21663	0.0369441	0.0720939
GITANO	6	17	0	8.74019	0.029693	0.0478064
GITE	4	127	28	94.2816	0.221055	0.297456
GITES	5	76	17	51.4339	0.222912	0.329219
GITS	4	126	37	94.0385	0.291561	0.39112
GIUST	5	13	0	8.5989	0.0452874	0.0547309
GIVE	4	11	3	7.90601	0.261756	0.362046
GLACE	5	16	2	10.6329	0.14018	0.204727
GLAD	4	42	10	32.2149	0.237935	0.310646
GLADE	5	25	5	17.0938	0.200868	0.292762
GLADES	6	10	2	6.03381	0.194705	0.322466
GLADS	5	15	6	9.87059	0.362236	0.556066
GLAIR	5	32	0	21.5054	0.0211475	0.0246259
GLAIRE	6	19	0	11.9245	0.0270395	0.0366487
GLAIRES	7	10	0	4.36885	0.0389586	0.0886681
GLAIRS	6	12	0	6.72811	0.0393462	0.0591938
GLAM	4	43	6	31.6386	0.149244	0.199769
GLAMS	5	22	4	14.2142	0.185371	0.283056
GLAND	5	18	5	11.8867	0.265829	0.402867
GLANS	5	27	0	17.3098	0.0245979	0.0299881
GLARE	5	60	18	39.7962	0.294664	0.444926
GLARED	6	24	6	14.8163	0.24124	0.393099
GLARES	6	23	5	14.8049	0.212477	0.332853
GLASS	5	20	3	14.6498	0.158758	0.215422
GLAUR	5	20	0	13.3109	0.0318801	0.0378417
GLEAM	5	21	2	12.9258	0.11174	0.17319
GLEAN	5	44	6	28.8566	0.141753	0.21346
GLEANS	6	15	3	6.97259	0.196145	0.40269
GLEBA	5	13	0	10.0956	0.0452874	0.0479353
GLED	4	52	2	35.8588	0.0551467	0.0745657
GLEDS	5	21	1	13.9611	0.0711632	0.0991115
GLEE	4	37	9	27.4886	0.242474	0.326093
GLEED	5	12	0	8.66931	0.0481822	0.0543684
GLEES	5	18	2	12.6663	0.127227	0.176262
GLEET	5	18	2	11.9362	0.127227	0.185524
GLEETS	6	10	1	5.82666	0.119966	0.198792
GLEG	4	15	0	11.5142	0.0571901	0.0616811
GLEI	4	81	1	58.8998	0.0248465	0.0305289
GLEIS	5	46	1	29.1496	0.0353269	0.0507205
GLEN	4	75	5	55.5071	0.0768507	0.10088
GLENS	5	30	3	20.9978	0.111572	0.155853
GLENT	5	30	2	20.0527	0.0818493	0.117113
GLENTS	6	22	2	12.4035	0.102646	0.177024
GLEY	4	13	0	9.87041	0.063622	0.069669
GLIA	4	81	0	62.2077	0.0131893	0.0135986
GLIAL	5	14	0	8.27423	0.0427208	0.0564675
GLIAS	5	32	0	20.8758	0.0211475	0.025305
GLIB	4	11	0	8.3084	0.0716838	0.0794454
GLID	4	42	9	30.3768	0.21656	0.297724
GLIDE	5	21	7	12.0984	0.314623	0.539077
GLIDER	6	12	3	8.53632	0.234405	0.341288
GLIDES	6	10	3	7.20329	0.269444	0.392278
GLIM	4	27	5	21.0574	0.192912	0.246411
GLIME	5	16	1	10.8973	0.0892757	0.122732
GLIMES	6	10	0	5.80015	0.0452275	0.066499
GLIMS	5	12	2	9.37291	0.176021	0.227491
GLINT	5	31	8	18.613	0.252673	0.416974
GLINTS	6	12	5	6.56491	0.364445	0.663939
GLISTEN	7	11	2	4.27394	0.174594	0.430004
GLISTER	7	10	0	3.38958	0.0389586	0.106035
GLIT	4	79	15	57.748	0.192537	0.262244
GLITS	5	37	7	23.1504	0.19077	0.301797
GLOAT	5	22	2	13.1437	0.107383	0.17069
GLOATS	6	12	1	7.97575	0.104366	0.154725
GLOB	4	14	0	9.96832	0.0602348	0.0691356
GLODE	5	11	0	7.33014	0.0514722	0.0622067
GLOIRE	6	14	0	7.3495	0.0348184	0.0551377
GLOM	4	19	2	14.1904	0.131664	0.169534
GLOP	4	16	0	12.1005	0.0544384	0.0592578
GLOST	5	21	0	13.3009	0.0305865	0.0378664
GLUE	4	37	2	28.7737	0.074944	0.0912861
GLUED	5	11	1	7.46468	0.119756	0.167438
GLUER	5	15	0	9.49636	0.0404295	0.050443
GLUES	5	21	2	14.7262	0.11174	0.154501
GLUM	4	12	1	9.4132	0.126995	0.153998
GLUT	4	26	4	20.2166	0.166694	0.211999
GLUTE	5	17	4	11.3142	0.230267	0.344902
GLUTES	6	11	4	7.56745	0.320248	0.484579
GLUTS	5	14	1	8.89504	0.0993949	0.145372
GNAR	4	145	0	103.736	0.00755371	0.00829895
GNARL	5	24	0	13.431	0.0272673	0.0375463
GNARR	5	18	0	10.513	0.0348259	0.046331
GNARS	5	58	0	36.8213	0.0122281	0.0149001
GNASH	5	28	1	19.1838	0.0554214	0.0746284
GNAT	4	141	0	104.02	0.00776096	0.00827685
GNATS	5	59	0	39.4457	0.0120329	0.0139556
GNAW	4	32	2	25.6777	0.0851311	0.101202
GNAWS	5	13	1	8.93847	0.105366	0.144793
GNEISS	6	18	0	10.62	0.0283042	0.0405232
GNOME	5	20	0	13.0402	0.0318801	0.0385246
GNOMES	6	11	0	5.92496	0.0420824	0.0654133
GNOSES	6	20	0	11.0229	0.0258829	0.0392419
GNOSIS	6	13	0	8.3758	0.0369441	0.0495321
GNOW	4	16	0	11.638	0.0544384	0.0611532
GNU	3	106	1	82.1454	0.0200096	0.0228012
GNUS	4	35	0	26.3888	0.0284394	0.030273
GOA	3	157	63	121.87	0.39859	0.51424
GOAD	4	31	9	23.08	0.283131	0.381592
GOADS	5	13	6	8.72568	0.405762	0.615653
GOAF	4	21	0	15.2555	0.0438816	0.0489162
GOAL	4	51	14	37.9273	0.271253	0.365259
GOALIE	6	12	1	4.65027	0.104366	0.235508
GOALS	5	15	7	9.89309	0.415871	0.639386
GOAS	4	66	5	50.4917	0.0866222	0.11037
GOAT	4	71	21	51.5705	0.292035	0.402335
GOATIES	7	11	1	5.99964	0.105429	0.201077
GOATS	5	28	11	19.8429	0.37143	0.531055
GOATSE	6	22	0	13.1065	0.0238433	0.0337269
GOB	3	35	9	26.8508	0.261108	0.338897
GOBAR	5	12	0	7.10613	0.0481822	0.0637439
GOBI	4	13	0	9.60095	0.063622	0.07118
GOBS	4	14	4	10.5672	0.273188	0.364773
GOD	3	101	47	77.608	0.458749	0.598702
GODET	5	28	6	19.0759	0.213426	0.312715
GODETS	6	15	2	8.65112	0.141738	0.241079
GODS	4	43	14	30.4259	0.316666	0.447667
GOE	3	176	52	137.429	0.295448	0.3784
GOEL	4	47	2	35.0295	0.0604714	0.0761994
GOELS	5	19	1	12.8016	0.0774483	0.106897
GOER	4	101	23	74.2803	0.228121	0.309771
GOERS	5	47	11	34.2684	0.232083	0.319591
GOES	4	104	31	80.3628	0.29537	0.383291
GOEST	5	50	1	37.2941	0.0326928	0.0401965
GOEY	4	24	0	18.8556	0.039308	0.0407928
GOFER	5	11	0	7.77673	0.0514722	0.0593531
GOGO	4	10	0	7.42496	0.0765327	0.0862943
GOING	5	20	2	12.0926	0.116466	0.183459
GOITER	6	24	0	13.7139	0.0221016	0.0323994
GOITERS	7	12	0	5.22397	0.0339181	0.0775734
GOITRE	6	18	0	9.13199	0.0283042	0.0460803
GOLD	4	19	1	14.3677	0.0896176	0.109614
GOLDS	5	12	0	7.95326	0.0481822	0.058296
GOLE	4	72	23	52.2103	0.314279	0.433999
GOLES	5	43	18	29.0946	0.402056	0.598258
GOLF	4	13	2	10.0327	0.176086	0.224364
GOLIAS	6	10	0	4.09111	0.0452275	0.0860597
GOLP	4	11	0	7.22062	0.0716838	0.08805
GOMER	5	11	0	7.9035	0.0514722	0.0585901
GON	3	199	106	152.464	0.527899	0.690263
GONAD	5	22	0	13.807	0.0293938	0.0366507
GONE	4	100	47	73.903	0.459342	0.624097
GONER	5	52	29	34.4733	0.53471	0.811865
GONERS	6	17	5	11.1177	0.275032	0.42846
GONG	4	27	11	19.8661	0.381689	0.523794
GONGS	5	14	6	9.11247	0.382766	0.594144
GONIA	5	50	0	27.8573	0.0140516	0.0193797
GONNA	5	14	0	8.47712	0.0427208	0.0553697
GONS	4	97	24	72.1514	0.246911	0.331905
GOO	3	77	46	60.4867	0.582216	0.745692
GOOD	4	22	6	16.7331	0.266262	0.352033
GOOF	4	10	3	8.43004	0.279462	0.345186
GOOL	4	26	10	19.1465	0.361604	0.495433
GOOLS	5	12	6	8.68375	0.431698	0.618079
GOON	4	39	18	30.5223	0.436955	0.56633
GOONIE	6	11	3	6.20024	0.250706	0.441964
GOONS	5	20	11	13.4657	0.4971	0.75062
GOOR	4	37	7	27.5265	0.194608	0.259786
GOORS	5	20	1	13.1268	0.0741728	0.104592
GOOS	4	32	10	25.4982	0.30262	0.38432
GOOSE	5	23	8	16.3421	0.328538	0.468716
GOR	3	207	122	156.567	0.583694	0.773073
GORA	4	101	15	70.6716	0.152495	0.21613
GORAL	5	33	4	20.5441	0.129727	0.203434
GORALS	6	14	3	8.32563	0.207431	0.348446
GORAS	5	43	7	30.0921	0.166231	0.236432
GORE	4	135	70	97.0031	0.508869	0.71008
GORED	5	51	15	34.0602	0.288295	0.432491
GORES	5	79	48	54.9592	0.58992	0.853473
GORGE	5	10	4	7.74965	0.348398	0.471538
GORI	4	94	15	67.1091	0.163301	0.22714
GORIER	6	19	1	9.76628	0.0717223	0.130603
GORIEST	7	18	5	8.58994	0.257445	0.542171
GORIS	5	49	1	30.1621	0.0333138	0.0491217
GORM	4	32	0	22.8603	0.0307589	0.0344321
GORMS	5	15	0	9.78259	0.0404295	0.0492132
GORP	4	26	3	19.508	0.134209	0.173944
GORS	4	95	23	69.6914	0.241838	0.329374
GORSE	5	63	0	45.0659	0.0113107	0.0122877
GORSES	6	16	0	10.8974	0.0312252	0.0396323
GORY	4	15	1	12.2586	0.107737	0.124944
GOS	3	191	60	145.251	0.31374	0.412525
GOSH	4	39	6	29.5621	0.162879	0.212578
GOSHT	5	18	0	12.6646	0.0348259	0.0395141
GOSLET	6	17	0	9.13997	0.029693	0.0460464
GOSS	4	34	7	25.3893	0.209662	0.279466
GOSSE	5	20	3	13.3582	0.158758	0.233587
GOSTER	6	28	0	18.5138	0.0192843	0.0247132
GOT	3	162	71	125.66	0.434761	0.561475
GOTCH	5	12	1	7.81418	0.112101	0.16145
GOTH	4	40	6	30.7733	0.159242	0.204915
GOTHS	5	21	2	13.3858	0.11174	0.167997
GOTTA	5	15	0	10.1744	0.0404295	0.0476241
GOTTEN	6	11	5	7.39524	0.389789	0.603453
GOUT	4	25	9	18.9236	0.340169	0.454526
GOUTS	5	12	4	8.23533	0.303859	0.449072
GOV	3	16	2	12.5902	0.159537	0.194776
GOWN	4	10	1	7.93193	0.144176	0.175209
