word	len	pts	n	kP	nO	kO	fieldRate	myRate	nCur	kCur	myRateCur	nStrong	strongRate	nTopQ	topQRate	dead	everAccepted	share_freeCur	share_dropTerminalCur	share_cellmateCur	share_noneCur	share_freeAll	share_dropTerminalAll	share_cellmateAll	share_noneAll	observedHost	hookStem	cellmateOf	qCur	gainPerGameCur	qAll	gainPerGameAll	reachClass	family
SERAI	5	800	927	3	927	22	0.0134844	0.00323625	289	1	0.00346021	162	0.037037	217	0.0506912	False	True	0.747405	0	0.017301	0.235294	0.718447	0	0.00970874	0.271845	RAI	RAI		0.55354	44.3904	0.532504	43.4476	free	RAI
TERAI	5	800	888	2	888	12	0.00788288	0.00225225	264	1	0.00378788	170	0.0352941	211	0.0331754	False	True	0.689394	0	0.0113636	0.299242	0.635135	0	0.00675676	0.358108	RAI	RAI		0.511427	37.4218	0.472041	36.9424	free	RAI
EARST	5	800	827	2	827	20	0.0133011	0.00241838	222	1	0.0045045	158	0.0443038	195	0.0666667	False	True	0.738739	0	0.175676	0.0855856	0.651753	0	0.245466	0.102781	EARS	EARS	STARE,STEAR,RATES,TEARS,TARES	0.547702	33.6726	0.484779	35.3254	free	EARS
SIREN	5	800	652	30	652	94	0.095092	0.0460123	216	10	0.0462963	129	0.139535	168	0.190476	False	True	0.810185	0	0.0509259	0.138889	0.763804	0	0.0751534	0.161043	SIRE	REN	RINES	0.599192	33.3475	0.565604	29.9999	free	REN
TINEA	5	800	627	3	627	27	0.0239234	0.00478469	196	1	0.00510204	119	0.0672269	147	0.0612245	False	True	0.821429	0	0	0.178571	0.799043	0	0	0.200957	TINE	TINE		0.607206	32.9529	0.590962	32.5467	free	TINE
TERAIS	6	1400	424	1	424	10	0.0129717	0.00235849	117	1	0.00854701	84	0.047619	95	0.0421053	False	True	0.777778	0	0.025641	0.196581	0.733491	0	0.0471698	0.21934	RAIS	RAI		0.577024	32.5014	0.544931	35.651	free	RAI
IRATE	5	800	846	34	846	84	0.06974	0.0401891	239	23	0.0962343	166	0.120482	200	0.14	False	True	0.778243	0	0	0.221757	0.764775	0	0.00118203	0.234043	RATE	RATE		0.575868	32.0091	0.566099	39.3996	free	RATE
TERAS	5	800	1217	23	1217	46	0.0283484	0.0188989	322	10	0.0310559	245	0.0367347	258	0.0813953	False	True	0.503106	0	0.375776	0.121118	0.533279	0.00164339	0.345111	0.119967	RAS	RAS	STARE,STEAR,RATES,TEARS,TARES	0.377283	31.1303	0.399641	41.0328	free	RAS
SITAR	5	800	719	28	719	17	0.0312935	0.038943	211	6	0.028436	137	0.0364964	195	0.0307692	False	True	0.748815	0	0.0995261	0.151659	0.766342	0	0.0667594	0.166898	SIT	SIT	RAITS	0.554797	31.0121	0.567423	33.6486	free	SIT
RETIA	5	800	815	28	815	27	0.0337423	0.0343558	237	5	0.021097	141	0.0283688	215	0.0418605	False	True	0.658228	0	0.0253165	0.316456	0.660123	0	0.00858896	0.331288	RET	RET		0.488851	30.955	0.490178	32.8975	free	RET
RESTO	5	800	866	70	866	57	0.0733256	0.0808314	266	21	0.0789474	151	0.0662252	205	0.107317	False	True	0.665414	0	0.146617	0.18797	0.625866	0.00230947	0.15358	0.218245	REST	RES	TORES,ROTES,TORSE	0.494411	30.8588	0.466505	29.5766	free	RES
SERIN	5	800	864	61	864	94	0.0896991	0.0706019	265	27	0.101887	176	0.153409	231	0.181818	False	True	0.686792	0	0.045283	0.267925	0.701389	0	0.0416667	0.256944	RIN	RIN	RINES	0.509636	30.172	0.520217	34.4005	free	RIN
TREST	5	800	755	14	755	33	0.0311258	0.018543	202	3	0.0148515	152	0.0197368	178	0.0505618	False	True	0.737624	0	0.00990099	0.252475	0.721854	0	0.013245	0.264901	REST	RES		0.546421	29.9831	0.534987	34.5287	free	RES
ERASE	5	800	868	13	868	122	0.077765	0.014977	243	2	0.00823045	169	0.236686	205	0.278049	False	True	0.600823	0	0.17284	0.226337	0.611751	0	0.156682	0.231567	RASE	RAS	EASER	0.447615	29.8137	0.455499	33.8608	free	RAS
TINEAS	6	1400	308	3	308	12	0.0243506	0.00974026	94	1	0.0106383	59	0.0847458	75	0.04	False	True	0.87234	0	0	0.12766	0.87987	0	0	0.12013	TINE	TINE		0.645483	29.1608	0.650928	30.6044	free	TINE
ESTRIN	6	1400	342	0	342	12	0.0175439	0	101	0	0	65	0.0615385	71	0.028169	False	True	0.792079	0	0.049505	0.158416	0.733918	0	0.0760234	0.190058	TRIN	RIN		0.587288	28.9852	0.545148	28.8927	free	RIN
SATIRE	6	1400	378	29	378	32	0.0806878	0.0767196	101	7	0.0693069	77	0.103896	106	0.0754717	False	True	0.881188	0	0.00990099	0.108911	0.84127	0	0.0132275	0.145503	TIRE	TIRE		0.651849	28.7509	0.622974	31.9989	free	TIRE
SERAIS	6	1400	284	1	284	7	0.0140845	0.00352113	92	0	0	51	0.0392157	61	0.0491803	False	True	0.858696	0	0	0.141304	0.795775	0	0	0.204225	RAIS	RAI	RAISES	0.635617	28.575	0.590119	25.8171	free	RAI
TINAS	5	800	574	26	574	41	0.0583624	0.0452962	186	9	0.0483871	97	0.103093	155	0.103226	False	True	0.77957	0.0107527	0.0913978	0.11828	0.775261	0.0121951	0.102787	0.109756	TIN	TIN	TAINS	0.580688	27.6462	0.578076	27.0813	free	TIN
TARSI	5	800	564	6	564	5	0.00975177	0.0106383	173	1	0.00578035	105	0.00952381	143	0.00699301	False	True	0.780347	0	0.0462428	0.17341	0.719858	0	0.0567376	0.223404	TARS	TAR	RAITS	0.577527	27.6194	0.533663	26.1223	free	TAR
SERAIL	6	1400	263	0	263	6	0.0114068	0	90	0	0	47	0.0212766	61	0.0655738	False	True	0.844444	0	0.0111111	0.144444	0.813688	0	0.0152091	0.171103	RAIL	RAI	SAILER,RAILES	0.625276	27.4991	0.603024	24.5775	free	RAI
RATEL	5	800	575	7	575	42	0.0426087	0.0121739	160	1	0.00625	113	0.115044	135	0.140741	False	True	0.8	0	0.0875	0.1125	0.805217	0	0.0921739	0.102609	RATE	RATE	LATER	0.591906	26.1654	0.595705	29.7127	free	RATE
SERINE	6	1400	303	3	303	23	0.0429043	0.00990099	88	1	0.0113636	74	0.121622	85	0.129412	False	True	0.784091	0	0.0340909	0.181818	0.759076	0	0.0264026	0.214521	RINE	RINE		0.581562	24.5195	0.563498	25.9947	free	RINE
NESTOR	6	1400	301	14	301	8	0.0365449	0.0465116	91	4	0.043956	45	0.0222222	72	0.0138889	False	True	0.802198	0	0.043956	0.153846	0.717608	0	0.0697674	0.212625	TOR	TOR	TONERS,STONER	0.594623	24.4869	0.533374	22.7102	free	TOR
SETON	5	800	592	2	592	14	0.0135135	0.00337838	181	1	0.00552486	111	0.018018	154	0.038961	False	True	0.657459	0	0.171271	0.171271	0.70777	0	0.140203	0.152027	TON	TON	TONES,STONE	0.488708	24.4206	0.525129	27.3523	free	TON
ASTARE	6	1400	297	0	297	3	0.00505051	0	75	0	0	62	0	70	0.0142857	False	True	0.866667	0	0	0.133333	0.801347	0	0	0.198653	STARE	STARE		0.64138	23.5061	0.594149	27.3464	free	STARE
TSORES	6	1400	246	1	246	1	0.00406504	0.00406504	79	1	0.0126582	56	0	58	0.0172414	False	True	0.835443	0	0.0506329	0.113924	0.776423	0	0.0731707	0.150407	SORES	RES	TORSES	0.61864	23.3932	0.575891	21.7995	free	RES
ARENA	5	800	487	0	487	0	0	0	155	0	0	83	0	122	0	False	False	0.722581	0	0	0.277419	0.73306	0	0	0.26694	ARE	REN		0.535477	23.176	0.543081	23.4209	free	REN
ARTIES	6	1400	412	48	412	15	0.0764563	0.116505	114	20	0.175439	80	0.05	90	0.0555556	False	True	0.789474	0.0263158	0	0.184211	0.660194	0.0194175	0.0194175	0.300971	TIES	TIE		0.590621	23.1285	0.495753	24.2141	free	TIE
DREST	5	800	582	3	582	6	0.00773196	0.00515464	168	3	0.0178571	116	0.0172414	145	0.0137931	False	True	0.678571	0	0	0.321429	0.609966	0	0	0.390034	REST	RES		0.503541	22.7839	0.453757	23.1203	free	RES
REEST	5	800	572	18	572	60	0.0681818	0.0314685	168	6	0.0357143	104	0.134615	122	0.196721	False	True	0.702381	0	0.172619	0.125	0.622378	0	0.176573	0.201049	REES	REE		0.52131	22.7798	0.463267	21.8719	free	REE
ELITES	6	1400	231	3	231	3	0.012987	0.012987	71	0	0	50	0.02	54	0.0185185	False	True	0.887324	0	0	0.112676	0.818182	0	0	0.181818	LITES	LITES		0.656317	22.7707	0.606322	21.2403	free	LITES
SETAE	5	800	800	7	800	6	0.008125	0.00875	215	2	0.00930233	144	0.00694444	178	0.0168539	False	True	0.516279	0	0.0930233	0.390698	0.50125	0	0.10375	0.395	SET		TEASE	0.386038	22.6173	0.375162	25.9579	free	SET
SENATE	6	1400	304	14	304	16	0.0493421	0.0460526	91	5	0.0549451	64	0.046875	63	0.0634921	False	True	0.758242	0	0.043956	0.197802	0.694079	0	0.0427632	0.263158	SEN			0.562839	22.5849	0.516447	22.1607	free	SEN
TISANE	6	1400	242	0	242	1	0.00206612	0	79	0	0	34	0	67	0	False	True	0.78481	0	0	0.21519	0.768595	0	0	0.231405	SANE	SAN		0.582191	22.4748	0.570466	21.3941	free	SAN
RANIS	5	800	549	49	549	39	0.0801457	0.0892532	185	17	0.0918919	99	0.0606061	134	0.0820896	False	True	0.708108	0	0.0810811	0.210811	0.712204	0	0.0801457	0.20765	RAN	RAN	RAINS	0.525206	22.3841	0.528175	21.3388	free	RAN
ETATS	5	800	498	1	498	18	0.0190763	0.00200803	131	0	0	81	0.0617284	105	0.0761905	False	True	0.80916	0	0.122137	0.0687023	0.787149	0	0.110442	0.10241	TAT	TAT	TATES,STATE	0.598652	21.8983	0.582645	25.6061	free	TAT
SAREE	5	800	426	2	426	9	0.0129108	0.00469484	121	1	0.00826446	82	0.0487805	110	0.0272727	False	True	0.876033	0	0.0495868	0.0743802	0.816901	0	0.0516432	0.131455	SAR	REE	EASER	0.646972	21.5801	0.604068	22.6109	free	REE
RETSINA	7	1800	166	6	166	3	0.0271084	0.0361446	57	0	0	43	0.0232558	51	0.0196078	False	True	0.842105	0	0.0175439	0.140351	0.861446	0	0.0120482	0.126506	RET	RET	RETAINS	0.596961	21.3781	0.610531	18.9979	free	RET
TRETS	5	800	637	23	637	38	0.0478807	0.0361068	168	9	0.0535714	132	0.0530303	144	0.0347222	False	True	0.678571	0	0.0119048	0.309524	0.67033	0	0.0141287	0.315542	RET	RET		0.503575	21.1101	0.497601	26.0325	free	RET
RETEST	6	1400	233	14	233	16	0.0643777	0.0600858	68	2	0.0294118	43	0.162791	53	0.150943	False	True	0.897059	0	0.0441176	0.0588235	0.841202	0	0.0386266	0.120172	RETE	RET	SETTER	0.663215	21.0604	0.622843	20.3201	free	RET
ERING	5	800	390	4	390	8	0.0153846	0.0102564	127	3	0.023622	70	0.0285714	104	0.00961538	False	True	0.811024	0.0472441	0	0.141732	0.776923	0.0564103	0.0025641	0.164103	RING	RING		0.615456	20.9879	0.593783	20.1528	free	RING
AREAS	5	800	538	5	537	15	0.0186047	0.00929368	136	2	0.0147059	102	0.0294118	127	0.0551181	False	True	0.75	0	0	0.25	0.708178	0	0	0.291822	ARE			0.555374	20.5322	0.525026	24.5706	free	ARE
RENEST	6	1400	284	17	284	15	0.056338	0.0598592	75	4	0.0533333	46	0.130435	64	0.0625	False	True	0.826667	0	0.04	0.133333	0.809859	0	0.0387324	0.151408	REN	REN		0.612329	20.4867	0.600179	23.7803	free	REN
ORANT	5	800	377	0	377	11	0.0145889	0	125	0	0	73	0.0410959	101	0.049505	False	True	0.792	0	0.016	0.192	0.838196	0	0.0106101	0.151194	RANT	RANT		0.585897	20.4502	0.619404	20.6788	free	RANT
SENOR	5	800	621	10	621	25	0.0281804	0.0161031	195	4	0.0205128	119	0.0504202	182	0.0714286	False	True	0.528205	0	0.220513	0.251282	0.542673	0	0.243156	0.214171	SEN			0.395055	20.3939	0.405618	21.4203	free	SEN
INSTAR	6	1400	261	1	261	2	0.00574713	0.00383142	77	0	0	50	0.04	65	0.0307692	False	True	0.727273	0	0.025974	0.246753	0.685824	0	0.0344828	0.279693	STAR	STAR		0.540503	20.3373	0.510505	20.4935	free	STAR
ARENES	6	1400	259	0	259	4	0.00772201	0	65	0	0	37	0.0540541	56	0.0178571	False	True	0.846154	0	0	0.153846	0.80695	0	0	0.19305	REN	REN		0.626548	19.9008	0.5982	24.0101	free	REN
EATEN	5	800	510	70	510	23	0.0911765	0.137255	154	24	0.155844	87	0.045977	115	0.0782609	False	True	0.831169	0	0	0.168831	0.831373	0	0	0.168627	EAT	EAT		0.614274	19.7133	0.614422	21.5502	free	EAT
TENIA	5	800	652	2	652	7	0.00690184	0.00306748	214	0	0	115	0.00869565	170	0.0235294	False	True	0.439252	0	0	0.560748	0.411043	0	0.00306748	0.58589	TEN			0.329878	19.7121	0.309416	17.6878	free	TEN
RATOS	5	800	468	21	468	51	0.0769231	0.0448718	139	5	0.0359712	75	0.08	123	0.130081	False	True	0.733813	0	0.0647482	0.201439	0.696581	0	0.0790598	0.224359	RAT	RAT		0.543812	19.711	0.516835	19.5598	free	RAT
SONERI	6	1400	216	1	216	3	0.00925926	0.00462963	77	0	0	38	0	54	0.0185185	False	True	0.701299	0	0.012987	0.285714	0.601852	0	0.00462963	0.393519	SONE	SON		0.521763	19.6321	0.449882	14.9042	free	SON
ARENE	5	800	410	0	410	4	0.00487805	0	116	0	0	56	0.0357143	103	0.00970874	False	True	0.818966	0	0	0.181034	0.8	0	0	0.2	REN	REN		0.605419	19.6101	0.591657	21.4814	free	REN
SARSEN	6	1400	190	3	190	0	0.00789474	0.0157895	60	0	0	35	0	46	0	False	True	0.9	0	0	0.1	0.821053	0	0.00526316	0.173684	SAR			0.665483	19.5116	0.608381	17.4484	free	SAR
RATELS	6	1400	251	2	251	14	0.0318725	0.00796813	69	1	0.0144928	51	0.0784314	64	0.140625	False	True	0.797101	0	0.057971	0.144928	0.816733	0	0.063745	0.119522	RATE	RATE	LASTER,SALTER	0.590893	19.4346	0.605069	23.2257	free	RATE
URATES	6	1400	182	4	182	19	0.0631868	0.021978	65	2	0.0307692	44	0.136364	46	0.217391	False	True	0.861538	0	0	0.138462	0.818681	0	0	0.181319	RATES	RATES		0.637672	19.2769	0.606683	16.4913	free	RATES
TINSEL	6	1400	203	1	203	8	0.0221675	0.00492611	63	0	0	30	0	60	0.0333333	False	True	0.84127	0	0	0.15873	0.793103	0	0	0.206897	TINS	TIN		0.623016	19.1798	0.588188	18.3488	free	TIN
LATEST	6	1400	211	2	211	12	0.0331754	0.00947867	56	0	0	32	0.03125	49	0.102041	False	True	0.946429	0	0	0.0535714	0.895735	0	0	0.104265	LATE	LATE	LATTES	0.699055	19.1295	0.662399	21.3496	free	LATE
TORAN	5	800	385	24	385	14	0.0493506	0.0623377	123	10	0.0813008	64	0.078125	90	0.0333333	False	True	0.861789	0	0.00813008	0.130081	0.864935	0	0.00519481	0.12987	TOR	TOR		0.636517	19.0692	0.638792	19.6533	free	TOR
NATIS	5	800	574	4	574	2	0.00522648	0.00696864	171	2	0.0116959	99	0	165	0	False	True	0.549708	0	0.216374	0.233918	0.573171	0	0.214286	0.212544	NAT		TAINS	0.410647	19.0494	0.427667	21.3842	free	NAT
SATORI	6	1400	186	0	186	1	0.00268817	0	60	0	0	31	0	47	0.0212766	False	True	0.866667	0	0	0.133333	0.817204	0	0	0.182796	SAT	SAT		0.64138	18.8049	0.605615	17.4565	free	SAT
ROTAN	5	800	383	28	383	13	0.0535248	0.073107	130	7	0.0538462	59	0.0677966	115	0.0434783	False	True	0.769231	0	0.00769231	0.223077	0.796345	0	0.00261097	0.201044	ROT	ROT		0.569351	18.7129	0.589011	17.4976	free	ROT
LARINE	6	1400	180	7	180	5	0.0333333	0.0388889	61	1	0.0163934	36	0.0555556	47	0.0638298	False	True	0.868852	0	0.0163934	0.114754	0.877778	0	0.0111111	0.111111	RINE	RINE		0.642908	18.6752	0.649379	17.0294	free	RINE
MATRES	6	1400	177	2	177	15	0.0480226	0.0112994	59	1	0.0169492	30	0.2	47	0.148936	False	True	0.898305	0	0	0.101695	0.887006	0	0.0225989	0.0903955	MAT	MAT	MATERS,MASTER	0.664258	18.6624	0.656015	17.6844	free	MAT
ENSATE	6	1400	255	5	255	3	0.0156863	0.0196078	76	0	0	52	0.0192308	44	0	False	True	0.671053	0.0131579	0.0131579	0.302632	0.623529	0.00392157	0.0352941	0.337255	SATE	SAT		0.502421	18.6589	0.466212	17.6486	free	SAT
ERASED	6	1400	247	5	247	35	0.0809717	0.0202429	72	1	0.0138889	52	0.211538	65	0.276923	False	True	0.722222	0	0.0694444	0.208333	0.696356	0	0.0728745	0.230769	RASED	RAS		0.536712	18.3946	0.517997	19.0529	free	RAS
LITAS	5	800	364	4	364	4	0.010989	0.010989	115	0	0	56	0	100	0.03	False	True	0.773913	0	0.026087	0.2	0.771978	0	0.0521978	0.175824	LIT	LIT	TAILS	0.572801	18.3936	0.571471	18.0664	free	LIT
IRATER	6	1400	276	4	276	20	0.0434783	0.0144928	71	4	0.056338	61	0.0983607	66	0.166667	False	True	0.788732	0	0	0.211268	0.811594	0	0	0.188406	RATER	RATER		0.585027	18.3427	0.601558	25.1098	free	RATER
OATEN	5	800	475	72	475	8	0.0842105	0.151579	165	22	0.133333	82	0.0609756	115	0.0434783	False	True	0.715152	0	0.0121212	0.272727	0.747368	0	0.0105263	0.242105	OAT			0.53012	18.2813	0.553494	16.9059	free	OAT
NERITE	6	1400	270	0	270	0	0	0	79	0	0	53	0	61	0	False	False	0.632911	0	0.0126582	0.35443	0.559259	0	0.0666667	0.374074	RITE	RIT		0.472315	18.2332	0.418884	17.5269	free	RIT
RETIAL	6	1400	245	5	245	7	0.0244898	0.0204082	73	0	0	42	0.0238095	63	0.015873	False	True	0.684932	0	0.0136986	0.30137	0.710204	0	0.0204082	0.269388	RET	RET		0.509926	18.19	0.528179	19.2789	free	RET
LINEAR	6	1400	177	0	177	15	0.0423729	0	59	0	0	30	0.1	36	0.0555556	False	True	0.847458	0	0.0169492	0.135593	0.841808	0	0.0169492	0.141243	LINE	LINE		0.627436	18.0894	0.623351	17.0983	free	LINE
TENOR	5	800	498	24	498	37	0.061245	0.0481928	162	9	0.0555556	92	0.130435	139	0.0863309	False	True	0.611111	0	0.191358	0.197531	0.574297	0	0.194779	0.230924	TEN		TONER	0.455133	18.0751	0.428429	16.7684	free	TEN
SEREST	6	1400	215	0	215	4	0.00930233	0	57	0	0	52	0.0576923	41	0.0731707	False	True	0.877193	0	0.0175439	0.105263	0.888372	0	0.027907	0.0837209	SERES	RES		0.648936	18.0751	0.656986	21.8898	free	RES
SENAS	5	800	481	13	481	32	0.0467775	0.027027	152	4	0.0263158	85	0.0588235	104	0.115385	False	True	0.605263	0	0.203947	0.190789	0.611227	0	0.185031	0.203742	SEN			0.450925	18.0218	0.455199	18.2378	free	SEN
LARIS	5	800	396	22	396	27	0.0618687	0.0555556	128	3	0.0234375	69	0.0724638	105	0.104762	False	True	0.710938	0	0.09375	0.195312	0.681818	0	0.123737	0.194444	LAR	LAR	RAILS	0.527295	18.0087	0.50625	15.8047	free	LAR
SERED	5	800	526	47	526	52	0.0941065	0.0893536	156	18	0.115385	101	0.0990099	126	0.142857	False	True	0.692308	0.0448718	0.0897436	0.173077	0.65019	0.0361217	0.095057	0.218631	SERE			0.528771	18.0072	0.495297	18.9087	free	SERE
DENIS	5	800	507	39	507	33	0.0710059	0.0769231	168	8	0.047619	87	0.0804598	128	0.101562	False	True	0.577381	0	0.196429	0.22619	0.499014	0	0.236686	0.2643	DEN		DINES	0.430671	17.9694	0.373918	13.3342	free	DEN
ARSENO	6	1400	264	1	264	1	0.00378788	0.00378788	83	0	0	56	0	77	0	False	True	0.590361	0	0	0.409639	0.511364	0	0	0.488636	ARSE			0.441588	17.9101	0.384466	15.5743	free	ARSE
TATIES	6	1400	206	7	206	9	0.038835	0.0339806	57	2	0.0350877	39	0.0769231	60	0.0666667	False	True	0.912281	0	0	0.0877193	0.84466	0	0	0.15534	TAT	TAT		0.674363	17.806	0.625468	18.8825	free	TAT
RATEEN	6	1400	178	3	178	4	0.0196629	0.0168539	52	0	0	31	0.0645161	33	0	False	True	0.942308	0	0	0.0576923	0.921348	0	0.0168539	0.0617978	RATE	RATE		0.696075	17.6874	0.680866	18.3166	free	RATE
TSARS	5	800	376	1	376	7	0.0106383	0.00265957	108	1	0.00925926	75	0.04	93	0.0430108	False	True	0.796296	0	0.0185185	0.185185	0.662234	0	0.0638298	0.273936	SAR			0.589022	17.4839	0.491868	16.2889	free	SAR
ORANTS	6	1400	184	0	184	9	0.0244565	0	57	0	0	38	0.0789474	44	0.0909091	False	True	0.842105	0	0.0175439	0.140351	0.853261	0	0.00543478	0.141304	RANTS	RANTS		0.623564	17.3684	0.631669	18.0117	free	RANTS
ELITE	5	800	378	4	378	4	0.010582	0.010582	120	0	0	81	0.0123457	99	0.020202	False	True	0.691667	0	0	0.308333	0.714286	0	0	0.285714	LITE	LITE		0.513044	17.191	0.529457	17.3686	free	LITE
SERINS	6	1400	249	14	249	26	0.0803213	0.0562249	80	8	0.1	54	0.148148	66	0.19697	False	True	0.725	0	0.0125	0.2625	0.730924	0	0.00803213	0.261044	RINS	RIN		0.538903	17.1578	0.543201	18.7912	free	RIN
RAITA	5	800	321	0	321	3	0.0046729	0	101	0	0	54	0	70	0.0142857	False	True	0.821782	0	0	0.178218	0.809969	0	0	0.190031	RAIT	RAI		0.607463	17.1319	0.59889	17.024	free	RAI
IMARET	6	1400	164	0	164	1	0.00304878	0	49	0	0	35	0.0285714	46	0	False	True	0.959184	0	0	0.0408163	0.896341	0	0.00609756	0.097561	MARE	MARE		0.708278	16.9591	0.662818	16.8456	free	MARE
SOREL	5	800	385	6	385	24	0.038961	0.0155844	140	4	0.0285714	77	0.038961	91	0.0879121	False	True	0.621429	0	0.0928571	0.285714	0.535065	0	0.155844	0.309091	SORE		LORES,ROLES	0.46234	16.9571	0.399849	13.1009	free	SORE
REASON	6	1400	188	3	188	4	0.018617	0.0159574	63	1	0.015873	30	0	45	0.0444444	False	True	0.761905	0	0	0.238095	0.744681	0	0	0.255319	EAS	SON		0.565629	16.9244	0.553174	15.6515	free	SON
AREDE	5	800	349	9	349	11	0.0286533	0.025788	122	8	0.0655738	58	0.0689655	76	0.0789474	False	True	0.754098	0	0.0327869	0.213115	0.65043	0	0.0487106	0.30086	REDE			0.558441	16.7902	0.483259	14.1383	free	REDE
ELINT	5	800	338	0	338	9	0.0133136	0	117	0	0	54	0.0555556	108	0.0555556	False	True	0.692308	0	0.00854701	0.299145	0.713018	0	0.00887574	0.278107	LINT	LINT		0.513533	16.7772	0.528563	15.8206	free	LINT
URATE	5	800	300	14	300	34	0.08	0.0466667	113	8	0.0707965	67	0.164179	77	0.246753	False	True	0.80531	0.0176991	0	0.176991	0.776667	0.00666667	0	0.216667	RATE	RATE		0.601429	16.7432	0.576954	14.0878	free	RATE
SENORA	6	1400	296	2	296	2	0.00675676	0.00675676	86	1	0.0116279	65	0.0153846	89	0.0224719	False	True	0.546512	0	0	0.453488	0.560811	0	0.00337838	0.435811	SEN			0.409881	16.7364	0.42021	18.9656	free	SEN
DITAS	5	800	320	7	320	8	0.0234375	0.021875	107	3	0.0280374	51	0.0392157	97	0.0309278	False	True	0.794393	0	0.0280374	0.17757	0.75	0	0.0125	0.2375	DIT	TAS		0.587667	16.7205	0.555409	15.119	free	TAS
DINERO	6	1400	194	7	194	20	0.0695876	0.0360825	72	6	0.0833333	41	0.146341	61	0.196721	False	True	0.75	0	0	0.25	0.670103	0	0	0.329897	DINER	DINE		0.55702	16.6658	0.499248	13.9247	free	DINE
LORATE	6	1400	156	6	156	7	0.0416667	0.0384615	51	0	0	37	0.027027	28	0.107143	False	True	0.901961	0	0	0.0980392	0.878205	0	0	0.121795	RATE	RATE		0.666901	16.6202	0.649724	14.7775	free	RATE
TATIE	5	800	345	10	345	13	0.0333333	0.0289855	99	4	0.040404	62	0.0483871	96	0.0625	False	True	0.868687	0	0	0.131313	0.837681	0	0	0.162319	TAT	TAT		0.6415	16.6167	0.619	18.0257	free	TAT
LITEST	6	1400	160	0	160	0	0	0	49	0	0	33	0	37	0	False	False	0.938776	0	0	0.0612245	0.86875	0	0	0.13125	LITES	LITES		0.693521	16.6058	0.642887	15.9405	free	LITES
TAROT	5	800	357	18	357	21	0.0546218	0.0504202	103	6	0.0582524	55	0.0181818	80	0.075	False	True	0.854369	0	0	0.145631	0.868347	0	0.00840336	0.123249	TAR	TAR		0.63111	16.4759	0.641277	18.6793	free	TAR
ARENITE	7	1800	151	1	151	1	0.00662252	0.00662252	40	0	0	47	0	36	0	False	True	0.925	0	0	0.075	0.827815	0	0.00662252	0.165563	NITE	REN		0.655073	16.4626	0.587058	17.4632	free	REN
SEREIN	6	1400	236	0	236	3	0.00635593	0	77	0	0	56	0.0535714	58	0.0344828	False	True	0.584416	0	0.012987	0.402597	0.567797	0	0.00847458	0.423729	SERE			0.437247	16.4521	0.425244	15.5524	free	SERE
ESCAR	5	800	283	14	283	2	0.0282686	0.04947	102	4	0.0392157	50	0	66	0	False	True	0.833333	0	0.0294118	0.137255	0.858657	0	0.0388693	0.102473	CAR	CAR	CARES,CARSE	0.615929	16.4258	0.634332	14.6572	free	CAR
RETRO	5	800	388	1	388	2	0.00386598	0.00257732	133	0	0	70	0.0285714	93	0	False	True	0.593985	0	0	0.406015	0.615979	0	0	0.384021	RET	RET		0.44216	16.4209	0.458121	15.6521	free	RET
TIERED	6	1400	145	6	145	22	0.0965517	0.0413793	62	5	0.0806452	26	0.115385	36	0.166667	False	True	0.83871	0	0	0.16129	0.731034	0	0.0137931	0.255172	TIER	TIE		0.621165	16.376	0.543262	11.2776	free	TIE
ARENAS	6	1400	227	0	227	0	0	0	59	0	0	45	0	53	0	False	False	0.762712	0	0	0.237288	0.784141	0	0	0.215859	ARE	REN		0.566212	16.3243	0.581707	20.4634	free	REN
TENESI	6	1400	213	0	213	0	0	0	57	0	0	50	0	52	0	False	False	0.789474	0	0	0.210526	0.638498	0	0	0.361502	TENES			0.585563	16.3099	0.476395	15.7251	free	TENES
TORSI	5	800	373	15	373	13	0.0375335	0.0402145	130	7	0.0538462	66	0.0606061	95	0.0526316	False	True	0.676923	0	0.0769231	0.246154	0.707775	0	0.0616622	0.230563	TORS	TOR		0.502564	16.2885	0.524908	16.0098	free	TOR
SATEEN	6	1400	181	0	181	3	0.00828729	0	52	0	0	31	0.0322581	40	0	False	True	0.865385	0	0.0192308	0.115385	0.872928	0	0.0165746	0.110497	SATE	SAT		0.640392	16.2724	0.645855	18.116	free	SAT
EROSE	5	800	572	0	572	6	0.00524476	0	173	0	0	99	0.020202	130	0.0384615	False	True	0.445087	0.00578035	0.00578035	0.543353	0.435315	0.00174825	0.00174825	0.561189	ROSE			0.336061	16.2342	0.32761	16.5945	free	ROSE
SAREES	6	1400	180	1	180	6	0.0194444	0.00555556	52	1	0.0192308	39	0.0512821	45	0.0222222	False	True	0.884615	0	0.0384615	0.0769231	0.827778	0	0.0166667	0.155556	SAR	REE		0.654235	16.1355	0.613207	16.9502	free	REE
TALEA	5	800	282	3	282	2	0.00886525	0.0106383	91	0	0	51	0	67	0.0149254	False	True	0.857143	0	0.010989	0.131868	0.886525	0	0.0070922	0.106383	TALE	TALE		0.633154	16.0885	0.654464	16.0778	free	TALE
ELSIN	5	800	335	2	335	0	0.00298507	0.00597015	132	2	0.0151515	54	0	98	0	False	True	0.606061	0	0.0606061	0.333333	0.567164	0	0.0716418	0.361194	SIN	SIN	LINES	0.451096	16.0683	0.422902	12.3686	free	SIN
