word	len	present	found	opp	pts	lc	beliefRaw	beliefWeighted	refN	refK	refRate	p	q	refForgone	foundStem	kind	reference
KETA	4	46	0	32.5509	400	4	0.0222793	0.0249994	11	2	0.181818	9.79697e-05	0.0105234	3345.45	KET	branch miss	topQuartile
EGIS	4	110	0	80.6701	400	4	0.009857	0.0105916	27	2	0.0740741	0.000210565	0.01934	3259.26	GIS	branch miss	topQuartile
DODO	4	20	0	16.2586	400	4	0.0456522	0.0463448	5	2	0.4	3.65616e-05	0.00463418	3200	DOD	branch miss	topQuartile
ISLE	4	282	0	209.638	400	4	0.00394521	0.00416228	74	2	0.027027	0.00044098	0.0356014	3048.65		true gap	topQuartile
ITEM	4	185	0	137.434	400	4	0.00596164	0.00630502	49	2	0.0408163	0.000448569	0.0358271	3020.41		true gap	topQuartile
GADI	4	50	0	38.9523	400	4	0.0206526	0.0211687	14	2	0.142857	0.000449428	0.0358271	2857.14	GAD	branch miss	topQuartile
EFFS	4	15	0	13.549	400	4	0.0571901	0.054015	5	2	0.4	0.000470185	0.0372475	2400		true gap	topQuartile
MHO	3	108	0	84.2017	100	3	0.0107299	0.0107192	24	3	0.125	5.45594e-07	0.000192095	1350		true gap	topQuartile
ISO	3	635	0	491.39	100	3	0.00188169	0.00188078	165	3	0.0181818	8.70422e-06	0.00162244	1154.55		true gap	topQuartile
SLY	3	102	0	78.2402	100	3	0.0113368	0.0115111	27	3	0.111111	6.05958e-06	0.0012591	1133.33		true gap	topQuartile
EGO	3	182	0	140.405	100	3	0.00646269	0.00650182	39	2	0.0512821	6.90169e-05	0.00795263	933.333		true gap	topQuartile
AIA	3	164	0	131.542	100	3	0.00715481	0.00693193	42	2	0.047619	0.000334931	0.0277467	780.952		true gap	topQuartile
