word	len	trials	finds	vowelInitial	removedByFlux	commonEnglish	comparable	compP10	compMedian	pZeroAtP10	pZeroAtMedian	compP10SameInitial	compMedianSameInitial	pZeroAtP10SameInitial	pZeroAtMedianSameInitial	qAtMedian	qAtMedianSameInitial	qAtP10SameInitial
SNEESH	6	102	0	False	False	True	1673	0.0125	0.1081	0.2772	8.548e-06	0.01316	0.1298	0.259	6.925e-07	9.347e-06	1.324e-06	0.4083
SNOEP	5	218	0	False	False	False	1446	0.009479	0.1086	0.1254	1.308e-11	0.0125	0.1343	0.06443	2.242e-14	4.99e-11	1.795e-13	0.4083
SODAIN	6	112	0	False	False	False	1584	0.01163	0.1083	0.2698	2.647e-06	0.0122	0.1364	0.253	7.397e-08	3.328e-06	1.822e-07	0.4083
SODIC	5	114	0	False	False	True	1638	0.01163	0.1	0.2636	6.076e-06	0.01351	0.1111	0.212	1.474e-06	6.838e-06	2.736e-06	0.4083
SOIGNE	6	106	0	False	False	False	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
SOLDO	5	110	0	False	False	True	1618	0.0119	0.09658	0.2678	1.405e-05	0.01282	0.1071	0.2419	3.855e-06	1.494e-05	6.882e-06	0.4083
SOLITO	6	108	0	False	False	False	1661	0.0119	0.1071	0.2743	4.836e-06	0.01282	0.133	0.2482	2.025e-07	5.701e-06	4.348e-07	0.4083
SORGO	5	104	0	False	False	True	1586	0.0122	0.09574	0.2791	2.846e-05	0.01351	0.1053	0.2429	9.469e-06	2.869e-05	1.61e-05	0.4083
SPEOS	5	156	0	False	False	True	1564	0.01053	0.1091	0.1919	1.493e-08	0.01451	0.1272	0.1022	6.068e-10	3.253e-08	2.238e-09	0.4083
SPERST	6	166	0	False	False	False	1234	0.009434	0.12	0.2073	6.099e-10	0.01299	0.152	0.1142	1.305e-12	1.721e-09	7.947e-12	0.4083
SPIC	4	228	0	False	True	False	943	0.01547	0.1538	0.02862	2.874e-17	0.02179	0.1747	0.006589	9.831e-20	2.241e-16	1.649e-18	0.1799
STADIA	6	116	0	False	False	True	1606	0.01136	0.1078	0.2656	1.801e-06	0.0122	0.1359	0.2409	4.385e-08	2.478e-06	1.189e-07	0.4083
STANIEL	7	148	0	False	False	False	361	0.009434	0.1032	0.2459	1.002e-07	0.01451	0.1286	0.1149	1.427e-09	1.814e-07	5.033e-09	0.4083
STATAL	6	104	0	False	False	True	1642	0.0122	0.108	0.2791	6.905e-06	0.01309	0.1316	0.254	4.246e-07	7.673e-06	8.52e-07	0.4083
STATIM	6	106	0	False	False	False	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
STEELD	6	154	0	False	False	False	1328	0.009848	0.114	0.2178	7.983e-09	0.01333	0.1506	0.1265	1.202e-11	1.903e-08	6.322e-11	0.4083
STRIGA	6	120	0	False	False	True	1590	0.01134	0.1093	0.2545	9.225e-07	0.01295	0.1373	0.2092	2.023e-08	1.342e-06	5.726e-08	0.4083
STROAM	6	132	0	False	False	True	1445	0.01042	0.1136	0.251	1.216e-07	0.01346	0.1424	0.1672	1.558e-09	2.127e-07	5.389e-09	0.4083
STROMA	6	134	0	False	False	True	1487	0.01042	0.1154	0.2458	7.33e-08	0.01353	0.1456	0.1611	6.912e-10	1.372e-07	2.498e-09	0.4083
SUCRE	5	126	0	False	False	True	1537	0.0102	0.1	0.2746	1.716e-06	0.01332	0.1154	0.1847	1.955e-07	2.399e-06	4.348e-07	0.4083
SUDOR	5	100	0	False	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.01429	0.1084	0.2372	1.04e-05	2.705e-05	1.744e-05	0.4083
SURAH	5	168	0	False	False	True	1563	0.009634	0.1075	0.1966	5.012e-09	0.01361	0.1319	0.1001	4.777e-11	1.217e-08	2.235e-10	0.4083
SUTILE	6	126	0	False	False	True	1491	0.01087	0.1111	0.2523	3.587e-07	0.01361	0.1393	0.178	6.145e-09	5.726e-07	1.877e-08	0.4083
SYREN	5	170	0	False	False	False	1541	0.009615	0.1066	0.1935	4.801e-09	0.01351	0.1285	0.09897	6.998e-11	1.176e-08	3.08e-10	0.4083
SYTHE	5	100	0	False	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.01429	0.1084	0.2372	1.04e-05	2.705e-05	1.744e-05	0.4083
TABRET	6	110	0	False	False	True	1633	0.0119	0.1077	0.2678	3.603e-06	0.0125	0.1344	0.2507	1.276e-07	4.351e-06	2.947e-07	0.4083
TACAN	5	164	0	False	False	False	1530	0.009615	0.1066	0.205	9.345e-09	0.01351	0.1277	0.1074	1.872e-10	2.186e-08	7.741e-10	0.4083
TAENIA	6	276	0	False	False	True	747	0.008582	0.1189	0.09267	6.814e-16	0.0129	0.1538	0.02779	9.605e-21	4.66e-15	1.779e-19	0.3744
TAENIAS	7	104	0	False	False	False	595	0.0122	0.11	0.2791	5.452e-06	0.01316	0.14	0.2522	1.541e-07	6.286e-06	3.504e-07	0.4083
TAENITE	7	132	0	False	False	True	428	0.0102	0.1034	0.2582	5.495e-07	0.01513	0.1268	0.1337	1.69e-08	8.393e-07	4.856e-08	0.4083
TAHRS	5	370	0	False	False	False	1147	0.008526	0.1401	0.04209	5.503e-25	0.01281	0.1813	0.00847	7.284e-33	7.413e-24	2.816e-31	0.1982
TAIG	4	640	0	False	True	False	811	0.01532	0.1739	5.114e-05	8.245e-54	0.03334	0.2163	3.754e-10	1.824e-68	4.887e-52	2.702e-66	5.563e-08
TAIGA	5	114	0	False	False	True	1638	0.01163	0.1	0.2636	6.076e-06	0.01351	0.1111	0.212	1.474e-06	6.838e-06	2.736e-06	0.4083
TAIGS	5	246	0	False	True	False	1410	0.009798	0.1115	0.08874	2.319e-13	0.01274	0.1402	0.04269	7.301e-17	1.115e-12	8.013e-16	0.4083
TALPA	5	142	0	False	False	False	1602	0.009615	0.1058	0.2536	1.276e-07	0.01316	0.125	0.1525	5.823e-09	2.211e-07	1.836e-08	0.4083
TANSIES	7	134	0	False	False	False	438	0.0102	0.1034	0.253	4.417e-07	0.01515	0.1286	0.1293	9.796e-09	6.901e-07	2.884e-08	0.4083
TANSY	5	172	0	False	False	True	1527	0.009615	0.1066	0.1898	3.832e-09	0.01351	0.1282	0.09631	5.64e-11	9.543e-09	2.584e-10	0.4083
TANTRA	6	162	0	False	False	True	1281	0.0101	0.1207	0.1931	8.934e-10	0.01333	0.1527	0.1137	2.202e-12	2.421e-09	1.255e-11	0.4083
TARAND	6	118	0	False	False	True	1540	0.01136	0.1083	0.2596	1.33e-06	0.01333	0.1367	0.2052	2.919e-08	1.901e-06	8.11e-08	0.4083
TARNAL	6	106	0	False	False	True	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
TAROCS	6	186	0	False	False	False	1124	0.009346	0.115	0.1744	1.344e-10	0.01299	0.1511	0.08791	5.852e-14	4.545e-10	4.524e-13	0.4083
TARSEAL	7	130	0	False	False	False	434	0.0102	0.1042	0.2636	6.136e-07	0.01515	0.1286	0.1374	1.699e-08	9.167e-07	4.856e-08	0.4083
TARSIA	6	248	0	False	False	True	856	0.007576	0.118	0.1517	3.024e-14	0.011	0.1431	0.06435	2.322e-17	1.712e-13	2.716e-16	0.4083
TASARS	6	142	0	False	False	False	1393	0.009804	0.114	0.2468	3.413e-08	0.01333	0.1441	0.1487	2.549e-10	6.943e-08	1.016e-09	0.4083
TATOU	5	132	0	False	False	True	1559	0.009804	0.1032	0.2724	5.721e-07	0.01299	0.1157	0.1781	8.985e-08	8.615e-07	2.171e-07	0.4083
TATSOI	6	142	0	False	False	False	1393	0.009804	0.114	0.2468	3.413e-08	0.01333	0.1441	0.1487	2.549e-10	6.943e-08	1.016e-09	0.4083
TAUON	5	180	0	False	False	False	1568	0.009434	0.1076	0.1816	1.25e-09	0.01316	0.1283	0.09217	1.837e-11	3.269e-09	9.384e-11	0.4083
TEDIER	6	258	0	False	False	False	810	0.007576	0.1176	0.1406	9.45e-15	0.0114	0.1429	0.05194	5.342e-18	5.958e-14	7.539e-17	0.4083
TEDY	4	330	0	False	False	False	972	0.01463	0.1741	0.00772	3.928e-28	0.02527	0.2044	0.0002144	1.729e-33	6.715e-27	8.091e-32	0.01588
TEHSIL	6	110	0	False	False	True	1633	0.0119	0.1077	0.2678	3.603e-06	0.0125	0.1344	0.2507	1.276e-07	4.351e-06	2.947e-07	0.4083
TEIID	5	154	0	False	False	False	1583	0.009407	0.1075	0.2333	2.464e-08	0.01366	0.127	0.1202	8.268e-10	5.166e-08	2.952e-09	0.4083
TELCO	5	196	0	False	False	False	1478	0.009434	0.1094	0.156	1.383e-10	0.0125	0.1322	0.08497	8.547e-13	4.638e-10	5.428e-12	0.4083
TELIAL	6	148	0	False	False	True	1354	0.009434	0.1147	0.2459	1.475e-08	0.01313	0.1462	0.1415	6.985e-11	3.253e-08	3.08e-10	0.4083
TELIC	5	290	0	False	False	True	1334	0.008929	0.119	0.07421	1.087e-16	0.01229	0.1577	0.02774	2.414e-22	7.92e-16	4.99e-21	0.3744
TELSON	6	160	0	False	False	True	1314	0.01027	0.1209	0.1918	1.107e-09	0.01351	0.1529	0.1134	2.925e-12	2.983e-09	1.646e-11	0.4083
TENACE	6	154	0	False	False	True	1328	0.009848	0.114	0.2178	7.983e-09	0.01333	0.1506	0.1265	1.202e-11	1.903e-08	6.322e-11	0.4083
TENREC	6	136	0	False	False	True	1448	0.01042	0.1143	0.2407	6.767e-08	0.01333	0.1455	0.1611	5.2e-10	1.294e-07	1.959e-09	0.4083
TEPID	5	182	0	False	False	True	1539	0.009506	0.1085	0.1758	8.374e-10	0.01309	0.1301	0.0909	9.551e-12	2.298e-09	5.115e-11	0.4083
TERAPH	6	168	0	False	False	False	1259	0.009434	0.1188	0.2034	5.909e-10	0.01302	0.152	0.1106	9.386e-13	1.706e-09	5.835e-12	0.4083
TERATA	6	296	0	False	False	False	681	0.00838	0.1226	0.08284	1.515e-17	0.01193	0.1542	0.02866	2.994e-22	1.203e-16	6.05e-21	0.3803
TERCES	6	204	0	False	False	False	1038	0.009245	0.1213	0.1504	3.536e-12	0.01266	0.1506	0.07433	3.423e-15	1.449e-11	2.926e-14	0.4083
TERCET	6	108	0	False	False	True	1661	0.0119	0.1071	0.2743	4.836e-06	0.01282	0.133	0.2482	2.025e-07	5.701e-06	4.348e-07	0.4083
TERCIO	6	114	0	False	False	True	1652	0.01163	0.1068	0.2636	2.572e-06	0.0125	0.1359	0.2384	5.873e-08	3.313e-06	1.536e-07	0.4083
TEREDO	6	256	0	False	False	True	823	0.007485	0.1188	0.1461	8.661e-15	0.01124	0.1431	0.05541	6.749e-18	5.539e-14	9.23e-17	0.4083
TEREK	5	142	0	False	False	True	1602	0.009615	0.1058	0.2536	1.276e-07	0.01316	0.125	0.1525	5.823e-09	2.211e-07	1.836e-08	0.4083
TERFE	5	164	0	False	False	False	1530	0.009615	0.1066	0.205	9.345e-09	0.01351	0.1277	0.1074	1.872e-10	2.186e-08	7.741e-10	0.4083
THAGI	5	106	0	False	False	False	1573	0.0119	0.09821	0.281	1.742e-05	0.01316	0.1071	0.2456	6.066e-06	1.797e-05	1.045e-05	0.4083
THEGN	5	108	0	False	False	True	1640	0.0119	0.09658	0.2743	1.721e-05	0.01316	0.1066	0.2392	5.19e-06	1.792e-05	9.101e-06	0.4083
THEIC	5	162	0	False	False	False	1543	0.01	0.1084	0.1963	8.412e-09	0.01351	0.1293	0.1103	1.811e-10	1.978e-08	7.558e-10	0.4083
THENAL	6	126	0	False	False	True	1491	0.01087	0.1111	0.2523	3.587e-07	0.01361	0.1393	0.178	6.145e-09	5.726e-07	1.877e-08	0.4083
THESP	5	174	0	False	False	False	1574	0.009461	0.1069	0.1913	2.859e-09	0.01351	0.1284	0.09373	4.09e-11	7.2e-09	1.976e-10	0.4083
THETRI	6	112	0	False	False	False	1584	0.01163	0.1083	0.2698	2.647e-06	0.0122	0.1364	0.253	7.397e-08	3.328e-06	1.822e-07	0.4083
THORIA	6	114	0	False	False	True	1652	0.01163	0.1068	0.2636	2.572e-06	0.0125	0.1359	0.2384	5.873e-08	3.313e-06	1.536e-07	0.4083
THRIST	6	106	0	False	False	False	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
THROED	6	106	0	False	False	False	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
TIERCE	6	144	0	False	False	True	1360	0.009804	0.114	0.242	2.679e-08	0.01299	0.1455	0.1522	1.479e-10	5.552e-08	6.29e-10	0.4083
TIETAC	6	132	0	False	False	False	1445	0.01042	0.1136	0.251	1.216e-07	0.01346	0.1424	0.1672	1.558e-09	2.127e-07	5.389e-09	0.4083
TIFO	4	234	0	False	False	False	955	0.01596	0.1534	0.02319	1.19e-17	0.02198	0.1748	0.005515	2.96e-20	9.532e-17	5.263e-19	0.1691
TIGON	5	190	0	False	False	False	1506	0.009479	0.1086	0.1637	3.269e-10	0.01251	0.1319	0.09145	2.126e-12	9.919e-10	1.236e-11	0.4083
TILTH	5	122	0	False	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.01366	0.1154	0.1867	3.192e-07	2.6e-06	6.553e-07	0.4083
TINCT	5	122	0	False	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.01366	0.1154	0.1867	3.192e-07	2.6e-06	6.553e-07	0.4083
TINEID	6	170	0	False	False	True	1220	0.009434	0.1191	0.1996	4.37e-10	0.0129	0.1527	0.1099	5.85e-13	1.282e-09	3.769e-12	0.4083
TINSEY	6	112	0	False	False	False	1584	0.01163	0.1083	0.2698	2.647e-06	0.0122	0.1364	0.253	7.397e-08	3.328e-06	1.822e-07	0.4083
TIRASSE	7	102	0	False	False	False	634	0.0125	0.1111	0.2772	6.06e-06	0.01341	0.1392	0.2524	2.288e-07	6.838e-06	4.866e-07	0.4083
TOERAG	6	130	0	False	False	False	1486	0.01064	0.1131	0.249	1.685e-07	0.01344	0.14	0.1722	3.054e-09	2.864e-07	1.013e-08	0.4083
TOISON	6	102	0	False	False	False	1673	0.0125	0.1081	0.2772	8.548e-06	0.01316	0.1298	0.259	6.925e-07	9.347e-06	1.324e-06	0.4083
TOMIA	5	212	0	False	False	False	1434	0.009461	0.109	0.1333	2.366e-11	0.0125	0.1331	0.06948	7.146e-14	8.763e-11	5.339e-13	0.4083
TONDO	5	156	0	False	False	False	1564	0.01053	0.1091	0.1919	1.493e-08	0.01451	0.1272	0.1022	6.068e-10	3.253e-08	2.238e-09	0.4083
TONSOR	6	134	0	False	False	True	1487	0.01042	0.1154	0.2458	7.33e-08	0.01353	0.1456	0.1611	6.912e-10	1.372e-07	2.498e-09	0.4083
TORERO	6	114	0	False	False	True	1652	0.01163	0.1068	0.2636	2.572e-06	0.0125	0.1359	0.2384	5.873e-08	3.313e-06	1.536e-07	0.4083
TREIF	5	322	0	False	False	False	1245	0.008834	0.1304	0.05743	2.853e-20	0.01246	0.1679	0.01765	2.012e-26	2.882e-19	4.97e-25	0.2853
TREIFA	6	104	0	False	False	False	1642	0.0122	0.108	0.2791	6.905e-06	0.01309	0.1316	0.254	4.246e-07	7.673e-06	8.52e-07	0.4083
TREMIE	6	102	0	False	False	True	1673	0.0125	0.1081	0.2772	8.548e-06	0.01316	0.1298	0.259	6.925e-07	9.347e-06	1.324e-06	0.4083
TRENTAL	7	108	0	False	False	True	588	0.0119	0.1092	0.2743	3.754e-06	0.01282	0.1364	0.2482	1.33e-07	4.486e-06	3.062e-07	0.4083
TREPAN	6	152	0	False	False	True	1294	0.009259	0.1133	0.2432	1.16e-08	0.01333	0.1493	0.13	2.136e-11	2.637e-08	1.061e-10	0.4083
TREPID	6	102	0	False	False	True	1673	0.0125	0.1081	0.2772	8.548e-06	0.01316	0.1298	0.259	6.925e-07	9.347e-06	1.324e-06	0.4083
TRILD	5	232	0	False	False	False	1431	0.0101	0.1132	0.09486	7.847e-13	0.01296	0.1413	0.04854	4.474e-16	3.42e-12	4.419e-15	0.4083
TRYP	4	122	0	False	False	True	743	0.01754	0.1304	0.1154	3.934e-08	0.02045	0.1408	0.08039	9.077e-09	7.895e-08	2.754e-08	0.4083
TSADIS	6	122	0	False	False	False	1541	0.01111	0.1111	0.2559	5.746e-07	0.01316	0.1373	0.1987	1.505e-08	8.615e-07	4.359e-08	0.4083
TSARINA	7	130	0	False	False	True	434	0.0102	0.1042	0.2636	6.136e-07	0.01515	0.1286	0.1374	1.699e-08	9.167e-07	4.856e-08	0.4083
TSETSE	6	236	0	False	False	True	905	0.007508	0.125	0.1689	2.06e-14	0.01136	0.1522	0.0674	1.203e-17	1.221e-13	1.528e-16	0.4083
TSORIS	6	216	0	False	False	False	985	0.007576	0.125	0.1935	2.977e-13	0.01143	0.1549	0.08343	1.644e-16	1.408e-12	1.66e-15	0.4083
TUFA	4	118	0	False	False	True	714	0.01754	0.1272	0.1239	1.064e-07	0.02034	0.1364	0.0885	3.069e-08	1.884e-07	8.501e-08	0.4083
TULSI	5	124	0	False	False	True	1560	0.01062	0.1	0.2662	2.119e-06	0.01351	0.1146	0.1851	2.795e-07	2.82e-06	5.832e-07	0.4083
TWP	3	162	0	False	False	False	105	0.03231	0.1714	0.00489	5.881e-14	0.03566	0.1865	0.00279	2.999e-15	3.188e-13	2.693e-14	0.1128
TYND	4	130	0	False	False	True	754	0.01648	0.1312	0.1154	1.149e-08	0.01972	0.1424	0.07504	2.118e-09	2.625e-08	7.215e-09	0.4083
TYRAN	5	132	0	False	False	False	1559	0.009804	0.1032	0.2724	5.721e-07	0.01299	0.1157	0.1781	8.985e-08	8.615e-07	2.171e-07	0.4083
TYROS	5	126	0	False	False	False	1537	0.0102	0.1	0.2746	1.716e-06	0.01332	0.1154	0.1847	1.955e-07	2.399e-06	4.348e-07	0.4083
UDAL	4	250	0	True	False	True	937	0.01563	0.1604	0.01949	1.05e-19	0.004289	0.02318	0.3415	0.002843	1.003e-18	0.004276	0.4083
UEYS	4	114	0	True	False	False	705	0.01736	0.125	0.1358	2.449e-07	0.008182	0.02419	0.392	0.0613	4.024e-07	0.06572	0.4083
UGH	3	222	0	True	False	True	130	0.01929	0.1818	0.01325	4.537e-20	0.005508	0.04462	0.2934	3.972e-05	4.482e-19	6.551e-05	0.4083
ULAN	4	460	0	True	False	False	910	0.01504	0.1734	0.0009398	8.966e-39	0.002833	0.02135	0.2711	4.871e-05	2.491e-37	8.019e-05	0.4083
ULANS	5	186	0	True	False	False	1489	0.009942	0.1091	0.1559	4.667e-10	0.005359	0.02037	0.3681	0.02173	1.36e-09	0.02799	0.4083
ULEMA	5	112	0	True	False	True	1583	0.01163	0.09848	0.2698	9.057e-06	0.008197	0.02174	0.3978	0.0853	9.759e-06	0.08706	0.4083
ULTRA	5	156	0	True	False	True	1564	0.01053	0.1091	0.1919	1.493e-08	0.006105	0.02143	0.3847	0.03405	3.253e-08	0.03916	0.4083
UMRA	4	242	0	True	False	False	942	0.01597	0.1556	0.0203	1.699e-18	0.004383	0.02632	0.3454	0.001575	1.452e-17	0.002443	0.4083
UMRAS	5	100	0	True	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.008929	0.01942	0.4078	0.1407	2.705e-05	0.1409	0.4092
UNAU	4	126	0	True	False	True	722	0.01672	0.1324	0.1194	1.7e-08	0.007441	0.02027	0.3902	0.07575	3.651e-08	0.07895	0.4083
UNEASE	6	134	0	True	False	True	1487	0.01042	0.1154	0.2458	7.33e-08	0.00774	0.02778	0.353	0.02294	1.372e-07	0.02905	0.4083
UNETH	5	206	0	True	False	False	1424	0.009615	0.1094	0.1366	4.342e-11	0.00485	0.01875	0.3673	0.02026	1.55e-10	0.02684	0.4083
UNLED	5	110	0	True	False	True	1618	0.0119	0.09658	0.2678	1.405e-05	0.008197	0.02113	0.4044	0.09548	1.494e-05	0.09679	0.409
UPAS	4	226	0	True	False	True	917	0.01589	0.1542	0.02678	3.684e-17	0.004492	0.02855	0.3615	0.001435	2.824e-16	0.002234	0.4083
UPON	4	158	0	True	False	True	798	0.01596	0.1369	0.07874	7.939e-11	0.00641	0.02419	0.362	0.02087	2.736e-10	0.02716	0.4083
UPSET	5	138	0	True	False	True	1571	0.009804	0.1038	0.2568	2.714e-07	0.007042	0.01923	0.3771	0.06858	4.419e-07	0.0719	0.4083
UPTA	4	172	0	True	False	False	835	0.01639	0.141	0.05825	4.412e-12	0.006505	0.03613	0.3255	0.001782	1.767e-11	0.002736	0.4083
UPTER	5	124	0	True	False	False	1560	0.01062	0.1	0.2662	2.119e-06	0.008039	0.02273	0.3676	0.0578	2.82e-06	0.06367	0.4083
URAEI	5	372	0	True	False	False	1135	0.008598	0.1402	0.04026	3.999e-25	0.00321	0.02697	0.3024	3.828e-05	5.515e-24	6.326e-05	0.4083
URAO	4	512	0	True	False	True	892	0.01533	0.1697	0.0003667	4.471e-42	0.002461	0.02266	0.2832	8.012e-06	1.42e-40	1.378e-05	0.4083
URAOS	5	194	0	True	False	False	1517	0.009579	0.1103	0.1546	1.425e-10	0.005145	0.01984	0.3677	0.02049	4.727e-10	0.02702	0.4083
URARE	5	212	0	True	False	True	1434	0.009461	0.109	0.1333	2.366e-11	0.004708	0.01863	0.3677	0.01854	8.763e-11	0.02501	0.4083
URARES	6	128	0	True	False	False	1544	0.01087	0.1124	0.2469	2.363e-07	0.008252	0.02941	0.3462	0.0219	3.927e-07	0.02799	0.4083
URARI	5	124	0	True	False	True	1560	0.01062	0.1	0.2662	2.119e-06	0.008039	0.02273	0.3676	0.0578	2.82e-06	0.06367	0.4083
URDEE	5	134	0	True	False	True	1618	0.01	0.1042	0.2601	3.967e-07	0.007143	0.02083	0.3827	0.05954	6.231e-07	0.06466	0.4083
UREASE	6	158	0	True	False	True	1272	0.01011	0.1205	0.2007	1.554e-09	0.006849	0.02703	0.3376	0.01318	4.005e-09	0.01831	0.4083
UREDIA	6	124	0	True	False	False	1508	0.01087	0.1111	0.2579	4.54e-07	0.008533	0.02941	0.3455	0.02468	6.983e-07	0.0306	0.4083
UREDO	5	252	0	True	False	True	1394	0.009643	0.1121	0.08699	9.75e-14	0.004386	0.02083	0.3303	0.004964	5.129e-13	0.007271	0.4083
UREDOS	6	100	0	True	False	False	1721	0.0125	0.1047	0.2843	1.582e-05	0.0104	0.03178	0.3517	0.03958	1.662e-05	0.045	0.4083
UREIC	5	192	0	True	False	True	1484	0.009461	0.1094	0.1612	2.197e-10	0.005208	0.02	0.3669	0.02067	7.001e-10	0.02707	0.4083
UREIDE	6	116	0	True	False	True	1606	0.01136	0.1078	0.2656	1.801e-06	0.008913	0.03178	0.354	0.02361	2.478e-06	0.02952	0.4083
URENAS	6	194	0	True	False	False	1113	0.009009	0.1193	0.1728	1.972e-11	0.005435	0.02703	0.3474	0.004915	7.46e-11	0.007211	0.4083
URESES	6	112	0	True	False	False	1584	0.01163	0.1083	0.2698	2.647e-06	0.009091	0.03279	0.3596	0.0239	3.328e-06	0.02981	0.4083
URIC	4	290	0	True	False	True	954	0.01429	0.1717	0.01541	1.881e-24	0.003444	0.01709	0.3677	0.006737	2.459e-23	0.00966	0.4083
URSON	5	200	0	True	False	True	1491	0.009434	0.1104	0.1502	6.918e-11	0.005051	0.01899	0.3632	0.02161	2.402e-10	0.02792	0.4083
USNEA	5	388	0	True	False	True	1132	0.008005	0.1402	0.04423	3.487e-26	0.003153	0.02857	0.2937	1.304e-05	5.166e-25	2.163e-05	0.4083
USNEAS	6	110	0	True	False	False	1633	0.0119	0.1077	0.2678	3.603e-06	0.009364	0.03279	0.3553	0.02555	4.351e-06	0.03099	0.4083
USTION	6	132	0	True	False	True	1445	0.01042	0.1136	0.251	1.216e-07	0.007964	0.02778	0.348	0.02427	2.127e-07	0.03022	0.4083
UTASES	6	114	0	True	False	False	1652	0.01163	0.1068	0.2636	2.572e-06	0.009042	0.03178	0.355	0.02518	3.313e-06	0.03088	0.4083
UTERI	5	464	0	True	False	True	911	0.007692	0.1524	0.02779	4.75e-34	0.002904	0.0289	0.2594	1.231e-06	1.083e-32	2.328e-06	0.4083
UTISES	6	110	0	True	False	False	1633	0.0119	0.1077	0.2678	3.603e-06	0.009364	0.03279	0.3553	0.02555	4.351e-06	0.03099	0.4083
UVA	3	156	0	True	False	True	95	0.03231	0.1566	0.005955	2.911e-12	0.0339	0.06667	0.004609	2.117e-05	1.232e-11	3.505e-05	0.1517
UVEA	4	100	0	True	False	True	636	0.01739	0.1284	0.173	1.077e-06	0.01009	0.0246	0.3628	0.08287	1.562e-06	0.08508	0.4083
VERSET	6	102	0	False	False	True	1673	0.0125	0.1081	0.2772	8.548e-06	0.01316	0.1298	0.259	6.925e-07	9.347e-06	1.324e-06	0.4083
VIREO	5	112	0	False	False	True	1583	0.01163	0.09848	0.2698	9.057e-06	0.0125	0.1099	0.2444	2.179e-06	9.759e-06	3.954e-06	0.4083
VLEI	4	198	0	False	False	True	896	0.01596	0.1454	0.04138	3.082e-14	0.02198	0.1615	0.01228	7.209e-16	1.713e-13	6.818e-15	0.2425
VLIES	5	106	0	False	False	False	1573	0.0119	0.09821	0.281	1.742e-05	0.01316	0.1071	0.2456	6.066e-06	1.797e-05	1.045e-05	0.4083
VROT	4	154	0	False	False	False	818	0.01596	0.1364	0.08397	1.567e-10	0.01958	0.1489	0.04756	1.637e-11	5.177e-10	8.513e-11	0.4083
WEISE	5	162	0	False	False	False	1543	0.01	0.1084	0.1963	8.412e-09	0.01351	0.1293	0.1103	1.811e-10	1.978e-08	7.558e-10	0.4083
WERSH	5	150	0	False	False	False	1550	0.009434	0.1061	0.2413	4.939e-08	0.0137	0.125	0.1263	2.001e-09	9.78e-08	6.841e-09	0.4083
WHIO	4	122	0	False	False	False	743	0.01754	0.1304	0.1154	3.934e-08	0.02045	0.1408	0.08039	9.077e-09	7.895e-08	2.754e-08	0.4083
WOG	3	182	0	False	True	True	112	0.02269	0.1865	0.01534	4.831e-17	0.03419	0.1944	0.001781	8.117e-18	3.609e-16	1.074e-16	0.08599
YAREST	6	204	0	False	False	False	1038	0.009245	0.1213	0.1504	3.536e-12	0.01266	0.1506	0.07433	3.423e-15	1.449e-11	2.926e-14	0.4083
YARTA	5	126	0	False	False	False	1537	0.0102	0.1	0.2746	1.716e-06	0.01332	0.1154	0.1847	1.955e-07	2.399e-06	4.348e-07	0.4083
YARTO	5	184	0	False	False	False	1522	0.009625	0.109	0.1687	5.99e-10	0.01316	0.1306	0.08741	6.55e-12	1.712e-09	3.529e-11	0.4083
YBET	4	112	0	False	False	False	670	0.01718	0.1272	0.1435	2.407e-07	0.02062	0.1364	0.09694	7.397e-08	3.963e-07	1.822e-07	0.4083
YELM	4	108	0	False	False	True	669	0.01639	0.1279	0.1678	3.809e-07	0.01799	0.1375	0.1408	1.153e-07	6.046e-07	2.727e-07	0.4083
YID	3	476	0	False	True	False	220	0.01922	0.2132	9.71e-05	2.684e-50	0.05686	0.2364	7.9e-13	1.74e-56	1.325e-48	1.934e-54	2.341e-10
YIDS	4	174	0	False	True	False	870	0.01596	0.1408	0.06087	3.43e-12	0.0205	0.1528	0.02723	2.962e-13	1.445e-11	2.01e-12	0.3744
YLEM	4	182	0	False	False	False	895	0.0162	0.1429	0.05118	6.542e-13	0.02198	0.1558	0.01752	4.064e-14	2.879e-12	3.197e-13	0.2853
YONIS	5	134	0	False	False	False	1618	0.01	0.1042	0.2601	3.967e-07	0.01306	0.1176	0.1719	5.201e-08	6.231e-07	1.397e-07	0.4083
