word	len	trials	finds	vowelInitial	removedByFlux	commonEnglish	comparable	compP10	compMedian	pZeroAtP10	pZeroAtMedian	compP10SameInitial	compMedianSameInitial	pZeroAtP10SameInitial	pZeroAtMedianSameInitial	qAtMedian	qAtMedianSameInitial	qAtP10SameInitial
AARTI	5	324	0	True	False	False	1230	0.008918	0.1333	0.05489	7.285e-21	0.003671	0.02667	0.3037	0.0001573	7.444e-20	0.0002561	0.4083
AARTIS	6	146	0	True	False	False	1319	0.009615	0.1154	0.244	1.683e-08	0.007042	0.02753	0.3564	0.01699	3.632e-08	0.02313	0.4083
ABEAR	5	162	0	True	False	True	1543	0.01	0.1084	0.1963	8.412e-09	0.005988	0.02084	0.3779	0.033	1.978e-08	0.0381	0.4083
ABO	3	818	0	True	True	False	283	0.01917	0.2301	1.329e-07	1.312e-93	0.004403	0.01985	0.02706	7.532e-08	1.944e-91	1.85e-07	0.3744
ABOS	4	320	0	True	True	False	985	0.01429	0.1739	0.01001	2.807e-27	0.003067	0.01553	0.3741	0.006686	4.456e-26	0.009618	0.4083
ABSIT	5	140	0	True	False	True	1629	0.009804	0.1037	0.2517	2.22e-07	0.006757	0.01923	0.3871	0.06597	3.737e-07	0.06949	0.4083
ACARI	5	178	0	True	False	True	1525	0.00956	0.1089	0.1809	1.219e-09	0.005423	0.02	0.3799	0.02743	3.215e-09	0.03295	0.4083
ACERB	5	110	0	True	False	True	1618	0.0119	0.09658	0.2678	1.405e-05	0.008197	0.02113	0.4044	0.09548	1.494e-05	0.09679	0.409
ACINAR	6	126	0	True	False	True	1491	0.01087	0.1111	0.2523	3.587e-07	0.008533	0.02941	0.3397	0.02325	5.726e-07	0.02932	0.4083
ACINI	5	170	0	True	False	False	1541	0.009615	0.1066	0.1935	4.801e-09	0.005802	0.0202	0.3719	0.03113	1.176e-08	0.03651	0.4083
ADEEM	5	152	0	True	False	True	1540	0.009259	0.1091	0.2432	2.37e-08	0.00615	0.01936	0.3915	0.05126	5.016e-08	0.05783	0.4083
ADIEU	5	156	0	True	False	True	1564	0.01053	0.1091	0.1919	1.493e-08	0.006105	0.02143	0.3847	0.03405	3.253e-08	0.03916	0.4083
ADMEN	5	178	0	True	False	False	1525	0.00956	0.1089	0.1809	1.219e-09	0.005423	0.02	0.3799	0.02743	3.215e-09	0.03295	0.4083
ADMIT	5	120	0	True	False	True	1630	0.01109	0.1023	0.2624	2.384e-06	0.008197	0.0229	0.3724	0.06203	3.135e-06	0.06572	0.4083
ADNATE	6	122	0	True	False	True	1541	0.01111	0.1111	0.2559	5.746e-07	0.008533	0.02941	0.3515	0.0262	8.615e-07	0.03169	0.4083
ADUST	5	118	0	True	False	True	1560	0.01111	0.103	0.2675	2.704e-06	0.008197	0.02273	0.3786	0.06635	3.352e-06	0.06981	0.4083
AECIA	5	170	0	True	False	False	1541	0.009615	0.1066	0.1935	4.801e-09	0.005802	0.0202	0.3719	0.03113	1.176e-08	0.03651	0.4083
AEDINE	6	238	0	True	False	False	888	0.007576	0.1236	0.1637	2.331e-14	0.004621	0.03125	0.3321	0.0005229	1.347e-13	0.000836	0.4083
AEGIS	5	234	0	True	False	True	1464	0.01	0.1132	0.0952	6.263e-13	0.004545	0.01811	0.3444	0.01389	2.784e-12	0.01927	0.4083
AERY	4	658	0	True	False	True	808	0.01531	0.1736	3.897e-05	3.339e-55	0.002553	0.02364	0.186	1.46e-07	2.12e-53	3.346e-07	0.4083
AESIR	5	1230	0	True	False	False	267	0.01792	0.275	2.202e-10	1.643e-172	0.005967	0.08421	0.0006353	1.02e-47	4.87e-170	7.557e-46	0.03765
AETATIS	7	100	0	True	False	False	653	0.01256	0.1098	0.2824	8.931e-06	0.009804	0.02817	0.3734	0.05739	9.718e-06	0.06367	0.4083
AFAR	4	120	0	True	False	True	747	0.01754	0.1279	0.1196	7.371e-08	0.007564	0.02326	0.402	0.05939	1.377e-07	0.06466	0.4089
AFIRE	5	192	0	True	False	True	1484	0.009461	0.1094	0.1612	2.197e-10	0.005208	0.02	0.3669	0.02067	7.001e-10	0.02707	0.4083
AFRIT	5	130	0	True	False	False	1587	0.01	0.1034	0.2708	6.836e-07	0.007236	0.02143	0.389	0.05981	1.011e-06	0.06466	0.4083
AGILA	5	100	0	True	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.008929	0.01942	0.4078	0.1407	2.705e-05	0.1409	0.4092
AGIOS	5	120	0	True	False	False	1630	0.01109	0.1023	0.2624	2.384e-06	0.008197	0.0229	0.3724	0.06203	3.135e-06	0.06572	0.4083
AGLU	4	118	0	True	False	False	714	0.01754	0.1272	0.1239	1.064e-07	0.008106	0.02372	0.3827	0.05882	1.884e-07	0.06456	0.4083
AGRIA	5	142	0	True	False	True	1602	0.009615	0.1058	0.2536	1.276e-07	0.006329	0.01923	0.4059	0.06346	2.211e-07	0.06692	0.4092
AHEAD	5	144	0	True	False	True	1567	0.009615	0.1058	0.2487	1.02e-07	0.006329	0.01936	0.4008	0.05993	1.814e-07	0.06466	0.4083
AHENT	5	352	0	True	False	False	1164	0.009479	0.1402	0.035	8.091e-24	0.003531	0.02697	0.2879	6.614e-05	1.013e-22	0.0001087	0.4083
AHIND	5	182	0	True	False	True	1539	0.009506	0.1085	0.1758	8.374e-10	0.005394	0.0201	0.3737	0.02483	2.298e-09	0.0307	0.4083
AHINT	5	338	0	True	False	True	1196	0.009317	0.1351	0.04226	4.959e-22	0.00365	0.02667	0.2906	0.0001078	5.248e-21	0.0001761	0.4083
AHOY	4	112	0	True	False	True	670	0.01718	0.1272	0.1435	2.407e-07	0.007803	0.02326	0.4159	0.07169	3.963e-07	0.07498	0.4163
AIDOI	5	120	0	True	False	False	1630	0.01109	0.1023	0.2624	2.384e-06	0.008197	0.0229	0.3724	0.06203	3.135e-06	0.06572	0.4083
AIERY	5	244	0	True	False	False	1423	0.01	0.1136	0.0861	1.649e-13	0.004433	0.02	0.3382	0.00723	8.284e-13	0.0103	0.4083
AIGA	4	248	0	True	False	False	939	0.01571	0.1596	0.01971	1.887e-19	0.00431	0.02632	0.3426	0.001342	1.73e-18	0.002093	0.4083
AIGRET	6	118	0	True	False	False	1540	0.01136	0.1083	0.2596	1.33e-06	0.008696	0.02971	0.3568	0.02848	1.901e-06	0.03385	0.4083
AINGA	5	264	0	True	False	False	1364	0.009461	0.1141	0.0813	1.297e-14	0.004098	0.02397	0.3382	0.001652	7.898e-14	0.002545	0.4083
AIOLI	5	180	0	True	False	False	1568	0.009434	0.1076	0.1816	1.25e-09	0.005406	0.02	0.377	0.02634	3.269e-09	0.03178	0.4083
AIRMEN	6	102	0	True	False	False	1673	0.0125	0.1081	0.2772	8.548e-06	0.01042	0.03333	0.3437	0.03149	9.347e-06	0.03669	0.4083
AITU	4	620	0	True	False	False	821	0.01532	0.176	6.964e-05	7.497e-53	0.00256	0.02356	0.2041	3.796e-07	4.165e-51	7.759e-07	0.4083
AITUS	5	244	0	True	False	False	1423	0.01	0.1136	0.0861	1.649e-13	0.004433	0.02	0.3382	0.00723	8.284e-13	0.0103	0.4083
ALCID	5	104	0	True	False	False	1586	0.0122	0.09574	0.2791	2.846e-05	0.008929	0.02083	0.3935	0.112	2.869e-05	0.113	0.4083
ALDEA	5	264	0	True	False	False	1364	0.009461	0.1141	0.0813	1.297e-14	0.004098	0.02397	0.3382	0.001652	7.898e-14	0.002545	0.4083
ALDEAS	6	126	0	True	False	False	1491	0.01087	0.1111	0.2523	3.587e-07	0.008533	0.02941	0.3397	0.02325	5.726e-07	0.02932	0.4083
ALDOSE	6	100	0	True	False	True	1721	0.0125	0.1047	0.2843	1.582e-05	0.0104	0.03178	0.3517	0.03958	1.662e-05	0.045	0.4083
ALEFT	5	148	0	True	False	True	1584	0.009488	0.1056	0.2439	6.716e-08	0.006235	0.01923	0.3963	0.05648	1.294e-07	0.06308	0.4083
ALEPH	5	122	0	True	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.008065	0.02308	0.3724	0.05794	2.6e-06	0.06367	0.4083
ALEWS	5	170	0	True	False	False	1541	0.009615	0.1066	0.1935	4.801e-09	0.005802	0.0202	0.3719	0.03113	1.176e-08	0.03651	0.4083
ALGOR	5	102	0	True	False	True	1622	0.01223	0.09595	0.2852	3.401e-05	0.008929	0.01961	0.4006	0.1327	3.401e-05	0.1336	0.4083
ALISON	6	198	0	True	False	True	1061	0.009009	0.1216	0.1666	7.063e-12	0.005376	0.02685	0.3439	0.00457	2.791e-11	0.006771	0.4083
ALMAS	5	138	0	True	False	False	1571	0.009804	0.1038	0.2568	2.714e-07	0.007042	0.01923	0.3771	0.06858	4.419e-07	0.0719	0.4083
ALMEH	5	114	0	True	False	False	1638	0.01163	0.1	0.2636	6.076e-06	0.008197	0.02174	0.3913	0.08163	6.838e-06	0.08389	0.4083
ALOHA	5	110	0	True	False	False	1618	0.0119	0.09658	0.2678	1.405e-05	0.008197	0.02113	0.4044	0.09548	1.494e-05	0.09679	0.409
AMIDO	5	116	0	True	False	True	1590	0.01136	0.1023	0.2656	3.671e-06	0.008197	0.02174	0.3849	0.07812	4.392e-06	0.08103	0.4083
AMLAS	5	122	0	True	False	False	1598	0.0108	0.1023	0.2659	1.921e-06	0.008065	0.02308	0.3724	0.05794	2.6e-06	0.06367	0.4083
AMNIC	5	126	0	True	False	True	1537	0.0102	0.1	0.2746	1.716e-06	0.007937	0.02308	0.3664	0.05277	2.399e-06	0.05931	0.4083
AMRIT	5	298	0	True	False	False	1318	0.008905	0.119	0.06956	3.943e-17	0.003688	0.02584	0.3326	0.0004086	2.971e-16	0.0006557	0.4083
AMRITS	6	162	0	True	False	False	1281	0.0101	0.1207	0.1931	8.934e-10	0.006849	0.03086	0.3284	0.006227	2.421e-09	0.009031	0.4083
AMYL	4	116	0	True	False	True	708	0.01745	0.1272	0.1297	1.397e-07	0.008106	0.02372	0.389	0.06171	2.397e-07	0.06572	0.4083
ANELED	6	128	0	True	False	False	1544	0.01087	0.1124	0.2469	2.363e-07	0.008252	0.02941	0.3462	0.0219	3.927e-07	0.02799	0.4083
ANEMIA	6	104	0	True	False	True	1642	0.0122	0.108	0.2791	6.905e-06	0.0102	0.03279	0.3442	0.03121	7.673e-06	0.03651	0.4083
ANENST	6	208	0	True	False	True	1042	0.009346	0.125	0.1418	8.663e-13	0.005376	0.02766	0.3259	0.002923	3.739e-12	0.004389	0.4083
ANESTRA	7	228	0	True	False	False	153	0.01111	0.1325	0.07828	8.47e-15	0.005434	0.02642	0.2887	0.002235	5.496e-14	0.003407	0.4083
ANETIC	6	212	0	True	False	False	992	0.008621	0.125	0.1595	5.078e-13	0.005079	0.02748	0.3397	0.002717	2.292e-12	0.004094	0.4083
ANLAS	5	270	0	True	False	False	1364	0.009434	0.116	0.07736	3.491e-15	0.004023	0.025	0.3368	0.001074	2.316e-14	0.00169	0.4083
ANOAS	5	278	0	True	False	False	1344	0.009174	0.1196	0.07713	4.153e-16	0.003788	0.02479	0.3482	0.0009308	2.89e-15	0.001478	0.4083
ANSAE	5	448	0	True	False	False	952	0.008453	0.1472	0.0223	1.065e-31	0.002909	0.02874	0.2712	2.123e-06	2.152e-30	3.876e-06	0.4083
ANTLIA	6	126	0	True	False	True	1491	0.01087	0.1111	0.2523	3.587e-07	0.008533	0.02941	0.3397	0.02325	5.726e-07	0.02932	0.4083
ANTRAL	6	164	0	True	False	True	1261	0.009804	0.1209	0.1987	6.668e-10	0.006849	0.02778	0.324	0.009853	1.847e-09	0.01386	0.4083
ANURA	5	168	0	True	False	False	1563	0.009634	0.1075	0.1966	5.012e-09	0.005882	0.0202	0.3711	0.03243	1.217e-08	0.03764	0.4083
AORIST	6	320	0	True	False	True	610	0.007681	0.1254	0.08481	2.361e-19	0.00416	0.04237	0.2634	9.613e-07	2.12e-18	1.822e-06	0.4083
AORTAE	6	258	0	True	False	False	810	0.007576	0.1176	0.1406	9.45e-15	0.004245	0.03017	0.3337	0.0003691	5.958e-14	0.0005977	0.4083
AORTAL	6	166	0	True	False	True	1234	0.009434	0.12	0.2073	6.099e-10	0.006849	0.02804	0.3195	0.008905	1.721e-09	0.01259	0.4083
AORTAS	6	212	0	True	False	False	992	0.008621	0.125	0.1595	5.078e-13	0.005079	0.02748	0.3397	0.002717	2.292e-12	0.004094	0.4083
AORTIC	6	124	0	True	False	True	1508	0.01087	0.1111	0.2579	4.54e-07	0.008533	0.02941	0.3455	0.02468	6.983e-07	0.0306	0.4083
APIOL	5	108	0	True	False	False	1640	0.0119	0.09658	0.2743	1.721e-05	0.008504	0.02174	0.3976	0.09313	1.792e-05	0.09495	0.4083
APISH	5	132	0	True	False	True	1559	0.009804	0.1032	0.2724	5.721e-07	0.007143	0.02083	0.3882	0.0621	8.615e-07	0.06572	0.4083
APLITE	6	100	0	True	False	True	1721	0.0125	0.1047	0.2843	1.582e-05	0.0104	0.03178	0.3517	0.03958	1.662e-05	0.045	0.4083
APODE	5	134	0	True	False	False	1618	0.01	0.1042	0.2601	3.967e-07	0.007143	0.02083	0.3827	0.05954	6.231e-07	0.06466	0.4083
APSIS	5	128	0	True	False	True	1615	0.0102	0.1017	0.2691	1.092e-06	0.007704	0.02143	0.3716	0.06246	1.576e-06	0.06595	0.4083
ARAMES	6	134	0	True	False	False	1487	0.01042	0.1154	0.2458	7.33e-08	0.00774	0.02778	0.353	0.02294	1.372e-07	0.02905	0.4083
ARCUS	5	110	0	True	False	False	1618	0.0119	0.09658	0.2678	1.405e-05	0.008197	0.02113	0.4044	0.09548	1.494e-05	0.09679	0.409
ARDRI	5	150	0	True	False	True	1550	0.009434	0.1061	0.2413	4.939e-08	0.006235	0.01923	0.3914	0.05433	9.78e-08	0.06075	0.4083
AREACH	6	114	0	True	False	True	1652	0.01163	0.1068	0.2636	2.572e-06	0.009042	0.03178	0.355	0.02518	3.313e-06	0.03088	0.4083
ARECA	5	418	0	True	False	False	1038	0.007921	0.1456	0.036	2.717e-29	0.002899	0.02874	0.2972	5.092e-06	4.929e-28	9.053e-06	0.4083
ARECAS	6	158	0	True	False	False	1272	0.01011	0.1205	0.2007	1.554e-09	0.006849	0.02703	0.3376	0.01318	4.005e-09	0.01831	0.4083
ARENA	5	974	0	True	False	True	391	0.0121	0.2326	7.057e-06	1.043e-112	0.004855	0.02545	0.008737	1.247e-11	2.318e-110	6.52e-11	0.1992
AREOLA	6	190	0	True	False	True	1121	0.008696	0.1147	0.1903	8.895e-11	0.005556	0.02632	0.347	0.006302	3.018e-10	0.009109	0.4083
AREOLE	6	158	0	True	False	True	1272	0.01011	0.1205	0.2007	1.554e-09	0.006849	0.02703	0.3376	0.01318	4.005e-09	0.01831	0.4083
ARGIL	5	144	0	True	False	True	1567	0.009615	0.1058	0.2487	1.02e-07	0.006329	0.01936	0.4008	0.05993	1.814e-07	0.06466	0.4083
ARGOL	5	122	0	True	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.008065	0.02308	0.3724	0.05794	2.6e-06	0.06367	0.4083
ARHAT	5	218	0	True	False	True	1446	0.009479	0.1086	0.1254	1.308e-11	0.004682	0.0177	0.3595	0.02038	4.99e-11	0.02693	0.4083
ARHATS	6	118	0	True	False	False	1540	0.01136	0.1083	0.2596	1.33e-06	0.008696	0.02971	0.3568	0.02848	1.901e-06	0.03385	0.4083
ARIOSI	6	110	0	True	False	False	1633	0.0119	0.1077	0.2678	3.603e-06	0.009364	0.03279	0.3553	0.02555	4.351e-06	0.03099	0.4083
ARIOT	5	584	0	True	False	True	754	0.008622	0.1545	0.006365	2.635e-43	0.003233	0.0273	0.1509	9.532e-08	9.01e-42	2.29e-07	0.4083
ARISTA	6	412	0	True	False	True	391	0.009302	0.1701	0.02127	4.345e-34	0.005523	0.05087	0.1021	4.543e-10	1.016e-32	1.756e-09	0.4083
ARISTAE	7	192	0	True	False	False	224	0.009824	0.1159	0.1503	5.3e-11	0.006251	0.02553	0.3	0.006969	1.877e-10	0.009967	0.4083
ARISTO	6	342	0	True	False	False	545	0.007989	0.1359	0.06437	2.02e-22	0.004085	0.0437	0.2466	2.308e-07	2.273e-21	4.896e-07	0.4083
AROBA	5	120	0	True	False	False	1630	0.01109	0.1023	0.2624	2.384e-06	0.008197	0.0229	0.3724	0.06203	3.135e-06	0.06572	0.4083
AROHA	5	198	0	True	False	False	1462	0.009355	0.1104	0.1555	8.741e-11	0.005113	0.01899	0.3624	0.02245	2.989e-10	0.02864	0.4083
ARRAH	5	100	0	True	False	True	1656	0.0125	0.1	0.2843	2.656e-05	0.008929	0.01942	0.4078	0.1407	2.705e-05	0.1409	0.4092
ARSENAL	7	100	0	True	False	True	653	0.01256	0.1098	0.2824	8.931e-06	0.009804	0.02817	0.3734	0.05739	9.718e-06	0.06367	0.4083
ARSENIC	7	104	0	True	False	True	595	0.0122	0.11	0.2791	5.452e-06	0.009691	0.02778	0.3632	0.05341	6.286e-06	0.05995	0.4083
ARTISAN	7	132	0	True	False	True	428	0.0102	0.1034	0.2582	5.495e-07	0.007367	0.02963	0.3768	0.01887	8.393e-07	0.02533	0.4083
ARUHE	5	144	0	True	False	False	1567	0.009615	0.1058	0.2487	1.02e-07	0.006329	0.01936	0.4008	0.05993	1.814e-07	0.06466	0.4083
ARVO	4	150	0	True	False	False	808	0.01608	0.1366	0.08793	2.701e-10	0.006394	0.02308	0.3821	0.03013	8.339e-10	0.03562	0.4083
ARYL	4	224	0	True	False	True	921	0.015	0.1556	0.03386	3.564e-17	0.0046	0.02632	0.356	0.002545	2.755e-16	0.003861	0.4083
ASDIC	5	116	0	True	False	True	1590	0.01136	0.1023	0.2656	3.671e-06	0.008197	0.02174	0.3849	0.07812	4.392e-06	0.08103	0.4083
ASEITY	6	102	0	True	False	True	1673	0.0125	0.1081	0.2772	8.548e-06	0.01042	0.03333	0.3437	0.03149	9.347e-06	0.03669	0.4083
ASLANT	6	164	0	True	False	True	1261	0.009804	0.1209	0.1987	6.668e-10	0.006849	0.02778	0.324	0.009853	1.847e-09	0.01386	0.4083
ASPIE	5	310	0	True	True	False	1276	0.008696	0.1245	0.06669	1.273e-18	0.003676	0.02517	0.3192	0.00037	1.098e-17	0.0005981	0.4083
ASPIES	6	128	0	True	True	False	1544	0.01087	0.1124	0.2469	2.363e-07	0.008252	0.02941	0.3462	0.0219	3.927e-07	0.02799	0.4083
ASPRO	5	220	0	True	False	False	1475	0.009615	0.1095	0.1194	8.33e-12	0.0047	0.01761	0.3548	0.02009	3.262e-11	0.02669	0.4083
ASTELY	6	114	0	True	False	True	1652	0.01163	0.1068	0.2636	2.572e-06	0.009042	0.03178	0.355	0.02518	3.313e-06	0.03088	0.4083
ASURA	5	154	0	True	False	False	1583	0.009407	0.1075	0.2333	2.464e-08	0.00612	0.02	0.3885	0.04455	5.166e-08	0.05032	0.4083
ATAPS	5	138	0	True	False	False	1571	0.009804	0.1038	0.2568	2.714e-07	0.007042	0.01923	0.3771	0.06858	4.419e-07	0.0719	0.4083
ATELIC	6	110	0	True	False	False	1633	0.0119	0.1077	0.2678	3.603e-06	0.009364	0.03279	0.3553	0.02555	4.351e-06	0.03099	0.4083
ATMA	4	364	0	True	False	True	939	0.01486	0.1786	0.004298	8.006e-32	0.00304	0.01661	0.3302	0.002249	1.655e-30	0.003423	0.4083
ATMAN	5	126	0	True	False	True	1537	0.0102	0.1	0.2746	1.716e-06	0.007937	0.02308	0.3664	0.05277	2.399e-06	0.05931	0.4083
ATMAS	5	144	0	True	False	False	1567	0.009615	0.1058	0.2487	1.02e-07	0.006329	0.01936	0.4008	0.05993	1.814e-07	0.06466	0.4083
ATMOS	5	212	0	True	False	True	1434	0.009461	0.109	0.1333	2.366e-11	0.004708	0.01863	0.3677	0.01854	8.763e-11	0.02501	0.4083
ATOCS	5	306	0	True	False	False	1290	0.00885	0.1218	0.06587	5.424e-18	0.003688	0.02584	0.3229	0.0003314	4.424e-17	0.0005376	0.4083
ATRESIA	7	256	0	True	False	True	110	0.01024	0.1318	0.07172	1.911e-16	0.004398	0.02553	0.3235	0.001331	1.381e-15	0.00208	0.4083
ATRESIC	7	114	0	True	False	True	542	0.01163	0.1087	0.2636	2.005e-06	0.009193	0.02985	0.3489	0.03159	2.704e-06	0.03676	0.4083
ATRIA	5	720	0	True	False	True	563	0.009947	0.1772	0.0007483	1.072e-61	0.003545	0.02727	0.07752	2.257e-09	7.938e-60	7.659e-09	0.4083
ATRIAL	6	220	0	True	False	True	985	0.007622	0.125	0.1858	1.745e-13	0.005131	0.0309	0.3225	0.001003	8.666e-13	0.001582	0.4083
ATUA	4	336	0	True	False	False	966	0.01455	0.1748	0.007276	9.095e-29	0.003067	0.01493	0.3562	0.006392	1.617e-27	0.009225	0.4083
ATUAS	5	170	0	True	False	False	1541	0.009615	0.1066	0.1935	4.801e-09	0.005802	0.0202	0.3719	0.03113	1.176e-08	0.03651	0.4083
AUA	3	300	0	True	False	False	149	0.02704	0.1888	0.0002679	5.452e-28	0.007857	0.04924	0.09381	2.636e-07	9.146e-27	5.566e-07	0.4083
AUAS	4	196	0	True	False	False	904	0.01596	0.1424	0.04273	8.36e-14	0.00578	0.03604	0.321	0.0007515	4.424e-13	0.001197	0.4083
AULA	4	244	0	True	False	True	934	0.01596	0.1558	0.01974	1.142e-18	0.004383	0.02632	0.3424	0.001493	1.005e-17	0.00232	0.4083
AULAS	5	114	0	True	False	False	1638	0.01163	0.1	0.2636	6.076e-06	0.008197	0.02174	0.3913	0.08163	6.838e-06	0.08389	0.4083
AULOS	5	114	0	True	False	True	1638	0.01163	0.1	0.2636	6.076e-06	0.008197	0.02174	0.3913	0.08163	6.838e-06	0.08389	0.4083
AUREI	5	320	0	True	False	False	1255	0.008834	0.1304	0.05846	3.773e-20	0.003671	0.02557	0.3082	0.0002515	3.769e-19	0.0004087	0.4083
AURIS	5	250	0	True	False	False	1409	0.00969	0.1116	0.08766	1.417e-13	0.004405	0.0201	0.3316	0.006242	7.197e-13	0.009038	0.4083
AURIST	6	118	0	True	False	True	1540	0.01136	0.1083	0.2596	1.33e-06	0.008696	0.02971	0.3568	0.02848	1.901e-06	0.03385	0.4083
AWETO	5	122	0	True	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.008065	0.02308	0.3724	0.05794	2.6e-06	0.06367	0.4083
AYRIE	5	160	0	True	False	False	1576	0.01015	0.1088	0.1954	9.903e-09	0.00601	0.02	0.3812	0.03946	2.281e-08	0.045	0.4083
BASNET	6	106	0	False	False	False	1597	0.0119	0.1087	0.281	5.044e-06	0.01269	0.1354	0.2582	2.002e-07	5.838e-06	4.348e-07	0.4083
BEDU	4	112	0	False	False	False	670	0.01718	0.1272	0.1435	2.407e-07	0.02062	0.1364	0.09694	7.397e-08	3.963e-07	1.822e-07	0.4083
BELAH	5	102	0	False	False	True	1622	0.01223	0.09595	0.2852	3.401e-05	0.01389	0.1058	0.2401	1.117e-05	3.401e-05	1.855e-05	0.4083
BETID	5	118	0	False	False	False	1560	0.01111	0.103	0.2675	2.704e-06	0.01366	0.1161	0.1973	4.756e-07	3.352e-06	9.354e-07	0.4083
BINAL	5	118	0	False	False	True	1560	0.01111	0.103	0.2675	2.704e-06	0.01366	0.1161	0.1973	4.756e-07	3.352e-06	9.354e-07	0.4083
BINT	4	328	0	False	True	True	963	0.01493	0.1739	0.007209	6.088e-28	0.02513	0.204	0.0002372	3.185e-33	1.002e-26	1.416e-31	0.01622
BINTS	5	156	0	False	True	False	1564	0.01053	0.1091	0.1919	1.493e-08	0.01451	0.1272	0.1022	6.068e-10	3.253e-08	2.238e-09	0.4083
BIONT	5	104	0	False	False	False	1586	0.0122	0.09574	0.2791	2.846e-05	0.01351	0.1053	0.2429	9.469e-06	2.869e-05	1.61e-05	0.4083
BLERT	5	212	0	False	False	False	1434	0.009461	0.109	0.1333	2.366e-11	0.0125	0.1331	0.06948	7.146e-14	8.763e-11	5.339e-13	0.4083
BLERTS	6	114	0	False	False	False	1652	0.01163	0.1068	0.2636	2.572e-06	0.0125	0.1359	0.2384	5.873e-08	3.313e-06	1.536e-07	0.4083
CAAED	5	104	0	False	False	False	1586	0.0122	0.09574	0.2791	2.846e-05	0.01351	0.1053	0.2429	9.469e-06	2.869e-05	1.61e-05	0.4083
CAESAR	6	162	0	False	False	False	1281	0.0101	0.1207	0.1931	8.934e-10	0.01333	0.1527	0.1137	2.202e-12	2.421e-09	1.255e-11	0.4083
CALESA	6	146	0	False	False	False	1319	0.009615	0.1154	0.244	1.683e-08	0.01351	0.1494	0.1372	5.47e-11	3.632e-08	2.52e-10	0.4083
CASITA	6	130	0	False	False	False	1486	0.01064	0.1131	0.249	1.685e-07	0.01344	0.14	0.1722	3.054e-09	2.864e-07	1.013e-08	0.4083
CATENA	6	136	0	False	False	True	1448	0.01042	0.1143	0.2407	6.767e-08	0.01333	0.1455	0.1611	5.2e-10	1.294e-07	1.959e-09	0.4083
CECA	4	156	0	False	False	False	813	0.01596	0.1319	0.08131	2.591e-10	0.01971	0.1469	0.0448	1.72e-11	8.053e-10	8.84e-11	0.4083
CEORL	5	122	0	False	False	True	1598	0.0108	0.1023	0.2659	1.921e-06	0.01366	0.1154	0.1867	3.192e-07	2.6e-06	6.553e-07	0.4083
CERASIN	7	126	0	False	False	True	445	0.01029	0.1034	0.2717	1.058e-06	0.01497	0.13	0.1495	2.396e-08	1.537e-06	6.676e-08	0.4083
CERCI	5	118	0	False	False	True	1560	0.01111	0.103	0.2675	2.704e-06	0.01366	0.1161	0.1973	4.756e-07	3.352e-06	9.354e-07	0.4083
CERIAS	6	234	0	False	False	False	923	0.007485	0.1236	0.1724	3.916e-14	0.01136	0.1517	0.06895	1.895e-17	2.136e-13	2.34e-16	0.4083
CERITE	6	206	0	False	False	True	1023	0.009363	0.1235	0.144	1.599e-12	0.01282	0.1524	0.07008	1.597e-15	6.868e-12	1.479e-14	0.4083
CERITES	7	116	0	False	False	False	516	0.01136	0.1087	0.2656	1.593e-06	0.01322	0.1333	0.2136	6.22e-08	2.258e-06	1.612e-07	0.4083
CEROC	5	162	0	False	False	False	1543	0.01	0.1084	0.1963	8.412e-09	0.01351	0.1293	0.1103	1.811e-10	1.978e-08	7.558e-10	0.4083
CHAETA	6	100	0	False	False	True	1721	0.0125	0.1047	0.2843	1.582e-05	0.01351	0.1228	0.2565	2.039e-06	1.662e-05	3.731e-06	0.4083
CHIAO	5	100	0	False	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.01429	0.1084	0.2372	1.04e-05	2.705e-05	1.744e-05	0.4083
CIAO	4	518	0	False	False	False	891	0.01529	0.1707	0.0003417	7.835e-43	0.03342	0.2089	2.255e-08	1.949e-53	2.58e-41	1.733e-51	2.506e-06
CNIDA	5	144	0	False	False	True	1567	0.009615	0.1058	0.2487	1.02e-07	0.01316	0.1231	0.1485	6.116e-09	1.814e-07	1.877e-08	0.4083
COHEN	5	140	0	False	False	False	1629	0.009804	0.1037	0.2517	2.22e-07	0.01316	0.1187	0.1566	2.065e-08	3.737e-07	5.81e-08	0.4083
CRAIC	5	100	0	False	False	False	1656	0.0125	0.1	0.2843	2.656e-05	0.01429	0.1084	0.2372	1.04e-05	2.705e-05	1.744e-05	0.4083
CRESOL	6	120	0	False	False	True	1590	0.01134	0.1093	0.2545	9.225e-07	0.01295	0.1373	0.2092	2.023e-08	1.342e-06	5.726e-08	0.4083
CRIANT	6	116	0	False	False	False	1606	0.01136	0.1078	0.2656	1.801e-06	0.0122	0.1359	0.2409	4.385e-08	2.478e-06	1.189e-07	0.4083
CRIP	4	212	0	False	True	False	903	0.01582	0.1538	0.034	4.162e-16	0.02318	0.1731	0.006936	3.181e-18	2.89e-15	4.714e-17	0.1799
