word	len	pts	boards	subjectFound	peerFound	subjectOnly	peerOnly	rateSubjectElsewhere	ratePeerElsewhere	netPtsToPeer	netPtsPerGame
ERASE	5	800	57	0	29	0	29	0.017062	0.43424	23200	31.781
STARE	5	800	97	46	73	8	35	0.531	0.68568	21600	29.589
ERAS	4	400	156	9	63	6	60	0.074699	0.34386	21600	29.589
ARET	4	400	165	25	76	12	63	0.15003	0.42615	20400	27.945
ARETS	5	800	100	21	43	12	34	0.17447	0.39152	17600	24.11
REEST	5	800	41	2	23	1	22	0.031573	0.49893	16800	23.014
STARES	6	1400	45	19	31	4	16	0.54498	0.66232	16800	23.014
REIST	5	800	79	10	31	7	28	0.069221	0.3995	16800	23.014
NOTERS	6	1400	26	9	21	0	12	0.4791	0.59179	16800	23.014
SNEER	5	800	34	2	22	0	20	0.11467	0.56851	16000	21.918
SERA	4	400	192	9	49	5	45	0.038888	0.18547	16000	21.918
SNIDER	6	1400	20	1	12	0	11	0.08728	0.48247	15400	21.096
SORTES	6	1400	18	0	11	0	11	0.075613	0.30167	15400	21.096
ROATES	6	1400	29	8	19	3	14	0.39335	0.47423	15400	21.096
IRONES	6	1400	24	1	12	0	11	0.012968	0.47234	15400	21.096
REAST	5	800	72	21	39	6	24	0.34425	0.51444	14400	19.726
SNEERS	6	1400	14	0	10	0	10	0.075592	0.56965	14000	19.178
ASTERS	6	1400	39	8	18	4	14	0.18946	0.25704	14000	19.178
TASER	5	800	92	39	56	13	30	0.49846	0.50816	13600	18.63
ARETE	5	800	40	1	18	0	17	0.11904	0.40596	13600	18.63
RENTS	5	800	68	29	45	11	27	0.48041	0.63555	12800	17.534
TRACE	5	800	23	0	16	0	16	0.14678	0.55895	12800	17.534
RINSE	5	800	49	15	31	4	20	0.25609	0.55524	12800	17.534
NOTER	5	800	49	23	39	6	22	0.44092	0.60967	12800	17.534
IRONE	5	800	36	1	17	0	16	0.0079211	0.44962	12800	17.534
TASTER	6	1400	33	18	27	2	11	0.47279	0.57889	12600	17.26
ORATES	6	1400	41	5	14	3	12	0.19339	0.33841	12600	17.26
SNIDE	5	800	32	2	17	0	15	0.10234	0.59872	12000	16.438
REINS	5	800	64	12	27	6	21	0.17271	0.38873	12000	16.438
TASTE	5	800	48	25	40	3	18	0.46442	0.57432	12000	16.438
TERNE	5	800	38	3	18	1	16	0.12782	0.40023	12000	16.438
RISER	5	800	47	4	19	2	17	0.23564	0.32882	12000	16.438
HALERS	6	1400	17	5	13	2	10	0.20956	0.46624	11200	15.342
ARETES	6	1400	27	1	9	1	9	0.11365	0.41428	11200	15.342
LAREE	5	800	20	0	14	0	14	0.0087803	0.43121	11200	15.342
SNORE	5	800	50	7	21	3	17	0.14149	0.51167	11200	15.342
TRAILS	6	1400	15	4	12	0	8	0.23226	0.64256	11200	15.342
SNEE	4	400	57	4	32	1	29	0.13439	0.53163	11200	15.342
DOREES	6	1400	12	1	9	0	8	0.037644	0.72995	11200	15.342
INNERS	6	1400	12	0	8	0	8	0.049067	0.37007	11200	15.342
SAINT	5	800	41	3	17	2	16	0.18185	0.37882	11200	15.342
TENES	5	800	46	14	28	5	19	0.34269	0.49885	11200	15.342
SETA	4	400	190	9	37	6	34	0.037468	0.25133	11200	15.342
STIRES	6	1400	27	11	19	1	9	0.35296	0.61684	11200	15.342
TESTERS	7	1800	15	7	13	0	6	0.43905	0.45073	10800	14.795
REIN	4	400	129	17	44	11	38	0.15544	0.31379	10800	14.795
ERNE	4	400	60	0	27	0	27	0.017344	0.39726	10800	14.795
NITE	4	400	134	69	95	14	40	0.42282	0.62549	10400	14.247
STEEL	5	800	31	6	19	1	14	0.29387	0.56543	10400	14.247
ARETT	5	800	29	1	14	0	13	0.020233	0.48441	10400	14.247
TEST	4	400	119	42	68	7	33	0.31507	0.48671	10400	14.247
SNARE	5	800	41	7	20	1	14	0.17599	0.4713	10400	14.247
STEAL	5	800	51	22	35	6	19	0.41155	0.58665	10400	14.247
REIS	4	400	144	15	41	11	37	0.08119	0.30239	10400	14.247
STAR	4	400	143	70	96	13	39	0.54362	0.64326	10400	14.247
ERNES	5	800	28	0	13	0	13	0.0082936	0.45242	10400	14.247
NETES	5	800	45	1	14	1	14	0.070198	0.22524	10400	14.247
NOTE	4	400	73	28	54	5	31	0.45198	0.64157	10400	14.247
NOSER	5	800	51	12	25	4	17	0.31491	0.39451	10400	14.247
REEN	4	400	68	12	37	4	29	0.20983	0.44205	10000	13.699
SORT	4	400	81	18	43	5	30	0.32915	0.43053	10000	13.699
NITRES	6	1400	46	21	28	4	11	0.32308	0.4262	9800	13.425
SCORER	6	1400	11	1	8	0	7	0.18806	0.45218	9800	13.425
TITERS	6	1400	14	4	11	0	7	0.48057	0.64268	9800	13.425
STERES	6	1400	27	2	9	2	9	0.20538	0.31113	9800	13.425
ERASES	6	1400	15	0	7	0	7	0.023552	0.45049	9800	13.425
STATER	6	1400	27	13	20	1	8	0.50402	0.61327	9800	13.425
LAREES	6	1400	9	0	7	0	7	0.011479	0.42954	9800	13.425
TRACER	6	1400	7	0	7	0	7	0.11699	0.53276	9800	13.425
TRACES	6	1400	14	0	7	0	7	0.1716	0.57461	9800	13.425
TERNES	6	1400	20	2	9	2	9	0.13969	0.41707	9800	13.425
ARETTS	6	1400	20	1	8	1	8	0.015144	0.52622	9800	13.425
HEARTS	6	1400	23	8	15	1	8	0.37788	0.53481	9800	13.425
TATER	5	800	46	20	32	5	17	0.56271	0.61462	9600	13.151
DREES	5	800	32	2	14	2	14	0.052738	0.40978	9600	13.151
RISE	4	400	125	40	64	15	39	0.34641	0.44916	9600	13.151
STAIN	5	800	64	31	43	7	19	0.44814	0.55029	9600	13.151
TRASH	5	800	30	6	18	1	13	0.15693	0.41816	9600	13.151
HALSE	5	800	17	0	12	0	12	0.048763	0.42477	9600	13.151
NETS	4	400	143	21	45	15	39	0.18737	0.28335	9600	13.151
ARISE	5	800	69	7	19	6	18	0.10978	0.29625	9600	13.151
SLANDER	7	1800	5	0	5	0	5	0.39529	0.68461	9000	12.329
STAINED	7	1800	14	7	12	1	6	0.40017	0.48584	9000	12.329
STINTER	7	1800	10	3	8	0	5	0.23596	0.51054	9000	12.329
RENAILS	7	1800	7	0	5	0	5	0.2565	0.397	9000	12.329
ROATE	5	800	49	13	24	7	18	0.38747	0.49174	8800	12.055
STRAINED	8	2200	7	1	5	0	4	0.30832	0.38869	8800	12.055
EARST	5	800	67	0	11	0	11	0.0038208	0.17087	8800	12.055
DOREE	5	800	17	1	12	0	11	0.024982	0.69882	8800	12.055
TERAS	5	800	86	2	13	2	13	0.019298	0.092039	8800	12.055
LEEAR	5	800	23	0	11	0	11	0.014258	0.33185	8800	12.055
STANE	5	800	69	27	38	12	23	0.33806	0.48103	8800	12.055
TRAIN	5	800	52	19	30	6	17	0.39425	0.56461	8800	12.055
SEAL	4	400	108	45	67	13	35	0.42835	0.49977	8800	12.055
STIRE	5	800	81	39	50	15	26	0.37768	0.58321	8800	12.055
HEARE	5	800	27	10	21	1	12	0.41448	0.69635	8800	12.055
INNER	5	800	22	0	11	0	11	0.039657	0.38422	8800	12.055
ERASER	6	1400	17	0	6	0	6	0.0075017	0.33237	8400	11.507
SPITES	6	1400	10	3	9	0	6	0.23804	0.74565	8400	11.507
RESORT	6	1400	17	1	7	1	7	0.12549	0.13181	8400	11.507
TRICES	6	1400	8	0	6	0	6	0.16713	0.54964	8400	11.507
TESTER	6	1400	35	21	27	5	11	0.38738	0.53115	8400	11.507
STORES	6	1400	23	11	17	1	7	0.32961	0.69622	8400	11.507
ROSETS	6	1400	24	1	7	0	6	0.17649	0.32442	8400	11.507
ERASED	6	1400	16	0	6	0	6	0.024197	0.36894	8400	11.507
SHITES	6	1400	11	5	11	0	6	0.32414	0.46803	8400	11.507
HEARSE	6	1400	12	6	12	0	6	0.38093	0.63807	8400	11.507
NOSERS	6	1400	12	2	8	0	6	0.26993	0.42569	8400	11.507
SNIDES	6	1400	15	1	7	1	7	0.14027	0.50393	8400	11.507
MAIRES	6	1400	8	0	6	0	6	0.09917	0.54469	8400	11.507
TRIALS	6	1400	15	3	9	0	6	0.23031	0.49319	8400	11.507
STANES	6	1400	23	7	13	3	9	0.30776	0.51805	8400	11.507
SHEARS	6	1400	9	2	8	0	6	0.31021	0.56576	8400	11.507
REATES	6	1400	39	9	15	7	13	0.22372	0.53093	8400	11.507
HALTER	6	1400	10	2	8	0	6	0.39737	0.57878	8400	11.507
MATRES	6	1400	20	0	6	0	6	0.016731	0.41178	8400	11.507
TEASER	6	1400	31	16	22	4	10	0.55534	0.61439	8400	11.507
STRINE	6	1400	30	7	13	3	9	0.20098	0.41229	8400	11.507
STEANS	6	1400	17	1	7	0	6	0.39439	0.55585	8400	11.507
SETTER	6	1400	21	9	15	3	9	0.50126	0.39432	8400	11.507
NOSE	4	400	83	25	46	9	30	0.34265	0.44529	8400	11.507
STEERS	6	1400	19	8	14	2	8	0.38939	0.52733	8400	11.507
TENE	4	400	65	17	38	5	26	0.32156	0.52654	8400	11.507
STOPER	6	1400	12	3	9	1	7	0.20561	0.6087	8400	11.507
ERNS	4	400	91	4	24	4	24	0.027334	0.18081	8000	10.959
ROSET	5	800	64	13	23	8	18	0.17879	0.30728	8000	10.959
LEASE	5	800	24	9	19	1	11	0.53455	0.72609	8000	10.959
SHARE	5	800	30	10	20	3	13	0.43545	0.67153	8000	10.959
RIDES	5	800	43	18	28	6	16	0.48921	0.59765	8000	10.959
BLEAR	5	800	16	3	13	0	10	0.2087	0.59603	8000	10.959
ARLES	5	800	26	3	13	1	11	0.11149	0.43427	8000	10.959
APERT	5	800	31	1	11	0	10	0.018161	0.21552	8000	10.959
EASE	4	400	80	39	59	9	29	0.52935	0.67779	8000	10.959
NITES	5	800	82	35	45	14	24	0.39341	0.47549	8000	10.959
EARNS	5	800	30	6	16	2	12	0.32001	0.5478	8000	10.959
STEIL	5	800	45	3	13	1	11	0.050258	0.2672	8000	10.959
TEEND	5	800	21	0	10	0	10	0.0055263	0.42051	8000	10.959
REENS	5	800	34	6	16	3	13	0.22336	0.4776	8000	10.959
SIREE	5	800	26	1	11	1	11	0.013076	0.34346	8000	10.959
LAERS	5	800	53	1	11	1	11	0.017439	0.23048	8000	10.959
GRATE	5	800	24	10	20	2	12	0.30983	0.70416	8000	10.959
HALER	5	800	24	5	15	2	12	0.1849	0.51172	8000	10.959
RENT	4	400	104	51	70	17	36	0.46659	0.62431	7600	10.411
ONES	4	400	117	13	32	6	25	0.091776	0.29613	7600	10.411
DREE	4	400	45	3	22	2	21	0.06324	0.41619	7600	10.411
ONER	4	400	109	9	28	4	23	0.065579	0.26466	7600	10.411
LAER	4	400	98	4	23	4	23	0.040042	0.23603	7600	10.411
REAMING	7	1800	5	0	4	0	4	0.28534	0.52433	7200	9.863
STING	5	800	25	9	18	1	10	0.41533	0.63774	7200	9.863
ASTER	5	800	102	21	30	13	22	0.183	0.26023	7200	9.863
SEILS	5	800	26	1	10	0	9	0.093923	0.37596	7200	9.863
CANER	5	800	21	4	13	2	11	0.30742	0.58783	7200	9.863
TEATS	5	800	44	10	19	2	11	0.34567	0.45159	7200	9.863
SEIL	4	400	88	10	28	5	23	0.075775	0.29783	7200	9.863
TASTERS	7	1800	8	2	6	1	5	0.39385	0.57316	7200	9.863
RACES	5	800	27	10	19	2	11	0.49221	0.61101	7200	9.863
TEASE	5	800	47	26	35	6	15	0.52573	0.68051	7200	9.863
ROAST	5	800	31	10	19	3	12	0.32457	0.5334	7200	9.863
RATTERS	7	1800	5	1	5	0	4	0.50595	0.6933	7200	9.863
TRAINED	7	1800	9	3	7	0	4	0.36322	0.47831	7200	9.863
SHEET	5	800	20	2	11	0	9	0.32813	0.36289	7200	9.863
ONERS	5	800	55	3	12	0	9	0.063844	0.24904	7200	9.863
REATE	5	800	59	16	25	10	19	0.23616	0.50968	7200	9.863
AIDES	5	800	35	6	15	3	12	0.43645	0.47975	7200	9.863
TINDERS	7	1800	10	5	9	1	5	0.5552	0.59682	7200	9.863
TRAPE	5	800	23	4	13	1	10	0.30769	0.56569	7200	9.863
RIAL	4	400	60	4	22	0	18	0.082713	0.34997	7200	9.863
RENDERS	7	1800	4	0	4	0	4	0.37056	0.61082	7200	9.863
TRACERS	7	1800	4	0	4	0	4	0.1104	0.57619	7200	9.863
IRON	4	400	62	1	19	0	18	0.0082715	0.35533	7200	9.863
SATES	5	800	64	21	30	11	20	0.31381	0.36664	7200	9.863
SEAR	4	400	140	64	82	24	42	0.49252	0.58439	7200	9.863
LASTERS	7	1800	11	5	9	0	4	0.43458	0.54093	7200	9.863
NIDES	5	800	40	7	16	3	12	0.14787	0.3906	7200	9.863
TASTIER	7	1800	11	0	4	0	4	0.1085	0.16808	7200	9.863
IRONERS	7	1800	6	0	4	0	4	0.0088545	0.25996	7200	9.863
RENAIL	6	1400	21	5	10	3	8	0.18389	0.3834	7000	9.589
REASTS	6	1400	17	7	12	3	8	0.31263	0.57601	7000	9.589
RETAIL	6	1400	28	9	14	4	9	0.32169	0.61421	7000	9.589
STREAM	6	1400	16	2	7	0	5	0.18643	0.28656	7000	9.589
RETEST	6	1400	22	2	7	2	7	0.058844	0.27093	7000	9.589
DINERO	6	1400	21	1	6	0	5	0.037699	0.1765	7000	9.589
SALETS	6	1400	15	4	9	0	5	0.18505	0.44343	7000	9.589
STEALE	6	1400	21	9	14	1	6	0.38437	0.61243	7000	9.589
SCORES	6	1400	8	1	6	0	5	0.30135	0.56656	7000	9.589
GRATES	6	1400	16	7	12	1	6	0.29168	0.63719	7000	9.589
RACHES	6	1400	12	3	8	1	6	0.32649	0.4837	7000	9.589
PAIRES	6	1400	15	2	7	0	5	0.29206	0.45031	7000	9.589
IRONER	6	1400	12	0	5	0	5	0.0065174	0.35507	7000	9.589
TRAPES	6	1400	17	4	9	2	7	0.33911	0.57525	7000	9.589
DRONES	6	1400	17	2	7	2	7	0.12756	0.49346	7000	9.589
RANTER	6	1400	12	3	8	1	6	0.39732	0.5931	7000	9.589
TENAIL	6	1400	16	0	5	0	5	0.062648	0.13165	7000	9.589
GREATS	6	1400	11	2	7	1	6	0.14027	0.32023	7000	9.589
TILTER	6	1400	10	2	7	0	5	0.22147	0.46699	7000	9.589
SNARED	6	1400	20	3	8	0	5	0.17287	0.36168	7000	9.589
REISTS	6	1400	17	0	5	0	5	0.10404	0.4554	7000	9.589
STELLA	6	1400	12	1	6	1	6	0.2288	0.42814	7000	9.589
GRATER	6	1400	9	2	7	0	5	0.24574	0.53579	7000	9.589
LEEARS	6	1400	11	0	5	0	5	0.032267	0.38057	7000	9.589
HEARES	6	1400	16	6	11	2	7	0.45493	0.71098	7000	9.589
TEENDS	6	1400	8	0	5	0	5	0.011458	0.50615	7000	9.589
RINSER	6	1400	18	4	9	2	7	0.19199	0.37873	7000	9.589
STRAIN	6	1400	33	13	18	4	9	0.26399	0.49236	7000	9.589
TASE	4	400	141	67	84	24	41	0.50999	0.55207	6800	9.3151
SATE	4	400	147	52	69	29	46	0.38212	0.4097	6800	9.3151
HEAR	4	400	61	29	46	4	21	0.49497	0.70795	6800	9.3151
HALE	4	400	52	25	41	4	20	0.45338	0.68119	6400	8.7671
SOLER	5	800	31	10	18	1	9	0.35928	0.50415	6400	8.7671
SCORE	5	800	19	5	13	2	10	0.28399	0.54788	6400	8.7671
CORES	5	800	31	14	22	4	12	0.63167	0.7039	6400	8.7671
TREND	5	800	35	4	12	2	10	0.17065	0.37027	6400	8.7671
SENES	5	800	22	4	12	0	8	0.28961	0.31916	6400	8.7671
DENTS	5	800	49	20	28	6	14	0.40083	0.55378	6400	8.7671
TITER	5	800	31	13	21	5	13	0.47376	0.65061	6400	8.7671
SPITE	5	800	13	4	12	0	8	0.25104	0.56714	6400	8.7671
DRONE	5	800	26	3	11	2	10	0.10968	0.42907	6400	8.7671
RANCE	5	800	17	1	9	0	8	0.15125	0.47919	6400	8.7671
ORATE	5	800	65	13	21	9	17	0.19932	0.33462	6400	8.7671
REES	4	400	85	24	40	10	26	0.27176	0.43601	6400	8.7671
SETAL	5	800	66	2	10	2	10	0.0068755	0.20081	6400	8.7671
DONE	4	400	53	23	39	4	20	0.54184	0.67262	6400	8.7671
NETTS	5	800	30	4	12	2	10	0.13872	0.40787	6400	8.7671
IRONS	5	800	28	1	9	0	8	0.01022	0.28003	6400	8.7671
SNAR	4	400	71	10	26	4	20	0.16617	0.38897	6400	8.7671
TESLA	5	800	38	0	8	0	8	0.0018311	0.17064	6400	8.7671
TRAIL	5	800	34	12	20	5	13	0.20288	0.5843	6400	8.7671
STEAN	5	800	65	14	22	8	16	0.39502	0.45966	6400	8.7671
SALET	5	800	32	7	15	2	10	0.14861	0.37632	6400	8.7671
TRONE	5	800	45	14	22	7	15	0.27405	0.52109	6400	8.7671
SNORT	5	800	30	0	8	0	8	0.070804	0.29298	6400	8.7671
NESTS	5	800	29	7	15	4	12	0.27616	0.47708	6400	8.7671
ARES	4	400	192	73	89	33	49	0.3699	0.45091	6400	8.7671
SHINE	5	800	27	9	17	2	10	0.31783	0.67557	6400	8.7671
DORE	4	400	69	30	46	7	23	0.48888	0.68695	6400	8.7671
EASER	5	800	53	23	31	8	16	0.51472	0.54956	6400	8.7671
REST	4	400	199	94	110	39	55	0.42921	0.51733	6400	8.7671
RENDS	5	800	25	12	20	4	12	0.49973	0.64585	6400	8.7671
SEIR	4	400	133	7	23	5	21	0.037881	0.15119	6400	8.7671
SNEED	5	800	15	2	10	0	8	0.13708	0.56191	6400	8.7671
NITRE	5	800	69	29	37	9	17	0.31456	0.39672	6400	8.7671
DINGE	5	800	14	6	14	0	8	0.43453	0.73285	6400	8.7671
NITER	5	800	91	47	55	18	26	0.39446	0.60367	6400	8.7671
MANSE	5	800	17	2	10	1	9	0.02656	0.34387	6400	8.7671
ERA	3	100	299	20	81	12	73	0.075344	0.23087	6100	8.3562
TONE	4	400	81	50	65	7	22	0.65346	0.75039	6000	8.2192
TENS	4	400	109	35	50	14	29	0.32415	0.47031	6000	8.2192
REND	4	400	71	28	43	10	25	0.42953	0.54758	6000	8.2192
NERD	4	400	82	0	15	0	15	0.01726	0.13273	6000	8.2192
ARLE	4	400	51	6	21	4	19	0.1084	0.37865	6000	8.2192
ENES	4	400	73	4	19	4	19	0.040062	0.19063	6000	8.2192
REI	3	100	268	40	98	27	85	0.16145	0.38292	5800	7.9452
SHOER	5	800	17	2	9	1	8	0.113	0.43454	5600	7.6712
INTERS	6	1400	31	10	14	7	11	0.31149	0.58886	5600	7.6712
SHERE	5	800	14	0	7	0	7	0.11969	0.38676	5600	7.6712
YATES	5	800	12	0	7	0	7	0.016513	0.27071	5600	7.6712
DEENS	5	800	15	1	8	1	8	0.27452	0.50928	5600	7.6712
DENOTE	6	1400	12	0	4	0	4	0.059483	0.28529	5600	7.6712
TABERS	6	1400	6	1	5	1	5	0.23448	0.43782	5600	7.6712
HOAST	5	800	12	0	7	0	7	0.14012	0.41669	5600	7.6712
EASTER	6	1400	34	13	17	6	10	0.46553	0.52712	5600	7.6712
TRIAL	5	800	30	6	13	2	9	0.17924	0.42892	5600	7.6712
STAINS	6	1400	14	6	10	2	6	0.46249	0.56259	5600	7.6712
EASES	5	800	18	5	12	2	9	0.50157	0.54583	5600	7.6712
RENTES	6	1400	25	12	16	2	6	0.38791	0.56141	5600	7.6712
PLATER	6	1400	13	4	8	1	5	0.34847	0.64037	5600	7.6712
SIDES	5	800	31	9	16	6	13	0.41849	0.36727	5600	7.6712
PLEAT	5	800	12	0	7	0	7	0.19936	0.52371	5600	7.6712
LOSERS	6	1400	12	5	9	0	4	0.41122	0.64079	5600	7.6712
HOERS	5	800	23	1	8	0	7	0.099321	0.32767	5600	7.6712
TRANT	5	800	25	0	7	0	7	0.12267	0.2779	5600	7.6712
AROUSE	6	1400	4	0	4	0	4	0.063654	0.49752	5600	7.6712
SIREES	6	1400	11	1	5	1	5	0.013468	0.41006	5600	7.6712
STORER	6	1400	18	9	13	1	5	0.3262	0.55598	5600	7.6712
SHINER	6	1400	12	4	8	1	5	0.29061	0.50305	5600	7.6712
SHORE	5	800	21	9	16	2	9	0.42583	0.69164	5600	7.6712
GRONES	6	1400	7	0	4	0	4	0.08523	0.50666	5600	7.6712
SEAME	5	800	15	1	8	0	7	0.27564	0.50724	5600	7.6712
TACHES	6	1400	9	1	5	1	5	0.28388	0.48221	5600	7.6712
ROIST	5	800	28	1	8	0	7	0.12936	0.31572	5600	7.6712
SEARE	5	800	50	19	26	7	14	0.37748	0.57087	5600	7.6712
TASTES	6	1400	17	7	11	1	5	0.37622	0.50228	5600	7.6712
NETE	4	400	67	4	18	4	18	0.095081	0.24617	5600	7.6712
REANS	5	800	41	10	17	5	12	0.3772	0.50728	5600	7.6712
REAN	4	400	102	23	37	11	25	0.33569	0.39951	5600	7.6712
SIGNER	6	1400	11	1	5	1	5	0.088625	0.52737	5600	7.6712
RENDER	6	1400	9	3	7	2	6	0.40789	0.66345	5600	7.6712
RENEST	6	1400	19	1	5	1	5	0.06189	0.1589	5600	7.6712
PLEATS	6	1400	6	0	4	0	4	0.16264	0.56788	5600	7.6712
RITES	5	800	75	40	47	10	17	0.48857	0.58836	5600	7.6712
NESTER	6	1400	34	8	12	5	9	0.3113	0.4001	5600	7.6712
LEERS	5	800	27	10	17	3	10	0.43343	0.57404	5600	7.6712
ARIS	4	400	103	10	24	9	23	0.089186	0.22421	5600	7.6712
LANDER	6	1400	9	5	9	0	4	0.70113	0.72449	5600	7.6712
LEASED	6	1400	10	4	8	1	5	0.54132	0.60034	5600	7.6712
BLARES	6	1400	11	3	7	0	4	0.35145	0.58483	5600	7.6712
SORES	5	800	42	18	25	5	12	0.45159	0.53093	5600	7.6712
TREAD	5	800	21	1	8	0	7	0.13818	0.43453	5600	7.6712
RESIGN	6	1400	12	0	4	0	4	0.028987	0.41567	5600	7.6712
NARES	5	800	63	9	16	8	15	0.15695	0.21012	5600	7.6712
DERAT	5	800	57	5	12	4	11	0.15352	0.20323	5600	7.6712
DAINTS	6	1400	12	0	4	0	4	0.069179	0.22682	5600	7.6712
ORLES	5	800	18	0	7	0	7	0.0075113	0.23806	5600	7.6712
CHORES	6	1400	7	1	5	1	5	0.3809	0.57866	5600	7.6712
SORTER	6	1400	19	6	10	3	7	0.32951	0.33434	5600	7.6712
OTHERS	6	1400	9	0	4	0	4	0.19155	0.36919	5600	7.6712
OTTER	5	800	22	3	10	1	8	0.15122	0.37481	5600	7.6712
DOATS	5	800	21	5	12	3	10	0.28607	0.31067	5600	7.6712
RIEMS	5	800	18	0	7	0	7	0.012018	0.17329	5600	7.6712
SERE	4	400	100	17	31	4	18	0.20469	0.33134	5600	7.6712
TENTS	5	800	41	16	23	5	12	0.39875	0.5866	5600	7.6712
SELLS	5	800	10	0	7	0	7	0.283	0.58454	5600	7.6712
REPOTS	6	1400	12	2	6	1	5	0.30451	0.3587	5600	7.6712
RATTER	6	1400	15	7	11	3	7	0.54326	0.71115	5600	7.6712
SLATER	6	1400	28	12	16	7	11	0.4847	0.60096	5600	7.6712
SEND	4	400	73	24	38	6	20	0.35224	0.49147	5600	7.6712
RATOS	5	800	43	4	11	1	8	0.041681	0.17415	5600	7.6712
ROTHER	6	1400	11	0	4	0	4	0.16507	0.2469	5600	7.6712
TOSHES	6	1400	5	0	4	0	4	0.35102	0.38127	5600	7.6712
RATEL	5	800	46	1	8	0	7	0.012964	0.15259	5600	7.6712
SPIERS	6	1400	8	1	5	1	5	0.33793	0.47652	5600	7.6712
RASTER	6	1400	36	20	24	4	8	0.44696	0.57771	5600	7.6712
HALSES	6	1400	5	0	4	0	4	0.052123	0.4628	5600	7.6712
PHARES	6	1400	12	0	4	0	4	0.1461	0.44332	5600	7.6712
ARISES	6	1400	13	0	4	0	4	0.092414	0.34843	5600	7.6712
TREEN	5	800	29	7	14	1	8	0.22198	0.42011	5600	7.6712
ASHETS	6	1400	9	1	5	1	5	0.22012	0.33982	5600	7.6712
URATES	6	1400	18	0	4	0	4	0.027872	0.203	5600	7.6712
STELL	5	800	18	3	10	1	8	0.27582	0.61786	5600	7.6712
LITER	5	800	41	19	26	3	10	0.55274	0.63819	5600	7.6712
SCOPES	6	1400	4	0	4	0	4	0.38552	0.62846	5600	7.6712
DONEES	6	1400	12	0	4	0	4	0.045173	0.49666	5600	7.6712
ROOSE	5	800	19	7	14	1	8	0.34319	0.55204	5600	7.6712
STEEN	5	800	42	11	18	5	12	0.30163	0.47397	5600	7.6712
TESTE	5	800	42	23	30	4	11	0.35365	0.48738	5600	7.6712
SLEETS	6	1400	12	2	6	1	5	0.17968	0.36509	5600	7.6712
SHITE	5	800	25	10	17	3	10	0.32422	0.50867	5600	7.6712
ENDERS	6	1400	14	6	10	2	6	0.48265	0.6476	5600	7.6712
TARES	5	800	116	64	71	25	32	0.50811	0.60009	5600	7.6712
RACE	4	400	57	23	37	3	17	0.48806	0.65154	5600	7.6712
STINGS	6	1400	9	2	6	0	4	0.43218	0.57719	5600	7.6712
RACERS	6	1400	7	3	7	0	4	0.42512	0.61377	5600	7.6712
SLEET	5	800	24	4	11	3	10	0.15561	0.37921	5600	7.6712
DONNES	6	1400	7	2	6	0	4	0.42849	0.49489	5600	7.6712
SNAIL	5	800	25	4	11	2	9	0.12699	0.3306	5600	7.6712
SCALE	5	800	15	1	8	1	8	0.32888	0.6784	5600	7.6712
STENTS	6	1400	7	1	5	1	5	0.27958	0.49243	5600	7.6712
STERE	5	800	59	10	17	7	14	0.16837	0.26401	5600	7.6712
STERN	5	800	69	13	20	9	16	0.19906	0.33408	5600	7.6712
SCALER	6	1400	7	0	4	0	4	0.25987	0.59684	5600	7.6712
TRANTS	6	1400	14	0	4	0	4	0.13365	0.37221	5600	7.6712
CONTES	6	1400	11	4	8	1	5	0.37009	0.7208	5600	7.6712
OATER	5	800	54	16	23	8	15	0.3294	0.41405	5600	7.6712
NAILS	5	800	22	6	13	3	10	0.33846	0.41407	5600	7.6712
SCANTS	6	1400	5	0	4	0	4	0.23639	0.57391	5600	7.6712
TAROS	5	800	42	5	12	3	10	0.15806	0.15798	5600	7.6712
STILT	5	800	18	2	9	0	7	0.20198	0.274	5600	7.6712
LEASER	6	1400	15	6	10	1	5	0.53623	0.66985	5600	7.6712
TREAT	5	800	50	8	15	6	13	0.14417	0.30236	5600	7.6712
DITES	5	800	31	15	22	5	12	0.43803	0.5378	5600	7.6712
AIDERS	6	1400	18	3	7	2	6	0.36088	0.56141	5600	7.6712
STEARD	6	1400	19	0	4	0	4	0.16552	0.32268	5600	7.6712
COASTER	7	1800	8	0	3	0	3	0.4459	0.56095	5400	7.3973
STILTED	7	1800	7	1	4	0	3	0.14721	0.307	5400	7.3973
SNOTTER	7	1800	4	0	3	0	3	0.36457	0.48595	5400	7.3973
EASTERS	7	1800	11	4	7	1	4	0.42336	0.48073	5400	7.3973
SETTERS	7	1800	10	3	6	2	5	0.49166	0.49812	5400	7.3973
STAINER	7	1800	18	11	14	2	5	0.36699	0.48851	5400	7.3973
STIRRED	7	1800	4	0	3	0	3	0.086291	0.45752	5400	7.3973
MAILERS	7	1800	3	0	3	0	3	0.4976	0.61252	5400	7.3973
DENOTES	7	1800	9	0	3	0	3	0.064456	0.23595	5400	7.3973
NETTLES	7	1800	4	0	3	0	3	0.32244	0.24656	5400	7.3973
LISTERS	7	1800	10	2	5	1	4	0.44081	0.44762	5400	7.3973
TASERED	7	1800	10	2	5	1	4	0.35903	0.30548	5400	7.3973
SEALING	7	1800	5	1	4	0	3	0.464	0.48919	5400	7.3973
STILTER	7	1800	8	1	4	0	3	0.14921	0.37021	5400	7.3973
LANDERS	7	1800	8	5	8	0	3	0.52776	0.76617	5400	7.3973
