word	len	pts	boards	subjectFound	peerFound	subjectOnly	peerOnly	rateSubjectElsewhere	ratePeerElsewhere	netPtsToPeer	netPtsPerGame
TANGLY	6	1400	2	0	1	0	1	0.071039	0.075106	1400	1.9178
GLEANS	6	1400	1	0	1	0	1	0.13928	0.35169	1400	1.9178
DUPERS	6	1400	1	0	1	0	1	0.11293	0.18841	1400	1.9178
PATHED	6	1400	4	1	2	0	1	0.35047	0.16636	1400	1.9178
SENSED	6	1400	10	1	2	0	1	0.20403	0.19203	1400	1.9178
DUSHES	6	1400	1	0	1	0	1	0.3092	0.075106	1400	1.9178
DUSTER	6	1400	5	0	1	0	1	0.24547	0.26721	1400	1.9178
TAPING	6	1400	2	1	2	0	1	0.5713	0.45109	1400	1.9178
SLACKS	6	1400	1	0	1	0	1	0.13157	0.58262	1400	1.9178
TAPPER	6	1400	2	1	2	0	1	0.3569	0.69131	1400	1.9178
DEVOUR	6	1400	1	0	1	0	1	0.10148	0.091796	1400	1.9178
PARTER	6	1400	6	3	4	2	3	0.40124	0.51922	1400	1.9178
PARTED	6	1400	6	2	3	1	2	0.54169	0.41102	1400	1.9178
MOUSTS	6	1400	3	1	2	0	1	0.27708	0.23551	1400	1.9178
RATTLE	6	1400	7	1	2	1	2	0.3663	0.47163	1400	1.9178
DEVOTE	6	1400	1	0	1	0	1	0.064581	0.23551	1400	1.9178
TAMPER	6	1400	6	2	3	1	2	0.28887	0.49457	1400	1.9178
TAMINS	6	1400	5	0	1	0	1	0.12839	0.014244	1400	1.9178
SOOTHS	6	1400	1	0	1	0	1	0.2115	0.19305	1400	1.9178
TALLIS	6	1400	12	0	1	0	1	0.041067	0.085026	1400	1.9178
VOTERS	6	1400	4	0	1	0	1	0.20335	0.35305	1400	1.9178
CHASES	6	1400	2	0	1	0	1	0.28245	0.35837	1400	1.9178
PAVERS	6	1400	1	0	1	0	1	0.48391	0.48758	1400	1.9178
SPOOMS	6	1400	1	0	1	0	1	0.071039	0.082617	1400	1.9178
PAUSES	6	1400	1	0	1	0	1	0.1936	0.22507	1400	1.9178
SOOTHE	6	1400	1	0	1	0	1	0.30345	0.38406	1400	1.9178
SERAPH	6	1400	11	0	1	0	1	0.007982	0.061712	1400	1.9178
DUFFEL	6	1400	1	0	1	0	1	0.2138	0.16523	1400	1.9178
INGATE	6	1400	14	0	1	0	1	0.09917	0.020068	1400	1.9178
GLIDES	6	1400	1	0	1	0	1	0.22678	0.26254	1400	1.9178
MANGER	6	1400	4	1	2	1	2	0.45838	0.6073	1400	1.9178
PRONGS	6	1400	2	0	1	0	1	0.31724	0.32174	1400	1.9178
CHARES	6	1400	10	7	8	1	2	0.43421	0.65404	1400	1.9178
TAMING	6	1400	6	3	4	1	2	0.33421	0.31522	1400	1.9178
CHARED	6	1400	9	2	3	2	3	0.29864	0.44543	1400	1.9178
CHARDS	6	1400	4	2	3	0	1	0.23365	0.37267	1400	1.9178
SOOLED	6	1400	3	1	2	1	2	0.3116	0.29828	1400	1.9178
GLIDER	6	1400	2	0	1	0	1	0.2097	0.20109	1400	1.9178
PATTED	6	1400	2	1	2	0	1	0.52368	0.40218	1400	1.9178
DUMBED	6	1400	2	0	1	0	1	0.1184	0.30436	1400	1.9178
CHANGS	6	1400	2	0	1	0	1	0.15943	0.34473	1400	1.9178
HEARTY	6	1400	4	0	1	0	1	0.14276	0.07609	1400	1.9178
DARNER	6	1400	5	0	1	0	1	0.13001	0.13127	1400	1.9178
HACKLE	6	1400	1	0	1	0	1	0.1184	0.40374	1400	1.9178
TAMBER	6	1400	1	0	1	0	1	0.14265	0.30664	1400	1.9178
SONNET	6	1400	2	1	2	0	1	0.50273	0.33044	1400	1.9178
CENTRE	6	1400	5	2	3	1	2	0.24952	0.2952	1400	1.9178
GLADES	6	1400	2	1	2	0	1	0.11595	0.32807	1400	1.9178
GLACES	6	1400	2	0	1	0	1	0.17669	0.14047	1400	1.9178
DAZZLE	6	1400	1	0	1	0	1	0.28507	0.13769	1400	1.9178
PROLES	6	1400	6	0	1	0	1	0.088343	0.17964	1400	1.9178
TEAMED	6	1400	2	1	2	0	1	0.48452	0.42183	1400	1.9178
EASLES	6	1400	4	1	2	0	1	0.10494	0.16444	1400	1.9178
POTION	6	1400	2	0	1	0	1	0.11784	0.097454	1400	1.9178
PROLED	6	1400	4	0	1	0	1	0.065784	0.039341	1400	1.9178
CASTLE	6	1400	3	0	1	0	1	0.27562	0.182	1400	1.9178
CASTES	6	1400	10	5	6	1	2	0.62934	0.50393	1400	1.9178
CASTER	6	1400	15	8	9	4	5	0.63883	0.68801	1400	1.9178
RAYING	6	1400	2	0	1	0	1	0.13157	0.41615	1400	1.9178
TEASES	6	1400	11	8	9	0	1	0.51713	0.73952	1400	1.9178
PANCES	6	1400	1	0	1	0	1	0.24095	0.38149	1400	1.9178
INVENT	6	1400	1	0	1	0	1	0.054646	0.23551	1400	1.9178
INVEST	6	1400	2	0	1	0	1	0.05183	0.13458	1400	1.9178
GIVERS	6	1400	1	0	1	0	1	0.31403	0.2733	1400	1.9178
PAMPER	6	1400	3	2	3	0	1	0.15549	0.26088	1400	1.9178
YATTER	6	1400	5	1	2	1	2	0.05183	0.40154	1400	1.9178
CARVEL	6	1400	1	0	1	0	1	0.14253	0.18262	1400	1.9178
POTTER	6	1400	4	3	4	0	1	0.75619	0.77951	1400	1.9178
CARTER	6	1400	10	5	6	2	3	0.41873	0.5538	1400	1.9178
HAVERS	6	1400	4	1	2	0	1	0.4504	0.49131	1400	1.9178
CARSEY	6	1400	5	0	1	0	1	0.028416	0.027539	1400	1.9178
POTTLE	6	1400	2	1	2	0	1	0.26503	0.23914	1400	1.9178
CARPER	6	1400	2	1	2	0	1	0.20394	0.40097	1400	1.9178
MEANED	6	1400	2	1	2	0	1	0.27241	0.42547	1400	1.9178
SLAYER	6	1400	5	2	3	2	3	0.28098	0.62319	1400	1.9178
MUDDER	6	1400	1	0	1	0	1	0.37104	0.13769	1400	1.9178
HEADER	6	1400	6	0	1	0	1	0.2182	0.51424	1400	1.9178
TEAGLE	6	1400	6	0	1	0	1	0.024496	0.13665	1400	1.9178
MINDED	6	1400	3	0	1	0	1	0.45355	0.25508	1400	1.9178
DEVELS	6	1400	2	0	1	0	1	0.050742	0.43874	1400	1.9178
MOILED	6	1400	2	0	1	0	1	0.17304	0.28389	1400	1.9178
PAROLE	6	1400	5	0	1	0	1	0.095138	0.11976	1400	1.9178
MINGLE	6	1400	5	1	2	0	1	0.39668	0.43479	1400	1.9178
TARTED	6	1400	6	1	2	0	1	0.25575	0.26222	1400	1.9178
MINGES	6	1400	1	0	1	0	1	0.52201	0.50882	1400	1.9178
DATING	6	1400	3	1	2	0	1	0.69382	0.42502	1400	1.9178
MINGED	6	1400	2	0	1	0	1	0.41478	0.20983	1400	1.9178
PARGET	6	1400	2	0	1	0	1	0.025371	0.15701	1400	1.9178
MOXIES	6	1400	1	0	1	0	1	0.14208	0.16523	1400	1.9178
TASSEL	6	1400	6	2	3	1	2	0.20133	0.30034	1400	1.9178
HEAPED	6	1400	2	0	1	0	1	0.28552	0.20291	1400	1.9178
CEASES	6	1400	3	1	2	0	1	0.33448	0.33753	1400	1.9178
TASTED	6	1400	16	7	8	1	2	0.46114	0.45759	1400	1.9178
CAVING	6	1400	1	0	1	0	1	0.37104	0.34783	1400	1.9178
HAE	3	100	109	12	26	7	21	0.14256	0.27845	1400	1.9178
PARENT	6	1400	9	1	2	1	2	0.085179	0.24283	1400	1.9178
CAUTER	6	1400	2	0	1	0	1	0.3116	0.31522	1400	1.9178
CAUSES	6	1400	2	0	1	0	1	0.11293	0.27305	1400	1.9178
CAUSER	6	1400	2	0	1	0	1	0.11244	0.3285	1400	1.9178
EARNED	6	1400	6	1	2	0	1	0.19925	0.32148	1400	1.9178
EARNER	6	1400	6	1	2	1	2	0.21078	0.25362	1400	1.9178
TAVERS	6	1400	3	1	2	0	1	0.2203	0.59421	1400	1.9178
SLANGS	6	1400	2	0	1	0	1	0.18421	0.47958	1400	1.9178
RAVING	6	1400	4	3	4	0	1	0.45844	0.53755	1400	1.9178
TAWING	6	1400	1	0	1	0	1	0.4624	0.30164	1400	1.9178
CHASTE	6	1400	5	3	4	1	2	0.35172	0.45974	1400	1.9178
POSING	6	1400	2	0	1	0	1	0.41547	0.4921	1400	1.9178
SOWTER	6	1400	3	0	1	0	1	0.025371	0.12754	1400	1.9178
DOWSED	6	1400	2	1	2	0	1	0.22587	0.25508	1400	1.9178
WAGERS	6	1400	1	0	1	0	1	0.21411	0.4921	1400	1.9178
SUITER	6	1400	4	0	1	0	1	0.11461	0.09397	1400	1.9178
SUITES	6	1400	2	0	1	0	1	0.14548	0.13241	1400	1.9178
ICKERS	6	1400	1	0	1	0	1	0.2319	0.23551	1400	1.9178
ICKIER	6	1400	2	0	1	0	1	0.0592	0.082617	1400	1.9178
DOUTED	6	1400	2	1	2	0	1	0.39593	0.24276	1400	1.9178
WORSER	6	1400	4	1	2	0	1	0.39173	0.36646	1400	1.9178
PORINS	6	1400	6	1	2	1	2	0.14912	0.11491	1400	1.9178
CLAIMS	6	1400	2	0	1	0	1	0.065784	0.29679	1400	1.9178
SKIERS	6	1400	4	1	2	0	1	0.33523	0.25508	1400	1.9178
SKIFFS	6	1400	1	0	1	0	1	0.14208	0.16523	1400	1.9178
DOWNER	6	1400	1	0	1	0	1	0.31403	0.44817	1400	1.9178
DOWSES	6	1400	3	0	1	0	1	0.31724	0.22827	1400	1.9178
WAGING	6	1400	2	0	1	0	1	0.10148	0.091796	1400	1.9178
SHAMER	6	1400	5	3	4	0	1	0.35879	0.58312	1400	1.9178
RAKERS	6	1400	2	1	2	0	1	0.60425	0.30664	1400	1.9178
PORTAL	6	1400	3	1	2	0	1	0.16435	0.042469	1400	1.9178
SKILLS	6	1400	1	0	1	0	1	0.24434	0.26088	1400	1.9178
SORTIE	6	1400	19	1	2	0	1	0.20384	0.23021	1400	1.9178
SHALES	6	1400	8	5	6	0	1	0.40437	0.44881	1400	1.9178
DRAILS	6	1400	7	1	2	1	2	0.028039	0.27584	1400	1.9178
HEFTER	6	1400	5	1	2	1	2	0.039466	0.055078	1400	1.9178
DRAINS	6	1400	10	1	2	0	1	0.13183	0.26542	1400	1.9178
DRAKES	6	1400	4	0	1	0	1	0.24792	0.18841	1400	1.9178
MOLDER	6	1400	2	0	1	0	1	0.28557	0.30164	1400	1.9178
SHAFTS	6	1400	1	0	1	0	1	0.33646	0.28262	1400	1.9178
RAIDED	6	1400	1	0	1	0	1	0.17421	0.32888	1400	1.9178
HEISTS	6	1400	4	0	1	0	1	0.050192	0.34281	1400	1.9178
TAKERS	6	1400	2	1	2	0	1	0.66776	0.63665	1400	1.9178
RAFTER	6	1400	6	1	2	1	2	0.34912	0.50932	1400	1.9178
MOLLIE	6	1400	3	2	3	0	1	0.63958	0.16602	1400	1.9178
POOTED	6	1400	2	1	2	0	1	0.43552	0.23305	1400	1.9178
PHONED	6	1400	1	0	1	0	1	0.21411	0.22982	1400	1.9178
SOWLES	6	1400	1	0	1	0	1	0.10061	0.13044	1400	1.9178
RADIOS	6	1400	8	0	1	0	1	0.010929	0.018777	1400	1.9178
SOWLED	6	1400	3	0	1	0	1	0.17669	0.14047	1400	1.9178
STUMPS	6	1400	1	0	1	0	1	0.20849	0.47827	1400	1.9178
DORTED	6	1400	4	0	1	0	1	0.27241	0.11224	1400	1.9178
STUPES	6	1400	2	0	1	0	1	0.14265	0.36414	1400	1.9178
CLOUTS	6	1400	2	1	2	0	1	0.27104	0.58841	1400	1.9178
SOWING	6	1400	1	0	1	0	1	0.43926	0.48262	1400	1.9178
MOSING	6	1400	2	0	1	0	1	0.38712	0.20808	1400	1.9178
GORGES	6	1400	2	0	1	0	1	0.077745	0.16625	1400	1.9178
AMINES	6	1400	10	2	3	1	2	0.29693	0.27771	1400	1.9178
STYING	6	1400	2	0	1	0	1	0.21826	0.16602	1400	1.9178
STYLER	6	1400	2	0	1	0	1	0.019733	0.26087	1400	1.9178
REMAIN	6	1400	8	1	2	1	2	0.35775	0.1497	1400	1.9178
SHEERS	6	1400	5	0	1	0	1	0.4311	0.29223	1400	1.9178
SUBERS	6	1400	3	0	1	0	1	0.037389	0.32174	1400	1.9178
MOLING	6	1400	2	0	1	0	1	0.42845	0.23914	1400	1.9178
DOTERS	6	1400	15	11	12	2	3	0.50493	0.64661	1400	1.9178
SOUSED	6	1400	2	1	2	0	1	0.46567	0.20109	1400	1.9178
SOURED	6	1400	3	1	2	0	1	0.44694	0.57077	1400	1.9178
PETALS	6	1400	7	1	2	0	1	0.074161	0.14469	1400	1.9178
CLEATS	6	1400	5	0	1	0	1	0.10281	0.25107	1400	1.9178
CLEARS	6	1400	5	0	1	0	1	0.19517	0.41973	1400	1.9178
DRAPER	6	1400	2	0	1	0	1	0.15433	0.30707	1400	1.9178
DRAPES	6	1400	5	0	1	0	1	0.074208	0.30888	1400	1.9178
MOLDED	6	1400	1	0	1	0	1	0.33731	0.18262	1400	1.9178
SKITES	6	1400	1	0	1	0	1	0.21963	0.45508	1400	1.9178
RANGER	6	1400	10	4	5	1	2	0.48389	0.67502	1400	1.9178
DRONER	6	1400	7	2	3	1	2	0.08723	0.21118	1400	1.9178
CHIMES	6	1400	2	1	2	0	1	0.2243	0.53755	1400	1.9178
CHIMER	6	1400	2	1	2	0	1	0.18552	0.40154	1400	1.9178
CHIMED	6	1400	1	0	1	0	1	0.28541	0.48914	1400	1.9178
MATTES	6	1400	9	6	7	1	2	0.6428	0.53261	1400	1.9178
CHILLS	6	1400	1	0	1	0	1	0.15549	0.42513	1400	1.9178
RANKED	6	1400	2	0	1	0	1	0.44736	0.51919	1400	1.9178
DANGED	6	1400	1	0	1	0	1	0.51107	0.14047	1400	1.9178
DROOLY	6	1400	2	0	1	0	1	0.078933	0.11802	1400	1.9178
MATTIN	6	1400	8	0	1	0	1	0.14642	0.26087	1400	1.9178
INCHER	6	1400	3	0	1	0	1	0.12396	0.26987	1400	1.9178
GLUTES	6	1400	3	0	1	0	1	0.25809	0.091308	1400	1.9178
SWATHS	6	1400	2	0	1	0	1	0.15943	0.20187	1400	1.9178
CHIDES	6	1400	3	0	1	0	1	0.29559	0.35573	1400	1.9178
TACKLE	6	1400	2	0	1	0	1	0.2138	0.31402	1400	1.9178
HEAVED	6	1400	1	0	1	0	1	0.1184	0.13769	1400	1.9178
PEASED	6	1400	2	1	2	0	1	0.29093	0.36805	1400	1.9178
SERINS	6	1400	23	0	1	0	1	0.063681	0.057129	1400	1.9178
DUALLY	6	1400	1	0	1	0	1	0.10148	0.11802	1400	1.9178
PEANED	6	1400	2	0	1	0	1	0.21245	0.16184	1400	1.9178
PEALED	6	1400	3	1	2	1	2	0.4597	0.2009	1400	1.9178
CHEATS	6	1400	7	1	2	1	2	0.23189	0.48107	1400	1.9178
RAPPER	6	1400	1	0	1	0	1	0.61004	0.43874	1400	1.9178
TAINTS	6	1400	13	2	3	2	3	0.16925	0.32609	1400	1.9178
SERGED	6	1400	3	0	1	0	1	0.050306	0.06729	1400	1.9178
DROLLS	6	1400	1	0	1	0	1	0.054646	0.14047	1400	1.9178
CHINKS	6	1400	1	0	1	0	1	0.2138	0.42513	1400	1.9178
DANCES	6	1400	2	0	1	0	1	0.15118	0.32888	1400	1.9178
WROATH	6	1400	2	0	1	0	1	0.0592	0.051635	1400	1.9178
SWEALS	6	1400	2	1	2	0	1	0.30502	0.56315	1400	1.9178
MACERS	6	1400	4	3	4	0	1	0.3344	0.66253	1400	1.9178
SWEATS	6	1400	4	0	1	0	1	0.15195	0.44228	1400	1.9178
WRATHS	6	1400	2	0	1	0	1	0.064581	0.26812	1400	1.9178
SWEELS	6	1400	3	1	2	1	2	0.1936	0.25692	1400	1.9178
SORNED	6	1400	7	0	1	0	1	0.13262	0.075846	1400	1.9178
MOTHER	6	1400	5	2	3	1	2	0.32591	0.52582	1400	1.9178
RAMIES	6	1400	8	0	1	0	1	0.1126	0.0080997	1400	1.9178
CHROME	6	1400	2	0	1	0	1	0.041788	0.37267	1400	1.9178
CHOWED	6	1400	1	0	1	0	1	0.2464	0.26088	1400	1.9178
DREADS	6	1400	3	0	1	0	1	0.036391	0.40046	1400	1.9178
RAMPED	6	1400	3	1	2	0	1	0.45355	0.37124	1400	1.9178
SWIRES	6	1400	6	1	2	1	2	0.13742	0.52754	1400	1.9178
CHORED	6	1400	2	0	1	0	1	0.28563	0.2926	1400	1.9178
CHORDS	6	1400	1	0	1	0	1	0.063348	0.22507	1400	1.9178
GOATSE	6	1400	4	0	1	0	1	0.010296	0.015588	1400	1.9178
SWORDS	6	1400	3	0	1	0	1	0.078933	0.068847	1400	1.9178
DAMPED	6	1400	1	0	1	0	1	0.19004	0.18262	1400	1.9178
PROSED	6	1400	3	1	2	0	1	0.2252	0.2926	1400	1.9178
CHOOMS	6	1400	2	0	1	0	1	0.24736	0.075106	1400	1.9178
CHOIRS	6	1400	2	0	1	0	1	0.16243	0.10467	1400	1.9178
WADDLE	6	1400	1	0	1	0	1	0.071039	0.35327	1400	1.9178
SETTLE	6	1400	7	1	2	1	2	0.2917	0.33673	1400	1.9178
DANCER	6	1400	3	0	1	0	1	0.08723	0.2849	1400	1.9178
DRIVER	6	1400	1	0	1	0	1	0.15943	0.48551	1400	1.9178
CLONED	6	1400	3	1	2	0	1	0.23139	0.44664	1400	1.9178
HAMPER	6	1400	4	1	2	1	2	0.1936	0.32506	1400	1.9178
LINEAR	6	1400	16	0	1	0	1	0.0042795	0.066865	1400	1.9178
BETTED	6	1400	1	0	1	0	1	0.47587	0.13044	1400	1.9178
LANCES	6	1400	3	0	1	0	1	0.26216	0.3638	1400	1.9178
RISERS	6	1400	9	1	2	1	2	0.24063	0.39245	1400	1.9178
ESTROS	6	1400	19	0	1	0	1	0.029588	0.0054713	1400	1.9178
YORKER	6	1400	1	0	1	0	1	0.071039	0.16523	1400	1.9178
BASHES	6	1400	1	0	1	0	1	0.63251	0.2174	1400	1.9178
FLITED	6	1400	1	0	1	0	1	0.021527	0.17392	1400	1.9178
ASPENS	6	1400	4	0	1	0	1	0.01776	0.073047	1400	1.9178
MICHER	6	1400	1	0	1	0	1	0.11293	0.063551	1400	1.9178
ASLEEP	6	1400	2	0	1	0	1	0.027323	0.36393	1400	1.9178
TWAINS	6	1400	1	0	1	0	1	0.20291	0.54131	1400	1.9178
REUSES	6	1400	4	0	1	0	1	0.041717	0.26254	1400	1.9178
RINGED	6	1400	4	0	1	0	1	0.53054	0.31377	1400	1.9178
LISLES	6	1400	6	0	1	0	1	0.013929	0.023605	1400	1.9178
FLINGS	6	1400	3	2	3	0	1	0.19691	0.34027	1400	1.9178
RENDED	6	1400	3	0	1	0	1	0.18136	0.30164	1400	1.9178
REVERS	6	1400	4	1	2	0	1	0.13552	0.37267	1400	1.9178
ASHERY	6	1400	2	0	1	0	1	0.077745	0.043482	1400	1.9178
NEIGHS	6	1400	2	0	1	0	1	0.030887	0.06522	1400	1.9178
TRAVEL	6	1400	1	0	1	0	1	0.0296	0.42029	1400	1.9178
FRISKS	6	1400	1	0	1	0	1	0.14208	0.16523	1400	1.9178
LANDES	6	1400	11	6	7	2	3	0.56331	0.54641	1400	1.9178
UTTERS	6	1400	3	0	1	0	1	0.10651	0.51878	1400	1.9178
FRINGE	6	1400	2	0	1	0	1	0.0296	0.31305	1400	1.9178
BESETS	6	1400	2	0	1	0	1	0.050306	0.31305	1400	1.9178
TRIBAL	6	1400	3	0	1	0	1	0.063348	0.12174	1400	1.9178
LIMPER	6	1400	1	0	1	0	1	0.1694	0.46036	1400	1.9178
BASSED	6	1400	1	0	1	0	1	0.3728	0.42722	1400	1.9178
ZINCED	6	1400	1	0	1	0	1	0.10148	0.16523	1400	1.9178
FRIERS	6	1400	3	0	1	0	1	0.19173	0.22754	1400	1.9178
NETTED	6	1400	2	0	1	0	1	0.38243	0.358	1400	1.9178
TWEETS	6	1400	1	0	1	0	1	0.095022	0.25401	1400	1.9178
SABLER	6	1400	7	0	1	0	1	0.15986	0.076383	1400	1.9178
FLORET	6	1400	5	0	1	0	1	0.02368	0.073047	1400	1.9178
RITTER	6	1400	10	4	5	3	4	0.35076	0.53371	1400	1.9178
ASTONE	6	1400	17	1	2	1	2	0.28639	0.066439	1400	1.9178
LAYERS	6	1400	5	2	3	1	2	0.35879	0.55073	1400	1.9178
TWEERS	6	1400	4	1	2	0	1	0.29425	0.22982	1400	1.9178
LOTION	6	1400	3	0	1	0	1	0.18358	0.17236	1400	1.9178
FIBERS	6	1400	2	0	1	0	1	0.054646	0.091796	1400	1.9178
FRILLS	6	1400	1	0	1	0	1	0.088799	0.47827	1400	1.9178
NESTLE	6	1400	8	0	1	0	1	0.12058	0.060327	1400	1.9178
RISPED	6	1400	7	0	1	0	1	0.037182	0.060872	1400	1.9178
LIT	3	100	128	74	88	12	26	0.60133	0.65952	1400	1.9178
LITING	6	1400	4	0	1	0	1	0.38318	0.40097	1400	1.9178
VAPERS	6	1400	2	0	1	0	1	0.20613	0.52174	1400	1.9178
RENAME	6	1400	3	0	1	0	1	0.096782	0.52767	1400	1.9178
ARPENT	6	1400	4	0	1	0	1	0.012041	0.089373	1400	1.9178
ARPENS	6	1400	9	0	1	0	1	0.010296	0.01796	1400	1.9178
RIDING	6	1400	1	0	1	0	1	0.33484	0.4119	1400	1.9178
LEARNS	6	1400	9	2	3	1	2	0.2742	0.46888	1400	1.9178
LEAKED	6	1400	1	0	1	0	1	0.19004	0.31885	1400	1.9178
LOBING	6	1400	1	0	1	0	1	0.15549	0.16602	1400	1.9178
FALLER	6	1400	2	0	1	0	1	0.58069	0.31885	1400	1.9178
RIDERS	6	1400	13	5	6	2	3	0.43775	0.51637	1400	1.9178
FIRERS	6	1400	4	2	3	1	2	0.29035	0.26483	1400	1.9178
FIRIES	6	1400	3	0	1	0	1	0.048868	0.073047	1400	1.9178
BINDER	6	1400	4	2	3	0	1	0.62708	0.5698	1400	1.9178
TURTLE	6	1400	3	0	1	0	1	0.0444	0.083008	1400	1.9178
ESCORT	6	1400	6	1	2	1	2	0.1794	0.23838	1400	1.9178
ROUSTS	6	1400	2	1	2	0	1	0.3421	0.50988	1400	1.9178
BINGES	6	1400	1	0	1	0	1	0.3468	0.76254	1400	1.9178
BINGLE	6	1400	2	0	1	0	1	0.43926	0.31885	1400	1.9178
FUELED	6	1400	1	0	1	0	1	0.19004	0.11802	1400	1.9178
RICING	6	1400	3	1	2	0	1	0.35318	0.28389	1400	1.9178
AREPAS	6	1400	7	0	1	0	1	0.010296	0.012331	1400	1.9178
LOAVES	6	1400	1	0	1	0	1	0.03552	0.075106	1400	1.9178
RESETS	6	1400	23	9	10	5	6	0.27307	0.34112	1400	1.9178
LOATHE	6	1400	3	0	1	0	1	0.030543	0.23535	1400	1.9178
LIVIER	6	1400	2	0	1	0	1	0.04736	0.10327	1400	1.9178
NED	3	100	154	16	30	10	24	0.11295	0.18622	1400	1.9178
SAGGED	6	1400	1	0	1	0	1	0.19004	0.25692	1400	1.9178
LITTER	6	1400	6	4	5	1	2	0.55991	0.77403	1400	1.9178
FAINED	6	1400	2	1	2	0	1	0.27233	0.44228	1400	1.9178
TUNERS	6	1400	7	3	4	2	3	0.26407	0.46527	1400	1.9178
REMOVE	6	1400	1	0	1	0	1	0.15549	0.47827	1400	1.9178
LIVERS	6	1400	2	1	2	0	1	0.43372	0.6147	1400	1.9178
FAINER	6	1400	2	0	1	0	1	0.21914	0.431	1400	1.9178
MESHES	6	1400	3	0	1	0	1	0.074365	0.25508	1400	1.9178
MERLON	6	1400	4	0	1	0	1	0.020894	0.043482	1400	1.9178
ARSING	6	1400	11	1	2	1	2	0.12464	0.070195	1400	1.9178
MESHED	6	1400	4	0	1	0	1	0.2243	0.15701	1400	1.9178
FINERS	6	1400	6	3	4	0	1	0.59269	0.65138	1400	1.9178
RIFLES	6	1400	1	0	1	0	1	0.05345	0.12846	1400	1.9178
TRAPED	6	1400	4	1	2	0	1	0.20545	0.26721	1400	1.9178
TUSSLE	6	1400	1	0	1	0	1	0.10038	0.22507	1400	1.9178
FINNED	6	1400	2	1	2	0	1	0.31954	0.31885	1400	1.9178
MERLIN	6	1400	2	0	1	0	1	0.017327	0.024299	1400	1.9178
ABIDED	6	1400	1	0	1	0	1	0.078933	0.22827	1400	1.9178
MERGER	6	1400	2	0	1	0	1	0.15058	0.2174	1400	1.9178
LAPPER	6	1400	2	1	2	0	1	0.59311	0.44817	1400	1.9178
TROATS	6	1400	11	0	1	0	1	0.058412	0.039043	1400	1.9178
FARRED	6	1400	1	0	1	0	1	0.24792	0.42664	1400	1.9178
BEASTS	6	1400	3	0	1	0	1	0.26123	0.63305	1400	1.9178
RUFFLE	6	1400	1	0	1	0	1	0.10148	0.26088	1400	1.9178
ROSTED	6	1400	16	6	7	2	3	0.32566	0.38884	1400	1.9178
RERACK	6	1400	2	0	1	0	1	0.064581	0.22827	1400	1.9178
ROSITS	6	1400	8	0	1	0	1	0.049228	0.26474	1400	1.9178
MENGES	6	1400	1	0	1	0	1	0.027323	0.13044	1400	1.9178
TROPES	6	1400	4	1	2	0	1	0.30015	0.58323	1400	1.9178
LENDER	6	1400	3	2	3	0	1	0.45888	0.39652	1400	1.9178
BADDER	6	1400	1	0	1	0	1	0.30115	0.48758	1400	1.9178
LENITE	6	1400	18	0	1	0	1	0.0048	0.0082617	1400	1.9178
BACKIE	6	1400	1	0	1	0	1	0.2138	0.11802	1400	1.9178
TROLLS	6	1400	2	0	1	0	1	0.2115	0.38841	1400	1.9178
TROKES	6	1400	1	0	1	0	1	0.15943	0.42722	1400	1.9178
BATONS	6	1400	3	0	1	0	1	0.040724	0.16642	1400	1.9178
LATELY	6	1400	2	0	1	0	1	0.025371	0.03592	1400	1.9178
ROTTER	6	1400	6	4	5	1	2	0.46987	0.67462	1400	1.9178
FAULTS	6	1400	2	1	2	0	1	0.14253	0.082617	1400	1.9178
TRODES	6	1400	16	5	6	1	2	0.26968	0.62692	1400	1.9178
BAITER	6	1400	1	0	1	0	1	0.3111	0.47163	1400	1.9178
BEARES	6	1400	10	7	8	2	3	0.50888	0.61204	1400	1.9178
FARLES	6	1400	1	0	1	0	1	0.3165	0.35837	1400	1.9178
BAMBOO	6	1400	1	0	1	0	1	0.088799	0.13769	1400	1.9178
NUKING	6	1400	1	0	1	0	1	0.14208	0.10327	1400	1.9178
RUBIER	6	1400	1	0	1	0	1	0.0592	0.068847	1400	1.9178
TYLERS	6	1400	4	0	1	0	1	0.024496	0.19131	1400	1.9178
RESAYS	6	1400	3	0	1	0	1	0.0968	0.026651	1400	1.9178
BALTIS	6	1400	5	0	1	0	1	0.11244	0.048598	1400	1.9178
NAGGED	6	1400	1	0	1	0	1	0.24434	0.15218	1400	1.9178
BALLSY	6	1400	1	0	1	0	1	0.24434	0.11802	1400	1.9178
ROTCHE	6	1400	2	0	1	0	1	0.33502	0.12754	1400	1.9178
FOUTER	6	1400	4	1	2	0	1	0.10061	0.46454	1400	1.9178
BEARER	6	1400	2	1	2	0	1	0.40325	0.37332	1400	1.9178
BALERS	6	1400	5	3	4	0	1	0.27761	0.57358	1400	1.9178
LOOSEN	6	1400	9	0	1	0	1	0.062888	0.20059	1400	1.9178
NOOSER	6	1400	9	3	4	2	3	0.20532	0.349	1400	1.9178
BALDER	6	1400	1	0	1	0	1	0.37348	0.40097	1400	1.9178
NUTMEG	6	1400	1	0	1	0	1	0.071039	0.11802	1400	1.9178
TROUTS	6	1400	5	1	2	0	1	0.14276	0.39016	1400	1.9178
BEARDS	6	1400	1	0	1	0	1	0.13084	0.42029	1400	1.9178
NOONED	6	1400	1	0	1	0	1	0.093462	0.19305	1400	1.9178
