pos	mean	lo	hi	n	clusters	block
17	4.18448	4.119	4.2622	889	889	10_player
18	4.15298	4.08547	4.22076	889	889	10_player
19	4.13723	4.06615	4.21203	889	889	10_player
20	4.18335	4.11437	4.26629	889	889	10_player
21	4.19685	4.12692	4.27523	889	889	10_player
22	4.18335	4.1098	4.24291	889	889	10_player
23	4.13161	4.06916	4.19385	889	889	10_player
24	4.1946	4.12934	4.25137	889	889	10_player
0	3.8805	3.81948	3.93974	887	887	10_opponent
1	4.06201	3.99655	4.12636	887	887	10_opponent
2	4.29763	4.23103	4.35759	887	887	10_opponent
3	4.32244	4.25335	4.38367	887	887	10_opponent
4	4.29651	4.22431	4.35961	887	887	10_opponent
5	4.3743	4.31084	4.44395	887	887	10_opponent
6	4.31229	4.25133	4.38459	887	887	10_opponent
7	4.34724	4.28009	4.42215	887	887	10_opponent
8	4.38782	4.32163	4.462	887	887	10_opponent
9	4.42165	4.34878	4.50004	887	887	10_opponent
10	4.4239	4.36107	4.49342	887	887	10_opponent
11	4.40812	4.34368	4.47617	887	887	10_opponent
12	4.38444	4.31535	4.45457	887	887	10_opponent
13	4.44532	4.38029	4.52169	887	887	10_opponent
14	4.41714	4.3451	4.4934	887	887	10_opponent
15	4.39052	4.31185	4.45947	886	886	10_opponent
16	4.41648	4.34131	4.49109	886	886	10_opponent
17	4.38939	4.31737	4.46273	886	886	10_opponent
18	4.37472	4.30021	4.45295	886	886	10_opponent
19	4.38713	4.31617	4.46707	886	886	10_opponent
20	4.40406	4.32686	4.47968	886	886	10_opponent
21	4.39887	4.33109	4.47164	885	885	10_opponent
22	4.38462	4.31854	4.45489	884	884	10_opponent
23	4.37896	4.30624	4.45012	884	884	10_opponent
24	4.40271	4.32968	4.4772	884	884	10_opponent
0	4.12319	3.96021	4.29773	138	138	10_strong
1	4.31884	4.15987	4.47829	138	138	10_strong
2	4.52899	4.36097	4.73241	138	138	10_strong
3	4.5	4.31278	4.67594	138	138	10_strong
4	4.48551	4.29729	4.66667	138	138	10_strong
5	4.69565	4.4966	4.88509	138	138	10_strong
6	4.5	4.33858	4.67187	138	138	10_strong
7	4.67391	4.48043	4.8549	138	138	10_strong
8	4.4058	4.20784	4.58647	138	138	10_strong
9	4.72464	4.525	4.93902	138	138	10_strong
10	4.71014	4.51878	4.88433	138	138	10_strong
11	4.73913	4.55989	4.94224	138	138	10_strong
12	4.82609	4.63699	4.98656	138	138	10_strong
13	4.76812	4.57547	4.97225	138	138	10_strong
14	4.76087	4.58263	4.97119	138	138	10_strong
15	4.65217	4.45629	4.86407	138	138	10_strong
16	4.60145	4.42293	4.80016	138	138	10_strong
17	4.65217	4.462	4.87265	138	138	10_strong
18	4.68116	4.47283	4.87857	138	138	10_strong
19	4.72464	4.5246	4.96352	138	138	10_strong
20	4.65217	4.45318	4.85985	138	138	10_strong
21	4.68116	4.5188	4.88716	138	138	10_strong
22	4.55072	4.38327	4.75183	138	138	10_strong
23	4.64493	4.47851	4.86095	138	138	10_strong
24	4.69565	4.49147	4.88714	138	138	10_strong
